1-220kV Ⅰ段母线电压Ua_1,2-220kV Ⅰ段母线电压Ub_2,3-220kV Ⅰ段母线电压Uc_3,4-220kV Ⅰ段母线电压3Uo_4,9-220kV江汉Ⅰ回281断路器Ia_9,10-220kV江汉Ⅰ回281断路器Ib_10,11-220kV江汉Ⅰ回281断路器Ic_11,12-220kV江汉Ⅰ回281断路器3Io_12
1.2184393405914307,72.40602111816406,-73.7760009765625,-0.21870166063308716,-0.027663158252835274,0.04149552434682846,-0.013836662285029888,0.0069157895632088184
-1.3121654987335205,73.87476348876953,-72.65155792236328,-0.15621547400951385,-0.027663158252835274,0.04149552434682846,-0.013836662285029888,0.0069157895632088184
-3.8740124702453613,75.21851348876953,-71.43341064453125,-0.09372928738594055,-0.027663158252835274,0.04149552434682846,-0.006918331142514944,0.0
-6.435859203338623,76.499755859375,-70.05908966064453,-0.0312430951744318,-0.027663158252835274,0.04149552434682846,-0.006918331142514944,0.0069157895632088184
-9.028948783874512,77.718505859375,-68.62230682373047,0.09372928738594055,-0.034578949213027954,0.04149552434682846,-0.006918331142514944,0.0
-11.559553146362305,78.84349822998047,-67.18551635742188,0.15621547400951385,-0.034578949213027954,0.04149552434682846,-0.006918331142514944,0.0069157895632088184
-14.058916091918945,79.81224822998047,-65.62378692626953,0.21870166063308716,-0.034578949213027954,0.04149552434682846,0.0,0.0
-16.558279037475586,80.62474822998047,-63.905887603759766,0.28118786215782166,-0.034578949213027954,0.04149552434682846,0.0,0.0
-19.088884353637695,81.34349060058594,-62.125518798828125,0.28118786215782166,-0.034578949213027954,0.04149552434682846,0.0,0.0069157895632088184
-21.557004928588867,81.99974060058594,-60.25144577026367,0.34367406368255615,-0.034578949213027954,0.034579601138830185,0.0,0.0069157895632088184
-23.99388313293457,82.62474060058594,-58.314903259277344,0.46864643692970276,-0.034578949213027954,0.034579601138830185,0.0,0.0
-26.430763244628906,83.09349060058594,-56.378360748291016,0.4998895227909088,-0.034578949213027954,0.034579601138830185,0.006918331142514944,0.0
-28.86764144897461,83.4372329711914,-54.31687927246094,0.46864643692970276,-0.034578949213027954,0.034579601138830185,0.006918331142514944,0.0
-31.304519653320312,83.7497329711914,-52.19293212890625,0.4998895227909088,-0.034578949213027954,0.034579601138830185,0.013836662285029888,0.0
-33.71015548706055,83.9684829711914,-49.975276947021484,0.46864643692970276,-0.034578949213027954,0.027663681656122208,0.006918331142514944,0.0
-36.08455276489258,84.1247329711914,-47.78886032104492,0.4374033212661743,-0.034578949213027954,0.027663681656122208,0.013836662285029888,0.0
-38.49018859863281,84.1872329711914,-45.50873565673828,0.3749171495437622,-0.034578949213027954,0.027663681656122208,0.013836662285029888,0.0
