220kV_220kV III母电压_Ua_1,220kV_220kV III母电压_Ub_2,220kV_220kV III母电压_Uc_3,220kV_220kV III母电压_3U0_4,220kV_220kV建岗II回_Ia_17,220kV_220kV建岗II回_Ib_18,220kV_220kV建岗II回_Ic_19,220kV_220kV建岗II回_3I0_20
79.51525115966797,-59.419212341308594,-19.380783081054688,0.7547264695167542,-0.09682590514421463,0.13227109611034393,-0.015561305917799473,0.0008645170019008219
80.92987060546875,-55.8641242980957,-24.19683837890625,0.8947787880897522,-0.10114848613739014,0.12449044734239578,-0.01296775508671999,0.0025935510639101267
81.6080322265625,-51.789817810058594,-29.018192291259766,0.8792173862457275,-0.10806462168693542,0.11843883246183395,-0.004322585184127092,0.0008645170019008219
81.8994369506836,-47.55656051635742,-33.638214111328125,0.6380161643028259,-0.10892914235591888,0.11411624401807785,0.006051619071513414,0.0017290340038016438
82.14845275878906,-42.809383392333984,-38.58142852783203,0.770287811756134,-0.11325172334909439,0.11411624401807785,0.015561305917799473,0.0025935510639101267
82.16964721679688,-38.34300994873047,-43.000118255615234,0.9725856184959412,-0.11670979857444763,0.10979365557432175,0.020748408511281013,-0.0025935510639101267
81.73519134521484,-33.315025329589844,-47.51417541503906,0.9725856184959412,-0.11498076468706131,0.10374204069375992,0.024206476286053658,0.0008645170019008219
81.35372161865234,-28.8592472076416,-51.65206527709961,0.7469457387924194,-0.11498076468706131,0.09769041836261749,0.03717423230409622,0.0
80.62257385253906,-24.30280303955078,-55.562129974365234,0.708042323589325,-0.11670979857444763,0.08385814726352692,0.04581940174102783,0.0025935510639101267
79.6741943359375,-19.481449127197266,-59.345035552978516,0.8247526288032532,-0.11584527790546417,0.08558718115091324,0.05446457117795944,0.0017290340038016438
78.24368286132812,-14.660094261169434,-62.76237106323242,0.8325332999229431,-0.12449044734239578,0.07694201171398163,0.057058122009038925,0.0025935510639101267
75.8065185546875,-9.49435806274414,-65.64988708496094,0.4979638457298279,-0.12449044734239578,0.06916136294603348,0.06310974061489105,0.0
73.49650573730469,-4.0743088722229,-68.74402618408203,0.46684110164642334,-0.12449044734239578,0.06829684227705002,0.07694201171398163,0.0
70.73614501953125,1.2821621894836426,-71.2818603515625,0.5679900050163269,-0.1218969002366066,0.057058122009038925,0.07780653238296509,-0.0025935510639101267
67.90161895751953,6.3631272315979,-73.65015411376953,0.5290865898132324,-0.12103237956762314,0.04581940174102783,0.08558718115091324,-0.0034580680076032877
64.69091033935547,11.709002494812012,-75.7694320678711,0.459060400724411,-0.11584527790546417,0.03285164758563042,0.08904524892568588,0.0025935510639101267
61.88816833496094,16.445585250854492,-77.85691833496094,0.2178591787815094,-0.11325172334909439,0.0276645440608263,0.09769041836261749,0.0
58.513221740722656,21.44707679748535,-79.38279724121094,0.3968149423599243,-0.11411624401807785,0.020748408511281013,0.10460655391216278,-0.0008645170019008219
54.89455795288086,26.42207908630371,-80.7391357421875,0.2567625939846039,-0.10979365557432175,0.01296775508671999,0.10460655391216278,0.0008645170019008219
50.4599723815918,31.238134384155273,-81.34842681884766,-0.007780685089528561,-0.10374204069375992,0.0034580680076032877,0.10892914235591888,0.0025935510639101267
46.3273811340332,35.736297607421875,-81.75638580322266,-0.10114890336990356,-0.10374204069375992,-0.0025935510639101267,0.11843883246183395,0.0025935510639101267
41.36297607421875,40.6053352355957,-81.5391616821289,-0.015561370179057121,-0.09769041836261749,-0.006916136015206575,0.12276141345500946,0.0017290340038016438
36.88600540161133,44.79620361328125,-81.34842681884766,-0.03890342637896538,-0.08818073570728302,-0.01815485768020153,0.12276141345500946,0.0025935510639101267
31.820934295654297,49.25728225708008,-80.7815170288086,-0.10114890336990356,-0.08472266793251038,-0.02680002711713314,0.12535496056079865,0.0025935510639101267
27.577083587646484,53.257415771484375,-80.61727142333984,-0.21007849276065826,-0.0752129778265953,-0.04149681702256203,0.12449044734239578,-0.0025935510639101267
22.75043296813965,57.321128845214844,-79.67949676513672,0.023342054337263107,-0.07434846460819244,-0.04236133396625519,0.1288130283355713,-0.0008645170019008219
18.236373901367188,61.06165313720703,-78.93244934082031,0.046684108674526215,-0.06051618978381157,-0.05446457117795944,0.1331356167793274,0.0017290340038016438
12.678570747375488,64.56375885009766,-76.78668212890625,0.015561370179057121,-0.06138070672750473,-0.057058122009038925,0.13400013744831085,0.0017290340038016438
7.677078723907471,67.39299011230469,-74.79985809326172,-0.1322716474533081,-0.05446457117795944,-0.06916136294603348,0.1331356167793274,-0.0008645170019008219
2.124574661254883,70.37586975097656,-72.05010223388672,0.062245480716228485,-0.04409036785364151,-0.08040007948875427,0.13227109611034393,-0.0034580680076032877
-2.7497611045837402,72.57462310791016,-69.3904037475586,0.046684108674526215,-0.030258094891905785,-0.08126460015773773,0.12708400189876556,0.0017290340038016438
-8.296967506408691,74.99059295654297,-66.15850830078125,0.09336821734905243,-0.02593551017343998,-0.08472266793251038,0.13227109611034393,0.0
-12.91698932647705,77.24232482910156,-63.76902770996094,0.194517120718956,-0.02593551017343998,-0.09423235058784485,0.12449044734239578,0.0008645170019008219
-18.066831588745117,79.10198974609375,-60.436466217041016,0.23342055082321167,-0.005187102127820253,-0.1020130068063736,0.11843883246183395,-0.0017290340038016438
-22.7822208404541,80.463623046875,-57.13569259643555,0.2412012368440628,-0.0034580680076032877,-0.10806462168693542,0.11411624401807785,-0.0008645170019008219
-28.06981658935547,81.76698303222656,-53.18324279785156,0.18673643469810486,0.0017290340038016438,-0.11325172334909439,0.11238721013069153,-0.0034580680076032877
-32.47261428833008,82.0000991821289,-48.9976692199707,0.14783301949501038,0.009509687311947346,-0.11325172334909439,0.1106581762433052,0.0025935510639101267
-37.293968200683594,81.98420715332031,-44.017372131347656,0.4357183575630188,0.014696788974106312,-0.11584527790546417,0.10720010846853256,-0.0034580680076032877
-41.898094177246094,82.05838012695312,-39.40794372558594,0.4979638457298279,0.024206476286053658,-0.12449044734239578,0.09855493903160095,0.0
-46.44394302368164,81.76168060302734,-34.565399169921875,0.4746217727661133,0.029393577948212624,-0.12449044734239578,0.10374204069375992,0.0008645170019008219
-50.55533981323242,81.53385925292969,-30.16790008544922,0.4746217727661133,0.05014198645949364,-0.12362593412399292,0.08472266793251038,-0.0025935510639101267
-54.45480728149414,81.17887878417969,-25.93464469909668,0.389034241437912,0.05360005423426628,-0.12276141345500946,0.08385814726352692,-0.0017290340038016438
-58.513221740722656,80.32587432861328,-21.27223777770996,0.14005233347415924,0.06224522367119789,-0.1305420696735382,0.07694201171398163,0.0017290340038016438
-62.09479904174805,79.05960845947266,-16.44028663635254,0.023342054337263107,0.06570329517126083,-0.12967754900455475,0.07694201171398163,0.0025935510639101267
-65.09886932373047,76.9403305053711,-11.269251823425293,0.015561370179057121,0.07002587616443634,-0.1331356167793274,0.07002587616443634,0.0017290340038016438
-68.02347564697266,74.44488525390625,-5.764431953430176,0.194517120718956,0.08385814726352692,-0.13572916388511658,0.05878715589642525,0.0008645170019008219
-70.76793670654297,71.71101379394531,-0.275505930185318,0.27232396602630615,0.09250331670045853,-0.13227109611034393,0.048412952572107315,0.0025935510639101267
-73.39584350585938,69.01953125,4.9273176193237305,0.023342054337263107,0.09250331670045853,-0.12535496056079865,0.04322585090994835,-0.0008645170019008219
-75.68995666503906,65.99427032470703,10.146036148071289,-0.11671027541160583,0.09509687125682831,-0.12794852256774902,0.03371616452932358,0.0008645170019008219
-77.58141326904297,63.28689193725586,14.776654243469238,-0.046684108674526215,0.10806462168693542,-0.12362593412399292,0.02507099322974682,-0.0017290340038016438
-79.2662353515625,59.90134811401367,19.719867706298828,-0.20229780673980713,0.11325172334909439,-0.12276141345500946,0.012103238143026829,-0.0017290340038016438
-80.57489013671875,56.42043685913086,24.482940673828125,-0.23342055082321167,0.1106581762433052,-0.11670979857444763,0.011238721199333668,0.0017290340038016438
-81.2371597290039,52.31433868408203,29.293697357177734,-0.22563986480236053,0.11670979857444763,-0.11584527790546417,0.0008645170019008219,-0.0008645170019008219
-81.48617553710938,48.107574462890625,33.89252853393555,-0.05446479469537735,0.12449044734239578,-0.1106581762433052,-0.006051619071513414,0.0008645170019008219
