220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV凤华Ⅱ回线_A相_9,220kV凤华Ⅱ回线_B相_10,220kV凤华Ⅱ回线_C相_11,220kV凤华Ⅱ回线_3I0_12
-54.73471450805664,86.37052154541016,-31.63775062561035,0.18670654296875,0.020875126123428345,-0.0019009170355275273,0.015173454768955708,0.005698076914995909
-70.30003356933594,80.38526916503906,-9.988133430480957,0.3578542172908783,0.020875126123428345,-0.0038018340710550547,0.0018966818461194634,0.005698076914995909
-81.96617889404297,69.58895874023438,12.191551208496094,-0.1711476743221283,0.020875126123428345,-0.0019009170355275273,0.013276772573590279,0.005698076914995909
-87.94560241699219,53.12950897216797,34.25690460205078,-0.840179443359375,0.02467060275375843,-0.005702751222997904,0.007586727384477854,0.0075974357314407825
-86.07441711425781,31.723918914794922,54.42025375366211,0.1555887907743454,0.020875126123428345,0.0019009170355275273,0.003793363692238927,0.0075974357314407825
-80.30406188964844,10.235198020935059,70.10401153564453,0.2022654265165329,0.020875126123428345,0.005702751222997904,0.0018966818461194634,0.0075974357314407825
-69.35921478271484,-12.15754508972168,81.64077758789062,0.2178243100643158,0.018977386876940727,0.007603668142110109,-0.005690045189112425,0.009496794082224369
-52.30949401855469,-34.82045364379883,87.52348327636719,0.7779439687728882,0.01707964763045311,0.007603668142110109,-0.003793363692238927,0.009496794082224369
-31.43378257751465,-54.5634765625,86.17233276367188,0.4356486201286316,0.01707964763045311,0.013306419365108013,-0.01138009037822485,0.0037987178657203913
-9.679974555969238,-70.49298095703125,80.1025390625,0.093353271484375,0.007590954657644033,0.02091008611023426,-0.0018966818461194634,0.011396153829991817
12.38744068145752,-81.99588775634766,69.42843627929688,-0.0777943953871727,0.007590954657644033,0.026612838730216026,-0.007586727384477854,0.011396153829991817
34.50712203979492,-87.75253295898438,52.67415237426758,-0.8090617060661316,0.007590954657644033,0.02091008611023426,-0.0018966818461194634,0.009496794082224369
54.83925247192383,-86.55756378173828,31.658536911010742,0.0777943953871727,-0.0018977386644110084,0.019009169191122055,0.005690045189112425,0.0075974357314407825
70.25821685791016,-80.50996398925781,10.102461814880371,-0.0622355155646801,0.0,0.019009169191122055,0.007586727384477854,0.0075974357314407825
81.86164093017578,-69.7656021118164,-11.962894439697266,0.2645009458065033,-0.0037954773288220167,0.019009169191122055,0.01138009037822485,0.005698076914995909
87.96650695800781,-53.0567741394043,-34.26729965209961,0.9957682490348816,-0.005693215876817703,0.015207336284220219,0.015173454768955708,0.011396153829991817
86.10577392578125,-31.630399703979492,-54.441043853759766,0.1400299072265625,-0.005693215876817703,0.015207336284220219,0.020863499492406845,0.0075974357314407825
80.29360961914062,-10.26637077331543,-70.09362030029297,-0.0622355155646801,-0.005693215876817703,0.009504584595561028,0.0227601807564497,0.0075974357314407825
69.32785034179688,12.303019523620605,-81.7551040649414,-0.0466766357421875,-0.0018977386644110084,0.009504584595561028,0.024656863883137703,0.0075974357314407825
52.21541213989258,34.94514846801758,-87.66899108886719,-0.56011962890625,-0.0018977386644110084,-0.0019009170355275273,0.020863499492406845,0.0018993589328601956
31.308340072631836,54.57386779785156,-86.25547790527344,-0.280059814453125,0.0,0.0038018340710550547,0.0227601807564497,0.011396153829991817
9.585892677307129,70.33711242675781,-80.1856918334961,-0.2178243100643158,0.013284171000123024,-0.0019009170355275273,0.0227601807564497,0.005698076914995909
