17-110kVⅡ段母线电压Ua_17,18-110kVⅡ段母线电压Ub_18,19-110kVⅡ段母线电压Uc_19,20-110kVⅡ段母线电压3Uo_20,21-110kV镇电威马线电流Ia_21,22-110kV镇电威马线电流Ib_22,23-110kV镇电威马线电流Ic_23,24-110kV镇电威马线电流3Io_24
-65.81151580810547,77.86156463623047,-11.747221946716309,0.42083868384361267,-2.1493053436279297,2.875938653945923,-0.74288409948349,-0.008641467429697514
-69.22644805908203,76.31759643554688,-6.719379425048828,0.5221517086029053,-2.2787814140319824,2.815483331680298,-0.5614821910858154,0.0
-72.29833221435547,74.52408599853516,-1.8396445512771606,0.5844981670379639,-2.3650989532470703,2.729118824005127,-0.3628038763999939,0.008641467429697514
-75.2376708984375,72.49664306640625,3.016705274581909,0.3740788400173187,-2.468679904937744,2.642754316329956,-0.17276374995708466,-0.017282934859395027
-78.04446411132812,70.37562561035156,7.646996974945068,-0.15586619079113007,-2.554997444152832,2.5304806232452393,0.017276374623179436,-0.017282934859395027
-80.46142578125,67.87252044677734,12.214927673339844,-0.7559509873390198,-2.624051332473755,2.4354796409606934,0.19867829978466034,0.0
-82.07533264160156,64.33229064941406,17.219385147094727,-1.005336880683899,-2.693105459213257,2.3145692348480225,0.3887184262275696,0.008641467429697514
-82.58991241455078,59.661376953125,22.488874435424805,-0.8416773676872253,-2.7535276412963867,2.1850223541259766,0.5873967409133911,0.008641467429697514
-82.66007995605469,54.896888732910156,27.563488006591797,-0.42083868384361267,-2.7880547046661377,2.0295662879943848,0.7687986493110657,0.008641467429697514
-82.88618469238281,50.45211410522461,32.45881271362305,-0.0077933091670274734,-2.8312134742736816,1.9172923564910889,0.9156478643417358,0.008641467429697514
-83.3305892944336,45.85137939453125,37.595787048339844,0.202626034617424,-2.8743720054626465,1.8050185441970825,1.088411569595337,0.008641467429697514
-83.56449127197266,40.81396484375,42.91984176635742,0.202626034617424,-2.9002673625946045,1.6581988334655762,1.2525371313095093,0.008641467429697514
-83.43194580078125,35.807743072509766,47.65926742553711,0.02337992750108242,-2.9002673625946045,1.4854698181152344,1.4512155055999756,0.0
-82.94075775146484,31.35516929626465,51.416507720947266,-0.2961457371711731,-2.8657402992248535,1.2609220743179321,1.6067028045654297,0.0
-82.12210845947266,26.886999130249023,54.877532958984375,-0.6624312996864319,-2.8139498233795166,1.0881929397583008,1.7449138164520264,0.0
-80.85125732421875,21.58445930480957,58.83744430541992,-0.8494706749916077,-2.7707910537719727,0.8981910347938538,1.8744865655899048,0.017282934859395027
-79.05802917480469,15.6970796585083,63.015621185302734,-0.6780179142951965,-2.736264228820801,0.7340984344482422,2.0213358402252197,0.025924403220415115
-76.976318359375,10.199592590332031,66.69490814208984,-0.22600597143173218,-2.7103688716888428,0.5527329444885254,2.176823139190674,0.008641467429697514
