220kV I母电压A相_1,220kV I母电压B相_2,220kV I母电压C相_3,220kV I母电压3U0_4,220kV龙清线252A相_9,220kV龙清线252B相_10,220kV龙清线252C相_11,220kV龙清线2523I0_12
-27.245685577392578,-56.048057556152344,83.25760650634766,0.07767000049352646,0.0,0.2508299946784973,-0.13011600077152252,0.04640499874949455
-5.92841100692749,-70.79318237304688,76.70098876953125,0.12427199631929398,-0.06497400254011154,0.287990003824234,-0.09294000267982483,0.01856200024485588
16.034841537475586,-80.94794464111328,64.68570709228516,-0.15534000098705292,-0.10210199654102325,0.2601200044155121,-0.03717600181698799,0.03712400048971176
37.11247634887695,-85.03057098388672,47.44999694824219,-0.6524279713630676,-0.17635799944400787,0.26941001415252686,0.03717600181698799,0.04640499874949455
55.866676330566406,-83.38301086425781,27.4279842376709,0.046601999551057816,-0.17635799944400787,0.2601200044155121,0.06505800038576126,0.04640499874949455
70.75543212890625,-76.87567901611328,6.163010120391846,0.18640799820423126,-0.18564000725746155,0.1858000010251999,0.13941000401973724,0.02784300036728382
81.42448425292969,-64.28585052490234,-16.72817039489746,2.6718480587005615,-0.23205000162124634,0.0743200033903122,0.557640016078949,-0.21346299350261688
86.3735122680664,-44.64985656738281,-19.918434143066406,38.539852142333984,-0.17635799944400787,0.0743200033903122,-0.8178719878196716,1.0951579809188843
85.61292266845703,-23.95694351196289,-24.631324768066406,64.52823638916016,-0.12066599726676941,0.009290000423789024,-2.9926679134368896,3.2576310634613037
79.86163330078125,-1.5232139825820923,-34.90645980834961,75.93019104003906,-0.11138399690389633,-0.13934999704360962,-5.985335826873779,6.394608974456787
68.12984466552734,20.506397247314453,-37.40273666381836,89.75545501708984,-0.07425600290298462,-0.2508299946784973,-9.479880332946777,10.014199256896973
50.490474700927734,41.36510467529297,-35.54865646362305,98.48555755615234,-0.009282000362873077,-0.38089001178741455,-13.188185691833496,13.810128211975098
30.381803512573242,59.78873825073242,-38.27281188964844,91.32438659667969,0.009282000362873077,-0.49237000942230225,-16.81284523010254,17.550371170043945
5.917992115020752,74.66857147216797,-35.57973098754883,78.8505859375,0.055691998451948166,-0.6038500070571899,-20.102922439575195,20.94721794128418
-12.39861011505127,83.73532104492188,-28.018390655517578,75.44863891601562,0.04641000181436539,-0.6967499852180481,-22.807476043701172,23.712955474853516
-32.715660095214844,86.75066375732422,-23.69910430908203,52.44278335571289,0.055691998451948166,-0.8082299828529358,-24.666276931762695,25.634122848510742
-59.054893493652344,84.24305725097656,-16.18955421447754,15.13011646270752,0.03712800145149231,-0.8453900218009949,-25.521324157714844,26.56222152709961
-69.89065551757812,76.08816528320312,-5.810838222503662,-0.2796120047569275,0.018564000725746155,-0.8639699816703796,-25.298267364501953,26.348758697509766
-77.99663543701172,63.23928451538086,1.6676379442214966,-23.875757217407227,0.018564000725746155,-0.8360999822616577,-23.932050704956055,25.003013610839844
-88.6552734375,44.28718948364258,10.088691711425781,-60.784542083740234,0.009282000362873077,-0.7710700035095215,-21.54349136352539,22.543548583984375
-85.8421401977539,21.79128646850586,19.504114151000977,-78.80398559570312,-0.04641000181436539,-0.6874600052833557,-18.21623992919922,19.211669921875
-77.44442749023438,-3.2329440116882324,24.91098976135254,-98.54769897460938,-0.11138399690389633,-0.575980007648468,-14.18264389038086,15.165154457092285
-69.92190551757812,-13.79182243347168,29.406362533569336,-96.51274108886719,-0.19492200016975403,-0.4830799996852875,-9.693641662597656,10.645306587219238
-51.62614440917969,-44.5358772277832,33.40454864501953,-111.42538452148438,-0.25989601016044617,-0.3530200123786926,-5.0187602043151855,5.939839839935303
-29.391998291015625,-67.47734069824219,32.87629318237305,-113.05644989013672,-0.3248699903488159,-0.24153999984264374,-0.5018759965896606,1.382869005203247
-10.939949989318848,-70.140380859375,31.19829559326172,-87.82923889160156,-0.38984400033950806,-0.13006000220775604,3.4666619300842285,-2.663646936416626
