220kVⅡ段母线电压_A相_5,220kVⅡ段母线电压_B相_6,220kVⅡ段母线电压_C相_7,220kVⅡ段母线电压_3U0_8,厂新Ⅰ回272断路器_A相_21,厂新Ⅰ回272断路器_B相_22,厂新Ⅰ回272断路器_C相_23,厂新Ⅰ回272断路器_3I0_24
31.799089431762695,-83.95791625976562,51.94115447998047,-0.21834628283977509,-0.16728396713733673,0.6039541959762573,-0.3429659307003021,0.02788865752518177
51.19486999511719,-83.91624450683594,32.612762451171875,0.0,-0.30668726563453674,0.6225374341011047,-0.22246438264846802,0.03718487545847893
66.91751861572266,-78.70729064941406,11.755158424377441,0.14036546647548676,-0.43679702281951904,0.6132457852363586,-0.074154794216156,0.03718487545847893
78.42596435546875,-67.76848602294922,-10.257155418395996,0.6238465309143066,-0.5390260815620422,0.5760794281959534,0.055616095662117004,0.02788865752518177
83.60787963867188,-51.66240310668945,-31.551677703857422,0.7642120122909546,-0.5576131939888,0.4552885591983795,0.22246438264846802,0.02788865752518177
83.50382995605469,-32.420528411865234,-50.7552375793457,0.7798081636428833,-0.5854938626289368,0.34378930926322937,0.3522352874279022,0.009296218864619732
78.21784973144531,-11.553459167480469,-66.64030456542969,0.2495386153459549,-0.5576131939888,0.17654046416282654,0.5005448460578918,0.02788865752518177
67.47941589355469,10.709609031677246,-78.11458587646484,0.37430793046951294,-0.4832647740840912,0.018583206459879875,0.5654302835464478,0.018592437729239464
51.31973648071289,32.139244079589844,-83.64887237548828,-0.14036546647548676,-0.3717421293258667,-0.12079083919525146,0.6117770671844482,0.02788865752518177
32.16328048706055,51.24568557739258,-83.54484558105469,-0.14036546647548676,-0.2416323870420456,-0.25087329745292664,0.6303157806396484,0.046481095254421234
11.081816673278809,67.37260437011719,-78.65553283691406,-0.062384653836488724,-0.08364198356866837,-0.3809557259082794,0.583968997001648,0.018592437729239464
-10.780057907104492,78.54060363769531,-67.46212768554688,0.45228874683380127,0.08364198356866837,-0.48316335678100586,0.5283529162406921,0.02788865752518177
-32.04882049560547,83.80165100097656,-51.566654205322266,0.34311559796333313,0.2323388308286667,-0.5389130115509033,0.43565940856933594,0.03718487545847893
