110kV II 母电压_A相_5,110kV II 母电压_B相_6,110kV II 母电压_C相_7,110kV II 母电压_3U0_8,大中I回T线132_A相_13,大中I回T线132_B相_14,大中I回T线132_C相_15,大中I回T线132_3I0_16
-82.6444320678711,23.425996780395508,58.61721420288086,-1.0221184492111206,0.05540543049573898,-0.02767525240778923,0.04610716924071312,0.046090301126241684
-74.39344787597656,1.0657587051391602,73.45767211914062,0.3716794550418854,0.046171192079782486,-0.03690033778548241,0.009221433661878109,0.02765418030321598
-62.01179122924805,-20.259761810302734,81.97930145263672,-0.3716794550418854,0.06463966518640518,-0.03690033778548241,0.009221433661878109,0.018436120823025703
-43.87411880493164,-41.09896469116211,85.4955062866211,0.9911451935768127,0.08310814201831818,0.009225084446370602,0.0,0.018436120823025703
-23.313949584960938,-58.947837829589844,82.12408447265625,-0.21681301295757294,0.05540543049573898,-0.009225084446370602,-0.009221433661878109,0.02765418030321598
-1.0663129091262817,-73.37179565429688,74.7297134399414,0.49557259678840637,0.08310814201831818,0.0,-0.0276643019169569,0.02765418030321598
20.24959373474121,-82.49800109863281,61.812828063964844,-0.8053054809570312,0.08310814201831818,0.018450168892741203,-0.0276643019169569,0.02765418030321598
41.151397705078125,-85.17791748046875,44.06632995605469,-0.015486643649637699,0.046171192079782486,0.03690033778548241,-0.018442867323756218,0.03687224164605141
58.99919891357422,-82.43592071533203,23.4448184967041,-0.061946574598550797,0.046171192079782486,0.03690033778548241,-0.018442867323756218,0.03687224164605141
73.63771057128906,-74.59275817871094,1.096228837966919,0.17035308480262756,0.03693695366382599,0.05535050481557846,-0.0276643019169569,0.009218060411512852
82.72724914550781,-62.01060104370117,-20.094079971313477,1.1150383949279785,0.02770271524786949,0.08302576094865799,-0.0276643019169569,0.018436120823025703
84.90128326416016,-43.76853561401367,-41.09823989868164,-0.07743322104215622,0.03693695366382599,0.08302576094865799,-0.018442867323756218,0.02765418030321598
82.70654296875,-23.28113555908203,-58.59653091430664,1.254418134689331,0.009234238415956497,0.07380067557096481,0.0,0.02765418030321598
74.32097625732422,-0.9002039432525635,-73.5404052734375,-0.4026527404785156,-0.009234238415956497,0.09225084632635117,0.0,0.018436120823025703
62.05320358276367,20.311498641967773,-81.9586181640625,0.4645993113517761,0.0,0.08302576094865799,0.036885734647512436,0.02765418030321598
43.78094482421875,41.31625747680664,-85.4955062866211,-0.8362787365913391,-0.03693695366382599,0.05535050481557846,0.04610716924071312,0.02765418030321598
23.26218605041504,59.1133918762207,-82.2171630859375,0.27875959873199463,-0.02770271524786949,0.05535050481557846,0.04610716924071312,0.02765418030321598
0.9938451051712036,73.48561096191406,-74.65731811523438,-0.3252195119857788,-0.02770271524786949,0.02767525240778923,0.06455003470182419,0.03687224164605141
-20.34276580810547,82.51869201660156,-61.719749450683594,0.8672520518302917,-0.018468476831912994,0.018450168892741203,0.06455003470182419,0.018436120823025703
-41.25492477416992,85.23999786376953,-43.952571868896484,0.12389314919710159,-0.009234238415956497,0.018450168892741203,0.06455003470182419,0.018436120823025703
-59.050960540771484,82.49800109863281,-23.320716857910156,0.2013263702392578,-0.009234238415956497,0.0,0.06455003470182419,0.02765418030321598
-73.58594512939453,74.54102325439453,-0.9514438509941101,0.0,-0.009234238415956497,-0.02767525240778923,0.06455003470182419,0.009218060411512852
-82.70654296875,61.88643264770508,20.259550094604492,-0.9756585359573364,0.02770271524786949,-0.03690033778548241,0.08299290388822556,0.03687224164605141
-84.77705383300781,43.60298156738281,41.25336456298828,0.15486644208431244,0.03693695366382599,-0.03690033778548241,0.036885734647512436,0.03687224164605141
-82.65478515625,23.239748001098633,58.772342681884766,-1.0221184492111206,0.046171192079782486,-0.02767525240778923,0.0553286038339138,0.03687224164605141
-74.2485122680664,0.7863850593566895,73.58177185058594,0.41813936829566956,0.046171192079782486,-0.02767525240778923,0.018442867323756218,0.009218060411512852
-61.89791488647461,-20.425317764282227,82.031005859375,-0.41813936829566956,0.08310814201831818,-0.009225084446370602,0.009221433661878109,0.018436120823025703
-43.6463623046875,-41.27486801147461,85.45413970947266,1.006631851196289,0.08310814201831818,-0.02767525240778923,-0.009221433661878109,0.02765418030321598
-23.106897354125977,-59.144432067871094,82.10340118408203,-0.23229965567588806,0.06463966518640518,-0.009225084446370602,-0.009221433661878109,0.02765418030321598
-0.848909318447113,-73.46492004394531,74.61595153808594,0.4645993113517761,0.07387390732765198,0.009225084446370602,-0.018442867323756218,0.02765418030321598
20.466997146606445,-82.53939056396484,61.66804122924805,-0.7898188233375549,0.07387390732765198,0.02767525240778923,-0.0276643019169569,0.02765418030321598
41.33774185180664,-85.1986083984375,43.91120147705078,0.015486643649637699,0.046171192079782486,0.03690033778548241,-0.0276643019169569,0.02765418030321598
59.20624923706055,-82.41522216796875,23.23798179626465,-0.061946574598550797,0.06463966518640518,0.04612542316317558,-0.018442867323756218,0.009218060411512852
73.77229309082031,-74.52033233642578,0.8583678603172302,0.2013263702392578,0.05540543049573898,0.05535050481557846,-0.018442867323756218,0.009218060411512852
82.73760223388672,-61.80365753173828,-20.28023338317871,1.1150383949279785,0.046171192079782486,0.08302576094865799,0.0,0.018436120823025703
84.92198944091797,-43.5822868347168,-41.336097717285156,-0.09291986376047134,0.009234238415956497,0.08302576094865799,0.0,0.018436120823025703
82.67548370361328,-23.07419204711914,-58.793025970458984,1.254418134689331,0.009234238415956497,0.09225084632635117,-0.009221433661878109,0.02765418030321598
74.32097625732422,-0.33110949397087097,-67.5525131225586,10.654810905456543,0.08310814201831818,0.16605152189731598,-1.1065720319747925,-0.9125880002975464
59.91022491455078,18.428312301635742,-67.4490966796875,19.17246437072754,0.009234238415956497,0.10147593170404434,-4.361738204956055,-4.258743762969971
42.745689392089844,40.405704498291016,-75.92935943603516,12.4202880859375,-0.06463966518640518,0.018450168892741203,-7.626125812530518,-7.669426441192627
21.44013786315918,57.509578704833984,-69.7449722290039,15.93575668334961,-0.03693695366382599,0.04612542316317558,-10.503212928771973,-10.54546070098877
-1.2630114555358887,71.25062561035156,-64.43963623046875,9.72561264038086,-0.03693695366382599,0.03690033778548241,-12.937671661376953,-12.997465133666992
-22.589269638061523,80.56307983398438,-54.563236236572266,5.993330955505371,0.0,0.02767525240778923,-14.606751441955566,-14.629061698913574
-43.05626678466797,83.97764587402344,-39.51594543457031,2.508836269378662,-0.02770271524786949,0.02767525240778923,-15.381351470947266,-15.4033784866333
-59.371891021728516,81.35980987548828,-23.072513580322266,-1.9048571586608887,0.009234238415956497,0.009225084446370602,-15.196922302246094,-15.228236198425293
