1-220kVⅠ母电压Ua_1,2-220kVⅠ母电压Ub_2,3-220kVⅠ母电压Uc_3,4-220kVⅠ母电压3Uo_4,9-砚马Ⅰ回265电流Ia_9,10-砚马Ⅰ回265电流Ib_10,11-砚马Ⅰ回265电流Ic_11,12-砚马Ⅰ回265电流3Io_12
71.453125,4.721701622009277,-76.02706909179688,0.19015032052993774,0.23332910239696503,0.03941543027758598,-0.25137126445770264,0.014357456006109715
68.30638885498047,10.1405668258667,-78.43559265136719,-0.03169172257184982,0.218970388174057,0.05733153596520424,-0.2621443271636963,0.014357456006109715
64.9053726196289,15.4326753616333,-80.49552154541016,-0.22184205055236816,0.2082013487815857,0.07524764537811279,-0.2693263590335846,0.007178728003054857
61.25007629394531,20.56633758544922,-82.04838562011719,-0.3803006410598755,0.19743230938911438,0.09316375106573105,-0.27291738986968994,0.007178728003054857
57.27692794799805,25.795066833496094,-83.44279479980469,-0.5387592315673828,0.17948392033576965,0.11466307193040848,-0.28009942173957825,0.007178728003054857
53.08127975463867,31.0237979888916,-84.58367919921875,-0.760601282119751,0.16512520611286163,0.12899595499038696,-0.28728145360946655,0.0035893640015274286
48.59956741333008,36.4743537902832,-85.53441619873047,-0.7922930121421814,0.1507664918899536,0.14332884550094604,-0.28009942173957825,0.0035893640015274286
54.416259765625,55.012577056884766,-56.18840789794922,94.28286743164062,0.12922842800617218,0.16482816636562347,-0.6032910346984863,-0.31227466464042664
55.59231185913086,67.08618927001953,-34.86026382446289,147.0178985595703,0.10410067439079285,0.17199461162090302,-0.8438892960548401,-0.5599408149719238
49.48955154418945,69.17768096923828,-27.412843704223633,149.8067626953125,0.07897292822599411,0.17557783424854279,-0.9336647391319275,-0.6640323400497437
41.1936149597168,68.2903823852539,-38.15614318847656,122.23497009277344,0.05384517461061478,0.17557783424854279,-1.088078498840332,-0.8506792783737183
29.782730102539062,65.72354888916016,-18.7928524017334,134.94334411621094,0.02871742658317089,0.17557783424854279,-1.2496743202209473,-1.0229687690734863
37.506534576416016,80.80764770507812,-23.134538650512695,165.8744659423828,-0.007179356645792723,0.16841138899326324,-1.3717689514160156,-1.1988476514816284
22.281423568725586,75.19864654541016,-25.638139724731445,120.84053039550781,-0.032307107001543045,0.16841138899326324,-1.5297737121582031,-1.378315806388855
13.858345985412598,76.43452453613281,-25.82828712463379,108.98783111572266,-0.06461421400308609,0.1612449437379837,-1.6913695335388184,-1.5793201923370361
6.802032470703125,80.42737579345703,-24.275421142578125,109.97027587890625,-0.08974196016788483,0.16482816636562347,-1.8206462860107422,-1.7264841794967651
0.635703980922699,80.9977798461914,-33.94122314453125,84.36336517333984,-0.11128003150224686,0.16482816636562347,-1.935558795928955,-1.866469383239746
-6.134543418884277,80.6808853149414,-36.856807708740234,64.96802520751953,-0.1471768170595169,0.15407851338386536,-2.0432894229888916,-2.0172226428985596
-10.425544738769531,82.29704284667969,-37.39555740356445,58.5029182434082,-0.16512520611286163,0.15766172111034393,-2.1474289894104004,-2.135671615600586
-12.968360900878906,84.03994750976562,-36.60327911376953,59.13675308227539,-0.2010219842195511,0.15049529075622559,-2.2228403091430664,-2.2612993717193604
-17.354717254638672,83.50123596191406,-30.803796768188477,61.0699462890625,-0.23332910239696503,0.1361624002456665,-2.276705503463745,-2.3546228408813477
-21.4232234954834,84.8638687133789,-28.205123901367188,60.87979507446289,-0.24768781661987305,0.1361624002456665,-2.3341617584228516,-2.42641019821167
-23.521045684814453,89.6806411743164,-27.381153106689453,67.18644714355469,-0.2620465159416199,0.14691206812858582,-2.420346260070801,-2.5233230590820312
-28.41596794128418,93.16645812988281,-23.578214645385742,71.14791107177734,-0.2943536341190338,0.12899595499038696,-2.50653076171875,-2.6489508152008057
-38.015098571777344,92.27915954589844,-14.419472694396973,68.29566192626953,-0.31230202317237854,0.12899595499038696,-2.5747599601745605,-2.742274284362793
-41.1936149597168,93.9903793334961,-14.16594409942627,67.05968475341797,-0.31589171290397644,0.14332884550094604,-2.64298939704895,-2.796114683151245
-47.74136734008789,94.6241683959961,-8.683375358581543,66.5526123046875,-0.33384010195732117,0.13257917761802673,-2.6537623405456543,-2.842776298522949
-55.465171813964844,90.34611511230469,-7.764331817626953,46.93544006347656,-0.3625575304031372,0.12182951718568802,-2.632216453552246,-2.8571338653564453
-64.39681243896484,85.14907836914062,-13.341974258422852,12.644996643066406,-0.37332653999328613,0.11824629455804825,-2.610670328140259,-2.839186906814575
