220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV凤丽Ⅱ回线_A相_9,220kV凤丽Ⅱ回线_B相_10,220kV凤丽Ⅱ回线_C相_11,220kV凤丽Ⅱ回线_3I0_12
-82.66621398925781,21.0742130279541,61.532108306884766,-0.04669677093625069,0.482448935508728,-0.6028261780738831,0.1298413723707199,0.0185631662607193
-74.28978729248047,-0.9768126010894775,75.13777160644531,-0.1556559056043625,0.5845054388046265,-0.5286321640014648,-0.04637191817164421,0.02784474939107895
-60.47548294067383,-22.518648147583008,83.5568618774414,1.0740257501602173,0.6401726603507996,-0.4173412024974823,-0.18548767268657684,0.0185631662607193
-41.955326080322266,-43.48894500732422,85.94746398925781,0.9339354634284973,0.6772841215133667,-0.2967759668827057,-0.35242658853530884,0.00928158313035965
-20.77897071838379,-61.871726989746094,82.61101531982422,0.031131181865930557,0.6216168999671936,-0.07419399172067642,-0.4729935824871063,0.0185631662607193
0.8679690957069397,-75.17300415039062,74.44137573242188,0.35800859332084656,0.5659497380256653,0.07419399172067642,-0.5750117897987366,0.00928158313035965
22.23255729675293,-83.47591400146484,60.825321197509766,-0.5914924740791321,0.46389323472976685,0.22258198261260986,-0.6213837265968323,0.0185631662607193
43.36708068847656,-86.24008178710938,42.39686965942383,-0.7160171866416931,0.3247252404689789,0.3709699511528015,-0.6306580901145935,0.0
61.66763687133789,-83.01868438720703,21.317964553833008,0.062262363731861115,0.13916796445846558,0.5100836753845215,-0.5842862129211426,0.0185631662607193
75.12638854980469,-74.71577453613281,-0.44693928956985474,0.0,-0.01855572871863842,0.5935519337654114,-0.5100911259651184,0.00928158313035965
83.49235534667969,-61.071571350097656,-21.889631271362305,0.9183698892593384,-0.17627942562103271,0.6584717035293579,-0.43589603900909424,0.0
86.06488800048828,-42.53291702270508,-42.989322662353516,0.8249763250350952,-0.3154473900794983,0.6584717035293579,-0.3060546815395355,0.0185631662607193
82.72895812988281,-21.03264617919922,-61.60486602783203,0.09339354187250137,-0.45461535453796387,0.6306489109992981,-0.09274383634328842,0.0185631662607193
74.36299133300781,0.8832880258560181,-75.16895294189453,0.1089591383934021,-0.5659497380256653,0.547180712223053,0.083469457924366,-0.00928158313035965
60.54868698120117,22.32120704650879,-83.48410034179688,-0.9183698892593384,-0.6308947801589966,0.4451639652252197,0.24113398790359497,0.0185631662607193
42.049442291259766,43.312286376953125,-86.11376953125,-0.9339354634284973,-0.6494504809379578,0.287501722574234,0.3895241320133209,0.0
