220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV格迪线_A相_9,220kV格迪线_B相_10,220kV格迪线_C相_11,220kV格迪线_3I0_12
-64.5921859741211,81.1365966796875,-16.67339324951172,0.09301735460758209,-1.6955782175064087,1.9725468158721924,-0.2409840226173401,-0.01851602829992771
-78.16915130615234,71.9233627319336,5.719842910766602,-0.5426012277603149,-1.9179490804672241,1.6669409275054932,0.2965957224369049,-0.01851602829992771
-84.31681823730469,56.77178192138672,26.758108139038086,-1.0231908559799194,-2.0569307804107666,1.2131625413894653,0.8434441089630127,0.009258014149963856
-85.35879516601562,38.397125244140625,46.19316101074219,-1.007688045501709,-2.001338243484497,0.7223410606384277,1.3346807956695557,0.03703205659985542
-81.10752868652344,17.006662368774414,63.476810455322266,-0.8836648464202881,-1.87162184715271,0.18521566689014435,1.6498136520385742,0.027774041518568993
-71.71930694580078,-5.596342086791992,76.90241241455078,-0.6356185674667358,-1.5565963983535767,-0.342648983001709,1.9556779861450195,0.03703205659985542
-56.1625862121582,-27.20444107055664,83.17044830322266,-0.2015375941991806,-1.1489163637161255,-0.8705136179924011,2.131781816482544,0.055548083037137985
-37.7821044921875,-46.542911529541016,84.35992431640625,0.2015375941991806,-0.6578472852706909,-1.3520742654800415,2.131781816482544,0.07406411319971085
-16.421566009521484,-63.90193557739258,80.18123626708984,-0.07751446217298508,-0.16677817702293396,-1.6947232484817505,1.983483910560608,0.07406411319971085
6.345643043518066,-77.62333679199219,71.02742004394531,-0.2945549488067627,0.37988364696502686,-1.935503602027893,1.6868882179260254,0.055548083037137985
27.810379028320312,-84.16276550292969,56.15375518798828,-0.24804627895355225,0.8987491130828857,-2.0836760997772217,1.2883377075195312,0.09258013963699341
47.055702209472656,-85.2405776977539,38.063331604003906,-0.12402313947677612,1.371287226676941,-2.065154552459717,0.7971010208129883,0.06480609625577927
64.39421081542969,-81.19877624511719,16.869916915893555,0.0,1.732640027999878,-1.935503602027893,0.2595212459564209,0.055548083037137985
78.25251007080078,-72.21353912353516,-5.564693450927734,0.5426012277603149,1.9642763137817383,-1.6113762855529785,-0.2873271107673645,0.03703205659985542
84.52521514892578,-57.13450622558594,-26.654674530029297,1.007688045501709,2.0939927101135254,-1.1946409940719604,-0.8341754674911499,0.03703205659985542
85.39005279541016,-38.6354866027832,-46.120758056640625,0.9146706461906433,2.0383999347686768,-0.7316018342971802,-1.3068748712539673,0.0
81.09710693359375,-17.05847930908203,-63.53887176513672,0.8526591062545776,1.8901526927947998,-0.16669408977031708,-1.640545129776001,0.0
71.92770385742188,5.513433456420898,-77.11962127685547,0.7131330370903015,1.593658208847046,0.36117053031921387,-1.9371408224105835,-0.01851602829992771
56.40224075317383,27.02825927734375,-83.43936920166016,0.35656651854515076,1.1767127513885498,0.9075567126274109,-2.066901445388794,-0.027774041518568993
37.87588119506836,46.542911529541016,-84.62885284423828,-0.06201156973838806,0.6856436133384705,1.370595932006836,-2.076169967651367,-0.06480609625577927
16.567441940307617,63.72575378417969,-80.41912841796875,0.15502892434597015,0.15751272439956665,1.6947232484817505,-1.9742152690887451,-0.03703205659985542
-6.033049583435059,77.32279205322266,-71.24462890625,0.387572318315506,-0.37061819434165955,2.00032901763916,-1.659082293510437,-0.01851602829992771
-27.62282371520996,83.893310546875,-56.26753234863281,0.26354917883872986,-0.8616872429847717,2.1299800872802734,-1.25126314163208,-0.055548083037137985
-47.10780334472656,85.18876647949219,-38.17710876464844,0.21704049408435822,-1.352756381034851,2.1114585399627686,-0.7692951560020447,-0.03703205659985542
-64.45672607421875,81.20914459228516,-16.95266342163086,0.06201156973838806,-1.6770472526550293,1.9447643756866455,-0.2595212459564209,-0.009258014149963856
-78.06494903564453,72.06845092773438,5.471603870391846,-0.5426012277603149,-1.9179490804672241,1.6576801538467407,0.2873271107673645,-0.01851602829992771
-84.29597473144531,56.99978256225586,26.49952507019043,-1.0541967153549194,-2.0661964416503906,1.2502057552337646,0.8527126908302307,0.01851602829992771
-85.37963104248047,38.6354866027832,45.944923400878906,-1.1007053852081299,-2.001338243484497,0.7316018342971802,1.3346807956695557,0.009258014149963856
-81.1700439453125,17.234661102294922,63.32166290283203,-0.8371561765670776,-1.8623563051223755,0.20373722910881042,1.6776195764541626,0.046290069818496704
-71.91728210449219,-5.306161403656006,76.77828979492188,-0.6666243672370911,-1.5565963983535767,-0.3148666322231293,1.9742152690887451,0.07406411319971085
-56.412662506103516,-26.934988021850586,83.10839080810547,-0.26354917883872986,-1.1489163637161255,-0.8612528443336487,2.0854387283325195,0.06480609625577927
-38.042598724365234,-46.30455017089844,84.4116439819336,0.21704049408435822,-0.6763781905174255,-1.342813491821289,2.1225130558013916,0.08332213014364243
-16.671640396118164,-63.746482849121094,80.26397705078125,-0.13952602446079254,-0.16677817702293396,-1.6762017011642456,1.983483910560608,0.07406411319971085
6.033049583435059,-77.53006744384766,71.14118957519531,-0.5115954279899597,0.37061819434165955,-1.9540252685546875,1.7054253816604614,0.06480609625577927
16.880035400390625,-97.9152603149414,6.599023342132568,-127.92987060546875,0.9172800183296204,-2.065154552459717,2.5766754150390625,1.388702154159546
47.535011291503906,-85.98676300048828,11.222476959228516,-46.4156608581543,1.7511708736419678,-1.7225056886672974,2.687898635864258,2.6200180053710938
68.45792388916016,-74.87698364257812,6.836918830871582,-0.5270983576774597,2.168116331100464,-1.4632036685943604,2.826927900314331,3.4902713298797607
75.87680053710938,-72.62808227539062,8.160861015319824,19.316604614257812,2.399752616882324,-1.1575978994369507,1.8351860046386719,3.008854627609253
89.75594329833984,-51.36198425292969,-0.4137318730354309,64.92611694335938,2.279301881790161,-0.9075567126274109,0.7507579326629639,2.092311143875122
83.38945770263672,-39.091487884521484,-1.6032109260559082,73.73175811767578,2.0661964416503906,-0.6297332644462585,-0.8619813323020935,0.573996901512146
85.62970733642578,-10.28068733215332,-11.222476959228516,110.6131362915039,1.6214545965194702,-0.45377835631370544,-2.5117950439453125,-1.3516700267791748
68.5308609008789,3.751621961593628,-17.780126571655273,94.39710998535156,0.9728727340698242,-0.33338817954063416,-4.198683261871338,-3.555077314376831
60.195037841796875,32.30332946777344,-23.427566528320312,119.15522766113281,0.14824727177619934,-0.1759548783302307,-6.024600505828857,-6.082515239715576
39.459686279296875,49.39290237426758,-20.055652618408203,119.07771301269531,-0.7690327167510986,-0.20373722910881042,-7.739294528961182,-8.711791038513184
18.203346252441406,67.50846862792969,-23.386194229125977,107.66758728027344,-1.6863126754760742,-0.250041127204895,-9.259347915649414,-11.239229202270508
-7.2209038734436035,76.56625366210938,-21.762296676635742,82.28935241699219,-2.594327211380005,-0.342648983001709,-10.232552528381348,-13.275992393493652
-28.85235595703125,82.7533187866211,-16.05279541015625,65.32918548583984,-3.3726253509521484,-0.4722999334335327,-10.91843032836914,-14.831338882446289
-44.17984390258789,85.99712371826172,-15.194302558898926,46.0125846862793,-3.984145402908325,-0.638994038105011,-11.020384788513184,-15.80342960357666
-63.810699462890625,79.69606018066406,-11.832731246948242,7.2398505210876465,-4.382559776306152,-0.8612528443336487,-10.78866958618164,-16.155235290527344
-76.7208023071289,71.31190490722656,-4.447617530822754,-16.91365623474121,-4.47521448135376,-1.0649900436401367,-9.954493522644043,-15.664560317993164
-84.59815216064453,54.087608337402344,-0.37235867977142334,-53.22142791748047,-4.317701816558838,-1.259466528892517,-8.647619247436523,-14.414728164672852
-84.98368072509766,36.15858840942383,2.254838705062866,-80.38249969482422,-3.9100217819213867,-1.453942894935608,-6.951462268829346,-12.442770957946777
-83.11854553222656,14.249945640563965,8.988325119018555,-103.45079803466797,-3.29850172996521,-1.4817253351211548,-4.921635150909424,-9.915332794189453
-72.834228515625,-7.8556060791015625,11.79135799407959,-119.03120422363281,-2.4924073219299316,-1.4446821212768555,-2.8361966609954834,-6.9805426597595215
-57.100364685058594,-29.246068954467773,12.401612281799316,-127.77484130859375,-1.6029236316680908,-1.3798567056655884,-0.6951462030410767,-3.8883659839630127
-39.64724349975586,-49.46544647216797,15.980393409729004,-126.31756591796875,-0.5837236046791077,-1.277988076210022,1.25126314163208,-0.8332212567329407
-18.87021255493164,-66.74156188964844,18.286949157714844,-116.22518157958984,0.4169454574584961,-1.1205546855926514,2.85473370552063,2.008989095687866
3.626081705093384,-80.76350402832031,16.15622901916504,-105.14061737060547,1.3898181915283203,-0.8982959389686584,4.161608695983887,4.508652687072754
26.059856414794922,-86.0593032836914,14.490958213806152,-78.32061004638672,2.316363573074341,-0.6482548117637634,4.967978477478027,6.462093830108643
46.097084045410156,-85.15766906738281,11.067327499389648,-48.21399688720703,2.983476400375366,-0.444517582654953,5.246037006378174,7.684151649475098
63.24803161621094,-80.9293212890625,5.606066703796387,-20.665355682373047,3.3911564350128174,-0.18521566689014435,5.0421271324157715,8.156310081481934
75.93931579589844,-72.18244934082031,1.8514500856399536,9.79782772064209,3.5394036769866943,0.04630391672253609,4.328444004058838,7.878570079803467
82.1911849975586,-56.585235595703125,-2.3272416591644287,40.29201889038086,3.474545478820801,0.33338817954063416,3.216209888458252,6.952768802642822
83.9000244140625,-37.95148849487305,-7.612666130065918,66.15084075927734,3.131723642349243,0.5186038613319397,1.6868882179260254,5.323358058929443
80.2635269165039,-16.820117950439453,-11.243163108825684,90.02529907226562,2.56653094291687,0.6297332644462585,-0.07414893060922623,3.156982898712158
71.9589614868164,6.9125189781188965,-14.925376892089844,110.3340835571289,1.8252944946289062,0.6667763590812683,-1.918603539466858,0.5277068018913269
57.95478820800781,29.722795486450195,-20.055652618408203,116.67476654052734,0.889483630657196,0.6667763590812683,-3.8186700344085693,-2.3052453994750977
39.16793441772461,48.739994049072266,-21.203758239746094,115.09347534179688,-0.07412363588809967,0.6204724907875061,-5.579707145690918,-5.045617580413818
17.07801055908203,64.91757202148438,-19.724666595458984,107.43504333496094,-1.0006691217422485,0.5556469559669495,-7.099760055541992,-7.647119522094727
-6.241445064544678,78.26588439941406,-18.49381446838379,92.3507308959961,-1.9179490804672241,0.40747445821762085,-8.295412063598633,-9.878300666809082
-26.85175895690918,84.5254898071289,-16.073482513427734,71.84040069580078,-2.8074326515197754,0.250041127204895,-8.944214820861816,-11.60029125213623
-45.57609558105469,85.02294921875,-12.287836074829102,47.03577423095703,-3.456014633178711,-0.018521565943956375,-9.194467544555664,-12.766801834106445
-61.86220169067383,80.43186950683594,-8.926264762878418,16.82063865661621,-3.863694429397583,-0.2685627043247223,-8.953483581542969,-13.155637741088867
-76.33527374267578,70.82482147216797,-4.395901203155518,-16.97566795349121,-3.9748799800872803,-0.48156070709228516,-8.193456649780273,-12.803833961486816
-82.96224975585938,55.030696868896484,0.8584936261177063,-46.7102165222168,-3.854429006576538,-0.7223410606384277,-6.951462268829346,-11.674355506896973
-85.16082000732422,36.65604019165039,5.068215370178223,-74.98748779296875,-3.456014633178711,-0.8982959389686584,-5.357260227203369,-9.887558937072754
-81.7743911743164,15.669757843017578,8.719398498535156,-99.21851348876953,-2.863025426864624,-0.9723821878433228,-3.4571938514709473,-7.517507553100586
-72.84464263916016,-7.503243923187256,12.639508247375488,-117.06233978271484,-2.1032581329345703,-1.009425401687622,-1.4180983304977417,-4.703071117401123
-57.49631881713867,-29.225341796875,14.956406593322754,-124.08515167236328,-1.1581817865371704,-0.9260783195495605,0.6024600863456726,-1.7219905853271484
-39.1158332824707,-48.791812896728516,16.84922981262207,-122.84491729736328,-0.17604362964630127,-0.8519920110702515,2.4469146728515625,1.2313158512115479
-5.67877721786499,-48.87472152709961,11.884448051452637,-73.74726104736328,0.48180362582206726,-1.092772364616394,3.8835501670837402,3.0736606121063232
15.77553939819336,-66.5031967163086,12.836030960083008,-65.23616790771484,1.065527319908142,-1.342813491821289,5.347991466522217,4.934521675109863
27.206031799316406,-82.68077087402344,12.029253959655762,-74.97198486328125,1.8530908823013306,-1.3242919445037842,5.885571479797363,6.286191463470459
54.828853607177734,-76.37970733642578,5.419887542724609,-27.88970375061035,2.3626909255981445,-1.2224233150482178,6.302659034729004,7.286056995391846
63.643985748291016,-78.24515533447266,4.364871025085449,-17.611286163330078,2.6777162551879883,-1.1020331382751465,6.172898292541504,7.647119522094727
76.60618591308594,-73.0633544921875,0.19652263820171356,6.774764060974121,2.863025426864624,-0.8056881427764893,5.320185661315918,7.304573059082031
83.21231842041016,-56.18105697631836,-4.354527950286865,39.00527572631836,2.761105537414551,-0.5093430876731873,4.430398464202881,6.5824480056762695
78.51300048828125,-44.85364532470703,-6.3611273765563965,47.29932403564453,2.557265520095825,-0.08334704488515854,2.7805848121643066,5.221519947052002
76.13729095458984,-22.416460037231445,-11.1087007522583,73.49921417236328,2.2051782608032227,0.296345055103302,1.1771142482757568,3.601367473602295
60.75770568847656,-7.472153186798096,-39.9871826171875,21.781564712524414,1.649250864982605,0.5834293365478516,0.06488031148910522,2.2682135105133057
67.60350036621094,42.63583755493164,-43.038455963134766,118.62813568115234,1.649250864982605,1.6298978328704834,-2.0298268795013428,1.268347978591919
19.287002563476562,22.292095184326172,-33.86395263671875,13.441007614135742,0.5188654661178589,1.5372899770736694,-2.530332326889038,-0.5925129055976868
4.615960121154785,50.864532470703125,-22.50701332092285,57.06614685058594,0.009265454486012459,1.8151134252548218,-4.58796501159668,-2.7959203720092773
-12.983039855957031,69.39464569091797,-27.451108932495117,49.934818267822266,-0.7875636219978333,1.870678186416626,-5.060664653778076,-4.045752048492432
-40.87677764892578,70.2859115600586,-20.914146423339844,14.851771354675293,-1.3249599933624268,2.037372350692749,-6.089480876922607,-5.5177764892578125
-49.09798049926758,78.87733459472656,-10.457073211669922,33.02116012573242,-1.8994181156158447,1.9262428283691406,-6.089480876922607,-6.156579494476318
-72.64666748046875,73.5918960571289,-8.688368797302246,-13.503019332885742,-2.2329745292663574,1.7317664623260498,-5.876302719116211,-6.471351623535156
-75.67882537841797,72.54517364501953,-6.599023342132568,-17.00667381286621,-2.307098150253296,1.4724644422531128,-5.292379856109619,-6.212127685546875
-82.43083953857422,55.30015182495117,6.971381664276123,-34.819496154785156,-2.260770797729492,1.111293911933899,-4.198683261871338,-5.452970504760742
-81.81607055664062,41.37147903442383,6.5679931640625,-58.69395065307617,-2.029134511947632,0.7038195133209229,-2.7157046794891357,-4.156848430633545
