1-110kV Ⅰ段母线电压Ua_1,2-110kV Ⅰ段母线电压Ub_2,3-110kV Ⅰ段母线电压Uc_3,4-110kV Ⅰ段母线电压3Uo_4,21-110kV下海荒滇线线路电流Ia_21,22-110kV下海荒滇线线路电流Ib_22,23-110kV下海荒滇线线路电流Ic_23,24-110kV下海荒滇线线路电流3Io_24
-41.350685119628906,84.3238525390625,-42.83755874633789,0.19010788202285767,-0.14150270819664001,0.3882010877132416,-0.2119741588830948,0.0
-46.05106735229492,84.1971435546875,-38.27497863769531,-0.19010788202285767,-0.17687839269638062,0.3882010877132416,-0.2119741588830948,0.0
-50.37034225463867,83.65863800048828,-33.55397415161133,-0.41190043091773987,-0.21225406229496002,0.3882010877132416,-0.17664512991905212,0.0
-54.34026336669922,82.86671447753906,-28.61117935180664,-0.19010788202285767,-0.21225406229496002,0.3882010877132416,-0.17664512991905212,0.0
-58.3101806640625,81.9797592163086,-23.54164695739746,0.19010788202285767,-0.24762974679470062,0.3882010877132416,-0.14131610095500946,0.0
-62.216583251953125,80.8077163696289,-18.440427780151367,0.221792533993721,-0.28300541639328003,0.3882010877132416,-0.1059870794415474,0.0
-65.83715057373047,79.25555419921875,-13.339210510253906,0.09505394101142883,-0.28300541639328003,0.3882010877132416,-0.1059870794415474,0.0
-68.91780853271484,77.2599105834961,-8.174622535705566,0.25347718596458435,-0.28300541639328003,0.3529100716114044,-0.07065805047750473,0.0
-71.7761459350586,75.07420349121094,-2.978350877761841,0.443585067987442,-0.31838110089302063,0.3529100716114044,-0.035329025238752365,0.0
-74.66625213623047,72.60340881347656,2.217921018600464,0.12673859298229218,-0.31838110089302063,0.3529100716114044,0.0,-0.03540671989321709
-77.33403778076172,69.62577819824219,7.382508277893066,-0.5386390089988708,-0.35375678539276123,0.31761905550956726,0.0,0.0
-79.33487701416016,66.26802825927734,12.54709529876709,-0.9188547730445862,-0.35375678539276123,0.31761905550956726,0.035329025238752365,-0.03540671989321709
-80.92284393310547,62.846927642822266,17.616628646850586,-0.7921162247657776,-0.35375678539276123,0.31761905550956726,0.07065805047750473,0.0
-82.38377380371094,59.23576354980469,22.74953269958496,-0.7921162247657776,-0.38913246989250183,0.31761905550956726,0.07065805047750473,0.0
-83.59062957763672,55.149444580078125,27.850749969482422,-0.9822241067886353,-0.38913246989250183,0.24703705310821533,0.14131610095500946,0.0
-84.16230010986328,50.746360778808594,32.85691452026367,-0.887170135974884,-0.38913246989250183,0.24703705310821533,0.14131610095500946,0.0
-84.22581481933594,46.21656799316406,37.83139419555664,-0.2851618230342865,-0.42450812458992004,0.24703705310821533,0.17664512991905212,-0.03540671989321709
-84.19406127929688,41.59174346923828,42.6474494934082,0.221792533993721,-0.42450812458992004,0.21174605190753937,0.2119741588830948,0.0
-83.97174072265625,36.87188720703125,47.146663665771484,0.19010788202285767,-0.38913246989250183,0.1764550358057022,0.2119741588830948,0.0
-83.46359252929688,31.993648529052734,51.39239501953125,-0.031684648245573044,-0.35375678539276123,0.1764550358057022,0.24730318784713745,-0.03540671989321709
-82.51081085205078,26.95702362060547,55.51139450073242,0.031684648245573044,-0.38913246989250183,0.14116403460502625,0.2826322019100189,-0.03540671989321709
-81.43099212646484,21.952077865600586,59.5036506652832,0.09505394101142883,-0.35375678539276123,0.10587302595376968,0.2826322019100189,0.0
-80.31941986083984,16.91545295715332,63.17906188964844,-0.2851618230342865,-0.35375678539276123,0.10587302595376968,0.2826322019100189,0.0
-78.79496765136719,11.783799171447754,66.50594329833984,-0.7604315280914307,-0.35375678539276123,0.03529100865125656,0.35329025983810425,0.0
-76.6988525390625,6.5887908935546875,69.67440032958984,-0.7287468910217285,-0.38913246989250183,0.03529100865125656,0.3179612457752228,0.0
-74.28514099121094,1.4571363925933838,72.68444061279297,-0.15842324495315552,-0.35375678539276123,0.03529100865125656,0.35329025983810425,0.0
