17-220kVⅡ段母线电压Ua_17,18-220kVⅡ段母线电压Ub_18,19-220kVⅡ段母线电压Uc_19,20-220kVⅡ段母线电压3Uo_20,13-220kV砚普Ⅱ回线路电流Ia_13,14-220kV砚普Ⅱ回线路电流Ib_14,15-220kV砚普Ⅱ回线路电流Ic_15,16-220kV砚普Ⅱ回线路电流3Io_16
40.95133972167969,-85.3630142211914,44.25748062133789,-0.18972301483154297,0.14133240282535553,-0.07057973742485046,-0.07048339396715164,0.0
45.55083465576172,-85.33137512207031,39.67367172241211,-0.09486150741577148,0.14133240282535553,-0.07057973742485046,-0.10572509467601776,0.0
49.86484146118164,-84.60366821289062,34.77373504638672,0.15810251235961914,0.14133240282535553,-0.03528986871242523,-0.07048339396715164,0.03528841957449913
54.02024459838867,-83.71776580810547,29.810575485229492,0.3162050247192383,0.14133240282535553,-0.07057973742485046,-0.10572509467601776,0.03528841957449913
58.048763275146484,-82.61038970947266,24.68935203552246,0.28458452224731445,0.14133240282535553,-0.03528986871242523,-0.10572509467601776,0.0
61.85523986816406,-81.15497589111328,19.315229415893555,0.06324100494384766,0.14133240282535553,-0.07057973742485046,-0.10572509467601776,0.0
65.5665512084961,-79.4148178100586,13.814656257629395,0.0,0.14133240282535553,-0.07057973742485046,-0.14096678793430328,0.0
68.92893981933594,-77.389892578125,8.408921241760254,-0.09486150741577148,0.14133240282535553,-0.03528986871242523,-0.10572509467601776,0.0
71.87895965576172,-74.98530578613281,3.066411256790161,-0.03162050247192383,0.14133240282535553,-0.03528986871242523,-0.17620849609375,0.03528841957449913
74.89241790771484,-72.5807113647461,-2.2760989665985107,0.15810251235961914,0.10599930584430695,-0.03528986871242523,-0.14096678793430328,0.0
77.33490753173828,-69.70153045654297,-7.492159366607666,0.28458452224731445,0.10599930584430695,0.0,-0.14096678793430328,0.03528841957449913
79.30158996582031,-66.47431182861328,-12.581769943237305,0.5059280395507812,0.07066620141267776,-0.03528986871242523,-0.14096678793430328,0.0
81.10966491699219,-63.18381881713867,-17.576541900634766,0.6640305519104004,0.10599930584430695,0.0,-0.14096678793430328,0.0
82.50537109375,-59.51365280151367,-22.634540557861328,0.727271556854248,0.10599930584430695,0.03528986871242523,-0.10572509467601776,0.0
83.71075439453125,-55.52709197998047,-27.75576400756836,0.6956510543823242,0.14133240282535553,0.03528986871242523,-0.14096678793430328,0.0
84.47205352783203,-51.35069274902344,-32.68730926513672,0.7588920593261719,0.10599930584430695,0.03528986871242523,-0.14096678793430328,0.03528841957449913
85.01130676269531,-47.0161018371582,-37.555633544921875,0.7588920593261719,0.07066620141267776,0.0,-0.14096678793430328,0.03528841957449913
85.26506805419922,-42.618228912353516,-42.3923454284668,0.442687064409256,0.07066620141267776,0.03528986871242523,-0.14096678793430328,0.03528841957449913
85.04302215576172,-37.90396499633789,-46.944541931152344,0.3162050247192383,0.03533310070633888,0.03528986871242523,-0.14096678793430328,0.0
84.37689208984375,-32.936580657958984,-51.243839263916016,0.28458452224731445,0.07066620141267776,0.07057973742485046,-0.17620849609375,0.03528841957449913
83.45699310302734,-28.064119338989258,-55.25862503051758,0.221343532204628,0.07066620141267776,0.07057973742485046,-0.14096678793430328,0.0
82.31504821777344,-22.97018051147461,-59.21018600463867,0.09486150741577148,0.07066620141267776,0.07057973742485046,-0.10572509467601776,0.0
80.66558074951172,-17.46493148803711,-63.0985221862793,0.09486150741577148,0.03533310070633888,0.1058696061372757,-0.17620849609375,0.03528841957449913
78.8257827758789,-12.02295970916748,-66.60750579833984,0.221343532204628,0.03533310070633888,0.1058696061372757,-0.17620849609375,0.0
76.73221588134766,-6.707546234130859,-69.95843505859375,0.1264820098876953,0.0,0.1058696061372757,-0.14096678793430328,0.0
74.41661071777344,-1.170656681060791,-73.21451568603516,0.03162050247192383,0.03533310070633888,0.07057973742485046,-0.14096678793430328,0.03528841957449913
71.81552124023438,4.239675521850586,-76.12286376953125,-0.06324100494384766,0.03533310070633888,0.07057973742485046,-0.14096678793430328,0.03528841957449913
68.80206298828125,9.618368148803711,-78.58863830566406,-0.3162050247192383,0.0,0.1058696061372757,-0.14096678793430328,0.0
65.47138977050781,14.870503425598145,-80.70668029785156,-0.6640305519104004,0.0,0.1058696061372757,-0.14096678793430328,0.0
61.79179763793945,20.059358596801758,-82.35052490234375,-0.885374128818512,0.0,0.1058696061372757,-0.17620849609375,0.03528841957449913
57.92188262939453,25.09001922607422,-83.61502838134766,-1.0118560791015625,0.0,0.1058696061372757,-0.10572509467601776,0.0
53.79819869995117,30.120677947998047,-84.53179168701172,-1.0118560791015625,-0.03533310070633888,0.1058696061372757,-0.10572509467601776,0.0
49.42074966430664,34.993141174316406,-84.974365234375,-0.9486151337623596,-0.03533310070633888,0.1058696061372757,-0.14096678793430328,0.0
45.10674285888672,39.7074089050293,-85.29048919677734,-0.7905125617980957,-0.03533310070633888,0.14115947484970093,-0.10572509467601776,0.03528841957449913
40.602413177490234,44.358394622802734,-85.41693878173828,-0.727271556854248,-0.07066620141267776,0.14115947484970093,-0.07048339396715164,0.03528841957449913
35.9712028503418,48.72462844848633,-85.00597381591797,-0.5375485420227051,-0.07066620141267776,0.14115947484970093,-0.10572509467601776,0.0
31.181385040283203,52.96430206298828,-84.34211730957031,-0.2529640197753906,-0.07066620141267776,0.14115947484970093,-0.07048339396715164,0.0
26.391569137573242,56.950862884521484,-83.45696258544922,-0.2529640197753906,-0.10599930584430695,0.17644934356212616,-0.10572509467601776,0.03528841957449913
21.379709243774414,60.74758529663086,-82.35052490234375,-0.3162050247192383,-0.07066620141267776,0.1058696061372757,-0.07048339396715164,0.0
15.987200736999512,64.70250701904297,-80.92796325683594,-0.3478255271911621,-0.10599930584430695,0.14115947484970093,-0.07048339396715164,0.0
10.562972068786621,68.11956024169922,-78.9363784790039,-0.41106653213500977,-0.07066620141267776,0.14115947484970093,-0.07048339396715164,0.0
5.297346115112305,71.28349304199219,-76.81834411621094,-0.442687064409256,-0.10599930584430695,0.14115947484970093,-0.07048339396715164,0.03528841957449913
-0.2537650763988495,74.4157943725586,-74.32095336914062,-0.3162050247192383,-0.10599930584430695,0.14115947484970093,-0.03524169698357582,0.03528841957449913
-5.773155689239502,77.16841888427734,-71.475830078125,-0.1264820098876953,-0.10599930584430695,0.14115947484970093,-0.03524169698357582,0.03528841957449913
