220kV I 母电压_A_1,220kV I 母电压_B_2,220kV I 母电压_C_3,220kV I 母电压_N_4,220kV凤丽II回电流_A_21,220kV凤丽II回电流_B_22,220kV凤丽II回电流_C_23,220kV凤丽II回电流_N_24
-51.5759391784668,87.65045166015625,-36.033660888671875,-0.0787699967622757,0.244159996509552,0.4803149998188019,-0.6917240023612976,-0.008736000396311283
-62.37971878051758,85.40947723388672,-23.0922908782959,-0.204802006483078,0.122079998254776,0.5501790046691895,-0.6479439735412598,0.0
-71.2354507446289,81.20108032226562,-10.04561996459961,-0.22055600583553314,0.0,0.6375089883804321,-0.5866519808769226,0.0
-78.30107879638672,75.03577423095703,3.306420087814331,0.0,-0.09591999650001526,0.6724410057067871,-0.5341160297393799,0.008736000396311283
-83.4397201538086,66.808349609375,16.61634063720703,-0.09452400356531143,-0.19183999300003052,0.7073730230331421,-0.48157998919487,0.008736000396311283
-86.78826141357422,56.666107177734375,29.915729522705078,-0.3623420000076294,-0.27904000878334045,0.7335720062255859,-0.4115320146083832,0.0
-88.20980834960938,44.85102462768555,43.215118408203125,-0.22055600583553314,-0.38367998600006104,0.7335720062255859,-0.2889479994773865,0.008736000396311283
-87.10415649414062,31.962797164916992,55.04030990600586,-0.1260319948196411,-0.4796000123023987,0.7073730230331421,-0.17511999607086182,0.0
-83.90303802490234,18.695817947387695,65.1280517578125,-0.14178599417209625,-0.5493599772453308,0.663707971572876,-0.043779999017715454,0.008736000396311283
-78.8381118774414,5.28154182434082,73.4151611328125,-0.18904800713062286,-0.6191200017929077,0.6025769710540771,0.07004799693822861,0.0
-71.94096374511719,-8.153775215148926,80.13330078125,0.1260319948196411,-0.6627200245857239,0.532712996006012,0.1576080024242401,-0.008736000396311283
-63.10628890991211,-21.72586441040039,85.06134033203125,0.42535799741744995,-0.6976000070571899,0.4628489911556244,0.28019198775291443,0.0
-52.58681869506836,-34.88763427734375,87.64118957519531,0.3308340013027191,-0.7150400280952454,0.36678600311279297,0.3589960038661957,-0.008736000396311283
-40.108768463134766,-47.3865852355957,87.68331146240234,0.3308340013027191,-0.7150400280952454,0.2619900107383728,0.47282400727272034,-0.008736000396311283
-26.883089065551758,-58.84395217895508,85.9669189453125,0.3938499987125397,-0.6627200245857239,0.1309950053691864,0.5428720116615295,-0.017472000792622566
-14.036490440368652,-68.039306640625,82.3130111694336,0.34658798575401306,-0.6016799807548523,0.02619899995625019,0.6041640043258667,-0.008736000396311283
-1.0214099884033203,-75.86692810058594,76.98483276367188,0.14178599417209625,-0.5580800175666809,-0.07859700173139572,0.6654559969902039,-0.017472000792622566
12.256919860839844,-81.84285736083984,69.5927734375,0.0,-0.5057600140571594,-0.17465999722480774,0.7004799842834473,-0.026208000257611275
25.68267059326172,-85.89344024658203,60.25265884399414,0.0787699967622757,-0.44472000002861023,-0.27072298526763916,0.726747989654541,-0.026208000257611275
39.04523849487305,-87.92399597167969,48.92237854003906,0.0787699967622757,-0.34007999300956726,-0.3755190074443817,0.726747989654541,-0.026208000257611275
51.46010971069336,-87.69253540039062,36.26531982421875,0.06301599740982056,-0.20927999913692474,-0.4453830122947693,0.7092360258102417,-0.026208000257611275
62.12699890136719,-85.4515609741211,23.30289077758789,-0.03150799870491028,-0.08720000088214874,-0.5414459705352783,0.6567000150680542,-0.026208000257611275
70.86689758300781,-81.0643081665039,10.26675033569336,0.1260319948196411,0.026159999892115593,-0.6113100051879883,0.6041640043258667,-0.017472000792622566
77.99571228027344,-74.98316955566406,-2.906280040740967,0.18904800713062286,0.122079998254776,-0.6375089883804321,0.5428720116615295,-0.026208000257611275
83.40812683105469,-66.90303802490234,-16.342559814453125,0.2835719883441925,0.21799999475479126,-0.6811739802360535,0.49033600091934204,-0.017472000792622566
87.06204223632812,-57.02381896972656,-29.778839111328125,0.409604012966156,0.32264000177383423,-0.7073730230331421,0.42028799653053284,-0.017472000792622566
88.30458068847656,-45.21925735473633,-42.87815856933594,0.2835719883441925,0.4272800087928772,-0.7161059975624084,0.3064599931240082,-0.026208000257611275
87.08309936523438,-31.994361877441406,-54.93500900268555,0.18904800713062286,0.5057600140571594,-0.698639988899231,0.17511999607086182,-0.03494400158524513
83.82933044433594,-18.54852294921875,-65.11752319335938,0.204802006483078,0.592960000038147,-0.6375089883804321,0.043779999017715454,-0.026208000257611275
78.86969757080078,-5.186852931976318,-73.50993347167969,0.18904800713062286,0.6539999842643738,-0.5763779878616333,-0.061292000114917755,-0.026208000257611275
72.0146713256836,8.038043975830078,-80.1017074584961,-0.17329399287700653,0.6888800263404846,-0.5152469873428345,-0.16636399924755096,-0.03494400158524513
63.29582977294922,21.389192581176758,-84.8402099609375,-0.34658798575401306,0.7237600088119507,-0.4453830122947693,-0.27143600583076477,-0.03494400158524513
52.72370910644531,34.593048095703125,-87.42005920410156,-0.29932600259780884,0.7499200105667114,-0.3493199944496155,-0.35023999214172363,-0.026208000257611275
40.41413879394531,47.37606430053711,-87.92549896240234,-0.3150799870491028,0.7237600088119507,-0.2445240020751953,-0.4465560019016266,-0.017472000792622566
27.3569393157959,58.780826568603516,-86.31440734863281,-0.3623420000076294,0.6888800263404846,-0.12226200103759766,-0.5428720116615295,-0.017472000792622566
14.183910369873047,68.06034851074219,-82.44989776611328,-0.34658798575401306,0.6365600228309631,-0.008732999674975872,-0.595408022403717,-0.017472000792622566
1.0529999732971191,75.9195327758789,-77.01641845703125,-0.11027800291776657,0.5842400193214417,0.10479599982500076,-0.6567000150680542,0.0
-12.2885103225708,81.97962951660156,-69.60330200195312,0.06301599740982056,0.5319200158119202,0.18339300155639648,-0.682968020439148,0.0
-25.77743911743164,85.97761535644531,-60.168418884277344,-0.06301599740982056,0.45344001054763794,0.2969219982624054,-0.726747989654541,0.0
-38.83464050292969,87.9029541015625,-49.00661849975586,-0.03150799870491028,0.3749600052833557,0.3929849863052368,-0.7179920077323914,0.0
-51.30215835571289,87.734619140625,-36.36008834838867,0.01575399935245514,0.2528800070285797,0.4803149998188019,-0.6917240023612976,-0.008736000396311283
-62.1480598449707,85.609375,-23.34501075744629,0.06301599740982056,0.13079999387264252,0.5589119791984558,-0.6567000150680542,0.0
-71.10909271240234,81.33785247802734,-10.26675033569336,-0.18904800713062286,0.0,0.6113100051879883,-0.595408022403717,0.0
-78.2905502319336,75.16202545166016,2.979990005493164,-0.3780960142612457,-0.10463999956846237,0.6724410057067871,-0.5341160297393799,0.008736000396311283
-83.45024871826172,66.89251708984375,16.332029342651367,-0.45686599612236023,-0.19183999300003052,0.7161059975624084,-0.48157998919487,-0.017472000792622566
-86.76719665527344,56.802879333496094,29.631420135498047,-0.6459140181541443,-0.27904000878334045,0.7423049807548523,-0.40277600288391113,0.0
-98.72927856445312,34.593048095703125,0.6107400059700012,-111.03419494628906,-0.3575200140476227,0.7510380148887634,1.1645480394363403,1.5200639963150024
-86.86196899414062,31.7839412689209,-28.346759796142578,-141.28187561035156,-0.04360000044107437,1.065425992012024,1.6986639499664307,2.647007942199707
-76.36356353759766,25.071542739868164,14.994720458984375,-63.8036994934082,0.0,1.3536150455474854,1.9000519514083862,3.2323200702667236
-74.89988708496094,9.174311637878418,10.235159873962402,-97.24944305419922,0.5667999982833862,1.7902649641036987,3.660007953643799,5.99289608001709
-88.73631286621094,-27.13365936279297,16.61634063720703,-174.06594848632812,0.7760800123214722,1.8950610160827637,4.518095970153809,7.189727783203125
-59.46290969848633,-18.82206916809082,13.257269859313965,-114.0116958618164,1.0551199913024902,2.07845401763916,5.419963836669922,8.604960441589355
-46.542598724365234,-30.090059280395508,10.424699783325195,-115.58709716796875,1.5085599422454834,2.523837089538574,7.521403789520264,11.601408004760742
-51.417991638183594,-53.7097053527832,5.6546101570129395,-174.12896728515625,1.953279972076416,2.9779529571533203,8.002984046936035,12.972960472106934
-33.4327507019043,-60.558876037597656,18.51173973083496,-132.30209350585938,2.302079916000366,3.3447389602661133,8.826047897338867,14.519231796264648
-19.10141944885254,-69.9962158203125,17.574569702148438,-125.27581024169922,2.7293601036071777,3.676593065261841,10.761123657226562,17.20992088317871
-7.771140098571777,-81.00118255615234,6.865560054779053,-143.2983856201172,3.1217598915100098,3.9385828971862793,11.321508407592773,18.432960510253906
9.80342960357666,-84.63092041015625,16.163549423217773,-102.74758911132812,3.4967200756073,4.218039035797119,12.048255920410156,19.80451202392578
20.575620651245117,-89.11286926269531,12.36221981048584,-98.30496215820312,3.906559944152832,4.43636417388916,13.282852172851562,21.67401695251465
33.15896987915039,-92.18500518798828,8.50823974609375,-88.39569091796875,4.1855998039245605,4.514960765838623,13.457971572875977,22.19817543029785
51.62858963012695,-87.71357727050781,12.425399780273438,-41.29123306274414,4.464640140533447,4.602291107177734,13.75567626953125,22.853376388549805
60.41061019897461,-86.8298110961914,7.234109878540039,-33.508758544921875,4.682640075683594,4.645956039428711,14.254768371582031,23.604671478271484
68.84513854980469,-82.3163070678711,3.9171600341796875,-16.683486938476562,4.813439846038818,4.5411601066589355,13.746919631958008,23.115455627441406
81.9444580078125,-70.78528594970703,6.307469844818115,30.594268798828125,4.883200168609619,4.43636417388916,13.44921588897705,22.809696197509766
84.20841217041016,-65.31436920166016,1.7585099935531616,36.07666015625,4.8744797706604,4.331567764282227,13.142756462097168,22.38163185119629
87.7359619140625,-55.64556884765625,-0.8108100295066833,54.603363037109375,4.752399921417236,4.1045098304748535,12.048255920410156,20.983871459960938
93.43269348144531,-39.41166687011719,0.2632499933242798,94.82332611083984,4.604159832000732,3.8774518966674805,11.19892406463623,19.75209617614746
90.2315673828125,-28.63816261291504,-3.653909921646118,101.12492370605469,4.3948798179626465,3.5892629623413086,10.270788192749023,18.31065559387207
88.06239318847656,-14.939820289611816,-5.91786003112793,117.32003784179688,4.098400115966797,3.2224769592285156,8.755999565124512,16.12665557861328
85.92479705810547,3.0616109371185303,-4.243589878082275,148.0876007080078,3.7321600914001465,2.8556909561157227,7.503891944885254,14.169792175292969
77.27967071533203,15.350138664245605,-8.160750389099121,147.55197143554688,3.287440061569214,2.4714388847351074,6.155467987060547,11.994527816772461
68.82408142089844,28.51190948486328,-8.603010177612305,155.0351104736328,2.781680107116699,2.0522549152374268,4.509339809417725,9.408672332763672
60.389549255371094,43.977779388427734,-7.813260078430176,168.78836059570312,2.2323200702667236,1.6505370140075684,3.1609160900115967,7.119840145111084
