220kVI母电压_Ua_1,220kVI母电压_Ub_2,220kVI母电压_Uc_3,220kVI母电压_3U0_4,220kV花青I回线（281）_Ia_9,220kV花青I回线（281）_Ib_10,220kV花青I回线（281）_Ic_11,220kV花青I回线（281）_3I0_12
-74.68981170654297,73.89616394042969,0.1634020060300827,-1.1671509742736816,-0.14696699380874634,0.12967300415039062,0.03457599878311157,0.008640999905765057
-77.7088394165039,71.63188934326172,5.252175807952881,-1.439486026763916,-0.14696699380874634,0.10373800247907639,0.08644600212574005,0.01728600077331066
-80.51778411865234,69.13418579101562,10.488788604736328,-1.5951060056686401,-0.1210319995880127,0.09509299695491791,0.06051100045442581,-0.01729400083422661
-83.03104400634766,66.0918197631836,15.912145614624023,-1.6884779930114746,-0.14696699380874634,0.06915800273418427,0.06915599852800369,0.01728600077331066
-85.0074234008789,62.69152069091797,21.33550262451172,-1.6495729684829712,-0.12967699766159058,0.12967300415039062,0.21612100303173065,0.06051100045442581
-86.16678619384766,58.497562408447266,26.634363174438477,-1.7040400505065918,-0.13832199573516846,0.10373800247907639,0.1556060016155243,0.06915599852800369
-86.94489288330078,53.96902084350586,31.972129821777344,-1.4706100225448608,-0.17290200293064117,0.017287999391555786,0.06915599852800369,-0.01729400083422661
-86.78148651123047,48.856903076171875,37.0920295715332,-1.2605229616165161,-0.1642570048570633,0.043223001062870026,0.12102600187063217,0.04322100058197975
-86.28350830078125,43.51913833618164,41.78396987915039,-1.0971219539642334,-0.12967699766159058,0.025932999327778816,0.1123809963464737,0.01728600077331066
-85.41981506347656,38.23583984375,46.30473327636719,-1.0348739624023438,-0.13832199573516846,0.06915800273418427,0.22476600110530853,0.05186599865555763
-84.22154235839844,32.67242431640625,50.56093978881836,-1.003749966621399,-0.1210319995880127,0.00864300038665533,0.1123809963464737,0.01728600077331066
-82.9454574584961,27.342437744140625,54.61484146118164,-0.9959689974784851,-0.08645199984312057,-0.034582000225782394,0.1556060016155243,-0.008648999966681004
-81.73162078857422,22.26922607421875,58.505340576171875,-1.1671509742736816,-0.08645199984312057,-0.06916200369596481,0.1556060016155243,0.04322100058197975
-80.13651275634766,17.12598419189453,61.97566604614258,-1.4861719608306885,-0.043226998299360275,-0.043226998299360275,0.10373599827289581,-3.999999989900971e-06
-78.52584838867188,12.115020751953125,65.2825927734375,-1.7429449558258057,-0.017292000353336334,-0.0778070017695427,0.1469610035419464,-0.008648999966681004
-76.89183807373047,7.080714225769043,68.51170349121094,-1.7507259845733643,-0.10374200344085693,-0.10374200344085693,0.10373599827289581,-0.01729400083422661
-75.26560974121094,2.1397790908813477,71.70191955566406,-1.4783910512924194,-0.060516998171806335,-0.12967699766159058,0.12102600187063217,0.008640999905765057
-73.19586181640625,-2.793375015258789,74.91546630859375,-1.0426549911499023,-0.043226998299360275,-0.043226998299360275,0.1988310068845749,0.07780099660158157
-70.81488037109375,-7.905491828918457,78.0123062133789,-0.5213279724121094,-0.025937000289559364,-0.1210319995880127,0.18154099583625793,-3.999999989900971e-06
-68.02928161621094,-13.149886131286621,80.82902526855469,0.04668499901890755,-0.008647000417113304,-0.10374200344085693,0.09509100019931793,0.008640999905765057
-64.72235107421875,-18.472089767456055,83.404541015625,0.7314130067825317,-1.9999999949504854e-06,-0.17290200293064117,0.08644600212574005,0.008640999905765057
-60.85519790649414,-23.840980529785156,85.27198028564453,1.2683019638061523,0.00864300038665533,-0.1210319995880127,0.08644600212574005,-0.05187400057911873
-56.466712951660156,-29.248775482177734,86.57140350341797,1.6573519706726074,0.07780300080776215,-0.11238700151443481,0.1469610035419464,0.03457599878311157
-51.67361831665039,-34.4309196472168,87.13163757324219,1.8596580028533936,0.07780300080776215,-0.1642570048570633,0.1123809963464737,-0.01729400083422661
-46.63930892944336,-39.395198822021484,86.99935913085938,1.8207529783248901,0.06915800273418427,-0.14696699380874634,0.17289599776268005,0.008640999905765057
-41.29376220703125,-44.12604522705078,86.30685424804688,1.4706079959869385,0.025932999327778816,-0.14696699380874634,0.12967100739479065,-3.999999989900971e-06
-35.994903564453125,-48.545654296875,85.13970184326172,1.0115289688110352,0.06915800273418427,-0.14696699380874634,0.1123809963464737,0.008640999905765057
-30.83609962463379,-52.832984924316406,83.87139892578125,0.280115008354187,0.12967300415039062,-0.17290200293064117,0.12102600187063217,-0.008648999966681004
-25.700639724731445,-56.82463836669922,82.52528381347656,-0.2878980040550232,0.12967300415039062,-0.14696699380874634,0.07780099660158157,-0.01729400083422661
-27.015628814697266,-66.76097869873047,58.55980682373047,-61.46990203857422,0.19018800556659698,-0.19019199907779694,3.0516810417175293,2.965230941772461
-25.334932327270508,-74.07511901855469,42.92777633666992,-98.8965072631836,0.08644799888134003,-0.4668320119380951,4.253335952758789,3.9161810874938965
-18.409841537475586,-75.5379409790039,38.3525505065918,-95.13829040527344,-0.17290200293064117,-0.570572018623352,5.290736198425293,4.460815906524658
-15.375251770019531,-79.66187286376953,25.996322631835938,-118.80809020996094,0.017287999391555786,-0.48412200808525085,6.777676105499268,6.24168586730957
-9.656216621398926,-84.40828704833984,16.12223243713379,-137.02340698242188,-0.025937000289559364,-0.4668320119380951,8.740091323852539,8.204100608825684
-3.1746439933776855,-86.96044921875,4.551886081695557,-150.12661743164062,-0.017292000353336334,-0.570572018623352,10.062775611877441,9.414401054382324
-0.5524470210075378,-90.96766662597656,-0.248990997672081,-159.269287109375,-0.11238700151443481,-0.6656669974327087,10.711151123046875,9.838006019592285
6.769474029541016,-90.86651611328125,4.839783191680908,-137.38133239746094,-0.17290200293064117,-0.7607619762420654,11.800420761108398,10.78031063079834
18.487659454345703,-87.67630767822266,11.928274154663086,-100.15703582763672,-0.2593519985675812,-0.847212016582489,13.071235656738281,11.886871337890625
26.47874641418457,-85.9722671508789,19.086793899536133,-70.6748275756836,-0.40631699562072754,-1.0287569761276245,14.143216133117676,12.656275749206543
32.04994201660156,-86.7737045288086,26.88335609436035,-47.54969024658203,-0.40631699562072754,-1.0201120376586914,14.990426063537598,13.382455825805664
37.706729888916016,-85.8399887084961,34.57098388671875,-23.444154739379883,-0.4149619936943054,-1.0201120376586914,15.543705940246582,13.918445587158203
42.89665603637695,-85.10857391357422,38.77272415161133,-6.364859104156494,-0.4581870138645172,-1.1065620183944702,16.13156509399414,14.324761390686035
46.35142135620117,-84.12816619873047,39.27848815917969,3.7737839221954346,-0.5273470282554626,-1.1584320068359375,16.38227081298828,14.627335548400879
50.981117248535156,-82.2218246459961,35.963783264160156,9.586191177368164,-0.6397320032119751,-1.2189470529556274,16.88368034362793,14.96449089050293
54.887176513671875,-81.27253723144531,27.342435836791992,1.2060539722442627,-0.48412200808525085,-1.132496953010559,17.160320281982422,15.26706600189209
56.82464599609375,-81.66937255859375,16.908113479614258,-14.581595420837402,-0.5792170166969299,-1.193011999130249,17.220836639404297,15.362160682678223
59.23675537109375,-81.55265808105469,8.566882133483887,-23.10957145690918,-0.7002469897270203,-1.3053970336914062,17.289995193481445,15.223840713500977
62.52033996582031,-80.93017578125,-0.2412099987268448,-31.450803756713867,-0.7521169781684875,-1.3053970336914062,17.359155654907227,15.189261436462402
68.25493621826172,-78.51028442382812,-7.5475687980651855,-30.688264846801758,-0.7434719800949097,-1.3140419721603394,17.264060974121094,14.99907112121582
73.33592987060547,-75.79471588134766,-11.087924003601074,-23.17959976196289,-0.7348269820213318,-1.2708170413970947,16.96148681640625,14.765656471252441
77.00856018066406,-73.4215087890625,-11.710404396057129,-13.437788009643555,-0.8039870262145996,-1.2275919914245605,16.546525955200195,14.385275840759277
80.76678466796875,-70.93159484863281,-8.683594703674316,2.6611011028289795,-0.8126320242881775,-1.2275919914245605,15.967310905456543,13.840641021728516
85.66881561279297,-66.19296264648438,-4.800876140594482,25.67729949951172,-0.8299220204353333,-1.2189470529556274,15.474546432495117,13.304651260375977
89.56709289550781,-60.55173873901367,-2.093087911605835,46.841617584228516,-0.7521169781684875,-1.1065620183944702,14.78294563293457,12.716791152954102
91.66796875,-55.15172576904297,1.571763038635254,66.9944076538086,-0.7348269820213318,-1.054692029953003,13.90980052947998,11.90416145324707
92.08814239501953,-51.222320556640625,4.7230682373046875,79.47513580322266,-0.7521169781684875,-1.0460469722747803,13.157686233520508,11.143401145935059
91.52012634277344,-46.903865814208984,2.7311320304870605,82.0817642211914,-0.7953420281410217,-1.0892720222473145,12.327766418457031,10.339415550231934
90.60196685791016,-42.14189147949219,-1.2994259595870972,82.06620788574219,-0.7780519723892212,-0.9855319857597351,11.342235565185547,9.388465881347656
89.15470123291016,-37.52775955200195,-6.030273914337158,79.54515838623047,-0.7261819839477539,-0.9423069953918457,10.30483627319336,8.454806327819824
87.89418029785156,-33.03034210205078,-12.07611083984375,73.7249755859375,-0.6743119955062866,-0.8212770223617554,9.224210739135742,7.486566066741943
86.52472686767578,-29.015344619750977,-18.448749542236328,66.7531967163086,-0.6051520109176636,-0.7521169781684875,8.091715812683105,6.552906036376953
84.97630310058594,-24.51014518737793,-24.6035213470459,61.79669952392578,-0.6656669974327087,-0.6916019916534424,6.924641132354736,5.333961009979248
84.59503936767578,-19.538087844848633,-29.194311141967773,61.905635833740234,-0.570572018623352,-0.5965070128440857,5.5587310791015625,4.210111141204834
84.610595703125,-14.425970077514648,-30.82832145690918,67.76472473144531,-0.5878620147705078,-0.5532820224761963,4.227400779724121,3.008455991744995
84.47054290771484,-8.403475761413574,-30.906131744384766,77.64659881591797,-0.5359920263290405,-0.39767199754714966,2.965230941772461,1.85002601146698
83.57572174072266,-2.5054779052734375,-29.64560890197754,88.68783569335938,-0.49276700615882874,-0.4149619936943054,1.5993210077285767,0.5965009927749634
82.19070434570312,2.8711929321289062,-27.536958694458008,99.37114715576172,-0.44089698791503906,-0.2507070004940033,0.20747600495815277,-0.6051539778709412
80.04315185546875,8.434608459472656,-25.319372177124023,108.9184341430664,-0.3371570110321045,-0.1556120067834854,-1.1324989795684814,-1.78951895236969
77.0785903930664,14.091395378112793,-23.693143844604492,116.57494354248047,-0.31122198700904846,-0.12967699766159058,-2.6799540519714355,-3.207298994064331
72.90019226074219,19.452503204345703,-22.728300094604492,120.48878479003906,-0.14696699380874634,0.017287999391555786,-4.132314205169678,-4.426243782043457
68.16934204101562,24.401220321655273,-23.304094314575195,119.57062530517578,-0.14696699380874634,0.15560799837112427,-5.601963996887207,-5.722993850708008
62.97163772583008,29.069820404052734,-25.980758666992188,113.859375,-0.11238700151443481,0.29392799735069275,-6.985164165496826,-6.84684419631958
57.5638427734375,33.73064041137695,-29.53667449951172,106.52967071533203,-0.034582000225782394,0.3890230059623718,-8.515329360961914,-8.178174018859863
52.42060089111328,38.37589645385742,-32.656856536865234,100.2348403930664,0.09509299695491791,0.46682798862457275,-9.872593879699707,-9.39711856842041
47.72087860107422,42.95890426635742,-36.19721221923828,93.69879913330078,0.12967300415039062,0.5446329712867737,-11.281728744506836,-10.60741901397705
43.02115249633789,47.5496940612793,-38.64822769165039,89.80052185058594,0.16425299644470215,0.7002429962158203,-12.65628433227539,-11.826363563537598
38.531517028808594,51.5958137512207,-39.85428237915039,86.92154693603516,0.29392799735069275,0.8385630249977112,-13.996258735656738,-12.984793663024902
34.158592224121094,55.75086975097656,-40.09549331665039,86.05007934570312,0.276638001203537,0.9595929980278015,-15.232494354248047,-14.056774139404297
30.058006286621094,60.030418395996094,-38.5081672668457,88.82011413574219,0.42360299825668335,0.9768829941749573,-16.581113815307617,-15.232494354248047
25.801799774169922,64.21659851074219,-35.87040710449219,93.18525695800781,0.46682798862457275,1.0979130268096924,-17.800058364868164,-16.261249542236328
21.02426528930664,68.23937225341797,-33.403831481933594,96.2431869506836,0.5532780289649963,1.2448780536651611,-18.897974014282227,-17.25542449951172
15.740966796875,71.84197998046875,-30.711605072021484,97.81494903564453,0.6656630039215088,1.339972972869873,-20.125564575195312,-18.20637321472168
9.936341285705566,75.00884246826172,-28.40064811706543,97.153564453125,0.6829530000686646,1.5042279958724976,-21.223478317260742,-19.079519271850586
4.022780895233154,78.05121612548828,-27.093441009521484,94.27459716796875,0.7175329923629761,1.4955830574035645,-22.226299285888672,-19.99588966369629
-1.6573489904403687,80.54891967773438,-26.595457077026367,89.41146850585938,0.7694029808044434,1.6079679727554321,-23.22911834716797,-20.834453582763672
-7.430850982666016,82.53307342529297,-26.968944549560547,82.17514038085938,0.8558530211448669,1.7376430034637451,-24.059038162231445,-21.508764266967773
-13.227696418762207,84.1048355102539,-27.801511764526367,73.42151641845703,0.9163680076599121,1.824092984199524,-24.845733642578125,-22.209009170532227
-18.604366302490234,85.10858154296875,-28.72745132446289,64.11544036865234,0.9595929980278015,1.8327380418777466,-25.597848892211914,-22.831449508666992
-23.887666702270508,86.12010955810547,-29.45108413696289,55.618587493896484,0.9682379961013794,1.8500280380249023,-26.228933334350586,-23.453889846801758
-28.719667434692383,86.88265228271484,-29.396617889404297,48.592342376708984,1.0287530422210693,1.9018980264663696,-26.825439453125,-23.860204696655273
-33.13927459716797,87.10051727294922,-28.43955421447754,42.88887023925781,1.1670730113983154,2.0056378841400146,-27.318204879760742,-24.249229431152344
-37.23208236694336,86.57919311523438,-26.766639709472656,37.66781997680664,1.1843630075454712,2.0834429264068604,-27.741809844970703,-24.517223358154297
-41.53497314453125,85.54431915283203,-24.245595932006836,32.76578903198242,1.2448780536651611,2.074798107147217,-28.018449783325195,-24.707414627075195
-46.141326904296875,84.3149185180664,-21.000917434692383,28.851947784423828,1.2448780536651611,2.1266679763793945,-28.217283248901367,-24.83708953857422
-50.786582946777344,83.03883361816406,-17.50724983215332,24.642425537109375,1.3745529651641846,2.161247968673706,-28.34695816040039,-24.880313873291016
-55.727516174316406,81.68494415283203,-14.457097053527832,19.343564987182617,1.3831980228424072,2.14395809173584,-28.312379837036133,-24.819799423217773
-60.57508087158203,80.28436279296875,-11.679280281066895,13.064297676086426,1.4955830574035645,2.1785380840301514,-28.269153594970703,-24.672834396362305
-65.48489379882812,78.60366821289062,-9.422789573669434,5.3922319412231445,1.538807988166809,2.213118076324463,-28.113544464111328,-24.413484573364258
-70.18461608886719,76.9463119506836,-7.998867034912109,-3.0812768936157227,1.538807988166809,2.2044730186462402,-27.845548629760742,-24.145488739013672
-74.39413452148438,75.0166244506836,-6.979556083679199,-11.827120780944824,1.599323034286499,2.2390530109405518,-27.439233779907227,-23.73052978515625
