漫昆I回电压_A相_17,漫昆I回电压_B相_18,漫昆I回电压_C相_19,漫昆I回电压_3U0_20,漫昆I回线_A相_29,漫昆I回线_B相_30,漫昆I回线_C相_31,漫昆I回线_3I0_32
0.7330752611160278,-76.91837310791016,76.0656967163086,0.01557116862386465,-0.01704924739897251,-0.1759253442287445,0.20313198864459991,0.0
22.51588249206543,-85.91625213623047,62.96451187133789,-0.5605620741844177,0.03030977211892605,-0.19673371315002441,0.1727571189403534,0.0
43.81695556640625,-87.83843231201172,43.732845306396484,-0.5449908971786499,0.09092932194471359,-0.2118670791387558,0.12529636919498444,-0.0018957345746457577
62.58367919921875,-83.99407196044922,21.34777069091797,-0.28028103709220886,0.13449960947036743,-0.20808373391628265,0.07024190574884415,-0.0037914691492915154
76.5644760131836,-75.84818267822266,-0.33193811774253845,0.0,0.17806991934776306,-0.1910586953163147,0.01708586886525154,0.0018957345746457577
85.49752044677734,-62.71501922607422,-22.457687377929688,0.17128285765647888,0.2008022516965866,-0.16079197824001312,-0.04176545515656471,0.0037914691492915154
87.36162567138672,-43.69063186645508,-43.515010833740234,0.21799635887145996,0.21216841042041779,-0.12295857071876526,-0.09871835261583328,0.005687203723937273
83.39254760742188,-21.112810134887695,-62.34212875366211,0.07785584032535553,0.21406276524066925,-0.06810013204813004,-0.14428067207336426,0.007582938298583031
75.65336608886719,0.9351146221160889,-76.78143310546875,-0.21799635887145996,0.2008022516965866,-0.018916703760623932,-0.18794454634189606,0.0037914691492915154
62.65699005126953,22.650554656982422,-85.7022705078125,-0.5138485431671143,0.16480939090251923,0.04729175567626953,-0.20692884922027588,0.005687203723937273
43.240966796875,43.742584228515625,-87.39308166503906,-0.4204215407371521,0.12502780556678772,0.09836685657501221,-0.2259131520986557,0.0
20.714611053466797,62.80853271484375,-83.8766098022461,-0.4982773959636688,0.07956315577030182,0.14944195747375488,-0.2164209932088852,0.0018957345746457577
-1.0053603649139404,76.75212860107422,-76.10718536376953,-0.3114233613014221,0.028415411710739136,0.17970867455005646,-0.19933512806892395,0.0
-22.69391441345215,85.79157257080078,-62.87115478515625,0.373708039522171,-0.028415411710739136,0.20619206130504608,-0.16706182062625885,-0.005687203723937273
-44.09971237182617,87.47477722167969,-43.618743896484375,0.21799635887145996,-0.08714059740304947,0.2194337546825409,-0.11770264804363251,0.0
-62.66746139526367,83.9525146484375,-21.202547073364258,-0.01557116862386465,-0.12881653010845184,0.2194337546825409,-0.06834347546100616,0.0
-76.5121078491211,75.92091369628906,0.49790719151496887,-0.2958522140979767,-0.17238683998584747,0.20619206130504608,-0.015187438577413559,-0.0037914691492915154
-85.52893829345703,62.77736282348633,22.55104637145996,-0.5294197201728821,-0.19322480261325836,0.1702503263950348,0.04746074602007866,-0.005687203723937273
-87.24642944335938,43.48283004760742,43.649864196777344,-0.6072756052017212,-0.21027405560016632,0.13241691887378693,0.09871835261583328,-0.007582938298583031
-83.36112976074219,20.894617080688477,62.43548583984375,-0.3581368923187256,-0.2064853310585022,0.08323349058628082,0.1499759554862976,-0.0037914691492915154
-75.73714447021484,-0.9039441347122192,76.60509490966797,0.04671350494027138,-0.1913304477930069,0.043508417904376984,0.18604612350463867,-0.007582938298583031
-62.48942947387695,-22.827186584472656,85.3495864868164,0.23356753587722778,-0.16480939090251923,-0.03026672452688217,0.20882727205753326,-0.007582938298583031
-43.000099182128906,-44.01272964477539,87.11300659179688,0.1245693489909172,-0.12502780556678772,-0.09269184619188309,0.22211629152297974,-0.007582938298583031
-20.536579132080078,-63.17218780517578,83.63803100585938,0.1245693489909172,-0.07388006895780563,-0.13998360931873322,0.2164209932088852,-0.0037914691492915154
1.0263053178787231,-77.14695739746094,75.93084716796875,-0.07785584032535553,-0.022732330486178398,-0.1759253442287445,0.20313198864459991,-0.0018957345746457577
22.9243106842041,-86.02015686035156,62.67406463623047,-0.5761332511901855,0.03409849479794502,-0.19673371315002441,0.1727571189403534,0.0018957345746457577
44.1416015625,-87.80726623535156,43.369789123535156,-0.5449908971786499,0.09282367676496506,-0.2118670791387558,0.12339793890714645,0.0
62.908329010009766,-83.85900115966797,21.015832901000977,-0.373708039522171,0.13449960947036743,-0.20619206130504608,0.07214033603668213,0.0018957345746457577
76.59589385986328,-75.82740783691406,-0.7987260818481445,-0.0622846744954586,0.1761755496263504,-0.19484204053878784,0.02278115786612034,0.0018957345746457577
85.56035614013672,-62.4864387512207,-22.810373306274414,0.10899817943572998,0.19701352715492249,-0.15890030562877655,-0.03986702486872673,0.0018957345746457577
87.30926513671875,-43.275028228759766,-43.805458068847656,0.2491386979818344,0.21406276524066925,-0.11917522549629211,-0.0968199223279953,0.0037914691492915154
