220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,果铝I回242_A相_21,果铝I回242_B相_22,果铝I回242_C相_23,果铝I回242_3I0_24
31.016956329345703,51.959564208984375,-83.44717407226562,-0.7913751602172852,1.5787162780761719,1.0591524839401245,-2.6765167713165283,-0.19610340893268585
9.812979698181152,67.25946044921875,-77.52143859863281,-0.13965444266796112,0.9061270952224731,1.7002185583114624,-2.6765167713165283,-0.1680886447429657
-11.819467544555664,79.33777618408203,-67.74190521240234,0.29482606053352356,0.1961718499660492,2.1647591590881348,-2.5646066665649414,-0.17742690443992615
-32.44866943359375,83.56415557861328,-51.1249885559082,0.15517160296440125,-0.46707582473754883,2.545682430267334,-2.16359543800354,-0.17742690443992615
-52.14778137207031,83.2533950805664,-31.41053009033203,-0.0620686411857605,-1.0742744207382202,2.7036261558532715,-1.6879774332046509,-0.17742690443992615
-67.1546401977539,77.26602935791016,-10.111042022705078,0.17068876326084137,-1.69081449508667,2.694335460662842,-1.0071909427642822,-0.19610340893268585
-79.56977844238281,67.41484069824219,11.623554229736328,-0.9620639681816101,-2.2045979499816895,2.545682430267334,-0.3543820083141327,-0.1867651492357254
-83.45735168457031,51.04799270629883,32.29110336303711,-0.124137282371521,-2.522209405899048,2.1833407878875732,0.36370784044265747,-0.19610340893268585
-83.2274398803711,31.107370376586914,51.953765869140625,-0.17068876326084137,-2.66233229637146,1.7002185583114624,1.0071909427642822,-0.1867651492357254
-77.18708038330078,9.93405532836914,67.04780578613281,-0.015517160296440125,-2.66233229637146,1.0126984119415283,1.6226965188980103,-0.2054416686296463
-67.3322982788086,-11.674327850341797,78.93035125732422,0.372411847114563,-2.5128679275512695,0.36234164237976074,2.1729211807250977,-0.2054416686296463
-50.663818359375,-32.422935485839844,83.61293029785156,1.117235541343689,-2.139207363128662,-0.29730597138404846,2.5273032188415527,-0.2427947074174881
-30.933353424072266,-52.06315231323242,83.30213928222656,0.8224095106124878,-1.6721314191818237,-0.9383719563484192,2.6951684951782227,-0.2241181880235672
-9.854781150817871,-67.42520141601562,77.34532165527344,0.3103432059288025,-0.9808592200279236,-1.5608563423156738,2.6765167713165283,-0.2427947074174881
12.028475761413574,-79.66925811767578,67.52435302734375,-0.15517160296440125,-0.29892852902412415,-2.0718510150909424,2.5273032188415527,-0.23345644772052765
32.38596725463867,-83.8127670288086,51.104270935058594,-0.3258603811264038,0.3830021619796753,-2.4249017238616943,2.1542696952819824,-0.2241181880235672
52.16868209838867,-83.49164581298828,31.44161033630371,0.1862059235572815,0.9808592200279236,-2.573554754257202,1.6786516904830933,-0.21477992832660675
67.26959228515625,-77.44212341308594,10.142120361328125,-0.09310296177864075,1.6067408323287964,-2.536391496658325,1.044494390487671,-0.2241181880235672
79.55933380126953,-67.58058166503906,-11.613194465637207,1.0706840753555298,2.1018412113189697,-2.434192657470703,0.40101122856140137,-0.21477992832660675
83.55140686035156,-51.193016052246094,-32.228946685791016,0.0620686411857605,2.438135862350464,-2.090432643890381,-0.3450561761856079,-0.2054416686296463
