1-110kVⅠ段母线电压Ua_1,2-110kVⅠ段母线电压Ub_2,3-110kVⅠ段母线电压Uc_3,4-110kVⅠ段母线电压3Uo_4,61-110kV尖白线161电流Ia_61,62-110kV尖白线161电流Ib_62,63-110kV尖白线161电流Ic_63,64-110kV尖白线161电流3Io_64
-47.39016342163086,-36.20750427246094,83.84856414794922,0.3807084262371063,0.03532236069440842,-0.03531922027468681,0.0,0.0
-43.06461715698242,-40.13896560668945,83.4044189453125,0.34898272156715393,0.0,-0.03531922027468681,0.0,0.0
-38.29379653930664,-44.926475524902344,83.53131866455078,0.4758855104446411,-0.03532236069440842,0.0,0.0,0.0
-36.54449462890625,-53.55032730102539,65.0040512084961,-43.52766418457031,-0.07064472138881683,-0.03531922027468681,1.588769793510437,1.5203746557235718
-20.291894912719727,-43.34120559692383,46.41333770751953,-30.298044204711914,0.07064472138881683,0.0,4.836921215057373,4.843984127044678
-21.21425437927246,-56.53063201904297,52.377593994140625,-43.52766418457031,-0.03532236069440842,-0.07063844054937363,8.08507251739502,8.026164054870605
-12.245109558105469,-59.25728988647461,30.614402770996094,-71.16075134277344,-0.03532236069440842,-0.03531922027468681,11.015470504760742,10.996197700500488
-5.311514854431152,-56.62574768066406,47.523704528808594,-24.71432113647461,0.0,-0.03531922027468681,13.698725700378418,13.612656593322754
-2.7670767307281494,-62.07906723022461,27.315025329589844,-64.97423553466797,0.03532236069440842,0.0,17.229324340820312,17.254484176635742
4.866238117218018,-63.63262939453125,37.75247573852539,-36.325927734375,-0.03532236069440842,-0.07063844054937363,19.736051559448242,19.658796310424805
9.19178295135498,-69.40299987792969,36.07106399536133,-41.75102233886719,0.0,-0.03531922027468681,23.16073226928711,23.159194946289062
11.577194213867188,-71.3053207397461,36.89590835571289,-39.466773986816406,0.0,-0.03531922027468681,25.34970474243164,25.351362228393555
17.30217933654785,-71.52725982666016,40.79805374145508,-23.19148826599121,-0.03532236069440842,0.0,28.138877868652344,28.17996597290039
23.504247665405273,-75.9343032836914,35.37311935424805,-29.282821655273438,0.0,-0.03531922027468681,30.045400619506836,30.018558502197266
27.638959884643555,-76.40988159179688,37.46695327758789,-19.47957992553711,0.0,0.0,32.30498504638672,32.28144073486328
33.52297592163086,-76.378173828125,26.521907806396484,-28.20414924621582,0.03532236069440842,-0.03531922027468681,33.92906188964844,33.97860336303711
38.452823638916016,-77.45616149902344,26.521907806396484,-21.63692855834961,-0.03532236069440842,0.0,35.44721984863281,35.49897766113281
43.764339447021484,-77.55127716064453,18.971412658691406,-25.697818756103516,0.0,0.0,36.7535400390625,36.80720901489258
47.07210922241211,-79.7706527709961,21.09697151184082,-19.987192153930664,-0.03532236069440842,0.03531922027468681,37.77741241455078,37.797218322753906
50.41168212890625,-79.1048355102539,18.939687728881836,-16.814620971679688,0.03532236069440842,0.0,38.76598358154297,38.82258987426758
53.5604248046875,-78.40731811523438,20.71627426147461,-6.916203022003174,-0.03532236069440842,0.0,39.33087921142578,39.35295104980469
56.35930633544922,-79.99258422851562,20.176952362060547,-5.8692545890808105,0.0,-0.03531922027468681,39.895774841308594,39.95402908325195
60.71665954589844,-79.1048355102539,18.527265548706055,0.3807084262371063,0.03532236069440842,0.0,40.072303771972656,40.13081741333008
64.8831787109375,-78.69266510009766,16.87757682800293,5.456820487976074,0.0,-0.03531922027468681,40.107608795166016,40.166175842285156
67.10955810546875,-78.59754943847656,12.943705558776855,2.760136127471924,-0.03532236069440842,-0.07063844054937363,39.86046600341797,39.95402908325195
69.94024658203125,-76.88545989990234,9.802953720092773,5.044386386871338,0.0,-0.03531922027468681,39.683937072753906,39.70652770996094
73.53426361083984,-75.87089538574219,4.12421989440918,3.109118700027466,0.0,-0.03531922027468681,39.15434646606445,39.21152114868164
76.01509094238281,-73.90515899658203,1.7448623180389404,6.884477138519287,0.0,0.0,38.41292190551758,38.43365478515625
76.36495208740234,-71.210205078125,-0.5393210649490356,8.121779441833496,-0.03532236069440842,-0.03531922027468681,37.494964599609375,37.58507537841797
77.00106048583984,-68.61036682128906,-0.9517430663108826,13.134440422058105,-0.03532236069440842,0.0,36.435787200927734,36.45363235473633
78.55953216552734,-65.2178955078125,-2.2524585723876953,19.41613006591797,-0.03532236069440842,0.0,35.164772033691406,35.18075942993164
78.81397247314453,-61.79372024536133,-3.2993760108947754,23.984630584716797,-0.03532236069440842,0.0,33.57600021362305,33.58967208862305
78.27328491210938,-58.24272155761719,-4.822165012359619,26.4909610748291,0.0,-0.03531922027468681,31.95192527770996,31.963224411010742
78.36869812011719,-53.86738204956055,-8.089816093444824,28.553131103515625,-0.03532236069440842,-0.03531922027468681,30.080707550048828,30.124631881713867
78.55953216552734,-50.506614685058594,-11.198843955993652,29.378000259399414,-0.03532236069440842,-0.03531922027468681,28.138877868652344,28.21532440185547
78.68675231933594,-46.82879638671875,-15.386512756347656,28.743486404418945,-0.03532236069440842,0.0,26.055824279785156,26.0938720703125
78.08245086669922,-42.13640594482422,-18.685888290405273,30.107690811157227,0.0,-0.03531922027468681,23.831546783447266,23.86634635925293
77.41453552246094,-37.28548812866211,-22.143888473510742,31.24981689453125,-0.03532236069440842,-0.03531922027468681,21.32482147216797,21.39131736755371
76.39675903320312,-32.5613899230957,-23.730127334594727,34.866546630859375,0.0,-0.03531922027468681,18.676870346069336,18.739500045776367
74.58384704589844,-27.932409286499023,-25.09429168701172,37.499778747558594,-0.07064472138881683,0.0,15.923003196716309,15.981612205505371
72.452880859375,-22.827848434448242,-25.85568618774414,41.21168518066406,0.0,0.0,13.063218116760254,13.082293510437012
69.90843963623047,-17.596466064453125,-27.061227798461914,43.876644134521484,-0.03532236069440842,0.0,10.132820129394531,10.182973861694336
67.07775115966797,-12.650432586669922,-28.42539405822754,45.08222198486328,-0.03532236069440842,0.0,7.0965046882629395,7.1422247886657715
64.85137176513672,-7.704399108886719,-30.899925231933594,45.65328598022461,0.0,0.0,4.024883270263672,4.101475715637207
62.43415451049805,-2.6949543952941895,-33.62825393676758,45.36775207519531,-0.03532236069440842,0.0,0.882649838924408,0.9192962646484375
58.90374755859375,2.31449031829834,-36.42003631591797,42.98832702636719,-0.03532236069440842,0.0,-2.2948896884918213,-2.227525472640991
55.85041809082031,7.640988349914551,-38.640769958496094,43.14695358276367,-0.03532236069440842,0.0,-5.507735252380371,-5.445062637329102
52.3518180847168,12.93578052520752,-40.1001091003418,43.78146743774414,0.0,0.0,-8.7205810546875,-8.697957038879395
47.61280059814453,18.674448013305664,-41.14702606201172,43.718017578125,-0.03532236069440842,0.0,-11.968731880187988,-11.98620891571045
43.38267135620117,23.90583038330078,-40.9566764831543,45.65328598022461,0.0,0.0,-15.216883659362793,-15.20374584197998
39.502403259277344,28.186052322387695,-41.115299224853516,46.16089630126953,0.0,0.0,-18.46503448486328,-18.421283721923828
35.272274017333984,32.59309387207031,-40.92495346069336,46.7636833190918,0.0,0.0,-21.607269287109375,-21.60346221923828
30.724092483520508,37.253780364990234,-41.40082550048828,46.06571960449219,0.0,0.0,-24.678890228271484,-24.679569244384766
25.953269958496094,41.72423553466797,-41.844970703125,44.79669189453125,0.0,-0.03531922027468681,-27.785818099975586,-27.75567626953125
21.21425437927246,46.25809860229492,-42.89188766479492,42.67107009887695,0.0,-0.03531922027468681,-30.751522064208984,-30.725709915161133
16.602458953857422,50.82366943359375,-43.81190490722656,40.98960494995117,0.0,0.0,-33.71722412109375,-33.731101989746094
11.895248413085938,55.325828552246094,-44.38295364379883,39.53022384643555,-0.03532236069440842,-0.03531922027468681,-36.6123161315918,-36.595062255859375
7.060816287994385,59.25728988647461,-44.129154205322266,38.4832763671875,-0.03532236069440842,-0.03531922027468681,-39.4014892578125,-39.388309478759766
2.4808273315429688,62.047359466552734,-43.17741012573242,37.087345123291016,0.0,0.03531922027468681,-42.01413345336914,-42.00476837158203
-1.9719396829605103,65.4715347290039,-42.09877014160156,37.05561828613281,0.0,0.0,-44.5561637878418,-44.58586883544922
-7.124427318572998,68.864013671875,-40.73460388183594,36.26247787475586,-0.03532236069440842,0.0,-46.956974029541016,-46.95482635498047
-11.83163833618164,70.54439544677734,-39.338714599609375,33.53406524658203,-0.03532236069440842,0.0,-49.181251525878906,-49.182350158691406
-15.711906433105469,71.9394302368164,-37.84764862060547,31.757427215576172,-0.03532236069440842,-0.03531922027468681,-51.264305114746094,-51.233089447021484
-20.419116973876953,74.25392150878906,-37.05453109741211,28.997291564941406,-0.03532236069440842,-0.03531922027468681,-53.17082595825195,-53.14239501953125
-25.69882583618164,76.44158935546875,-35.912437438964844,25.57091522216797,-0.03532236069440842,0.0,-54.900821685791016,-54.874916076660156
-30.755897521972656,78.40731811523438,-34.92897033691406,21.954185485839844,0.0,0.0,-56.41897964477539,-56.43064880371094
-35.24047088623047,79.51700592041016,-33.24755859375,19.03542137145996,0.03532236069440842,0.0,-57.79591369628906,-57.809593200683594
-39.05712890625,80.05599975585938,-31.502695083618164,16.40218734741211,0.0,-0.03531922027468681,-58.89039993286133,-58.905677795410156
-43.06461715698242,80.72180938720703,-29.34541130065918,14.403468132019043,0.0,0.0,-59.84366226196289,-59.860328674316406
-47.16752243041992,80.30963897705078,-26.617080688476562,11.167447090148926,0.03532236069440842,0.0,-60.549781799316406,-60.567481994628906
