罗平II母线A相_13,罗平II母线B相_14,罗平II母线C相_15,罗平II母线3U0_16,罗平II回线A相_29,罗平II回线B相_30,罗平II回线C相_31,罗平II回线3I0_32
25.828353881835938,58.60179901123047,-84.66663360595703,-0.4040659964084625,-0.013244000263512135,0.04166800156235695,-0.1174900010228157,-0.03798000141978264
3.7045888900756836,74.14942932128906,-77.65516662597656,0.23311500251293182,-0.056759998202323914,0.0681840032339096,-0.10232999920845032,-0.039879001677036285
-18.460683822631836,84.25175476074219,-65.00132751464844,1.2277389764785767,-0.049192000180482864,0.04356199875473976,-0.08148500323295593,-0.04367699846625328
-40.33539962768555,87.5604248046875,-46.99553298950195,0.29527899622917175,-0.07946400344371796,0.03219800069928169,-0.04927000030875206,-0.04367699846625328
-58.95173645019531,85.0711441040039,-26.1063232421875,-0.031082000583410263,-0.07000400125980377,0.009469999931752682,-0.02274000085890293,-0.041777998208999634
-74.2578125,77.34400177001953,-3.5368518829345703,-0.5439350008964539,-0.09270799905061722,0.0037879999727010727,-0.0037899999879300594,-0.041777998208999634
-83.9188003540039,64.66941833496094,18.773319244384766,-0.4973120093345642,-0.062435999512672424,-0.020834000781178474,0.011370000429451466,-0.041777998208999634
-87.00077056884766,47.09925079345703,39.60029602050781,-0.21757400035858154,-0.06054399907588959,-0.04735000059008598,0.020844999700784683,-0.03798000141978264
-84.52066802978516,25.681072235107422,58.14543151855469,-0.9946240186691284,-0.030271999537944794,-0.07575999945402145,0.030319999903440475,-0.034182000905275345
-77.40204620361328,3.4746201038360596,73.78640747070312,-0.27973800897598267,-0.02648800052702427,-0.09470000118017197,0.041689999401569366,-0.034182000905275345
-64.358154296875,-18.67997169494629,83.62943267822266,0.9169189929962158,0.0,-0.10985200107097626,0.03600500151515007,-0.03038400039076805
-46.52009201049805,-39.61066818237305,86.9173583984375,1.1655750274658203,0.030271999537944794,-0.12689800560474396,0.017054999247193336,-0.03038400039076805
-25.42365074157715,-59.068538665771484,84.70812225341797,0.4040659964084625,0.04729999974370003,-0.12879200279712677,0.015159999951720238,-0.034182000905275345
-2.9885759353637695,-74.39835357666016,77.24028778076172,-0.1554100066423416,0.0813559964299202,-0.14394399523735046,-0.015159999951720238,-0.0322830006480217
18.989910125732422,-84.0546875,64.47235107421875,-0.8547549843788147,0.07568000257015228,-0.1325799971818924,-0.02274000085890293,-0.0322830006480217
40.40803909301758,-87.41521453857422,46.81920623779297,-0.1709509938955307,0.10784400254487991,-0.11932200193405151,-0.06632500141859055,-0.034182000905275345
59.377193450927734,-85.18523406982422,25.919628143310547,-0.031082000583410263,0.08892399817705154,-0.09470000118017197,-0.07959000021219254,-0.03608100116252899
74.32007598876953,-77.4269790649414,3.630199909210205,0.6527220010757446,0.12297999858856201,-0.09470000118017197,-0.10990999639034271,-0.039879001677036285
83.71125793457031,-64.59681701660156,-18.358440399169922,0.9790830016136169,0.07946400344371796,-0.06439600139856339,-0.10611999779939651,-0.041777998208999634
87.11491394042969,-46.81920623779297,-39.69364547729492,0.6527220010757446,0.10027600079774857,-0.04166800156235695,-0.1402300000190735,-0.03798000141978264
84.74896240234375,-25.52549171447754,-58.643287658691406,0.6682630181312561,0.04540799930691719,-0.01515199989080429,-0.1307550072669983,-0.039879001677036285
77.35015869140625,-3.1012279987335205,-74.04570770263672,0.29527899622917175,0.06054399907588959,0.007575999945402145,-0.16107499599456787,-0.039879001677036285
64.0987319946289,19.146711349487305,-83.57757568359375,-0.419607013463974,0.009460000321269035,0.0170460008084774,-0.1307550072669983,-0.04557599872350693
46.468204498291016,40.201873779296875,-87.10405731201172,-0.6993449926376343,0.011351999826729298,0.02651599980890751,-0.14402000606060028,-0.04367699846625328
25.31987953186035,59.22412109375,-84.80147552490234,-0.4351480007171631,-0.049192000180482864,0.04356199875473976,-0.09664499759674072,-0.03798000141978264
3.164984941482544,74.64728546142578,-77.46846771240234,0.3108200132846832,-0.028379999101161957,0.04545599967241287,-0.10990999639034271,-0.04367699846625328
-18.989910125732422,84.0546875,-64.306396484375,1.072329044342041,-0.07568000257015228,0.04166800156235695,-0.06063999980688095,-0.039879001677036285
-40.40803909301758,87.27000427246094,-46.57027816772461,0.2486560046672821,-0.06054399907588959,0.024622000753879547,-0.05685000121593475,-0.03608100116252899
-59.439456939697266,85.10225677490234,-25.442516326904297,0.4506889879703522,-0.09270799905061722,0.009469999931752682,-0.009475000202655792,-0.03608100116252899
-74.37195587158203,77.20916748046875,-3.256808042526245,-0.5128530263900757,-0.07378800213336945,-0.005681999959051609,-0.005685000214725733,-0.039879001677036285
-83.76314544677734,64.39974975585938,18.62811279296875,-0.9480010271072388,-0.08513999730348587,-0.022727999836206436,0.02274000085890293,-0.034182000905275345
-87.20830535888672,46.705116271972656,39.901084899902344,-0.6682630181312561,-0.04729999974370003,-0.05303199961781502,0.02274000085890293,-0.034182000905275345
-84.58292388916016,25.463260650634766,58.82998275756836,-0.29527899622917175,-0.04729999974370003,-0.07575999945402145,0.04548000171780586,-0.0322830006480217
-77.44355010986328,3.12197208404541,74.27389526367188,0.09324599802494049,-0.01892000064253807,-0.10227599740028381,0.03600500151515007,-0.034182000905275345
-64.04684448242188,-19.271175384521484,83.63980865478516,0.46623000502586365,-0.005675999913364649,-0.10606399923563004,0.04737500101327896,-0.034182000905275345
-46.20878219604492,-40.284847259521484,86.9899673461914,0.7148860096931458,0.028379999101161957,-0.12310999631881714,0.018950000405311584,-0.03038400039076805
-24.977439880371094,-59.35895538330078,84.6251449584961,0.5283939838409424,0.0510840006172657,-0.1344739943742752,0.015159999951720238,-0.034182000905275345
-2.7291510105133057,-74.64728546142578,77.32325744628906,-0.015541000291705132,0.07378800213336945,-0.14583800733089447,-0.011370000429451466,-0.034182000905275345
19.373859405517578,-84.22064208984375,64.306396484375,-0.7770500183105469,0.07946400344371796,-0.12879200279712677,-0.028425000607967377,-0.0322830006480217
40.7193489074707,-87.39447021484375,46.4873046875,-0.18649199604988098,0.09838400036096573,-0.12121599912643433,-0.06063999980688095,-0.03608100116252899
59.67812728881836,-85.3304443359375,25.57735252380371,-0.23311500251293182,0.10027600079774857,-0.09470000118017197,-0.08148500323295593,-0.041777998208999634
74.56912231445312,-77.21954345703125,3.153088092803955,0.5128530263900757,0.10784400254487991,-0.09470000118017197,-0.10801500082015991,-0.039879001677036285
