220kV墨泗线电压_Ua_21,220kV墨泗线电压_Ub_22,220kV墨泗线电压_Uc_23,220kV墨泗线电压_3U0_24,220kV墨泗线_Ia_29,220kV墨泗线_Ib_30,220kV墨泗线_Ic_31,220kV墨泗线_3I0_32
-43.29951095581055,-39.01235580444336,83.6734848022461,1.4472074508666992,0.04495488479733467,0.04322585090994835,0.05014198645949364,0.031122611835598946
-38.49104690551758,-43.610740661621094,83.69683074951172,1.7506541013717651,0.031122611835598946,0.029393577948212624,0.05014198645949364,0.024206476286053658
-33.82263946533203,-48.325836181640625,83.4167251586914,1.190444827079773,0.031122611835598946,0.029393577948212624,0.057058122009038925,0.024206476286053658
-29.006393432617188,-52.698577880859375,82.8487319946289,1.0737345218658447,0.031122611835598946,0.029393577948212624,0.057058122009038925,0.04495488479733467
-24.151247024536133,-56.8145637512207,81.98507690429688,0.5913320779800415,0.031122611835598946,0.029393577948212624,0.05014198645949364,0.04495488479733467
-19.210512161254883,-60.79049301147461,80.94246673583984,0.44349905848503113,0.04495488479733467,0.029393577948212624,0.05014198645949364,0.031122611835598946
-14.332021713256836,-64.41629028320312,79.42523193359375,0.14783301949501038,0.031122611835598946,0.029393577948212624,0.05014198645949364,0.024206476286053658
-9.282357215881348,-67.72308349609375,77.65901947021484,0.015561370179057121,0.024206476286053658,0.04322585090994835,0.05014198645949364,0.031122611835598946
-4.2093505859375,-70.72642517089844,75.4648666381836,-0.03890342637896538,0.04495488479733467,0.029393577948212624,0.04322585090994835,0.031122611835598946
0.18673643469810486,-73.48078918457031,72.97504425048828,-1.3538391590118408,0.031122611835598946,0.04322585090994835,0.05014198645949364,0.031122611835598946
5.866636276245117,-75.768310546875,70.16621398925781,-0.4979638457298279,0.031122611835598946,0.04322585090994835,0.04322585090994835,0.031122611835598946
10.900739669799805,-77.8224105834961,66.96835327148438,-0.8091912269592285,0.031122611835598946,0.04322585090994835,0.05014198645949364,0.031122611835598946
15.927062034606934,-79.45635223388672,63.52151107788086,-0.9881470203399658,0.04495488479733467,0.04322585090994835,0.05014198645949364,0.024206476286053658
21.031190872192383,-80.77906799316406,59.77122116088867,-1.2293481826782227,0.031122611835598946,0.05014198645949364,0.05014198645949364,0.031122611835598946
25.917461395263672,-81.69718933105469,55.65523910522461,-1.0970765352249146,-0.05187102034687996,-0.05360005423426628,0.5273553729057312,-0.24552282691001892
31.63626480102539,-75.91614532470703,33.38692092895508,-17.817768096923828,-0.0034580680076032877,-0.005187102127820253,0.15388402342796326,0.010374204255640507
32.974544525146484,-82.45970153808594,39.61146545410156,-18.19902229309082,0.04495488479733467,0.05014198645949364,0.43052947521209717,-0.3769294023513794
45.33027267456055,-79.5652847290039,28.63292121887207,-9.827005386352539,-0.010374204255640507,-0.005187102127820253,0.292206734418869,-0.10720010846853256
47.757843017578125,-79.23849487304688,32.23537826538086,0.2567625939846039,-0.05187102034687996,-0.012103238143026829,0.49969083070755005,-0.24552282691001892
52.12281036376953,-78.6393814086914,27.014537811279297,0.03890342637896538,-0.04495488479733467,-0.02593551017343998,0.38903266191482544,-0.16944533586502075
53.78787612915039,-80.39781951904297,26.998977661132812,0.12449096143245697,-0.024206476286053658,-0.012103238143026829,0.5411876440048218,-0.3216003179550171
57.810489654541016,-79.93097686767578,25.12383270263672,4.256034851074219,-0.04495488479733467,-0.02593551017343998,0.44436174631118774,-0.1971098780632019
65.497802734375,-78.48377227783203,20.408737182617188,12.176772117614746,-0.07953556627035141,-0.05360005423426628,0.5826844573020935,-0.28701964020729065
67.9176025390625,-77.79129028320312,19.84074592590332,16.33165740966797,-0.0864517018198967,-0.05360005423426628,0.4720262885093689,-0.17636147141456604
69.96392059326172,-77.54230499267578,15.561369895935059,12.892595291137695,-0.04495488479733467,-0.012103238143026829,0.5688521862030029,-0.33543258905410767
72.7182846069336,-74.4611587524414,13.040428161621094,18.696985244750977,-0.05187102034687996,-0.03285164758563042,0.4789424240589142,-0.21094214916229248
75.70606231689453,-72.57044982910156,4.2715959548950195,11.577659606933594,-0.06570329517126083,-0.04668391868472099,0.5411876440048218,-0.23169055581092834
78.70941162109375,-68.10433959960938,-4.014833450317383,10.45724105834961,-0.05187102034687996,-0.012103238143026829,0.4581940174102783,-0.21094214916229248
75.83055877685547,-67.34182739257812,-4.458332538604736,5.617654800415039,-0.05187102034687996,0.0017290340038016438,0.43744561076164246,-0.21785828471183777
78.61604309082031,-61.623023986816406,-14.215311050415039,4.022614002227783,-0.04495488479733467,-0.012103238143026829,0.3959487974643707,-0.16252920031547546
79.9231948852539,-57.81827163696289,-20.696622848510742,1.5016721487045288,-0.024206476286053658,-0.005187102127820253,0.33370354771614075,-0.10720010846853256
79.3863296508789,-55.38291549682617,-27.792606353759766,-7.68731689453125,-0.010374204255640507,0.015561305917799473,0.27145832777023315,-0.10720010846853256
81.96951293945312,-51.00239181518555,-29.753339767456055,1.2371289730072021,-0.010374204255640507,0.022477442398667336,0.20921310782432556,-0.05187102034687996
79.98544311523438,-44.630008697509766,-36.3591423034668,-2.925537586212158,-0.0034580680076032877,0.029393577948212624,0.15388402342796326,-0.0034580680076032877
80.94246673583984,-42.46697998046875,-40.73188781738281,-4.964076995849609,0.024206476286053658,0.057058122009038925,0.07780653238296509,0.0034580680076032877
