1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV通锡Ⅰ回线路电流Ia_9,10-220kV通锡Ⅰ回线路电流Ib_10,11-220kV通锡Ⅰ回线路电流Ic_11,12-220kV通锡Ⅰ回线路电流3Io_12
-53.56806945800781,83.69095611572266,-29.906705856323242,-0.06326649338006973,-0.3172104060649872,0.5645605325698853,-0.21163500845432281,0.0
-57.8179931640625,83.0583724975586,-24.595577239990234,1.043897032737732,-0.3172104060649872,0.5645605325698853,-0.17636249959468842,0.0
-61.62389373779297,81.60343170166016,-19.885114669799805,-0.2846992015838623,-0.3524560034275055,0.5292755365371704,-0.17636249959468842,-0.03525703027844429
-65.52494812011719,79.9903335571289,-14.763669967651367,-0.9489973783493042,-0.3877016007900238,0.4939904808998108,-0.10581750422716141,0.0
-68.22079467773438,77.83954620361328,-9.484155654907227,-0.06326649338006973,-0.3877016007900238,0.4939904808998108,-0.0705450028181076,0.03525703027844429
-71.32894897460938,75.62550354003906,-4.141414642333984,0.0948997363448143,-0.4581927955150604,0.4939904808998108,-0.0705450028181076,0.0
-74.40538024902344,73.37982940673828,1.2013264894485474,0.1897994726896286,-0.4229471981525421,0.4939904808998108,0.0,-0.03525703027844429
-76.72064208984375,70.34342193603516,6.449225902557373,-0.22143271565437317,-0.4581927955150604,0.45870545506477356,0.0352725014090538,0.0
-78.97246551513672,67.08560943603516,11.791967391967773,-0.5061319470405579,-0.49343839287757874,0.45870545506477356,0.0352725014090538,0.0
-80.78026580810547,63.7645378112793,16.72372817993164,-0.6959313750267029,-0.49343839287757874,0.42342042922973633,0.0705450028181076,0.0
-82.30262756347656,60.12717819213867,21.81355857849121,-0.6959313750267029,-0.5286840200424194,0.3881353735923767,0.1410900056362152,0.0
-83.76155853271484,56.30004119873047,27.219528198242188,-0.4744986891746521,-0.49343839287757874,0.3528503477573395,0.1410900056362152,0.0
-84.3641586303711,51.77705764770508,32.18290328979492,-0.8857308626174927,-0.5286840200424194,0.3528503477573395,0.17636249959468842,0.03525703027844429
-85.03018951416016,47.190818786621094,36.95659637451172,-1.6449286937713623,-0.5286840200424194,0.2822802662849426,0.21163500845432281,-0.03525703027844429
-85.09362030029297,42.79435729980469,41.57221603393555,-1.3285962343215942,-0.5286840200424194,0.2822802662849426,0.21163500845432281,0.03525703027844429
-84.93504333496094,37.79693603515625,46.345909118652344,-1.486762523651123,-0.49343839287757874,0.2469952404499054,0.24690750241279602,0.0
-84.45930480957031,33.05255126953125,50.48732376098633,-1.6449286937713623,-0.5286840200424194,0.2469952404499054,0.2821800112724304,-0.03525703027844429
-83.63469696044922,27.54906463623047,54.81842041015625,-2.119427442550659,-0.49343839287757874,0.21171021461486816,0.35272499918937683,0.0
-82.65150451660156,22.67816162109375,58.45401382446289,-2.720458984375,-0.49343839287757874,0.1411401331424713,0.35272499918937683,0.0
-87.69432067871094,17.83888816833496,12.930066108703613,-144.9435272216797,-0.6696664094924927,0.07057006657123566,2.962890148162842,2.2564499378204346
-103.96455383300781,-41.655704498291016,73.4073715209961,-106.92036437988281,-0.3172104060649872,0.5998455882072449,3.3508875370025635,3.7019882202148438
-80.97056579589844,-0.31629234552383423,-19.47413444519043,-182.99832153320312,-0.21147359907627106,0.31756532192230225,4.197427749633789,4.266100883483887
-114.68450927734375,-24.29125213623047,24.943330764770508,-173.85630798339844,0.24671919643878937,0.3881353735923767,4.938149929046631,5.711638927459717
-62.19478225708008,-3.0364065170288086,14.289462089538574,-96.82936096191406,-0.24671919643878937,0.6704156398773193,6.701775074005127,7.157177448272705
-90.92933654785156,-27.83372688293457,58.896610260009766,-103.37744140625,0.14098240435123444,0.6351306438446045,7.548315048217773,8.355916023254395
-65.49323272705078,-28.434682846069336,0.7587324976921082,-184.80142211914062,0.49343839287757874,0.7409857511520386,9.100305557250977,10.330309867858887
-77.60868072509766,-28.33979606628418,40.27605056762695,-89.14248657226562,0.21147359907627106,0.9174109101295471,9.69993782043457,10.89442253112793
-69.9017333984375,-38.71418380737305,30.34929847717285,-133.9035186767578,0.4229471981525421,0.9879809617996216,11.463562965393066,12.868816375732422
-65.36636352539062,-43.585086822509766,43.785186767578125,-115.80931091308594,0.704912006855011,1.0938360691070557,12.310102462768555,14.138069152832031
-39.644813537597656,-36.62665557861328,33.35261535644531,-89.74351501464844,0.6696664094924927,1.1996911764144897,13.967909812927246,15.865663528442383
-56.92995071411133,-43.17390823364258,30.791893005371094,-108.28059387207031,0.8811399936676025,1.4819715023040771,14.920268058776855,17.311203002929688
-36.631805419921875,-47.41222381591797,38.82181167602539,-76.48918914794922,1.1278592348098755,1.4466863870620728,16.331167221069336,18.933025360107422
-53.37777328491211,-59.68436813354492,35.78688049316406,-136.18112182617188,1.3040871620178223,1.4819715023040771,17.212980270385742,20.02599334716797
-33.872528076171875,-60.06391906738281,26.334339141845703,-127.3554458618164,1.3040871620178223,1.7995368242263794,18.764970779418945,21.929872512817383
-30.891237258911133,-65.09296417236328,28.041488647460938,-107.8693618774414,1.6917887926101685,1.7995368242263794,19.57623863220215,23.05809783935547
-18.839214324951172,-69.20476531982422,35.8501091003418,-88.35165405273438,1.8680168390274048,1.7995368242263794,21.057682037353516,24.82094955444336
-12.971782684326172,-74.01241302490234,27.567279815673828,-103.56724548339844,1.7975256443023682,2.1171021461486816,21.727859497070312,25.59660530090332
-6.057727336883545,-73.91752624511719,30.697052001953125,-84.90363311767578,2.0794904232025146,2.222957134246826,22.85658073425293,27.183170318603516
-3.36188006401062,-84.19702911376953,28.863449096679688,-98.69572448730469,2.326209545135498,2.222957134246826,23.87948226928711,28.41716766357422
3.1081533432006836,-81.03410339355469,28.389240264892578,-88.19348907470703,2.326209545135498,2.3640973567962646,24.65547752380371,29.40436363220215
4.5987982749938965,-75.56224060058594,29.084745407104492,-71.83909606933594,2.5024375915527344,2.505237579345703,25.502017974853516,30.567846298217773
-0.22201094031333923,-85.81011962890625,26.84016227722168,-103.53561401367188,2.713911294937134,2.540522575378418,26.34855842590332,31.66081428527832
-1.0149071216583252,-84.98775482177734,23.425865173339844,-104.57950592041016,2.854893684387207,2.575807571411133,26.948190689086914,32.33069610595703
5.835716247558594,-80.49640655517578,26.99822998046875,-83.89136505126953,2.854893684387207,2.8580877780914307,27.688913345336914,33.45892333984375
5.201399326324463,-89.13118743896484,19.790271759033203,-111.88678741455078,3.1368584632873535,2.822802782058716,28.1474552154541,34.09354782104492
22.04251480102539,-85.68360137939453,21.307737350463867,-74.46466064453125,3.2778408527374268,2.752232789993286,28.8176326751709,34.833946228027344
