220kVII母电压_A相_5,220kVII母电压_B相_6,220kVII母电压_C相_7,220kVII母电压_3U0_8,吾青线（284）_A相_29,吾青线（284）_B相_30,吾青线（284）_C相_31,吾青线（284）_3I0_32
-86.40592956542969,60.202392578125,27.42039680480957,3.351200819015503,0.2331741899251938,-0.45628705620765686,0.09302771836519241,-0.018670108169317245
-86.42683410644531,40.2187614440918,45.491024017333984,-0.1879177987575531,0.27980902791023254,-0.40972715616226196,-0.027908315882086754,-0.03734021633863449
-77.99112701416016,13.1931791305542,63.152862548828125,-2.3019931316375732,0.37307870388031006,-0.38179120421409607,-0.15814711153507233,-0.056010324507951736
-70.87251281738281,-5.218588352203369,75.32223510742188,-0.3758355975151062,0.3077899217605591,-0.2793594300746918,-0.22326652705669403,-0.056010324507951736
-60.544776916503906,-23.619876861572266,85.83547973632812,4.055892467498779,0.35442477464675903,-0.16761565208435059,-0.34420254826545715,-0.03734021633863449
-37.558250427246094,-47.8580207824707,85.83547973632812,1.2997647523880005,0.3077899217605591,-0.08380782604217529,-0.39071640372276306,-0.04667527228593826
-14.634442329406738,-65.13804626464844,77.53389739990234,-3.617417573928833,0.28913599252700806,0.027935942634940147,-0.5023496747016907,-0.06534537672996521
3.3763749599456787,-74.31773376464844,72.08335876464844,2.2863333225250244,0.1678854078054428,0.11174377053976059,-0.44653305411338806,-0.03734021633863449
27.565017700195312,-86.25341796875,58.99158477783203,0.8299703001976013,0.07461573928594589,0.24211148917675018,-0.4837441146373749,-0.04667527228593826
47.331966400146484,-88.29684448242188,35.88969421386719,-8.565919876098633,-0.009326967410743237,0.2514234781265259,-0.43723025918006897,-0.06534537672996521
62.42634963989258,-78.1426010131836,16.65558433532715,2.0201163291931152,-0.14923147857189178,0.33523130416870117,-0.39071640372276306,-0.06534537672996521
75.3778305053711,-69.17249298095703,-4.2451300621032715,3.711376428604126,-0.20519328117370605,0.3166073262691498,-0.27908316254615784,-0.04667527228593826
86.102783203125,-60.338619232177734,-27.81870460510254,-3.601757764816284,-0.3357708156108856,0.32591933012008667,-0.19535820186138153,-0.056010324507951736
86.04006958007812,-40.2187614440918,-45.83692169189453,0.0626392662525177,-0.4010595977306366,0.2979833781719208,-0.08372494578361511,-0.04667527228593826
77.60435485839844,-13.09886646270752,-63.5721321105957,2.145394802093506,-0.44769442081451416,0.24211148917675018,0.04651385918259621,-0.03734021633863449
70.45438385009766,5.250025749206543,-75.75199127197266,0.20357762277126312,-0.42904049158096313,0.1583036631345749,0.11163326352834702,-0.03734021633863449
60.0848388671875,23.73514747619629,-86.29668426513672,-4.228150367736816,-0.45702141523361206,0.046559903770685196,0.25117483735084534,-0.06534537672996521
37.1087646484375,47.868499755859375,-86.12897491455078,-1.346744179725647,-0.4103865623474121,-0.046559903770685196,0.27908316254615784,-0.04667527228593826
14.383565902709961,64.9808578491211,-77.89027404785156,3.3825204372406006,-0.38240566849708557,-0.1769276261329651,0.37211087346076965,-0.04667527228593826
-3.6377041339874268,74.10814666748047,-72.42926025390625,-2.5368902683258057,-0.2611550986766815,-0.24211148917675018,0.34420254826545715,-0.06534537672996521
-27.899518966674805,85.9704818725586,-59.04399490356445,-0.7829908132553101,-0.14923147857189178,-0.36316725611686707,0.38141363859176636,-0.04667527228593826
-47.71873474121094,87.78336334228516,-35.784873962402344,8.378002166748047,-0.0839427039027214,-0.37247923016548157,0.32559701800346375,-0.03734021633863449
-62.87583541870117,77.70247650146484,-16.51932144165039,-2.2706735134124756,0.05596180260181427,-0.46559903025627136,0.27908316254615784,-0.04667527228593826
-75.79595947265625,68.9105224609375,4.276575565338135,-3.727036237716675,0.13057754933834076,-0.41903913021087646,0.19535820186138153,-0.018670108169317245
-86.4791030883789,60.00328826904297,27.797740936279297,3.4764792919158936,0.2331741899251938,-0.46559903025627136,0.05581663176417351,-0.018670108169317245
-86.20732116699219,39.77864074707031,45.75306701660156,-0.1252785325050354,0.29846295714378357,-0.40972715616226196,-0.027908315882086754,-0.03734021633863449
-77.78205871582031,12.794973373413086,63.44635009765625,-2.22369384765625,0.36375173926353455,-0.3445432782173157,-0.14884434640407562,-0.018670108169317245
-70.78888702392578,-5.470086574554443,75.50042724609375,-0.2975365221500397,0.3171168863773346,-0.2607354521751404,-0.23256929218769073,-0.056010324507951736
-60.23118209838867,-23.986644744873047,85.96126556396484,4.134191513061523,0.35442477464675903,-0.1769276261329651,-0.36280810832977295,-0.056010324507951736
-37.129669189453125,-48.24574661254883,85.74114227294922,1.1901460886001587,0.3171168863773346,-0.09311980754137039,-0.43723025918006897,-0.07468043267726898
-14.25812816619873,-65.33715057373047,77.40811157226562,-3.4921391010284424,0.27048206329345703,0.046559903770685196,-0.4837441146373749,-0.04667527228593826
3.6690638065338135,-74.4539566040039,72.03094482421875,2.4429314136505127,0.1585584431886673,0.11174377053976059,-0.45583581924438477,-0.03734021633863449
27.97269058227539,-86.43156433105469,58.63520431518555,0.626392662525177,0.07461573928594589,0.23279951512813568,-0.5023496747016907,-0.06534537672996521
47.6037483215332,-88.17108917236328,35.49138259887695,-8.565919876098633,-0.027980901300907135,0.24211148917675018,-0.42792749404907227,-0.03734021633863449
62.71903610229492,-77.9539794921875,16.299203872680664,2.2550137042999268,-0.1585584431886673,0.33523130416870117,-0.40932196378707886,-0.07468043267726898
75.5868911743164,-69.04674530029297,-4.643438816070557,3.601757764816284,-0.22384721040725708,0.2979833781719208,-0.27908316254615784,-0.07468043267726898
