220kV III段电压_A相_1,220kV III段电压_B相_2,220kV III段电压_C相_3,220kV III段电压_3U0_4,220kV虹花I回线_A相_37,220kV虹花I回线_B相_38,220kV虹花I回线_C相_39,220kV虹花I回线_3I0_40
-83.60686492919922,44.065792083740234,38.88217544555664,-0.8851915001869202,-0.3058662414550781,0.13893775641918182,0.20315472781658173,0.03708793967962265
-80.50605773925781,23.064311981201172,57.36001205444336,-0.1087077260017395,-0.29659757018089294,0.07410013675689697,0.2954977750778198,0.018543969839811325
-74.87867736816406,2.622593641281128,71.88127136230469,-0.5901276469230652,-0.25025421380996704,0.0,0.3601379096508026,0.018543969839811325
-62.026519775390625,-19.156335830688477,81.32733917236328,0.6211870312690735,-0.23171685636043549,-0.12041272222995758,0.37860652804374695,0.009271984919905663
-43.870635986328125,-39.57732009887695,83.7095718383789,0.4658902585506439,-0.16683612763881683,-0.19451285898685455,0.3693722188472748,0.018543969839811325
-23.115083694458008,-57.77998733520508,80.86125183105469,0.031059350818395615,-0.10195541381835938,-0.23156292736530304,0.3878408372402191,0.06490389257669449
-2.6936278343200684,-71.74296569824219,74.62601470947266,0.34165287017822266,-0.009268674068152905,-0.2593504786491394,0.3324350118637085,0.04635992273688316
19.41917610168457,-82.44065856933594,62.73556900024414,-0.4037715494632721,0.08341806381940842,-0.31492558121681213,0.28626346588134766,0.027815954759716988
39.360374450683594,-84.05775451660156,44.23701858520508,-0.48141995072364807,0.1761048138141632,-0.2964005470275879,0.22162333130836487,0.009271984919905663
57.798152923583984,-80.70954132080078,23.118011474609375,0.5435386300086975,0.2595228850841522,-0.2686130106449127,0.1477488875389099,0.03708793967962265
71.57950592041016,-75.22593688964844,3.417985439300537,-0.015529675409197807,0.29659757018089294,-0.2500879764556885,0.02770291641354561,0.055631909519433975
82.28092956542969,-62.5587043762207,-19.161434173583984,0.9783695340156555,0.33367225527763367,-0.20377537608146667,-0.0923430547118187,0.018543969839811325
83.74259185791016,-44.09688949584961,-39.30683135986328,1.1336662769317627,0.3522096276283264,-0.11115020513534546,-0.16621750593185425,0.055631909519433975
80.34945678710938,-22.753332138061523,-57.422157287597656,0.15529675781726837,0.3614782989025116,-0.027787551283836365,-0.2770291566848755,0.027815954759716988
74.80559539794922,-2.902475118637085,-71.60161590576172,0.6211870312690735,0.3244035840034485,0.04631258547306061,-0.304732084274292,0.018543969839811325
62.41281509399414,18.917917251586914,-81.64842224121094,-0.4037715494632721,0.2780602276325226,0.11115020513534546,-0.3416692912578583,0.018543969839811325
43.93327713012695,39.57732009887695,-83.87528991699219,-0.5280089378356934,0.21317949891090393,0.20377537608146667,-0.3601379096508026,0.03708793967962265
22.98979949951172,57.79035186767578,-80.8301773071289,0.31059351563453674,0.1297614425420761,0.3056630790233612,-0.3601379096508026,0.055631909519433975
2.7875914573669434,71.9399185180664,-75.02996063232422,-0.13976708054542542,0.0463433712720871,0.31492558121681213,-0.28626346588134766,0.018543969839811325
-19.095523834228516,81.80833435058594,-62.80807113647461,0.4037715494632721,-0.01853734813630581,0.36123818159103394,-0.25856056809425354,0.0
-39.33949279785156,83.99555969238281,-44.25773239135742,0.6677760481834412,-0.055612046271562576,0.40755075216293335,-0.13851457834243774,0.06490389257669449
-57.75638961791992,80.85466003417969,-23.169797897338867,-0.3727121949195862,-0.21317949891090393,0.32418811321258545,-0.07387444376945496,0.018543969839811325
-71.84051513671875,74.89422607421875,-2.9415390491485596,0.15529675781726837,-0.2780602276325226,0.2686130106449127,-0.00923430547118187,0.018543969839811325
