1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,13-220kV青山变线路电流Ia_13,14-220kV青山变线路电流Ib_14,15-220kV青山变线路电流Ic_15,16-220kV青山变线路电流3Io_16
76.59911346435547,-71.32948303222656,-5.242176055908203,0.09530548006296158,0.2480868399143219,-0.1416563093662262,-0.03546290472149849,0.035407654941082
78.57463073730469,-68.31108856201172,-10.357269287109375,-0.15884247422218323,0.21264585852622986,-0.1416563093662262,-0.03546290472149849,0.035407654941082
80.90064239501953,-65.38800811767578,-15.599445343017578,-0.15884247422218323,0.21264585852622986,-0.10624222457408905,-0.07092580944299698,0.035407654941082
82.4300765991211,-61.63884353637695,-20.682767868041992,0.1270739734172821,0.21264585852622986,-0.10624222457408905,-0.10638871788978577,0.035407654941082
83.8320541381836,-57.7625846862793,-25.829631805419922,0.4765274226665497,0.21264585852622986,-0.0708281546831131,-0.10638871788978577,0.035407654941082
84.59677124023438,-53.377967834472656,-30.658788681030273,1.0483603477478027,0.2480868399143219,-0.10624222457408905,-0.10638871788978577,0.035407654941082
85.1703109741211,-48.802711486816406,-35.77388000488281,1.111897349357605,0.21264585852622986,-0.10624222457408905,-0.14185161888599396,0.035407654941082
85.04286193847656,-43.941505432128906,-40.475955963134766,1.0483603477478027,0.2480868399143219,-0.0708281546831131,-0.14185161888599396,0.035407654941082
85.07472229003906,-39.58865737915039,-45.11448669433594,0.6353698968887329,0.2480868399143219,-0.10624222457408905,-0.17731451988220215,0.035407654941082
84.6923599243164,-34.72745132446289,-49.75301742553711,0.31768494844436646,0.2480868399143219,-0.0708281546831131,-0.14185161888599396,0.035407654941082
84.37373352050781,-29.96156120300293,-54.359779357910156,0.15884247422218323,0.28352782130241394,-0.0708281546831131,-0.17731451988220215,0.035407654941082
83.3222427368164,-24.623764038085938,-58.648834228515625,0.06353698670864105,0.2480868399143219,0.0,-0.21277743577957153,0.035407654941082
81.72908782958984,-19.50837516784668,-62.39778137207031,-0.19061096012592316,0.21264585852622986,0.03541407734155655,-0.21277743577957153,0.035407654941082
79.81729125976562,-13.916398048400879,-66.08319091796875,-0.19061096012592316,0.21264585852622986,0.03541407734155655,-0.21277743577957153,0.0
77.45941925048828,-8.546829223632812,-69.03787231445312,-0.09530548006296158,0.21264585852622986,0.0,-0.17731451988220215,0.035407654941082
75.26085662841797,-3.336122989654541,-72.05609893798828,-0.1270739734172821,0.17720487713813782,0.03541407734155655,-0.21277743577957153,0.0
72.48876190185547,1.7792655229568481,-74.2800521850586,0.0,0.17720487713813782,0.03541407734155655,-0.21277743577957153,0.0
70.1308822631836,6.799335956573486,-77.13941955566406,-0.2541479468345642,0.17720487713813782,0.03541407734155655,-0.24824033677577972,0.035407654941082
67.04015350341797,12.200677871704102,-79.2998275756836,-0.031768493354320526,0.14176391065120697,0.0708281546831131,-0.21277743577957153,0.0
64.01315307617188,17.41138458251953,-81.5237808227539,-0.031768493354320526,0.14176391065120697,0.0708281546831131,-0.24824033677577972,0.0
60.06211471557617,22.62209129333496,-82.79461669921875,-0.031768493354320526,0.10632292926311493,0.10624222457408905,-0.21277743577957153,0.035407654941082
55.728721618652344,27.705705642700195,-83.811279296875,-0.4765274226665497,0.14176391065120697,0.10624222457408905,-0.21277743577957153,0.035407654941082
51.14042282104492,32.471595764160156,-84.51023864746094,-1.3978137969970703,0.10632292926311493,0.1416563093662262,-0.21277743577957153,0.035407654941082
46.807029724121094,37.428123474121094,-84.82794189453125,-0.7942123413085938,0.10632292926311493,0.10624222457408905,-0.24824033677577972,0.0
42.505496978759766,42.16223907470703,-85.01856994628906,-0.44475892186164856,0.10632292926311493,0.1416563093662262,-0.24824033677577972,0.035407654941082
37.47111511230469,47.214080810546875,-85.05033874511719,-0.41299042105674744,0.10632292926311493,0.17707037925720215,-0.24824033677577972,0.035407654941082
32.46859359741211,51.8846549987793,-84.63732147216797,-0.28591644763946533,0.03544097766280174,0.1416563093662262,-0.24824033677577972,0.0
27.274892807006836,56.205726623535156,-84.06544494628906,-0.7624438405036926,0.07088195532560349,0.17707037925720215,-0.24824033677577972,0.0
22.113054275512695,60.43148422241211,-82.858154296875,-0.28591644763946533,0.03544097766280174,0.17707037925720215,-0.24824033677577972,0.035407654941082
16.983081817626953,64.37128448486328,-81.39669799804688,0.22237946093082428,0.03544097766280174,0.17707037925720215,-0.24824033677577972,0.035407654941082
11.78938102722168,67.61209106445312,-79.23628997802734,0.5718328952789307,0.0,0.17707037925720215,-0.17731451988220215,0.0
6.436364650726318,70.43984985351562,-76.72639465332031,0.5082958936691284,0.0,0.17707037925720215,-0.21277743577957153,0.035407654941082
1.051485300064087,73.26761627197266,-74.34358978271484,0.19061096012592316,0.0,0.17707037925720215,-0.14185161888599396,0.0
-3.8873093128204346,75.65055847167969,-71.92900848388672,-0.06353698670864105,-0.03544097766280174,0.17707037925720215,-0.17731451988220215,0.035407654941082
-8.953557014465332,78.12882232666016,-69.26026916503906,0.09530548006296158,-0.07088195532560349,0.2124844491481781,-0.17731451988220215,0.0
-14.370299339294434,80.54354095458984,-66.2420425415039,0.09530548006296158,-0.07088195532560349,0.2124844491481781,-0.14185161888599396,0.0
-19.691452026367188,82.64053344726562,-62.8108024597168,0.41299042105674744,-0.10632292926311493,0.2124844491481781,-0.14185161888599396,0.0
-24.757699966430664,84.07029724121094,-59.061851501464844,0.6036013960838318,-0.10632292926311493,0.2124844491481781,-0.10638871788978577,0.0
