1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV通瀛Ⅱ回243电流Ia_9,10-220kV通瀛Ⅱ回243电流Ib_10,11-220kV通瀛Ⅱ回243电流Ic_11,12-220kV通瀛Ⅱ回243电流3Io_12
-46.90290069580078,-37.15387725830078,84.53577423095703,0.8428511619567871,0.31103771924972534,0.11767008900642395,-0.4287618100643158,-0.006929290480911732
-42.37499237060547,-41.86835861206055,84.47334289550781,0.46825066208839417,0.2903018593788147,0.15227894484996796,-0.4425928294658661,-0.006929290480911732
-37.597267150878906,-47.051170349121094,84.72307586669922,0.15608355402946472,0.26956599950790405,0.17304424941539764,-0.4425928294658661,-0.006929290480911732
-32.69463348388672,-51.42221450805664,84.0987319946289,-0.09365013241767883,0.2488301694393158,0.19380955398082733,-0.44950833916664124,-0.006929290480911732
-27.72954559326172,-55.481040954589844,83.06857299804688,-0.2809503972530365,0.22809430956840515,0.22149664163589478,-0.44950833916664124,-0.006929290480911732
-22.389734268188477,-59.57109069824219,82.00719451904297,0.12486684322357178,0.20044651627540588,0.24918371438980103,-0.4564238488674164,-0.006929290480911732
-15.832071304321289,-60.8199577331543,73.73467254638672,0.2809503972530365,0.1658867746591568,0.26302725076675415,-0.2005498707294464,0.2078787237405777
5.4334917068481445,-48.01904296875,96.86650848388672,97.11518859863281,0.20044651627540588,0.4014626443386078,0.08298615366220474,0.6721411943435669
-61.3922119140625,-111.49285125732422,2.62223219871521,-255.7584991455078,0.21427041292190552,0.4014626443386078,0.6500582098960876,1.2403429746627808
3.341285228729248,-82.45662689208984,-15.015401840209961,-159.54859924316406,0.22118236124515533,0.5052891969680786,1.0373269319534302,1.7531105279922485
-5.589626789093018,-89.60640716552734,42.51762390136719,-98.23898315429688,0.26956599950790405,0.5537415742874146,1.2102147340774536,2.0372114181518555
-11.116799354553223,-89.54396057128906,53.974281311035156,-79.97721099853516,0.20044651627540588,0.5814286470413208,1.7842023372650146,2.5638375282287598
7.463244438171387,-86.26567840576172,20.29108238220215,-95.61678314208984,0.2833898961544037,0.7129423022270203,1.8671884536743164,2.8617970943450928
27.198686599731445,-76.18106079101562,-12.798991203308105,-108.04103088378906,0.26265406608581543,0.7198640704154968,2.2752037048339844,3.2636959552764893
11.33538818359375,-86.54667663574219,-22.382625579833984,-171.34852600097656,0.24191822111606598,0.796003520488739,2.4550070762634277,3.4992916584014893
8.524961471557617,-96.00686645507812,2.8095345497131348,-149.37196350097656,0.2903018593788147,0.8167688250541687,2.641726016998291,3.7556755542755127
52.02412414550781,-66.62720489501953,42.51762390136719,48.54198455810547,0.24191822111606598,0.8513777256011963,2.8007826805114746,3.9011905193328857
