500kV龙厂乙线电压_5,500kV龙厂乙线电压_6,500kV龙厂乙线电压_7,500kV龙厂乙线电压_8,500kV龙厂乙线电流_25,500kV龙厂乙线电流_26,500kV龙厂乙线电流_27,500kV龙厂乙线电流_28
30.33264923095703,54.73667907714844,-84.87081146240234,0.36899200081825256,-0.05762000009417534,-0.24596700072288513,0.37709900736808777,0.040373001247644424
25.15021324157715,59.0255241394043,-84.03890228271484,0.4318000078201294,-0.036979999393224716,-0.26316699385643005,0.3736630082130432,0.03693699836730957
19.962373733520508,62.96954345703125,-82.76403045654297,0.4867570102214813,-0.012900000438094139,-0.28380700945854187,0.3667910099029541,0.040373001247644424
14.617816925048828,66.66571044921875,-81.1434326171875,0.4475019872188568,0.007739999797195196,-0.2941269874572754,0.359919011592865,0.040373001247644424
9.078717231750488,70.32955169677734,-79.27973937988281,0.4160979986190796,0.028379999101161957,-0.3078869879245758,0.3461749851703644,0.03006500005722046
3.442344903945923,73.65394592285156,-77.04871368408203,0.33758801221847534,0.04901999980211258,-0.3182069957256317,0.3358669877052307,0.033500999212265015
-1.8697869777679443,76.66045379638672,-74.62322235107422,0.4789060056209564,0.0696600005030632,-0.3285270035266876,0.31868699193000793,0.040373001247644424
-7.203535079956055,79.18742370605469,-71.80877685546875,0.6123729944229126,0.09718000143766403,-0.33196699619293213,0.30837899446487427,0.040373001247644424
-12.483242988586426,81.48809814453125,-68.75664520263672,0.6908829808235168,0.11438000202178955,-0.34228700399398804,0.2911989986896515,0.040373001247644424
-17.887243270874023,83.4601058959961,-65.28315734863281,0.7458400130271912,0.13502000272274017,-0.34572699666023254,0.2740190029144287,0.040373001247644424
-22.994022369384766,84.95258331298828,-61.615203857421875,0.8479030132293701,0.1590999960899353,-0.34916698932647705,0.24996699392795563,0.03006500005722046
-27.95489501953125,85.98707580566406,-57.60151672363281,0.9107109904289246,0.17973999679088593,-0.34916698932647705,0.2362229973077774,0.03006500005722046
-32.95899963378906,86.66057586669922,-53.36634826660156,0.9499660134315491,0.20037999749183655,-0.34916698932647705,0.21560700237751007,0.03006500005722046
-37.952293395996094,87.08084106445312,-48.89349365234375,0.8479030132293701,0.22101999819278717,-0.35604700446128845,0.19499100744724274,0.03006500005722046
-42.68079376220703,87.15088653564453,-44.199153900146484,0.8007969856262207,0.2416599988937378,-0.34916698932647705,0.1675029993057251,0.026629000902175903
-47.474143981933594,86.9084243774414,-39.207706451416016,0.7379890084266663,0.2623000144958496,-0.34916698932647705,0.15375900268554688,0.03006500005722046
-52.12698745727539,86.32113647460938,-34.000179290771484,0.5966709852218628,0.27605998516082764,-0.34572699666023254,0.1297069936990738,0.03006500005722046
-56.50422668457031,85.53448486328125,-28.846670150756836,0.5495650172233582,0.28981998562812805,-0.34228700399398804,0.10909099876880646,0.03006500005722046
-60.481571197509766,84.30602264404297,-23.655349731445312,0.5574160218238831,0.30357998609542847,-0.33196699619293213,0.08503899723291397,0.03006500005722046
-64.15628814697266,82.78660583496094,-18.4370174407959,0.5888199806213379,0.3242200016975403,-0.3216469883918762,0.05755100026726723,0.026629000902175903
-67.82020568847656,80.98701477050781,-13.002605438232422,0.6359260082244873,0.3310999870300293,-0.3182069957256317,0.04037100076675415,0.026629000902175903
-71.34361267089844,78.97728729248047,-7.589800834655762,0.4475019872188568,0.20725999772548676,-0.4042069911956787,0.3736630082130432,0.14345300197601318
-74.93727111816406,73.9610595703125,-12.397581100463867,-21.551000595092773,0.3448599874973297,-0.27348700165748596,0.04724299907684326,0.09534899890422821
-79.8495101928711,72.68949127197266,-13.062026977539062,-35.56503677368164,0.3448599874973297,-0.2872470021247864,0.08503899723291397,0.11596500128507614
-79.75223541259766,70.5289077758789,3.889448881149292,-8.43982982635498,0.37237998843193054,-0.2115669995546341,0.05411500111222267,0.17781299352645874
-82.05974578857422,65.84673309326172,4.910427093505859,-20.27128791809082,0.4067800045013428,-0.2184469997882843,0.160631000995636,0.32212498784065247
-85.18325805664062,60.94904327392578,6.169093132019043,-31.663087844848633,0.38269999623298645,-0.23220700025558472,0.14001500606536865,0.26027700304985046
-87.0800552368164,56.396183013916016,10.29081916809082,-34.75638198852539,0.36893999576568604,-0.18404699862003326,0.15375900268554688,0.31525298953056335
-87.5610122680664,54.37568283081055,17.31882095336914,-26.9838924407959,0.39645999670028687,-0.15652699768543243,0.21560700237751007,0.4252049922943115
-86.3775405883789,50.35084533691406,15.049981117248535,-36.318729400634766,0.37237998843193054,-0.1393270045518875,0.2740190029144287,0.4801810085773468
-89.67398071289062,43.01777648925781,19.409395217895508,-47.45930099487305,0.3586199879646301,-0.1358869969844818,0.37022700905799866,0.5695170164108276
-88.66883850097656,39.520965576171875,21.98074722290039,-47.20806884765625,0.37926000356674194,-0.09804700314998627,0.421766996383667,0.6794689893722534
-89.1443862915039,33.48640441894531,26.404985427856445,-50.905887603759766,0.3586199879646301,-0.0395670011639595,0.5076670050621033,0.8066009879112244
-89.23625183105469,27.575769424438477,25.8161678314209,-62.47826385498047,0.38613998889923096,-0.015487000346183777,0.5798230171203613,0.913116991519928
-89.87933349609375,20.90003776550293,28.738649368286133,-70.01522064208984,0.3586199879646301,-0.025807000696659088,0.7035189867019653,1.0093250274658203
-87.26919555664062,15.862257957458496,29.6353816986084,-72.76307678222656,0.3379800021648407,0.03955300152301788,0.810034990310669,1.163944959640503
-84.38887023925781,11.918242454528809,31.418041229248047,-71.46765899658203,0.3517400026321411,0.06363300234079361,0.9234229922294617,1.3116929531097412
-84.23214721679688,5.021602153778076,33.492408752441406,-79.53848266601562,0.3242200016975403,0.09459300339221954,1.0471190214157104,1.442260980606079
-84.57801055908203,-1.470937967300415,36.15019226074219,-87.1539535522461,0.3242200016975403,0.11179299652576447,1.1708149909973145,1.5900089740753174
-79.58470916748047,-5.792113780975342,35.91790771484375,-86.45521545410156,0.31046000123023987,0.12899300456047058,1.332306981086731,1.7549370527267456
-75.99645233154297,-10.221050262451172,37.41966247558594,-85.13624572753906,0.27605998516082764,0.20123299956321716,1.4491310119628906,1.9095569849014282
-74.5373764038086,-17.70498275756836,40.623050689697266,-90.20799255371094,0.28294000029563904,0.22187300026416779,1.5693910121917725,2.0538690090179443
-71.36522674560547,-23.62100601196289,41.24967956542969,-94.01573181152344,0.248539999127388,0.25971299409866333,1.7137030363082886,2.2050530910491943
-67.18253326416016,-27.53269386291504,42.07078552246094,-92.052978515625,0.22789999842643738,0.27691298723220825,1.8992470502853394,2.3974690437316895
-63.42675018310547,-33.103885650634766,42.72442626953125,-94.15705108642578,0.23134000599384308,0.3044329881668091,2.0332510471343994,2.555525064468384
-59.50885009765625,-37.72140121459961,42.12480545043945,-96.6536636352539,0.18661999702453613,0.35603299736976624,2.1844348907470703,2.713581085205078
-55.78009033203125,-42.22038269042969,42.89188766479492,-96.433837890625,0.17630000412464142,0.37323299050331116,2.31843900680542,2.8578929901123047
-49.74382400512695,-46.622379302978516,42.18962860107422,-94.87934112548828,0.1522199958562851,0.4041930139064789,2.490238904953003,3.0331289768218994
-43.51841354370117,-51.75175476074219,42.4597282409668,-92.33561706542969,0.11782000213861465,0.44891300797462463,2.6482949256896973,3.198056936264038
-38.99526596069336,-55.868186950683594,42.232845306396484,-92.1314926147461,0.10750000178813934,0.46267300844192505,2.771991014480591,3.338932991027832
-34.12085723876953,-60.5719108581543,41.19025802612305,-93.85871124267578,0.08342000097036362,0.4936330020427704,2.9128670692443848,3.4935529232025146
-28.527719497680664,-64.74761199951172,41.96814727783203,-89.9567642211914,0.05934000015258789,0.5245929956436157,3.039999008178711,3.6241209506988525
-23.4533634185791,-68.54076385498047,41.67103576660156,-88.26094818115234,0.04901999980211258,0.5314729809761047,3.2049269676208496,3.778740882873535
-18.427642822265625,-71.57420349121094,40.725685119628906,-86.2275390625,0.011180000379681587,0.5658730268478394,3.338931083679199,3.9127449989318848
-12.380566596984863,-74.94709777832031,40.061241149902344,-82.8123550415039,-0.002580000087618828,0.5865129828453064,3.4626269340515137,4.039876937866211
-6.33349084854126,-77.89433288574219,39.41840362548828,-78.54141235351562,-0.02322000078856945,0.6037129759788513,3.576014995574951,4.163572788238525
-0.5566149950027466,-80.80384826660156,37.81401062011719,-76.31957244873047,-0.054179999977350235,0.620913028717041,3.6997110843658447,4.280396938323975
3.490981101989746,-83.5301742553711,37.47908401489258,-74.65516662597656,-0.05762000009417534,0.620913028717041,3.8199710845947266,4.3903489112854
9.15977668762207,-85.94400024414062,35.836875915527344,-71.53831481933594,-0.07825999706983566,0.651872992515564,3.9196150302886963,4.493429183959961
15.649980545043945,-86.71448516845703,34.227081298828125,-64.52737426757812,-0.10577999800443649,0.6621930003166199,4.022695064544678,4.5724568367004395
20.038028717041016,-88.23928833007812,33.6652717590332,-60.43700408935547,-0.1264200061559677,0.6725130081176758,4.112030982971191,4.6583571434021
24.798952102661133,-89.61322784423828,31.87721061706543,-57.81476974487305,-0.15049999952316284,0.6793929934501648,4.197930812835693,4.733949184417725
30.678504943847656,-89.35999298095703,29.08437728881836,-51.9029655456543,-0.17114000022411346,0.6793929934501648,4.280395030975342,4.795796871185303
36.720176696777344,-88.58950805664062,27.36113929748535,-42.90571975708008,-0.17802000045776367,0.6965929865837097,4.342243194580078,4.857645034790039
41.89720916748047,-88.44942474365234,26.07006072998047,-35.9418830871582,-0.208979994058609,0.7000330090522766,4.393783092498779,4.89200496673584
46.93914031982422,-88.32550048828125,23.693180084228516,-31.050710678100586,-0.2124200016260147,0.6897130012512207,4.441886901855469,4.933237075805664
51.82435607910156,-87.50113677978516,20.624845504760742,-26.363662719726562,-0.22961999475955963,0.7034729719161987,4.483119010925293,4.957289218902588
56.201595306396484,-85.9655532836914,18.961029052734375,-18.897361755371094,-0.24682000279426575,0.6897130012512207,4.496862888336182,4.953853130340576
60.07086181640625,-84.41381072998047,17.351232528686523,-12.310373306274414,-0.24682000279426575,0.6862729787826538,4.51060676574707,4.957289218902588
64.0860366821289,-83.11530303955078,13.904756546020508,-9.067910194396973,-0.2743400037288666,0.6897130012512207,4.517478942871094,4.946980953216553
67.51757049560547,-81.01398468017578,11.306394577026367,-3.917654037475586,-0.2743400037288666,0.6621930003166199,4.51060676574707,4.916057109832764
71.23011779785156,-78.37386322021484,9.2482328414917,3.611454963684082,-0.288100004196167,0.6621930003166199,4.496862888336182,4.885132789611816
74.40226745605469,-75.96003723144531,7.103639125823975,9.476152420043945,-0.294979989528656,0.6484330296516418,4.462502956390381,4.8301568031311035
77.5582046508789,-72.87271118164062,3.495102882385254,14.131794929504395,-0.288100004196167,0.6243529915809631,4.414399147033691,4.768309116363525
79.99540710449219,-69.96319580078125,1.1020170450210571,19.43121910095215,-0.3052999973297119,0.620913028717041,4.380039215087891,4.699588775634766
82.06513977050781,-66.1700439453125,-0.4915730059146881,26.850414276123047,-0.3052999973297119,0.5865129828453064,4.318191051483154,4.610252857208252
83.67012786865234,-61.951236724853516,-3.0197091102600098,32.43247604370117,-0.3018600046634674,0.5693129897117615,4.246035099029541,4.52435302734375
85.33456420898438,-57.75398635864258,-6.595832824707031,36.4914436340332,-0.3052999973297119,0.5521129965782166,4.160134792327881,4.417837142944336
86.19920349121094,-53.78841781616211,-7.762664794921875,42.81149673461914,-0.3052999973297119,0.5245929956436157,4.074234962463379,4.29070520401001
87.59883880615234,-48.67520523071289,-10.533890724182129,49.46129608154297,-0.3087399899959564,0.5039529800415039,3.974591016769409,4.180753231048584
87.91226959228516,-43.47039794921875,-12.656876564025879,55.30244064331055,-0.3052999973297119,0.46955299377441406,3.868074893951416,4.043313026428223
87.6258544921875,-38.34102249145508,-15.147198677062988,59.47917175292969,-0.288100004196167,0.44203299283981323,3.751250982284546,3.9127449989318848
87.66368865966797,-32.764442443847656,-17.113527297973633,65.77567291259766,-0.288100004196167,0.4213930070400238,3.620682954788208,3.7649970054626465
87.55020141601562,-27.3818302154541,-19.160884857177734,71.31063079833984,-0.2777799963951111,0.38355299830436707,3.503859043121338,3.6035048961639404
87.45833587646484,-21.34726905822754,-21.499950408935547,77.92902374267578,-0.2777799963951111,0.35947299003601074,3.3561110496520996,3.455756902694702
86.63152313232422,-14.913997650146484,-22.877460479736328,85.3089599609375,-0.26401999592781067,0.3319529891014099,3.2186710834503174,3.2908289432525635
85.51829528808594,-7.753345966339111,-24.7951717376709,92.66534423828125,-0.24337999522686005,0.29067298769950867,3.0674870014190674,3.1190290451049805
84.04300689697266,-1.6379660367965698,-26.923559188842773,97.07760620117188,-0.23994000256061554,0.26315298676490784,2.9025590419769287,2.940356969833374
82.14080047607422,3.653049945831299,-28.85747528076172,99.30729675292969,-0.22273999452590942,0.228753000497818,2.7445030212402344,2.7513771057128906
79.86030578613281,7.796422004699707,-29.640764236450195,101.29359436035156,-0.208979994058609,0.19435299932956696,2.5795750617980957,2.576141119003296
77.22315979003906,11.75660228729248,-31.904203414916992,99.6919937133789,-0.1952199935913086,0.16339300572872162,2.4077749252319336,2.3837249279022217
74.494140625,15.388113975524902,-33.27090835571289,98.78913116455078,-0.16769999265670776,0.11867299675941467,2.2359750270843506,2.1844370365142822
71.71648406982422,19.294414520263672,-34.913116455078125,97.8548583984375,-0.15394000709056854,0.09459300339221954,2.0504310131073,1.9885849952697754
67.96070098876953,23.680246353149414,-35.60457229614258,97.81560516357422,-0.13673999905586243,0.056752998381853104,1.8683229684829712,1.7927329540252686
63.518611907958984,29.790237426757812,-36.35544967651367,99.62918853759766,-0.1092199981212616,0.015472999773919582,1.6896510124206543,1.5934449434280396
59.865509033203125,36.48213577270508,-37.549293518066406,102.80098724365234,-0.08857999742031097,-0.012047000229358673,1.5006710290908813,1.4010289907455444
55.67200469970703,43.17941665649414,-37.549293518066406,107.1190414428711,-0.06793999671936035,-0.04644700139760971,1.321998953819275,1.194869041442871
51.1380500793457,50.21614456176758,-38.0246696472168,110.8482666015625,-0.043859999626874924,-0.07396700233221054,1.143326997756958,1.0093250274658203
46.64732360839844,56.563209533691406,-38.699920654296875,112.86597442626953,-0.026660000905394554,-0.10836700350046158,0.9577829837799072,0.8237810134887695
41.508121490478516,61.579437255859375,-38.672908782958984,112.63829040527344,0.000859999970998615,-0.14964699745178223,0.7791110277175903,0.6244930028915405
