220kV I 母电压_A_1,220kV I 母电压_B_2,220kV I 母电压_C_3,220kV I 母电压_N_4,220kV凤华II回电流_A_13,220kV凤华II回电流_B_14,220kV凤华II回电流_C_15,220kV凤华II回电流_N_16
-8.76095962524414,-82.02171325683594,22.260419845581055,-120.02972412109375,-0.5497379899024963,-1.0149999856948853,18.62322235107422,16.94879913330078
7.950150012969971,-81.95858764648438,12.972960472106934,-106.67033386230469,-0.7242580056190491,-1.190000057220459,19.69713592529297,17.674301147460938
28.430999755859375,-80.99066162109375,14.478750228881836,-66.5448989868164,-0.7591620087623596,-1.225000023841858,21.59176254272461,19.501171112060547
37.5289192199707,-88.15545654296875,6.6023101806640625,-76.95829010009766,-0.7329840064048767,-1.3212499618530273,22.185470581054688,20.043113708496094
52.68159103393555,-85.4305191040039,14.731470108032227,-31.523754119873047,-0.7766140103340149,-1.2599999904632568,22.86648941040039,20.716169357299805
60.863399505615234,-84.23112487792969,7.939620018005371,-27.018110275268555,-0.8551480174064636,-1.225000023841858,23.14588165283203,20.960918426513672
71.22492218017578,-77.49768829345703,5.222879886627197,-1.7486939430236816,-0.7591620087623596,-1.181249976158142,22.901412963867188,20.838544845581055
79.99640655517578,-67.74472045898438,1.368899941444397,23.82004737854004,-0.8115180134773254,-1.1549999713897705,22.421207427978516,20.322824478149414
81.11258697509766,-65.44062042236328,-2.337660074234009,23.284412384033203,-0.7853400111198425,-1.058750033378601,21.364757537841797,19.396278381347656
88.4941177368164,-50.984764099121094,-1.5373799800872803,62.84270477294922,-0.6719020009040833,-0.9712499976158142,19.871755599975586,18.111352920532227
88.35723114013672,-41.22127914428711,-8.392410278320312,67.7579574584961,-0.6806280016899109,-0.831250011920929,18.291444778442383,16.695310592651367
88.97850036621094,-28.0910701751709,-11.898900032043457,85.65449523925781,-0.6108199954032898,-0.65625,16.065040588378906,14.667398452758789
84.88233184814453,-15.644726753234863,-14.636699676513672,95.43772888183594,-0.5846419930458069,-0.5512499809265137,13.978330612182617,12.770601272583008
78.43797302246094,-3.3456780910491943,-17.764110565185547,100.21119689941406,-0.4973819851875305,-0.38499999046325684,11.411417007446289,10.393049240112305
73.78370666503906,12.299049377441406,-17.900999069213867,119.17900848388672,-0.4013960063457489,-0.23624999821186066,8.870696067810059,8.120388984680176
63.559078216552734,25.366130828857422,-21.628620147705078,117.6666259765625,-0.2879579961299896,-0.10499999672174454,6.181548118591309,5.664167881011963
53.208091735839844,38.454254150390625,-21.90239906311035,121.96746826171875,-0.235602006316185,0.07874999940395355,3.4225521087646484,3.155500888824463
40.90904998779297,51.310916900634766,-22.292009353637695,122.21952819824219,-0.1657940000295639,0.22750000655651093,0.7945209741592407,0.7429850101470947
27.114749908447266,61.39003372192383,-23.37660026550293,113.88566589355469,-0.07853399962186813,0.3499999940395355,-1.7636619806289673,-1.5733799934387207
15.405389785766602,71.09040069580078,-21.797100067138672,113.20824432373047,0.0,0.44624999165534973,-4.121032238006592,-3.723665952682495
1.516319990158081,76.77173614501953,-21.386430740356445,99.53377532958984,0.09598600119352341,0.5249999761581421,-6.155354976654053,-5.585498809814453
-11.625120162963867,82.2952651977539,-18.438030242919922,91.3101806640625,0.1657940000295639,0.6212499737739563,-7.988864898681641,-7.272511959075928
-25.008750915527344,85.4305191040039,-16.058250427246094,77.52543640136719,0.20069800317287445,0.7087500095367432,-9.412017822265625,-8.557438850402832
-38.329200744628906,86.61939239501953,-13.457340240478516,60.826194763183594,0.24432800710201263,0.7437499761581421,-10.573241233825684,-9.64132308959961
-49.659481048583984,85.88291931152344,-9.877140045166016,45.98592758178711,0.2879579961299896,0.7612500190734863,-11.289182662963867,-10.28815746307373
-59.989410400390625,82.2952651977539,-7.076159954071045,26.529735565185547,0.34031400084495544,0.7524999976158142,-11.647153854370117,-10.602832794189453
-68.11856842041016,77.75019073486328,-3.3169500827789307,10.90176773071289,0.3577660024166107,0.7174999713897705,-11.629692077636719,-10.58535099029541
-75.07890319824219,71.2271728515625,0.11582999676465988,-6.663941860198975,0.34031400084495544,0.6912500262260437,-11.18441104888916,-10.19200611114502
-80.53343963623047,62.852455139160156,3.201119899749756,-25.442710876464844,0.31413599848747253,0.6387500166893005,-10.39862060546875,-9.49272632598877
-83.5450210571289,53.63605880737305,6.991919994354248,-40.172698974609375,0.279231995344162,0.5512499809265137,-9.246129035949707,-8.461288452148438
-85.31405639648438,42.39963150024414,10.098270416259766,-57.48634719848633,0.21815000474452972,0.4375,-7.7531280517578125,-7.115173816680908
-84.58748626708984,30.605588912963867,13.204620361328125,-71.39712524414062,0.18324600160121918,0.29750001430511475,-5.963273048400879,-5.515571117401123
-82.27088928222656,17.307044982910156,15.974010467529297,-85.73326873779297,0.11343800276517868,0.14875000715255737,-3.894026041030884,-3.653738021850586
-77.89041137695312,4.029542922973633,18.55385971069336,-96.8083267211914,0.02617800049483776,0.026249999180436134,-1.6239659786224365,-1.5996030569076538
-70.961669921875,-8.984933853149414,21.059999465942383,-103.09417724609375,-0.05235600098967552,-0.13124999403953552,0.7857900261878967,0.5681650042533875
-61.82162857055664,-22.409730911254883,22.87116050720215,-107.39501953125,-0.11343800276517868,-0.2800000011920929,3.2217390537261963,2.7971200942993164
-51.49169921875,-35.571502685546875,23.860979080200195,-110.65609741210938,-0.19197200238704681,-0.4375,5.701343059539795,5.0260748863220215
-40.03506088256836,-47.77585983276367,24.092639923095703,-111.52256774902344,-0.2530539929866791,-0.5687500238418579,8.093637466430664,7.220066070556641
-27.60965919494629,-58.54936599731445,24.050519943237305,-108.71835327148438,-0.32286199927330017,-0.699999988079071,10.424814224243164,9.352869987487793
-14.415570259094238,-67.7131576538086,23.071229934692383,-103.40925598144531,-0.38394400477409363,-0.8050000071525574,12.572640419006348,11.319595336914062
-1.3373099565505981,-75.51973724365234,21.76551055908203,-96.46173858642578,-0.46247801184654236,-0.9012500047683716,14.537115097045898,13.120241165161133
12.299039840698242,-80.94857025146484,19.57526969909668,-85.90656280517578,-0.4973819851875305,-0.9712499976158142,16.21346664428711,14.667398452758789
25.956449508666992,-84.16799926757812,17.23760986328125,-71.74371337890625,-0.5410119891166687,-1.0237499475479126,17.59296417236328,15.934843063354492
38.887290954589844,-85.30426788330078,14.257619857788086,-56.28904342651367,-0.5933679938316345,-1.0762499570846558,18.60576057434082,16.85264778137207
50.33340072631836,-84.7782211303711,11.214449882507324,-40.62956619262695,-0.6195459961891174,-1.0850000381469727,19.251855850219727,17.45577621459961
60.48432159423828,-82.0848388671875,7.865910053253174,-23.94607925415039,-0.654449999332428,-1.0674999952316284,19.496322631835938,17.691783905029297
69.41375732421875,-77.30831146240234,4.580550193786621,-5.765964031219482,-0.654449999332428,-1.0325000286102295,19.38282012939453,17.57815170288086
76.73210906982422,-70.71163940429688,0.821340024471283,11.973039627075195,-0.654449999332428,-0.9800000190734863,18.858959197998047,17.114877700805664
82.00763702392578,-62.40005111694336,-2.5798499584198,29.775060653686523,-0.6369979977607727,-0.9100000262260437,17.94220542907715,16.293224334716797
85.53518676757812,-52.49979019165039,-6.1389899253845215,47.04144287109375,-0.5846419930458069,-0.8224999904632568,16.658748626708984,15.156893730163574
86.74613952636719,-41.55794906616211,-9.192689895629883,62.92147445678711,-0.5410119891166687,-0.699999988079071,15.052244186401367,13.705887794494629
85.60890197753906,-29.416715621948242,-12.172679901123047,76.97404479980469,-0.47993001341819763,-0.5687500238418579,13.140154838562012,11.99265193939209
82.89215850830078,-16.3917179107666,-14.826239585876465,90.34918975830078,-0.41012200713157654,-0.42875000834465027,10.957405090332031,10.017186164855957
78.8065185546875,-3.177341938018799,-17.38503074645996,101.81809997558594,-0.32286199927330017,-0.29750001430511475,8.56511116027832,7.858159065246582
72.47798919677734,9.973908424377441,-19.227779388427734,110.60883331298828,-0.235602006316185,-0.14000000059604645,6.02439022064209,5.559276103973389
63.411659240722656,23.451309204101562,-20.701980590820312,115.69737243652344,-0.1657940000295639,0.017500000074505806,3.3876280784606934,3.172982931137085
52.48152160644531,36.77089309692383,-21.523319244384766,118.4543228149414,-0.07853399962186813,0.1837500035762787,0.7421349883079529,0.7779489755630493
36.033660888671875,45.755828857421875,-61.53731918334961,35.30471420288086,-0.11343800276517868,0.20999999344348907,-0.24446800351142883,-0.22726599872112274
19.259370803833008,51.81592559814453,-71.45658111572266,-0.6774219870567322,-0.279231995344162,0.061250001192092896,-0.24446800351142883,-0.5332009792327881
15.66864013671875,68.3654556274414,-50.164920806884766,59.23503875732422,-0.41012200713157654,-0.017500000074505806,-0.24446800351142883,-0.7342439889907837
2.011229991912842,74.99369049072266,-60.80022048950195,28.231168746948242,-0.6195459961891174,-0.14875000715255737,-0.23573699593544006,-1.0664019584655762
-15.94242000579834,74.80431365966797,-56.52503967285156,4.001515865325928,-0.8115180134773254,-0.2887499928474426,-0.23573699593544006,-1.4073009490966797
