罗平II母线A相_13,罗平II母线B相_14,罗平II母线C相_15,罗平II母线3U0_16,罗平II回线A相_29,罗平II回线B相_30,罗平II回线C相_31,罗平II回线3I0_32
87.70640563964844,-48.022361755371094,-39.62104034423828,-0.18649199604988098,0.054868001490831375,-0.07954800128936768,-0.07580000162124634,-0.04557599872350693
84.61405944824219,-27.164268493652344,-58.342498779296875,-1.7405920028686523,0.07000400125980377,0.03219800069928169,-0.16675999760627747,-0.017091000452637672
77.31903076171875,-3.6716880798339844,-71.86758422851562,3.154823064804077,0.04162399843335152,-0.03030399978160858,-0.10232999920845032,-0.034182000905275345
67.32597351074219,19.115596771240234,-84.08580780029297,4.1805291175842285,0.0018919999711215496,0.02651599980890751,-0.14402000606060028,-0.06646499782800674
47.246482849121094,38.853511810302734,-88.8258056640625,-4.600135803222656,0.043515998870134354,0.01515199989080429,-0.15538999438285828,-0.04557599872350693
26.004762649536133,58.031341552734375,-85.9112777709961,-3.201446056365967,-0.06054399907588959,0.04545599967241287,-0.07959000021219254,-0.039879001677036285
2.4385950565338135,74.4398422241211,-75.48741912841797,2.2534449100494385,-0.017028000205755234,0.04545599967241287,-0.10611999779939651,-0.034182000905275345
-17.19468879699707,83.94059753417969,-64.949462890625,2.9061670303344727,-0.1021680012345314,0.03787999972701073,-0.028425000607967377,-0.041777998208999634
-39.27694320678711,87.5604248046875,-47.86677932739258,0.575016975402832,-0.03216399997472763,0.03787999972701073,-0.08906500041484833,-0.047474998980760574
-59.59511184692383,84.9570541381836,-26.593807220458984,-2.1135759353637695,-0.10784400254487991,-0.007575999945402145,0.02274000085890293,-0.041777998208999634
-73.91537475585938,78.13227844238281,-3.7028040885925293,1.2277389764785767,-0.049192000180482864,0.011363999918103218,-0.03790000081062317,-0.03608100116252899
-82.9329833984375,65.10504150390625,16.937475204467773,-1.1655750274658203,-0.10595200210809708,-0.04735000059008598,0.06821999698877335,-0.03608100116252899
-87.59225463867188,46.71548843383789,39.71438980102539,-1.7095099687576294,-0.02648800052702427,-0.02841000072658062,-0.02463500015437603,-0.039879001677036285
-85.00838470458984,26.25153160095215,59.2552375793457,1.150033950805664,-0.0662200003862381,-0.10417000204324722,0.08527500182390213,-0.03798000141978264
-77.45392608642578,3.8168959617614746,73.36115264892578,-0.5283939838409424,0.011351999826729298,-0.07197199761867523,-0.011370000429451466,-0.03798000141978264
-63.89118957519531,-18.223604202270508,82.24996185302734,0.18649199604988098,-0.024596000090241432,-0.1363680064678192,0.08716999739408493,-0.0322830006480217
-47.31911849975586,-39.68327331542969,87.43595886230469,0.6838039755821228,0.056759998202323914,-0.09659399837255478,-0.02463500015437603,-0.0322830006480217
-26.21230125427246,-58.33212661743164,85.24746704101562,1.1655750274658203,0.03405600041151047,-0.15909600257873535,0.05116499960422516,-0.03798000141978264
-3.880997896194458,-74.5020751953125,78.43306732177734,0.18649199604988098,0.08892399817705154,-0.12121599912643433,-0.05116499960422516,-0.034182000905275345
18.740861892700195,-83.72278594970703,64.13007354736328,-1.352066993713379,0.07000400125980377,-0.1515199989080429,-0.0037899999879300594,-0.034182000905275345
39.94107437133789,-87.22852325439453,47.109622955322266,-0.1554100066423416,0.10406000167131424,-0.09470000118017197,-0.08716999739408493,-0.034182000905275345
