220kV I母_1,220kV I母_2,220kV I母_3,220kV I母_4,文南II回264开关_37,文南II回264开关_38,文南II回264开关_39,文南II回264开关_40
41.93706130981445,43.13002014160156,-85.31075286865234,-0.47934600710868835,-0.2779409885406494,-0.2018669992685318,0.491567999124527,0.004298999905586243
36.684810638427734,47.50239944458008,-84.366455078125,-0.3929080069065094,-0.2437330037355423,-0.23622700572013855,0.4398239850997925,-0.012896999716758728
31.497331619262695,52.01512908935547,-83.47611236572266,0.023566000163555145,-0.22662900388240814,-0.25340700149536133,0.457071989774704,0.004298999905586243
26.137117385864258,56.430694580078125,-82.47245788574219,0.2828800082206726,-0.209525004029274,-0.2705869972705841,0.491567999124527,-0.012896999716758728
20.74991226196289,60.26866912841797,-80.99935150146484,-0.04715599864721298,-0.17531700432300568,-0.2877669930458069,0.4743199944496155,0.004298999905586243
15.319524765014648,64.36575317382812,-79.68812561035156,-0.03144000098109245,-0.14110900461673737,-0.32212701439857483,0.4398239850997925,-0.012896999716758728
9.975504875183105,67.99320983886719,-78.09630584716797,-0.18074199557304382,-0.10690099745988846,-0.3564870059490204,0.4743199944496155,0.004298999905586243
4.674668788909912,71.16183471679688,-76.09978485107422,-0.35361799597740173,-0.07269299775362015,-0.39084699749946594,0.457071989774704,0.004298999905586243
-0.685545027256012,74.47620391845703,-73.9144058227539,-0.11787799745798111,-0.038485001772642136,-0.4080269932746887,0.4398239850997925,-0.012896999716758728
-5.9162068367004395,77.23998260498047,-71.35130310058594,-0.03144000098109245,-0.02138100005686283,-0.4252069890499115,0.42257601022720337,-0.012896999716758728
-11.114480972290039,79.86341094970703,-68.63711547851562,0.31431201100349426,-0.004277000203728676,-0.45956701040267944,0.42257601022720337,0.004298999905586243
-16.096834182739258,82.22233581542969,-65.77183532714844,0.722927987575531,0.029930999502539635,-0.493927001953125,0.42257601022720337,-0.012896999716758728
-20.965831756591797,83.63121795654297,-62.19968795776367,0.8879460096359253,0.0641390010714531,-0.5111070275306702,0.38808000087738037,-0.012896999716758728
-25.942787170410156,84.89434814453125,-58.35773468017578,1.0765379667282104,0.0641390010714531,-0.5111070275306702,0.3535839915275574,-0.012896999716758728
-30.817180633544922,85.65546417236328,-54.26217269897461,0.9350939989089966,0.11545100063085556,-0.5111070275306702,0.38808000087738037,0.004298999905586243
