17-220kV_II母电压Ua_17,18-220kV_II母电压Ub_18,19-220kV_II母电压Uc_19,20-220kV_II母电压3Uo_20,9-220kV 果抚II线电流Ia_9,10-220kV 果抚II线电流Ib_10,11-220kV 果抚II线电流Ic_11,12-220kV 果抚II线电流3Io_12
-28.77806282043457,-53.920021057128906,83.0399398803711,0.37293386459350586,-0.03453091159462929,-0.17265456914901733,0.17265456914901733,-0.017265455797314644
-16.036155700683594,-63.80276870727539,79.87000274658203,0.09323346614837646,0.0,-0.18992002308368683,0.15538911521434784,0.0
-2.952393054962158,-72.06946563720703,74.89755249023438,0.12431129068136215,0.03453091159462929,-0.18992002308368683,0.17265456914901733,-0.017265455797314644
10.069214820861816,-78.3471908569336,68.02935028076172,-0.062155645340681076,0.03453091159462929,-0.18992002308368683,0.12085819989442825,0.0
22.71788787841797,-82.41838073730469,59.17217254638672,-0.40401169657707214,0.06906182318925858,-0.18992002308368683,0.10359273850917816,-0.017265455797314644
34.900394439697266,-84.2519760131836,48.63679122924805,-0.5594007968902588,0.06906182318925858,-0.18992002308368683,0.08632728457450867,-0.017265455797314644
46.64781188964844,-84.09658813476562,36.796142578125,-0.37293386459350586,0.10359273850917816,-0.18992002308368683,0.06906182318925858,0.0
57.49397277832031,-82.16976165771484,24.271778106689453,0.0,0.12085819989442825,-0.17265456914901733,0.03453091159462929,0.0
66.9416275024414,-78.59580993652344,11.31232738494873,0.062155645340681076,0.13812364637851715,-0.15538911521434784,0.017265455797314644,0.0
74.58677673339844,-73.03288269042969,-1.8335914611816406,0.09323346614837646,0.12085819989442825,-0.12085819989442825,-0.03453091159462929,0.0
79.99431610107422,-65.38774108886719,-14.699810028076172,0.37293386459350586,0.13812364637851715,-0.08632728457450867,-0.05179636925458908,0.0
83.16425323486328,-55.909000396728516,-27.19309425354004,0.6837120652198792,0.15538911521434784,-0.06906182318925858,-0.06906182318925858,0.017265455797314644
84.28305053710938,-44.93852996826172,-39.25128936767578,0.5594007968902588,0.15538911521434784,-0.05179636925458908,-0.10359273850917816,-0.017265455797314644
83.50611114501953,-33.00464630126953,-50.68792724609375,0.18646693229675293,0.13812364637851715,-0.017265455797314644,-0.12085819989442825,0.017265455797314644
81.11311340332031,-20.54244041442871,-60.88145446777344,-0.062155645340681076,0.12085819989442825,0.0,-0.13812364637851715,0.0
76.88653564453125,-7.582988739013672,-69.61431884765625,0.0,0.12085819989442825,0.03453091159462929,-0.15538911521434784,0.0
70.67096710205078,5.500774383544922,-76.544677734375,-0.12431129068136215,0.08632728457450867,0.06906182318925858,-0.15538911521434784,0.0
62.37318801879883,18.366992950439453,-81.42389678955078,-0.6526342630386353,0.06906182318925858,0.08632728457450867,-0.15538911521434784,0.0
52.241817474365234,30.767044067382812,-83.94120025634766,-1.0566459894180298,0.05179636925458908,0.12085819989442825,-0.15538911521434784,0.0
40.83625793457031,42.73200607299805,-84.09658813476562,-0.4661673307418823,0.03453091159462929,0.13812364637851715,-0.17265456914901733,0.0
30.207643508911133,55.50498962402344,-74.21383666992188,20.32489585876465,0.0,0.17265456914901733,-0.58702552318573,-0.43163642287254333
16.813100814819336,64.79725646972656,-65.3255844116211,28.032196044921875,0.0,0.18992002308368683,-1.312174677848816,-1.122254729270935
3.325326919555664,72.59779357910156,-60.60175323486328,26.32291603088379,-0.017265455797314644,0.2417163997888565,-1.9164656400680542,-1.6574838161468506
-10.75292682647705,77.57024383544922,-59.824806213378906,11.778494834899902,0.0,0.293512761592865,-2.175447463989258,-1.8819347620010376
-24.520401000976562,80.58479309082031,-58.830318450927734,-5.376463413238525,0.017265455797314644,0.3107782304286957,-2.2272439002990723,-1.8646693229675293
-36.67182922363281,82.88455200195312,-52.583675384521484,-11.747416496276855,0.0,0.328043669462204,-2.0373239517211914,-1.6920148134231567
-48.015235900878906,83.31964111328125,-40.71194839477539,-9.944903373718262,-0.03453091159462929,0.3107782304286957,-1.7438111305236816,-1.4157674312591553
-58.17768478393555,81.64144134521484,-28.06327247619629,-8.546401023864746,-0.06906182318925858,0.258981853723526,-1.3294401168823242,-1.087723731994629
-67.50102996826172,77.7567138671875,-17.807592391967773,-13.67424201965332,-0.10359273850917816,0.20718547701835632,-0.8287419080734253,-0.6906182765960693
-75.05294036865234,72.34916687011719,-8.639634132385254,-20.200584411621094,-0.13812364637851715,0.13812364637851715,-0.293512761592865,-0.258981853723526
-80.025390625,65.35665893554688,4.599517822265625,-17.74543571472168,-0.17265456914901733,0.08632728457450867,0.17265456914901733,0.10359273850917816
-82.85347747802734,56.18870162963867,20.355974197387695,-11.219093322753906,-0.20718547701835632,0.05179636925458908,0.517963707447052,0.39710551500320435
-83.75473022460938,45.24930953979492,34.092369079589844,-7.8937668800354,-0.20718547701835632,-0.017265455797314644,0.8460074067115784,0.656087338924408
-83.19532775878906,32.973567962646484,43.07386016845703,-12.835140228271484,-0.18992002308368683,-0.05179636925458908,1.1913164854049683,0.966865599155426
-81.20635223388672,20.262739181518555,49.47589111328125,-20.23166275024414,-0.18992002308368683,-0.08632728457450867,1.5884220600128174,1.346705675125122
-76.88653564453125,7.551910877227783,57.2453498840332,-21.319385528564453,-0.17265456914901733,-0.12085819989442825,1.985527515411377,1.7265456914901733
-70.20480346679688,-5.252151966094971,66.5376205444336,-15.7875337600708,-0.17265456914901733,-0.15538911521434784,2.3998985290527344,2.1063857078552246
-61.50300979614258,-17.962980270385742,73.90306091308594,-9.975980758666992,-0.17265456914901733,-0.20718547701835632,2.7624731063842773,2.3998985290527344
-51.58918380737305,-30.425188064575195,76.94868469238281,-9.074724197387695,-0.17265456914901733,-0.2762472927570343,3.073251247406006,2.624349355697632
