曲营II回TV_A相_1,曲营II回TV_B相_2,曲营II回TV_C相_3,曲营II回TV_3U0_4,曲营I回线_A相_33,曲营I回线_B相_34,曲营I回线_C相_35,曲营I回线_3I0_36
-53.75962829589844,-29.17106819152832,83.03300476074219,0.2646242380142212,-0.03994035720825195,-0.04366230592131615,0.05662909150123596,-0.018836641684174538
-33.353981018066406,-50.34294509887695,82.39836883544922,-2.008031129837036,-0.015215374529361725,-0.06454427540302277,0.050966184586286545,-0.020720304921269417
-11.59911060333252,-66.11277770996094,77.71664428710938,0.2646242380142212,0.005705765448510647,-0.07783280313014984,0.04719090834259987,-0.01695297658443451
8.273125648498535,-77.75834655761719,69.49761199951172,0.3113226294517517,0.03233266994357109,-0.09301969408988953,0.037752728909254074,-0.018836641684174538
29.56779670715332,-84.6771240234375,53.40288162231445,-2.7240731716156006,0.05515573173761368,-0.09681641310453415,0.01698872819542885,-0.01695297658443451
50.21400451660156,-84.20964050292969,33.08419418334961,-1.4320842027664185,0.06656726449728012,-0.09871477633714676,-0.0037752727512270212,-0.01695297658443451
66.2373046875,-77.87261962890625,12.765504837036133,2.008031129837036,0.0798807144165039,-0.0892229750752449,-0.03208981826901436,-0.01695297658443451
77.90962982177734,-69.75916290283203,-8.042163848876953,0.2646242380142212,0.08939032256603241,-0.07403608411550522,-0.052853818982839584,-0.018836641684174538
83.92359161376953,-54.633419036865234,-29.692543029785156,-0.560380756855011,0.09889993071556091,-0.04935738816857338,-0.07361781597137451,-0.020720304921269417
83.81900024414062,-33.2745475769043,-49.168521881103516,2.7552053928375244,0.10080185532569885,-0.02657705545425415,-0.09626945853233337,-0.013185648247599602
77.83641052246094,-11.770235061645508,-65.11759948730469,2.194824695587158,0.08368455618619919,-0.001898361137136817,-0.11514581739902496,-0.013185648247599602
69.23905944824219,7.407041072845459,-77.68543243408203,-1.0584969520568848,0.07227303087711334,0.02278033271431923,-0.12458400428295135,-0.018836641684174538
53.88513946533203,29.129512786865234,-83.5635986328125,-0.09339679032564163,0.05325381085276604,0.04556066542863846,-0.1321345418691635,-0.01695297658443451
33.36444091796875,50.22867202758789,-82.80411529541016,2.257089138031006,0.03423459082841873,0.06074755638837814,-0.13402219116687775,-0.01695297658443451
11.55727481842041,65.87384033203125,-77.97673797607422,-0.15566131472587585,0.005705765448510647,0.07783280313014984,-0.12835927307605743,-0.018836641684174538
-8.294044494628906,77.42591094970703,-69.79932403564453,-0.326888769865036,-0.009509609080851078,0.0873246118426323,-0.11325818300247192,-0.018836641684174538
-30.665998458862305,83.30583953857422,-24.698701858520508,48.90878677368164,-0.03613651543855667,0.08542624861001968,-1.2345142364501953,-1.1603370904922485
-50.27676010131836,84.42780303955078,-7.688433647155762,46.745094299316406,-0.045646123588085175,0.10251150280237198,-2.2330739498138428,-2.1530280113220215
-69.24951934814453,74.38206481933594,-8.905682563781738,-5.650506019592285,-0.047548044472932816,0.09681641310453415,-2.5426461696624756,-2.4638326168060303
-80.81725311279297,66.38288116455078,-3.3396308422088623,-29.96480369567871,-0.06466533988714218,0.07403608411550522,-2.274601936340332,-2.241560220718384
-84.59297180175781,53.91661071777344,15.512117385864258,-25.62185287475586,-0.06846918165683746,0.06074755638837814,-1.402513861656189,-1.3901441097259521
-84.28965759277344,33.160274505615234,19.704862594604492,-54.185707092285156,-0.06656726449728012,0.039865583181381226,-0.11137054860591888,-0.11678717285394669
-78.3175277709961,10.689825057983398,24.958799362182617,-73.89242553710938,-0.06846918165683746,0.011390166357159615,1.3987386226654053,1.3656564950942993
-67.00081634521484,-7.157715797424316,37.7971305847168,-62.98057174682617,-0.051351889967918396,-0.013288527727127075,3.210869550704956,3.1494863033294678
-51.07164764404297,-28.412702560424805,39.534568786621094,-69.4249496459961,-0.03613651543855667,-0.037967223674058914,5.157022476196289,5.0877766609191895
-32.21394348144531,-49.07554244995117,33.10499954223633,-83.59012603759766,-0.022823061794042587,-0.06834100186824799,7.08618688583374,6.994044780731201
-10.574121475219727,-65.41674041748047,36.59028625488281,-68.3975830078125,-0.007607687264680862,-0.0892229750752449,8.934183120727539,8.832501411437988
9.800150871276855,-74.96382904052734,35.955650329589844,-50.79228973388672,0.007607687264680862,-0.11200330406427383,10.489595413208008,10.378989219665527
30.613704681396484,-81.56056213378906,24.33456802368164,-46.184715270996094,0.022823061794042587,-0.1233934685587883,11.616514205932617,11.494118690490723
50.130332946777344,-81.67483520507812,17.426422119140625,-24.485525131225586,0.03613651543855667,-0.13288527727127075,12.237546920776367,12.119494438171387
67.01127624511719,-77.54019165039062,13.545792579650879,5.276918888092041,0.047548044472932816,-0.13858036696910858,12.279074668884277,12.170353889465332
79.19609069824219,-69.17739868164062,1.4877482652664185,20.189273834228516,0.05705765262246132,-0.13478364050388336,11.767525672912598,11.671182632446289
83.14962005615234,-52.75309371948242,-9.373854637145996,36.87616729736328,0.0608614981174469,-0.1252918392419815,10.712336540222168,10.635167121887207
83.40064239501953,-32.68239974975586,-14.596579551696777,63.22962951660156,0.05895957723259926,-0.10820658504962921,9.147485733032227,9.084912300109863
78.87186431884766,-11.53129768371582,-22.919647216796875,77.84622955322266,0.051351889967918396,-0.0873246118426323,7.15036678314209,7.114599227905273
68.63243103027344,8.840662002563477,-30.8161563873291,81.92455291748047,0.041842278093099594,-0.04935738816857338,4.896528720855713,4.874922752380371
51.364501953125,30.16836929321289,-31.586040496826172,87.74628448486328,0.022823061794042587,-0.02657705545425415,2.529432773590088,2.522226333618164
32.370826721191406,48.40028762817383,-31.596445083618164,86.46986389160156,0.0019019218161702156,0.003796722274273634,0.2340669184923172,0.2392253428697586
11.49452018737793,64.44021606445312,-34.35346221923828,73.26978302001953,-0.017117295414209366,0.02467869408428669,-1.825344443321228,-1.8083175420761108
