通红乙线电压_A相_5,通红乙线电压_B相_6,通红乙线电压_C相_7,通红乙线电压_3U0_8,通红乙线电流_A相_29,通红乙线电流_B相_30,通红乙线电流_C相_31,通红乙线电流_3I0_32
-44.3587646484375,-42.952430725097656,87.9169921875,1.1687840223312378,0.005699963308870792,-0.013315171003341675,0.01895783469080925,-0.003785073757171631
-23.09984016418457,-61.83113479614258,85.45494079589844,0.9973623752593994,0.007599950768053532,-0.019021673128008842,0.0132704833522439,0.0
-0.7800486087799072,-76.33563232421875,77.23772430419922,0.34284332394599915,0.007599950768053532,-0.015217338688671589,0.0132704833522439,0.0018925368785858154
21.612546920776367,-85.40614318847656,63.34843826293945,-0.6856866478919983,0.011399926617741585,-0.015217338688671589,0.007583133410662413,0.0018925368785858154
43.20429229736328,-88.10755157470703,44.80514907836914,-0.10908650606870651,0.018999876454472542,-0.019021673128008842,0.0018957833526656032,-0.0018925368785858154
62.03986740112305,-85.49964904785156,23.40505599975586,-0.14025408029556274,0.02279985323548317,-0.013315171003341675,-0.0037915667053312063,0.003785073757171631
76.15354919433594,-77.00059509277344,0.8934020400047302,-0.04675136134028435,0.02279985323548317,-0.013315171003341675,-0.005687350407242775,0.0018925368785858154
84.77568054199219,-62.92209243774414,-21.514368057250977,0.6233514547348022,0.017099888995289803,-0.009510836564004421,-0.007583133410662413,0.0018925368785858154
87.60466003417969,-44.458988189697266,-43.122230529785156,0.07791893184185028,0.015199901536107063,-0.005706502124667168,-0.007583133410662413,0.003785073757171631
85.11890411376953,-23.086671829223633,-61.99794387817383,0.1870054453611374,0.013299914076924324,-0.0019021673360839486,-0.01137470081448555,0.0
76.74638366699219,-0.862373411655426,-76.40664672851562,-0.6077677011489868,0.007599950768053532,0.0038043346721678972,-0.0132704833522439,0.0
62.871917724609375,21.33075523376465,-85.21601104736328,-1.3557894229888916,0.003799975384026766,0.005706502124667168,-0.007583133410662413,0.0018925368785858154
44.348365783691406,42.89009094238281,-88.21825408935547,-1.2622867822647095,-0.001899987692013383,0.013315171003341675,-0.005687350407242775,-0.0018925368785858154
23.079038619995117,61.8519172668457,-85.73542785644531,-0.9350272417068481,-0.007599950768053532,0.011413004249334335,-0.005687350407242775,-0.0018925368785858154
0.7176447510719299,76.19017028808594,-77.37277221679688,-0.35842710733413696,-0.011399926617741585,0.013315171003341675,-0.0037915667053312063,-0.0018925368785858154
