17-110kVⅡ段母线电压Ua_17,18-110kVⅡ段母线电压Ub_18,19-110kVⅡ段母线电压Uc_19,20-110kVⅡ段母线电压3Uo_20,25-110kV镇观线电流Ia_25,26-110kV镇观线电流Ib_26,27-110kV镇观线电流Ic_27,28-110kV镇观线电流3Io_28
-84.64822387695312,45.99953842163086,38.57796859741211,-0.14807286858558655,-0.00864009466022253,-0.06911607086658478,0.07784662395715714,0.00864423904567957
-85.06924438476562,41.18046569824219,43.855255126953125,-0.10910633206367493,-0.00864009466022253,-0.06911607086658478,0.07784662395715714,0.00864423904567957
-85.41230010986328,36.509552001953125,48.844120025634766,-0.09351971000432968,0.00864009466022253,-0.06047656014561653,0.06919699907302856,0.01728847809135914
-85.49806213378906,31.908817291259766,53.497798919677734,-0.202626034617424,0.01728018932044506,-0.06911607086658478,0.06919699907302856,0.00864423904567957
-85.27195739746094,27.409456253051758,57.62920379638672,-0.41304537653923035,0.01728018932044506,-0.07775557786226273,0.060547370463609695,0.0
-84.46890258789062,22.941286087036133,61.152591705322266,-0.6312580704689026,0.03456037864089012,-0.06911607086658478,0.05189774930477142,0.01728847809135914
-82.89398193359375,18.207988739013672,64.38755798339844,-0.490978479385376,0.025920284911990166,-0.08639508485794067,0.060547370463609695,0.025932716205716133
-80.5705795288086,12.99122428894043,67.388671875,-0.31952568888664246,0.043200474232435226,-0.06911607086658478,0.05189774930477142,0.01728847809135914
-77.77937316894531,7.454748153686523,70.27286529541016,-0.101313017308712,0.03456037864089012,-0.06911607086658478,0.04324812442064285,0.025932716205716133
-74.8868179321289,1.8402934074401855,73.14925384521484,0.14027956128120422,0.05184056982398033,-0.06911607086658478,0.060547370463609695,0.025932716205716133
-72.16578674316406,-3.781959056854248,76.15816497802734,0.3273189961910248,0.060480665415525436,-0.07775557786226273,0.060547370463609695,0.03457695618271828
-69.50713348388672,-9.27944564819336,79.12030792236328,0.5767048597335815,0.060480665415525436,-0.07775557786226273,0.05189774930477142,0.025932716205716133
-66.67694854736328,-14.566390991210938,81.6225357055664,0.6234647631645203,0.06912075728178024,-0.07775557786226273,0.04324812442064285,0.03457695618271828
-63.410152435302734,-19.712974548339844,83.31407165527344,0.3039390444755554,0.08640094846487045,-0.06911607086658478,0.04324812442064285,0.06050967052578926
-59.41046905517578,-24.81277084350586,84.35082244873047,0.17145280539989471,0.09504104405641556,-0.06911607086658478,0.05189774930477142,0.08644238859415054
-55.028751373291016,-30.02953338623047,84.84191131591797,-0.45201194286346436,0.13824151456356049,-0.051837049424648285,0.07784662395715714,0.1555963009595871
-50.28839111328125,-35.277488708496094,84.69380187988281,-1.5664551258087158,0.1728018969297409,-0.025918524712324142,0.13839399814605713,0.285259872674942
-36.566287994384766,-38.248470306396484,61.12141036987305,-23.824146270751953,-0.8380892276763916,-0.6393235921859741,3.797185182571411,2.308011770248413
-39.0846061706543,-42.74003601074219,60.4432373046875,-37.44684982299805,0.6912075877189636,0.5874865651130676,4.515103816986084,5.757062911987305
-31.13981819152832,-41.086891174316406,47.55792999267578,-42.691749572753906,0.20736227929592133,0.051837049424648285,5.752000331878662,5.964524745941162
-28.683874130249023,-51.536014556884766,49.26505661010742,-54.30377960205078,0.3110434114933014,-0.17279016971588135,7.135940074920654,7.269804954528809
-16.029911041259766,-48.8145637512207,42.75614547729492,-38.55350112915039,0.7084878087043762,0.129592627286911,8.338237762451172,9.15424919128418
3.7267985343933105,-45.687625885009766,41.48554229736328,-0.24159258604049683,0.1641618013381958,-0.15551115572452545,9.618382453918457,9.621037483215332
0.982377827167511,-49.74250793457031,45.110267639160156,-6.335960388183594,-0.12960141897201538,-0.13823214173316956,10.751482963562012,10.468173027038574
4.241377353668213,-53.22035217285156,49.22608184814453,0.24159258604049683,0.12096133083105087,-0.008639508858323097,11.815386772155762,11.911761283874512
1.4891600608825684,-59.107730865478516,54.04345703125,-6.772385597229004,-0.21600237488746643,-0.3455803394317627,13.173377990722656,12.611944198608398
5.582401275634766,-67.7087631225586,47.175968170166016,-26.255659103393555,0.12960141897201538,-0.09503459185361862,14.1334867477417,14.159263610839844
13.394643783569336,-67.2798843383789,49.83409881591797,-7.0607380867004395,0.2937632203102112,0.025918524712324142,15.04169750213623,15.352168083190918
18.524839401245117,-72.30169677734375,42.89645767211914,-19.070226669311523,-0.05184056982398033,-0.025918524712324142,16.05370330810547,15.974553108215332
19.67094612121582,-76.92582702636719,38.50001907348633,-32.73969268798828,0.19008208811283112,0.04319754242897034,16.780271530151367,17.020505905151367
28.590314865112305,-75.60798645019531,38.35191345214844,-14.986533164978027,0.1555217057466507,0.08639508485794067,17.524139404296875,17.781198501586914
35.685264587402344,-75.96669006347656,32.34968185424805,-13.544771194458008,0.10368113964796066,-0.09503459185361862,18.285306930541992,18.2739200592041
44.074459075927734,-75.57679748535156,27.126962661743164,-7.239984035491943,0.1468816101551056,0.03455803543329239,18.75238609313965,18.93952751159668
48.565330505371094,-74.73462677001953,26.113597869873047,0.07013978064060211,-0.00864009466022253,-0.04319754242897034,19.158918380737305,19.138343811035156
51.4578857421875,-75.82633209228516,23.650344848632812,-1.2391362190246582,-0.060480665415525436,-0.07775557786226273,19.52220344543457,19.380382537841797
54.95858383178711,-75.4442367553711,22.870834350585938,4.1226606369018555,0.13824151456356049,0.03455803543329239,19.70384407043457,19.864459991455078
58.802330017089844,-76.73867797851562,19.581300735473633,2.9146976470947266,0.0,-0.11231360584497452,19.894136428833008,19.795307159423828
60.06538772583008,-79.58489227294922,16.915374755859375,-4.598052501678467,0.06912075728178024,-0.03455803543329239,19.885486602783203,19.924970626831055
62.248451232910156,-80.30229949951172,16.85301399230957,-1.9950871467590332,0.07776085287332535,0.04319754242897034,19.8768367767334,20.020057678222656
64.98507690429688,-80.13074493408203,12.768380165100098,-3.966794490814209,0.01728018932044506,0.0,19.868186950683594,19.899038314819336
67.51119232177734,-80.52063751220703,8.122498512268066,-8.284287452697754,0.043200474232435226,0.017279017716646194,19.712493896484375,19.81259536743164
71.58103942871094,-78.86749267578125,6.430960655212402,-1.2079628705978394,0.043200474232435226,0.008639508858323097,19.513553619384766,19.59648895263672
74.816650390625,-77.44828033447266,3.6559038162231445,1.9561206102371216,-0.025920284911990166,0.0,19.271364212036133,19.293941497802734
78.177001953125,-74.81260681152344,-0.3897551894187927,5.291656970977783,0.043200474232435226,0.051837049424648285,18.899429321289062,19.00868034362793
81.21769714355469,-71.50631713867188,-3.5000016689300537,10.89504623413086,-0.00864009466022253,0.03455803543329239,18.415050506591797,18.47273826599121
82.43397521972656,-68.94082641601562,-6.501116752624512,12.235495567321777,-0.043200474232435226,0.008639508858323097,17.835525512695312,17.850353240966797
82.16889190673828,-66.06341552734375,-8.410917282104492,13.443458557128906,0.00864009466022253,0.04319754242897034,17.186803817749023,17.27983283996582
81.05397033691406,-62.9832649230957,-11.567934036254883,11.370438575744629,-0.01728018932044506,0.025918524712324142,16.503482818603516,16.562360763549805
79.02684020996094,-60.10585403442383,-14.9588041305542,6.92825174331665,-0.03456037864089012,0.03455803543329239,15.742317199707031,15.801668167114258
77.3505630493164,-56.822959899902344,-16.782859802246094,6.600933074951172,0.0,0.04319754242897034,14.937901496887207,15.015043258666992
76.07190704345703,-53.6882209777832,-18.78620147705078,6.343753814697266,-0.05184056982398033,0.03455803543329239,14.124836921691895,14.16790771484375
75.51834869384766,-50.63146209716797,-21.093551635742188,6.671072483062744,-0.043200474232435226,0.03455803543329239,13.268524169921875,13.329416275024414
75.99394226074219,-47.106834411621094,-22.660367965698242,10.887252807617188,-0.01728018932044506,0.051837049424648285,12.351663589477539,12.447704315185547
76.5475082397461,-43.44184112548828,-24.88197135925293,14.324102401733398,-0.043200474232435226,0.03455803543329239,11.391555786132812,11.45361614227295
76.59428405761719,-39.39475631713867,-27.797340393066406,16.404916763305664,-0.03456037864089012,0.06911607086658478,10.35360050201416,10.450884819030762
76.04852294921875,-34.77842712402344,-30.6893253326416,18.423383712768555,-0.03456037864089012,0.06047656014561653,9.246448516845703,9.327134132385254
74.3488540649414,-30.12310791015625,-33.815162658691406,18.142824172973633,-0.060480665415525436,0.06047656014561653,8.087398529052734,8.151516914367676
71.43290710449219,-25.09349250793457,-36.73832702636719,16.724441528320312,-0.05184056982398033,0.06911607086658478,6.885101318359375,6.967256546020508
67.66712188720703,-19.58041000366211,-39.536766052246094,14.885220527648926,-0.06912075728178024,0.06911607086658478,5.630905628204346,5.713841915130615
63.50371170043945,-13.973753929138184,-41.69601058959961,13.646084785461426,-0.07776085287332535,0.06047656014561653,4.376709938049316,4.460427284240723
59.605384826660156,-8.35150146484375,-42.74055480957031,14.854047775268555,-0.06912075728178024,0.06911607086658478,3.0965657234191895,3.1724355220794678
55.89418029785156,-3.0255672931671143,-43.730533599853516,15.93731689453125,-0.09504104405641556,0.051837049424648285,1.8164211511611938,1.8757997751235962
52.22195816040039,2.253579616546631,-44.89200210571289,16.67768096923828,-0.07776085287332535,0.06911607086658478,0.5016782283782959,0.5791640281677246
48.635501861572266,7.719874858856201,-45.6793098449707,18.618215560913086,-0.08640094846487045,0.07775557786226273,-0.8217143416404724,-0.7520487904548645
44.89310836791992,13.15497875213623,-46.778419494628906,19.631345748901367,-0.08640094846487045,0.06911607086658478,-2.145106792449951,-2.074617385864258
40.79207229614258,18.527700424194336,-48.41539001464844,19.023468017578125,-0.07776085287332535,0.07775557786226273,-3.4598498344421387,-3.37125301361084
36.41035461425781,24.001792907714844,-50.130313873291016,17.940196990966797,-0.06912075728178024,0.06047656014561653,-4.774592876434326,-4.693821430206299
31.67778778076172,29.374513626098633,-51.44768524169922,16.771202087402344,-0.07776085287332535,0.06047656014561653,-6.09798526763916,-6.007745742797852
26.828271865844727,34.6458625793457,-52.32073974609375,15.991870880126953,-0.08640094846487045,0.06911607086658478,-7.412728309631348,-7.330314636230469
22.142484664916992,39.80024337768555,-52.98332214355469,15.656758308410645,-0.08640094846487045,0.06911607086658478,-8.684223175048828,-8.609662055969238
17.713987350463867,44.54133987426758,-53.1080436706543,15.991870880126953,-0.07776085287332535,0.051837049424648285,-9.955718040466309,-9.90629768371582
13.52718734741211,48.60402297973633,-52.32853317260742,17.08293342590332,-0.07776085287332535,0.04319754242897034,-11.227212905883789,-11.151067733764648
9.465132713317871,51.89471435546875,-51.291786193847656,17.573911666870117,-0.09504104405641556,0.04319754242897034,-12.429510116577148,-12.378549575805664
5.340704917907715,54.99046325683594,-50.41093826293945,17.30893898010254,-0.06912075728178024,0.03455803543329239,-13.614509582519531,-13.54552173614502
