220kVI母电压_A_1,220kVI母电压_B_2,220kVI母电压_C_3,220kVI母电压_N_4,七花II回_A_29,七花II回_B_30,七花II回_C_31,七花II回_N_32
44.72998046875,39.926639556884766,-84.86992645263672,-0.42268499732017517,-0.07516399770975113,-0.0560000017285347,0.1294260025024414,-0.005268000066280365
32.51762390136719,51.497005462646484,-84.11932373046875,-0.20351499319076538,-0.057684000581502914,-0.07000000029802322,0.12767699360847473,-0.0035119999665766954
19.72123908996582,61.63544464111328,-81.52349853515625,-0.26613500714302063,-0.04195199906826019,-0.08224999904632568,0.1224299967288971,-0.005268000066280365
6.684988975524902,70.34195709228516,-77.03032684326172,0.0,-0.019228000193834305,-0.09624999761581421,0.11893200129270554,-0.005268000066280365
-6.434692859649658,77.24028015136719,-70.79617309570312,-0.015654999762773514,-0.0017480000387877226,-0.10849999636411667,0.11193600296974182,-0.0035119999665766954
-19.397939682006836,81.68238067626953,-62.20597457885742,0.07827500253915787,0.019228000193834305,-0.11550000309944153,0.09969300031661987,-0.0035119999665766954
-31.73544692993164,83.8772964477539,-52.1771240234375,-0.1095850020647049,0.03845600038766861,-0.12250000238418579,0.08570100367069244,-0.005268000066280365
-43.96866226196289,84.84933471679688,-40.78260040283203,0.1095850020647049,0.057684000581502914,-0.1277499943971634,0.07170899957418442,-0.0035119999665766954
-55.054691314697266,83.52193450927734,-28.491525650024414,-0.1095850020647049,0.07166799902915955,-0.1277499943971634,0.052469998598098755,-0.0017559999832883477
-64.36779022216797,79.97870635986328,-15.522825241088867,0.0,0.08739999681711197,-0.12425000220537186,0.03672900050878525,0.0
-72.86742401123047,75.18123626708984,-2.303925037384033,-0.09392999857664108,0.1013839989900589,-0.1172500029206276,0.013992000371217728,0.0017559999832883477
-78.69723510742188,67.9902572631836,10.633500099182129,-0.2504799962043762,0.11361999809741974,-0.10849999636411667,-0.008744999766349792,0.0017559999832883477
-82.19094848632812,58.65662384033203,23.497949600219727,-0.1095850020647049,0.11886399984359741,-0.09449999779462814,-0.026234999299049377,0.0
-84.297607421875,48.27778625488281,35.966251373291016,-0.1252399981021881,0.12760399281978607,-0.07874999940395355,-0.04547400027513504,0.0017559999832883477
-84.40189361572266,36.6029052734375,47.79862594604492,-0.03130999952554703,0.12760399281978607,-0.061250001192092896,-0.05946600064635277,0.0035119999665766954
-82.2848129272461,23.903724670410156,58.22362518310547,-0.28178998827934265,0.12410800158977509,-0.04374999925494194,-0.0734580010175705,0.0017559999832883477
-78.42607879638672,10.901435852050781,67.55400085449219,0.1095850020647049,0.1206120029091835,-0.020999999716877937,-0.09269700199365616,0.0035119999665766954
-72.74227142333984,-2.194920063018799,74.87235260009766,-0.06261999905109406,0.11361999809741974,-0.0035000001080334187,-0.10144200176000595,0.005268000066280365
-64.9413833618164,-15.218111991882324,80.27249908447266,0.2504799962043762,0.10313200205564499,0.020999999716877937,-0.1136849969625473,0.005268000066280365
-55.13812255859375,-27.885936737060547,83.33744812011719,0.5792350172996521,0.09264399856328964,0.04024999961256981,-0.1224299967288971,0.007023999933153391
-44.42753982543945,-40.18793869018555,84.84907531738281,0.40702998638153076,0.07691200077533722,0.057750001549720764,-0.12767699360847473,0.005268000066280365
-32.340328216552734,-51.601524353027344,84.10890197753906,0.234825000166893,0.059431999921798706,0.07175000011920929,-0.12592799961566925,0.005268000066280365
-19.418798446655273,-61.82358169555664,81.55477142333984,0.4853050112724304,0.04195199906826019,0.08399999886751175,-0.1224299967288971,0.005268000066280365
-6.319973945617676,-70.3837661743164,76.7905502319336,0.04696499928832054,0.020975999534130096,0.09974999725818634,-0.11543399840593338,0.007023999933153391
6.778850078582764,-77.40750885009766,70.74404907226562,0.09392999857664108,0.0017480000387877226,0.10849999636411667,-0.10843800008296967,0.0035119999665766954
19.6169490814209,-81.6510238647461,61.97662353515625,-0.15655000507831573,-0.017480000853538513,0.12075000256299973,-0.09619499742984772,0.005268000066280365
31.964885711669922,-83.86685180664062,51.90607452392578,-0.1095850020647049,-0.03845600038766861,0.12600000202655792,-0.08220300078392029,0.005268000066280365
