220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV凤丽Ⅱ回线_A相_9,220kV凤丽Ⅱ回线_B相_10,220kV凤丽Ⅱ回线_C相_11,220kV凤丽Ⅱ回线_3I0_12
42.6455192565918,-85.48149871826172,34.487083435058594,-14.367040634155273,-3.3214755058288574,-3.5705859661102295,24.595666885375977,-17.53291130065918
60.695091247558594,-83.4343490600586,18.397268295288086,-7.222434043884277,-3.674034357070923,-3.616957187652588,25.022287368774414,-17.53291130065918
75.92115020751953,-74.18579864501953,2.650454044342041,7.580442905426025,-3.803924322128296,-3.431472063064575,24.280336380004883,-16.818227767944336
83.345947265625,-61.45606231689453,-10.12369441986084,20.344226837158203,-3.8317580223083496,-3.264535665512085,22.564577102661133,-15.305330276489258
85.70933532714844,-43.89421844482422,-25.298843383789062,28.50059700012207,-3.674034357070923,-2.9213883876800537,19.95847511291504,-13.17056655883789
83.01130676269531,-21.85358428955078,-38.36402130126953,39.2719841003418,-3.3214755058288574,-2.4576759338378906,16.480581283569336,-10.441781044006348
75.09500885009766,0.7897633910179138,-49.080169677734375,46.24536895751953,-2.8761379718780518,-1.9846892356872559,12.353479385375977,-7.276761054992676
61.12384796142578,22.18611717224121,-56.18962478637695,46.86799240112305,-2.226687431335449,-1.3911373615264893,7.864677429199219,-3.9910807609558105
43.387996673583984,43.208370208740234,-58.23722839355469,49.15613555908203,-1.5308476686477661,-0.8996021747589111,3.37587571144104,-0.705400288105011
22.09661102294922,61.30018997192383,-57.062713623046875,45.68500900268555,-0.7700627446174622,-0.3709699511528015,-0.8161457777023315,2.2275798320770264
-0.031372375786304474,74.14423370361328,-52.61410903930664,37.341854095458984,-0.0649450495839119,0.07419399172067642,-4.396058082580566,4.640791416168213
-20.14106559753418,82.89398193359375,-43.353111267089844,33.71506881713867,0.4453375041484833,0.43588969111442566,-7.215470790863037,6.562079429626465
-41.36970901489258,85.49188995361328,-31.358509063720703,22.07200813293457,0.9185085892677307,0.7604883909225464,-9.181640625,7.7222771644592285
-59.931697845458984,83.15377044677734,-17.513784408569336,9.837453842163086,1.3081789016723633,0.881053626537323,-10.1276273727417,8.130666732788086
-73.07672119140625,75.40161895751953,-2.3386359214782715,0.015565590932965279,1.4751803874969482,0.8717793822288513,-9.97923755645752,7.796529769897461
-82.47798156738281,61.227447509765625,13.054784774780273,-14.226949691772461,1.447346806526184,0.7512141466140747,-8.699372291564941,6.654895305633545
-85.99168395996094,43.34346389770508,27.564722061157227,-26.010103225708008,1.3267346620559692,0.47298669815063477,-6.4549713134765625,4.770733833312988
-82.42568969726562,22.747264862060547,40.45320129394531,-33.18584060668945,1.0298429727554321,0.07419399172067642,-3.338778257369995,2.3575220108032227
-74.24795532226562,0.43644818663597107,50.31705093383789,-40.57949447631836,0.5566718578338623,-0.31532445549964905,0.333877831697464,-0.45479756593704224
-60.64280319213867,-21.261262893676758,57.4265022277832,-42.40066909790039,0.0,-0.7512141466140747,4.229119300842285,-3.3692147731781006
-42.750091552734375,-41.441795349121094,60.44074249267578,-41.13985824584961,-0.5845054388046265,-1.2612978219985962,8.207829475402832,-6.2372236251831055
-22.797260284423828,-60.16749954223633,59.23504638671875,-41.108726501464844,-1.0947879552841187,-1.7992043495178223,11.954681396484375,-8.873193740844727
-1.1398630142211914,-74.4352035522461,54.45383834838867,-36.454612731933594,-1.6792935132980347,-2.216545581817627,15.228538513183594,-11.156462669372559
20.873088836669922,-83.0290756225586,45.53583908081055,-28.56285858154297,-2.2452430725097656,-2.504047155380249,17.797542572021484,-12.892118453979492
41.62068557739258,-85.71011352539062,33.063114166259766,-18.94332504272461,-2.644191265106201,-2.7544519901275635,19.513303756713867,-13.913092613220215
60.36045455932617,-82.87319946289062,18.67790412902832,-6.5064167976379395,-2.968916654586792,-2.8100974559783936,20.16250991821289,-14.145133018493652
74.37345123291016,-75.3288803100586,3.7626051902770996,4.918726921081543,-3.145195960998535,-2.73590350151062,19.726613998413086,-13.634645462036133
82.60346984863281,-62.26660919189453,-10.986391067504883,16.172649383544922,-3.1080846786499023,-2.559692621231079,18.23343849182129,-12.325942039489746
85.7929916381836,-44.15401077270508,-25.475540161132812,27.92466926574707,-2.9410829544067383,-2.216545581817627,15.803550720214844,-10.376810073852539
83.19954681396484,-22.456298828125,-38.998050689697266,37.45081329345703,-2.634913444519043,-1.762107253074646,12.483321189880371,-7.796529769897461
75.12638854980469,-0.07274136692285538,-49.433563232421875,44.175148010253906,-2.180298089981079,-1.2612978219985962,8.495335578918457,-4.780015468597412
61.636260986328125,21.37557029724121,-56.04410934448242,46.66564178466797,-1.6050705909729004,-0.7048429250717163,4.173472881317139,-1.5964323282241821
43.22067642211914,42.07568359375,-58.65298843383789,46.21424102783203,-0.9370642900466919,-0.1669364869594574,-0.14839014410972595,1.5407427549362183
20.601194381713867,59.544002532958984,-57.30177688598633,39.66112518310547,-0.08350078016519547,0.4451639652252197,-4.210570335388184,4.102459907531738
1.7045657634735107,75.77571868896484,-52.93632125854492,42.680850982666016,0.5752276182174683,0.8161339163780212,-7.679190158843994,6.571361064910889
-16.428667068481445,86.8116226196289,-45.69174575805664,42.867637634277344,0.6494504809379578,0.6213746666908264,-10.192547798156738,9.133077621459961
-39.51873779296875,86.37517547607422,-33.63478088378906,22.959245681762695,0.964897871017456,0.8439566493034363,-12.075247764587402,10.478907585144043
-63.45586013793945,78.68537139892578,-17.40984535217285,-3.751307487487793,1.7071270942687988,1.5487996339797974,-13.290192604064941,10.228304862976074
-74.26887512207031,74.93399810791016,-1.6422420740127563,-1.6188215017318726,2.1988539695739746,1.7157360315322876,-13.225271224975586,9.485777854919434
-79.37211608886719,64.48002624511719,12.888482093811035,-3.4244298934936523,1.651459813117981,1.1407326459884644,-11.546607971191406,8.910319328308105
-86.49364471435547,42.33547592163086,27.356842041015625,-29.09208869934082,1.4287911653518677,0.9459733963012695,-9.190914154052734,6.961187362670898
-83.55509948730469,22.165332794189453,39.829566955566406,-37.20176315307617,1.1133437156677246,0.5564549565315247,-6.037623882293701,4.483004570007324
-73.22312927246094,0.4987979233264923,50.2338981628418,-38.867279052734375,0.6494504809379578,0.27822747826576233,-2.3000471591949463,1.5128980875015259
-62.399658203125,-22.238075256347656,57.717533111572266,-46.509986877441406,0.1855572909116745,-0.2040334790945053,1.762133002281189,-1.6149954795837402
-47.42457580566406,-42.823883056640625,61.30344009399414,-50.1212043762207,0.08350078016519547,-0.7048429250717163,5.675922870635986,-4.956365585327148
-24.90966796875,-62.25621795654297,61.30344009399414,-44.67324447631836,-0.3061695396900177,-0.9923446178436279,9.469145774841309,-8.037851333618164
-4.047036647796631,-77.5838623046875,56.511837005615234,-43.30347442626953,-0.8442856669425964,-1.150006890296936,12.817198753356934,-10.710947036743164
18.415584564208984,-83.35121154785156,45.82686996459961,-32.87452697753906,-1.2246781587600708,-1.400411605834961,15.432575225830078,-12.650797843933105
41.75663375854492,-86.16734313964844,33.00075149536133,-19.519250869750977,-1.503014087677002,-1.558073878288269,17.074140548706055,-13.820277214050293
60.078102111816406,-85.02426147460938,19.197601318359375,-9.821887969970703,-1.781350016593933,-1.4746055603027344,17.695524215698242,-14.237948417663574
72.77345275878906,-76.690185546875,4.3030900955200195,0.7938451170921326,-1.9576294422149658,-1.3633146286010742,17.370922088623047,-13.773869514465332
82.90673065185547,-62.53679275512695,-11.059148788452148,16.11038589477539,-1.9576294422149658,-1.177829623222351,15.961215019226074,-12.576544761657715
86.19037628173828,-43.23954772949219,-26.119964599609375,29.01426124572754,-1.8834065198898315,-0.9274249076843262,13.614795684814453,-10.516034126281738
83.72241973876953,-20.876771926879883,-39.808780670166016,39.692256927490234,-1.670015573501587,-0.6399231553077698,10.378035545349121,-7.796529769897461
77.68846130371094,0.831329882144928,-50.69123077392578,47.89532470703125,-1.46590256690979,-0.3431472182273865,6.538440704345703,-4.455159664154053
64.7002944946289,22.477081298828125,-57.98777389526367,50.49477767944336,-1.1226215362548828,0.03709699586033821,2.3556935787200928,-0.9931293725967407
45.27033996582031,43.48894500732422,-74.91950225830078,23.87761688232422,-1.0298429727554321,0.07419399172067642,-0.32460343837738037,1.577869176864624
20.297927856445312,57.42411422729492,-83.5568618774414,-9.93084716796875,-0.742229163646698,0.19475923478603363,-0.32460343837738037,1.1416347026824951
0.33463868498802185,74.1130599975586,-73.94246673583984,1.3230751752853394,-0.5566718578338623,0.018548497930169106,-0.333877831697464,1.1137899160385132
-18.62473487854004,85.47110748291016,-61.355411529541016,9.712928771972656,-0.28761380910873413,-0.027822747826576233,-0.31532904505729675,0.8817504048347473
-39.10043716430664,87.17533111572266,-47.50029373168945,1.1051568984985352,-0.22266875207424164,-0.018548497930169106,-0.31532904505729675,0.8167793154716492
-60.506858825683594,83.17455291748047,-21.951995849609375,1.3230751752853394,-0.03711145743727684,-0.15766222774982452,-0.31532904505729675,0.7796529531478882
-76.04663848876953,73.3025131225586,1.2888481616973877,-2.5527570247650146,0.4360596239566803,0.04637124389410019,-0.3060546815395355,0.0742526650428772
