220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,279多者II回_A相_25,279多者II回_B相_26,279多者II回_C相_27,279多者II回_3I0_28
53.816226959228516,-84.62446594238281,29.732290267944336,0.2185356318950653,0.06413118541240692,0.1832168698310852,-0.15549392998218536,0.0365346297621727
69.83769226074219,-78.15091705322266,9.009154319763184,0.2809743881225586,0.06413118541240692,0.1465734988451004,-0.11890711635351181,0.0
80.50472259521484,-67.03556823730469,-13.430505752563477,0.5775584578514099,-0.05496958643198013,0.1832168698310852,-0.09146701544523239,-0.009133657440543175
84.69833374023438,-50.93495559692383,-33.70630645751953,0.9678006768226624,-0.07329278439283371,0.1648951917886734,-0.045733507722616196,0.01826731488108635
83.45384216308594,-30.098875045776367,-53.98210525512695,0.6399971842765808,-0.10993917286396027,0.1740560233592987,0.00914670154452324,0.0
78.55955505371094,-8.180399894714355,-69.13953399658203,0.5619487762451172,-0.09161598235368729,0.1557343453168869,0.03658680617809296,0.01826731488108635
66.70032501220703,14.060711860656738,-80.46859741210938,-0.6399971842765808,-0.14658556878566742,0.0916084349155426,0.09146701544523239,0.009133657440543175
50.438331604003906,34.23070526123047,-85.08761596679688,-0.32780346274375916,-0.13742397725582123,0.0732867494225502,0.10061371326446533,0.0
30.003643035888672,54.13010025024414,-84.4010009765625,-0.09365812689065933,-0.1557471603155136,0.0274825319647789,0.17378732562065125,0.009133657440543175
8.439505577087402,69.98092651367188,-78.62723541259766,0.09365812689065933,-0.10077758133411407,-0.01832168735563755,0.19208073616027832,0.0
-13.773021697998047,81.17953491210938,-67.25656127929688,0.45268094539642334,-0.09161598235368729,-0.0732867494225502,0.22866754233837128,0.027400972321629524
-34.31229019165039,84.93669128417969,-50.52824783325195,0.2185356318950653,-0.0824543833732605,-0.0641259029507637,0.20122742652893066,0.027400972321629524
-54.42278289794922,84.28101348876953,-30.05478858947754,0.39024218916893005,-0.009161598049104214,-0.1282518059015274,0.20122742652893066,0.0
-69.48212432861328,78.60885620117188,-8.60343074798584,-0.5775584578514099,0.036646392196416855,-0.1190909668803215,0.17378732562065125,0.0365346297621727
-81.15311431884766,66.71292877197266,13.409699440002441,-1.1551169157028198,0.09161598235368729,-0.1557343453168869,0.1372005194425583,0.027400972321629524
-84.65650177001953,50.695579528808594,34.00799560546875,0.015609688125550747,0.12826237082481384,-0.1282518059015274,0.09146701544523239,0.0
-83.83032989501953,30.015613555908203,54.16936111450195,0.31219375133514404,0.14658556878566742,-0.1465734988451004,0.06402690708637238,0.009133657440543175
-78.09941101074219,8.95056438446045,69.79493713378906,0.46829065680503845,0.1557471603155136,-0.1007692813873291,0.01829340308904648,0.0365346297621727
-71.70964813232422,-22.719863891601562,68.21365356445312,-45.25248718261719,-0.009161598049104214,-0.238181933760643,3.6586806774139404,3.3520522117614746
-54.213626861572266,-40.55854797363281,71.70912170410156,-38.32178497314453,0.29317113757133484,0.2656644582748413,6.320370674133301,6.768040180206299
-26.604833602905273,-51.923683166503906,75.79757690429688,-3.496570110321045,0.4122719168663025,0.238181933760643,9.036941528320312,9.617741584777832
-13.030512809753418,-74.54987335205078,64.67657470703125,-40.9286003112793,0.44891831278800964,0.3755945861339569,11.12238883972168,11.946824073791504
15.414908409118652,-80.15959167480469,56.45806121826172,-14.53261947631836,0.4122719168663025,0.5679723024368286,12.942583084106445,13.874025344848633
35.32670211791992,-85.07199096679688,43.82859802246094,-8.694596290588379,0.43975669145584106,0.5954548120498657,13.829813003540039,14.833059310913086
53.73256301879883,-84.19775390625,32.395503997802734,2.419501543045044,0.38478711247444153,0.7603500485420227,13.656024932861328,14.805658340454102
70.06776428222656,-76.74588775634766,16.42662239074707,17.108217239379883,0.3481407165527344,0.6687415838241577,12.146820068359375,13.161600112915039
79.90862274169922,-67.20208740234375,-0.7386258244514465,20.35503387451172,0.2656863331794739,0.6320981979370117,9.549156188964844,10.503705978393555
86.42388153076172,-49.14484405517578,-15.573561668395996,35.9647216796875,0.164908766746521,0.494685560464859,5.9453558921813965,6.631035327911377
83.63162994384766,-29.96357536315918,-31.355186462402344,36.68276596069336,0.06413118541240692,0.3297903835773468,1.6189662218093872,2.064206600189209
77.34644317626953,-9.189940452575684,-51.79743576049805,29.25255584716797,-0.04580799117684364,0.1007692813873291,-2.1586215496063232,-1.9820036888122559
