500kV德博II电压_A相_1,500kV德博II电压_B相_2,500kV德博II电压_C相_3,500kV德博II电压_3U0_4,德博II回电流_A相_33,德博II回电流_B相_34,德博II回电流_C相_35,德博II回电流_3I0_36
87.17833709716797,-50.89162063598633,-35.09211730957031,1.9167925119400024,-0.29490193724632263,0.1608438491821289,0.13645173609256744,0.0
86.00689697265625,-30.433149337768555,-54.86715316772461,1.075273871421814,-0.28348639607429504,0.08704490214586258,0.19899210333824158,0.0037842353340238333
79.57441711425781,-8.842133522033691,-70.1634521484375,0.9506044387817383,-0.2587526738643646,0.011353682726621628,0.2501614987850189,-0.0018921176670119166
67.64035034179688,13.330737113952637,-81.05374908447266,0.0,-0.21689562499523163,-0.06622982025146484,0.28237926959991455,-0.0018921176670119166
50.91591262817383,35.22307205200195,-86.88338470458984,-0.919437050819397,-0.15220744907855988,-0.134351909160614,0.28806474804878235,0.0
30.656232833862305,54.798370361328125,-86.22872161865234,-0.8882697224617004,-0.08181151002645493,-0.19868944585323334,0.28995993733406067,0.0
8.775360107421875,70.32145690917969,-79.99381256103516,-1.0129390954971313,-0.003805186366662383,-0.2497810274362564,0.26342764496803284,0.0
-13.398374557495117,81.1169662475586,-68.0539779663086,-0.03116735816001892,0.06849335879087448,-0.28005751967430115,0.22173406183719635,0.0075684706680476665
-35.47797393798828,86.7900619506836,-51.334041595458984,0.34284093976020813,0.13888929784297943,-0.2933034896850586,0.15919367969036102,0.005676352884620428
-55.2356071472168,86.05235290527344,-30.914731979370117,0.0,0.20167487859725952,-0.28762662410736084,0.0909678190946579,0.0037842353340238333
-70.5375747680664,79.47530364990234,-9.175700187683105,-0.24933886528015137,0.25304490327835083,-0.26302698254585266,0.013266140595078468,0.005676352884620428
-81.38388061523438,67.44335174560547,13.176429748535156,-1.2622779607772827,0.2815837860107422,-0.21571998298168182,-0.05875004827976227,0.0075684706680476665
-86.99006652832031,50.829280853271484,35.01937484741211,-1.838874101638794,0.28919416666030884,-0.15327471494674683,-0.1269759088754654,0.009460588917136192
-85.95459747314453,30.568222045898438,54.69049835205078,-1.075273871421814,0.28729158639907837,-0.08326034247875214,-0.19141145050525665,0.005676352884620428
-79.64763641357422,8.92525577545166,70.12188720703125,-0.8726860284805298,0.2587526738643646,-0.00756912212818861,-0.2368953675031662,0.011352705769240856
-67.54621124267578,-13.40346908569336,80.86669921875,-0.01558367908000946,0.21689562499523163,0.06812209635972977,-0.2747986316680908,0.0075684706680476665
-51.0205078125,-35.337364196777344,86.88338470458984,0.9661881327629089,0.1503048688173294,0.13813647627830505,-0.28237926959991455,0.009460588917136192
-30.60393714904785,-55.026954650878906,86.28067779541016,1.059690237045288,0.08181151002645493,0.2043662965297699,-0.2785889506340027,0.005676352884620428
-8.660307884216309,-70.42536163330078,79.71324920654297,1.137608528137207,0.005707779433578253,0.25167331099510193,-0.2539518177509308,0.009460588917136192
13.429752349853516,-81.12735748291016,67.77340698242188,0.09350207448005676,-0.07039594650268555,0.2838420867919922,-0.21036307513713837,0.0075684706680476665
35.519813537597656,-86.97708892822266,51.31325912475586,-0.2805062234401703,-0.1350841224193573,0.2914111912250519,-0.14782270789146423,0.0037842353340238333
55.24606704711914,-86.20820617675781,30.92512321472168,-0.03116735816001892,-0.19977228343486786,0.28951892256736755,-0.07959683984518051,0.005676352884620428
70.51665496826172,-79.62076568603516,9.248440742492676,0.2805062234401703,-0.251142293214798,0.2668115496635437,-0.007580651436001062,0.0018921176670119166
81.32112121582031,-67.58881378173828,-12.86468505859375,1.4181147813796997,-0.2796812057495117,0.21950453519821167,0.07201618701219559,0.0037842353340238333
87.14695739746094,-50.829280853271484,-35.144073486328125,1.8856251239776611,-0.2910967469215393,0.1589515656232834,0.13645173609256744,-0.0018921176670119166
86.00689697265625,-30.412368774414062,-54.91911315917969,1.075273871421814,-0.2758760154247284,0.08515262603759766,0.2008872628211975,0.0
79.57441711425781,-8.8213529586792,-70.18423461914062,0.919437050819397,-0.25685009360313416,0.011353682726621628,0.248266339302063,0.0
67.57759094238281,13.413859367370605,-81.06414031982422,-0.03116735816001892,-0.2130904346704483,-0.06622982025146484,0.28237926959991455,0.0018921176670119166
50.85315704345703,35.26463317871094,-86.87299346923828,-0.9350207448005676,-0.15411004424095154,-0.13813647627830505,0.28995993733406067,0.0
30.551639556884766,54.87110137939453,-86.22872161865234,-0.9038534164428711,-0.08181151002645493,-0.20058172941207886,0.28995993733406067,0.0
8.681225776672363,70.36302185058594,-79.92107391357422,-1.0129390954971313,-0.007610372733324766,-0.2478887438774109,0.26532280445098877,0.0018921176670119166
-13.461130142211914,81.13774871826172,-68.00201416015625,-0.04675103724002838,0.06659076362848282,-0.27816522121429443,0.21983890235424042,0.0
-35.58256912231445,86.77967071533203,-51.25090789794922,0.29608991742134094,0.13698671758174896,-0.2933034896850586,0.16108883917331696,0.0018921176670119166
-55.28790283203125,86.03157043457031,-30.82120704650879,0.01558367908000946,0.20548006892204285,-0.2857343554496765,0.0909678190946579,0.0037842353340238333
-70.57941436767578,79.46491241455078,-9.102959632873535,-0.264922559261322,0.2492397129535675,-0.2592424154281616,0.013266140595078468,0.005676352884620428
