220kVI段母线TV电压_A_1,220kVI段母线TV电压_B_2,220kVI段母线TV电压_C_3,220kVI段母线TV电压_N_4,220kV黄施I回线电流_A_13,220kV黄施I回线电流_B_14,220kV黄施I回线电流_C_15,220kV黄施I回线电流_N_16
-49.08052062988281,85.25562286376953,-36.197105407714844,-0.09437400102615356,-0.066880002617836,0.1306840032339096,-0.06519400328397751,-0.0017630000365898013
-60.119171142578125,83.28294372558594,-23.505022048950195,-0.6920760273933411,-0.07919999957084656,0.13244999945163727,-0.04581199958920479,0.0
-69.4248275756836,79.80976104736328,-10.036087989807129,0.4404120147228241,-0.09328000247478485,0.12538599967956543,-0.028192000463604927,-0.0017630000365898013
-76.45133972167969,73.93367767333984,3.138901948928833,0.9594690203666687,-0.10384000092744827,0.11655600368976593,-0.00880999956279993,-0.0017630000365898013
-81.67132568359375,65.59174346923828,15.809988021850586,-0.5505149960517883,-0.11264000087976456,0.10419400036334991,0.010572000406682491,-0.0017630000365898013
-84.67518615722656,55.63388442993164,28.050655364990234,-1.7616480588912964,-0.1143999993801117,0.09006600081920624,0.02995399944484234,0.0
-85.6309585571289,44.83658981323242,40.333316802978516,-0.8650950193405151,-0.11791999638080597,0.0741719976067543,0.0475739985704422,0.0017630000365898013
-84.81172180175781,32.927032470703125,52.2170524597168,0.5977020263671875,-0.12144000083208084,0.05474599823355675,0.06695599853992462,0.0
-82.24899291992188,19.674375534057617,62.830528259277344,0.45614099502563477,-0.1143999993801117,0.03531999886035919,0.08105199784040451,0.0017630000365898013
-77.75370788574219,5.823615074157715,71.44938659667969,-0.7707210183143616,-0.10735999792814255,0.015893999487161636,0.0951479971408844,0.0017630000365898013
-70.8742446899414,-7.418550968170166,77.92665100097656,-0.5819730162620544,-0.09855999797582626,-0.007063999772071838,0.10748200118541718,0.0017630000365898013
-61.726131439208984,-19.93670082092285,82.3568115234375,1.2268619537353516,-0.08799999952316284,-0.026489999145269394,0.11629199981689453,0.0017630000365898013
-51.244136810302734,-32.297454833984375,84.61387634277344,1.8088350296020508,-0.07215999811887741,-0.04414999857544899,0.12334000319242477,0.0017630000365898013
-39.942909240722656,-44.784122467041016,84.99180603027344,0.408953994512558,-0.058079998940229416,-0.0653420016169548,0.1251019984483719,0.0017630000365898013
-27.62289047241211,-56.462833404541016,83.74254608154297,-0.6448889970779419,-0.04224000126123428,-0.07770399749279022,0.1251019984483719,0.0017630000365898013
-14.347098350524902,-66.17935180664062,80.63513946533203,0.1572899967432022,-0.02287999913096428,-0.09359800070524216,0.12334000319242477,0.0035260000731796026
-0.9032580256462097,-73.8077621459961,75.40713500976562,1.116758942604065,-0.005280000157654285,-0.10595999658107758,0.11805400252342224,0.0017630000365898013
12.057443618774414,-79.71532440185547,67.77508544921875,0.1572899967432022,0.01408000010997057,-0.11479000002145767,0.10924399644136429,0.0035260000731796026
24.524505615234375,-83.755126953125,58.34788513183594,-1.5571709871292114,0.033440001308918,-0.12185399979352951,0.09690999984741211,0.0017630000365898013
