220kV I段母线电压_A_1,220kV I段母线电压_B_2,220kV I段母线电压_C_3,220kV I段母线电压_N_4,220kV 天紫线路电流_A_25,220kV 天紫线路电流_B_26,220kV 天紫线路电流_C_27,220kV 天紫线路电流_N_28
-83.96241760253906,40.92998123168945,43.019744873046875,0.0,0.010421999730169773,-0.029596999287605286,0.02435999922454357,-0.0017399999778717756
-80.45832061767578,17.060260772705078,63.159095764160156,-0.3582479953765869,0.013895999640226364,-0.027855999767780304,0.019139999523758888,0.0
-68.22012329101562,-9.372159957885742,77.85820770263672,0.48285600543022156,0.02258099988102913,-0.027855999767780304,0.010440000332891941,0.0
-49.03647994995117,-34.99916076660156,84.34464263916016,0.4984320104122162,0.03474000096321106,-0.02263299934566021,-0.0052200001664459705,0.0017399999778717756
-24.894800186157227,-57.101139068603516,82.17900848388672,0.18691200017929077,0.02779199928045273,-0.015668999403715134,-0.010440000332891941,0.0
0.28242000937461853,-73.10494232177734,73.17122650146484,0.4517039954662323,0.031266000121831894,-0.010445999912917614,-0.017400000244379044,0.0
27.227380752563477,-83.98333740234375,56.70404052734375,-0.2492160052061081,0.02952899970114231,0.003481999970972538,-0.026100000366568565,0.0
50.113861083984375,-83.40804290771484,33.29008483886719,-0.06230400130152702,0.024318000301718712,0.006963999941945076,-0.022619999945163727,0.0017399999778717756
68.32472229003906,-77.25756072998047,8.798542022705078,-0.21806399524211884,0.015633000060915947,0.020891999825835228,-0.026100000366568565,0.0017399999778717756
81.44155883789062,-63.513118743896484,-17.71216583251953,0.38940000534057617,0.010421999730169773,0.02263299934566021,-0.02435999922454357,0.0017399999778717756
83.92057800292969,-40.97182083129883,-43.019744873046875,-0.1557600051164627,-0.006947999820113182,0.03307899832725525,-0.019139999523758888,0.0017399999778717756
80.47924041748047,-17.217159271240234,-63.01262664794922,0.4049760103225708,-0.010421999730169773,0.029596999287605286,-0.013919999822974205,0.0
68.38748168945312,9.278019905090332,-77.86866760253906,-0.3582479953765869,-0.019107000902295113,0.03133799880743027,-0.010440000332891941,0.0017399999778717756
49.07831954956055,34.946861267089844,-84.2086410522461,-0.3115200102329254,-0.02779199928045273,0.026115000247955322,0.0069599999114871025,0.0017399999778717756
24.968019485473633,57.08021926879883,-82.21039581298828,-0.28036800026893616,-0.024318000301718712,0.019151000306010246,0.010440000332891941,0.0
-0.17781999707221985,73.13632202148438,-73.21307373046875,-0.4049760103225708,-0.02952899970114231,0.01218700036406517,0.022619999945163727,0.0017399999778717756
-26.97633934020996,84.02517700195312,-56.82958221435547,0.3426719903945923,-0.024318000301718712,0.0,0.029580000787973404,0.0017399999778717756
-50.061561584472656,83.51264190673828,-33.38424301147461,0.06230400130152702,-0.019107000902295113,-0.006963999941945076,0.029580000787973404,0.0017399999778717756
-68.3561019897461,77.43537902832031,-8.976395606994629,0.12460800260305405,-0.010421999730169773,-0.019151000306010246,0.03305999934673309,0.0017399999778717756
-81.39971923828125,63.50265884399414,17.6807804107666,-0.38940000534057617,-0.0052109998650848866,-0.020891999825835228,0.029580000787973404,0.0
-83.93103790283203,41.17055892944336,42.6954231262207,-0.07788000255823135,0.008685000240802765,-0.029596999287605286,0.02435999922454357,0.0
-80.61521911621094,17.33222007751465,62.824310302734375,-0.7632240056991577,0.015633000060915947,-0.026115000247955322,0.022619999945163727,0.0034799999557435513
-68.80587768554688,-9.434920310974121,77.16770935058594,-1.8068159818649292,0.024318000301718712,-0.026115000247955322,0.017400000244379044,0.010440000332891941
-57.6869010925293,-48.032318115234375,66.90448760986328,-67.42850494384766,-0.024318000301718712,-0.07660400122404099,0.4889400005340576,0.38453999161720276
-17.70878028869629,-54.24555969238281,52.718017578125,-33.285911560058594,0.02952899970114231,-0.02263299934566021,1.1901600360870361,1.184939980506897
-5.33459997177124,-75.845458984375,33.499324798583984,-83.05123138427734,0.010421999730169773,-0.052230000495910645,1.7086800336837769,1.6599600315093994
31.484600067138672,-76.46260070800781,38.9395637512207,-10.763015747070312,0.05037299916148186,0.020891999825835228,2.042759895324707,2.115839958190918
45.14535903930664,-86.74478149414062,19.54301643371582,-38.36368942260742,0.01737000048160553,0.019151000306010246,2.246340036392212,2.281140089035034
71.1802978515625,-75.88729858398438,6.55967378616333,3.068471908569336,0.01737000048160553,0.019151000306010246,2.230679988861084,2.2689599990844727
78.0943603515625,-65.07166290283203,-2.123785972595215,18.87811279296875,0.015633000060915947,0.03482000157237053,2.002739906311035,2.0549399852752686
90.9810791015625,-32.781639099121094,-14.939736366271973,74.74922180175781,-0.0052109998650848866,0.029596999287605286,1.6025400161743164,1.635599970817566
88.04181671142578,-11.641980171203613,-27.975387573242188,83.736572265625,-0.010421999730169773,0.03482000157237053,1.0631400346755981,1.10316002368927
82.17375946044922,19.821699142456055,-37.631813049316406,111.33724975585938,-0.020843999460339546,0.020891999825835228,0.424560010433197,0.44196000695228577
62.47758102416992,49.35028076171875,-41.994468688964844,120.63612365722656,-0.015633000060915947,0.03830200061202049,-0.25751999020576477,-0.22098000347614288
36.85057830810547,68.5966796875,-41.356285095214844,110.8232421875,-0.03300299867987633,0.020891999825835228,-0.8404200077056885,-0.8386800289154053
14.298819541931152,85.68831634521484,-38.48969650268555,106.32177734375,-0.02952899970114231,0.008705000393092632,-1.3589400053024292,-1.3711199760437012
-19.058120727539062,92.71743774414062,-29.65976905822754,76.05760955810547,-0.026055000722408295,-0.003481999970972538,-1.7487000226974487,-1.7695800065994263
-43.952919006347656,91.59822082519531,-19.553478240966797,48.503662109375,-0.02779199928045273,-0.010445999912917614,-1.947059988975525,-1.9783799648284912
-66.20133972167969,78.26171875,-7.0200018882751465,8.67583179473877,-0.012159000150859356,-0.019151000306010246,-1.9366199970245361,-1.9679399728775024
-82.33065795898438,61.91273880004883,6.978154182434082,-23.270544052124023,-0.013895999640226364,-0.029596999287605286,-1.7191200256347656,-1.764359951019287
-91.30534362792969,34.99916076660156,18.768827438354492,-64.92076873779297,0.008685000240802765,-0.029596999287605286,-1.324139952659607,-1.3519799709320068
-88.60665893554688,9.466300010681152,29.450529098510742,-85.88606262207031,0.006947999820113182,-0.03307899832725525,-0.7847399711608887,-0.8230199813842773
-80.15498352050781,-20.42837905883789,37.548118591308594,-108.98527526855469,0.026055000722408295,-0.026115000247955322,-0.16181999444961548,-0.17747999727725983
-61.46295928955078,-46.118141174316406,42.04677963256836,-113.36212921142578,0.031266000121831894,-0.026115000247955322,0.47154000401496887,0.4611000120639801
-37.66645812988281,-68.34564208984375,41.97354507446289,-110.8232421875,0.03300299867987633,-0.01218700036406517,1.061400055885315,1.070099949836731
-11.045760154724121,-84.370361328125,38.039833068847656,-99.3437271118164,0.031266000121831894,-0.010445999912917614,1.5764399766921997,1.5868799686431885
17.447280883789062,-92.24674224853516,29.76439094543457,-77.98902893066406,0.031266000121831894,0.005222999956458807,1.9557600021362305,1.9853399991989136
43.28348159790039,-89.28656005859375,18.831600189208984,-47.02394485473633,0.02779199928045273,0.01218700036406517,2.1523799896240234,2.1837000846862793
65.89800262451172,-79.3077163696289,6.978154182434082,-11.09011173248291,0.019107000902295113,0.02437400072813034,2.1436800956726074,2.1837000846862793
82.74906158447266,-61.66170120239258,-6.00518798828125,26.089799880981445,0.015633000060915947,0.027855999767780304,1.9331400394439697,1.9801199436187744
89.92462158203125,-35.16651916503906,-18.936220169067383,61.93017578125,-0.0017369999550282955,0.03307899832725525,1.5364199876785278,1.578179955482483
89.75726318359375,-8.577199935913086,-29.534225463867188,89.26605224609375,-0.006947999820113182,0.03307899832725525,0.988319993019104,1.030079960823059
79.99807739257812,20.44930076599121,-37.26564407348633,109.20333862304688,-0.01737000048160553,0.03133799880743027,0.35148000717163086,0.38453999161720276
62.12194061279297,47.321041107177734,-42.42340850830078,115.83871459960938,-0.02779199928045273,0.026115000247955322,-0.3027600049972534,-0.28883999586105347
36.68321990966797,68.01091766357422,-41.26212692260742,109.74849700927734,-0.019107000902295113,0.02263299934566021,-0.9047999978065491,-0.8908799886703491
8.388919830322266,82.46663665771484,-40.9587287902832,86.3689193725586,-0.03300299867987633,0.006963999941945076,-1.4180999994277954,-1.4198399782180786
-16.77783966064453,91.32626342773438,-29.471454620361328,78.08248901367188,-0.02952899970114231,0.0,-1.8008999824523926,-1.820039987564087
-42.7186393737793,90.77188110351562,-18.695594787597656,50.762184143066406,-0.020843999460339546,-0.010445999912917614,-2.002739906311035,-2.0288400650024414
-64.19302368164062,80.94994354248047,-6.5492119789123535,17.56972885131836,-0.015633000060915947,-0.017410000786185265,-2.000999927520752,-2.034060001373291
-81.09638214111328,63.858299255371094,6.402743816375732,-18.784656524658203,-0.010421999730169773,-0.027855999767780304,-1.7974200248718262,-1.8391799926757812
-88.20918273925781,37.00748062133789,18.64328384399414,-56.32281494140625,0.006947999820113182,-0.029596999287605286,-1.411139965057373,-1.444200038909912
-88.72171783447266,9.623200416564941,29.26221466064453,-86.1508560180664,0.010421999730169773,-0.03133799880743027,-0.875220000743866,-0.9100199937820435
-79.92485809326172,-19.570659637451172,37.3807258605957,-107.42767333984375,0.020843999460339546,-0.029596999287605286,-0.247079998254776,-0.2714399993419647
-62.18470001220703,-47.12229919433594,41.60737228393555,-117.1159439086914,0.03300299867987633,-0.02437400072813034,0.4019399881362915,0.3967199921607971
-37.8861198425293,-68.62805938720703,41.97354507446289,-111.69549560546875,0.02952899970114231,-0.015668999403715134,1.0074599981307983,1.0109399557113647
-11.694279670715332,-84.42266082763672,37.88290023803711,-100.83902740478516,0.03300299867987633,-0.008705000393092632,1.5277199745178223,1.541640043258667
17.300840377807617,-92.50823974609375,29.544687271118164,-79.07935333251953,0.03300299867987633,0.003481999970972538,1.9122600555419922,1.9400999546051025
43.628658294677734,-89.4434585571289,18.74790382385254,-46.837032318115234,0.02779199928045273,0.01218700036406517,2.1106200218200684,2.1436800956726074
65.59465789794922,-79.7993392944336,6.779376029968262,-12.819047927856445,0.019107000902295113,0.02263299934566021,2.1106200218200684,2.148900032043457
82.81182098388672,-61.92319869995117,-6.20396614074707,25.420032501220703,0.013895999640226364,0.027855999767780304,1.907039999961853,1.9540200233459473
89.6317367553711,-36.04515838623047,-18.862985610961914,60.04547882080078,-0.003473999910056591,0.03307899832725525,1.5155400037765503,1.5590399503707886
89.41207885742188,-9.068819999694824,-29.440067291259766,87.97325134277344,-0.006947999820113182,0.03307899832725525,0.9778800010681152,1.0213799476623535
80.13406372070312,19.62295913696289,-37.370262145996094,107.81707000732422,-0.015633000060915947,0.03133799880743027,0.34973999857902527,0.38280001282691956
62.06964111328125,45.657901763916016,-86.9706039428711,35.84037780761719,-0.07816500216722488,-0.020891999825835228,-0.04698000103235245,-0.12875999510288239
22.24842071533203,52.79161834716797,-76.75969696044922,-2.9750161170959473,0.0052109998650848866,0.04874800145626068,-0.045239999890327454,0.020880000665783882
5.6274800300598145,76.60903930664062,-66.9254150390625,26.448047637939453,-0.05211000144481659,-0.01218700036406517,-0.045239999890327454,-0.09743999689817429
-26.32781982421875,83.54402160644531,-61.08761978149414,-6.728831768035889,-0.003473999910056591,0.02263299934566021,-0.045239999890327454,-0.013919999822974205
-45.448699951171875,86.94351959228516,-29.774852752685547,20.124191284179688,-0.03474000096321106,-0.02263299934566021,-0.04349999874830246,-0.08873999863862991
-69.26612091064453,76.68225860595703,-9.593653678894043,-3.8940000534057617,0.0052109998650848866,0.001740999985486269,-0.041760001331567764,-0.029580000787973404
