110kV II母_5,110kV II母_6,110kV II母_7,110kV II母_8,110kV崇古六线_33,110kV崇古六线_34,110kV崇古六线_35,110kV崇古六线_36
-0.1960259974002838,-72.76273345947266,74.1190185546875,0.062247999012470245,0.10807500034570694,-0.008646000176668167,-0.13833600282669067,-0.017292000353336334
5.218530178070068,-75.20510864257812,71.12564849853516,-0.023343000560998917,0.10807500034570694,-0.008646000176668167,-0.13833600282669067,-0.017292000353336334
10.235735893249512,-77.21835327148438,68.0845947265625,-0.12449599802494049,0.10807500034570694,-0.008646000176668167,-0.13833600282669067,-0.017292000353336334
14.83969783782959,-78.53755187988281,64.84222412109375,-0.10893400013446808,0.10807500034570694,-0.008646000176668167,-0.06916800141334534,-0.017292000353336334
19.252931594848633,-79.85145568847656,61.54686737060547,-0.24121099710464478,0.10807500034570694,-0.008646000176668167,-0.06916800141334534,-0.017292000353336334
23.835702896118164,-80.85807800292969,58.081974029541016,-0.24121099710464478,0.10807500034570694,0.008646000176668167,-0.12104400247335434,-0.017292000353336334
28.48204803466797,-82.01834106445312,54.57469940185547,-0.16340099275112152,0.07349099963903427,0.008646000176668167,-0.103752002120018,-0.017292000353336334
33.23965072631836,-82.89250946044922,50.83430862426758,-0.007780999876558781,0.07349099963903427,0.043230000883340836,-0.13833600282669067,-0.017292000353336334
38.04493713378906,-83.37992095947266,46.44226837158203,-0.05446700006723404,0.07349099963903427,0.0259380005300045,-0.13833600282669067,-0.017292000353336334
42.961483001708984,-83.24217224121094,41.45684814453125,-0.09337200224399567,0.07349099963903427,0.0259380005300045,-0.13833600282669067,-0.017292000353336334
47.71378707885742,-83.08853149414062,36.60918045043945,0.015561999753117561,0.0389069989323616,0.043230000883340836,-0.13833600282669067,-0.03458400070667267
52.14291763305664,-82.56932830810547,31.70853042602539,0.1478389948606491,0.021615000441670418,0.043230000883340836,-0.12104400247335434,-0.017292000353336334
56.285953521728516,-81.54681396484375,26.500595092773438,0.023343000560998917,0.05619899928569794,0.043230000883340836,-0.13833600282669067,-0.017292000353336334
60.614418029785156,-80.61966705322266,21.117828369140625,0.0,0.0389069989323616,0.043230000883340836,-0.13833600282669067,-0.03458400070667267
65.02764892578125,-79.52827453613281,15.655590057373047,0.07780999690294266,0.021615000441670418,0.06052200123667717,-0.13833600282669067,-0.017292000353336334
