通红乙线电压_A相_5,通红乙线电压_B相_6,通红乙线电压_C相_7,通红乙线电压_3U0_8,通红乙线电流_A相_29,通红乙线电流_B相_30,通红乙线电流_C相_31,通红乙线电流_3I0_32
-62.18547439575195,85.31262969970703,-23.311559677124023,0.21817301213741302,-0.02089986391365528,0.011413004249334335,0.0132704833522439,0.0018925368785858154
-76.37196350097656,76.87591552734375,-0.779129683971405,0.07791893184185028,-0.017099888995289803,0.011413004249334335,0.01895783469080925,-0.0018925368785858154
-85.18131256103516,62.77663040161133,21.60786247253418,-0.7791893482208252,-0.018999876454472542,0.005706502124667168,0.015166266821324825,0.0
-87.8854751586914,44.30313491821289,43.20533752441406,-0.23375681042671204,-0.017099888995289803,0.0019021673360839486,0.01895783469080925,0.0
-85.25411224365234,23.02433204650879,61.94600296020508,-0.14025408029556274,-0.013299914076924324,-0.005706502124667168,0.0227494016289711,-0.0018925368785858154
-76.79838562011719,0.8000332117080688,76.13655090332031,0.5142650008201599,-0.007599950768053532,-0.011413004249334335,0.0227494016289711,0.0
-62.819915771484375,-21.580116271972656,84.99785614013672,1.2467029094696045,-0.001899987692013383,-0.009510836564004421,0.01895783469080925,-0.0018925368785858154
-44.27555847167969,-43.0043830871582,87.88582611083984,1.137616515159607,0.001899987692013383,-0.013315171003341675,0.015166266821324825,-0.003785073757171631
-23.047836303710938,-61.8519172668457,85.41339111328125,0.9817785620689392,0.007599950768053532,-0.019021673128008842,0.0132704833522439,0.0018925368785858154
-0.7488466501235962,-76.377197265625,77.2169418334961,0.34284332394599915,0.009499938227236271,-0.015217338688671589,0.0132704833522439,0.0018925368785858154
21.726953506469727,-85.47887420654297,63.26533126831055,-0.7168542146682739,0.015199901536107063,-0.019021673128008842,0.009478917345404625,0.0018925368785858154
43.26669692993164,-88.0867691040039,44.7324333190918,-0.0935027226805687,0.017099888995289803,-0.015217338688671589,0.0018957833526656032,0.0018925368785858154
