220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,279多者II回_A相_25,279多者II回_B相_26,279多者II回_C相_27,279多者II回_3I0_28
-56.57710647583008,83.5628890991211,-27.599637985229492,-0.09365812689065933,-0.5130494832992554,0.6962240934371948,-0.10061371326446533,0.027400972321629524
-70.97760009765625,77.4640121459961,-6.148279666900635,0.39024218916893005,-0.5496959090232849,0.5862939953804016,0.054880209267139435,0.01826731488108635
-80.7243423461914,65.19341278076172,15.646383285522461,-0.2809743881225586,-0.6413118839263916,0.4488813281059265,0.22866754233837128,0.0
-85.29443359375,47.937557220458984,36.57758331298828,-0.4839003384113312,-0.6229886412620544,0.3114686906337738,0.33842796087265015,0.0
-83.86170196533203,27.944494247436523,55.98991775512695,0.12487750500440598,-0.5222110748291016,0.1282518059015274,0.512215256690979,0.0
-76.94904327392578,6.192541599273682,71.35541534423828,0.17170657217502594,-0.4855647087097168,-0.009160843677818775,0.576242208480835,0.0
-65.25714111328125,-15.486557960510254,80.23973083496094,0.3590228259563446,-0.36646392941474915,-0.2473427802324295,0.6768559217453003,0.0365346297621727
-47.75065994262695,-37.092803955078125,84.42180633544922,0.7492650151252747,-0.21071675419807434,-0.3481120467185974,0.6768559217453003,0.01826731488108635
-27.274139404296875,-56.346923828125,83.62076568603516,0.7960941195487976,-0.04580799117684364,-0.5221680998802185,0.6311224102973938,0.01826731488108635
-5.960988998413086,-70.82394409179688,77.25402069091797,0.015609688125550747,0.12826237082481384,-0.5679723024368286,0.5488020777702332,0.0365346297621727
15.760018348693848,-81.31483459472656,65.31116485595703,-0.5463390946388245,0.3114943206310272,-0.6595807671546936,0.45733508467674255,0.0365346297621727
36.49798583984375,-84.93669128417969,47.927452087402344,-0.031219376251101494,0.4214335083961487,-0.6504198908805847,0.32013455033302307,0.0365346297621727
56.25291061401367,-84.17693328857422,27.786895751953125,0.3590228259563446,0.5771806836128235,-0.6412590742111206,0.1372005194425583,0.01826731488108635
70.56974029541016,-77.45360565185547,6.262714862823486,0.015609688125550747,0.659635066986084,-0.5496506094932556,-0.01829340308904648,0.0365346297621727
84.42642974853516,-64.58976745605469,-22.87659454345703,-6.228265762329102,0.7604126334190369,-0.4030771255493164,-0.40245485305786133,-0.10047022998332977
77.07453918457031,-54.15091323852539,-21.388938903808594,1.717065691947937,0.7695742249488831,-0.1374126523733139,-1.2165112495422363,-0.6850243210792542
85.6813735961914,-26.13356590270996,-38.67902374267578,35.34033203125,0.6229886412620544,-0.0641259029507637,-4.070281982421875,-3.5438590049743652
73.75939178466797,-8.898526191711426,-52.671302795410156,20.323814392089844,0.7237662672996521,0.2198602557182312,-7.106986999511719,-6.183485984802246
61.10536575317383,14.456202507019043,-57.009429931640625,32.49937057495117,0.5313726663589478,0.2106994092464447,-10.509559631347656,-9.800414085388184
44.341392517089844,34.74068069458008,-58.48667907714844,36.66715621948242,0.37562552094459534,0.4855247139930725,-14.058480262756348,-13.243803024291992
24.429595947265625,52.412841796875,-59.43336868286133,29.79889488220215,0.21071675419807434,0.5954548120498657,-17.49764060974121,-16.741994857788086
3.1791939735412598,67.08760070800781,-55.32411575317383,25.459402084350586,0.10993917286396027,0.6504198908805847,-20.461172103881836,-19.68303108215332
-17.23457908630371,77.80746459960938,-48.53083801269531,23.149168014526367,-0.19239355623722076,0.7878325581550598,-22.638086318969727,-22.03038215637207
-38.641849517822266,82.07459259033203,-37.36822509765625,11.504340171813965,-0.2382015436887741,0.7511891722679138,-23.955211639404297,-23.44609832763672
-57.34053039550781,82.05377960205078,-22.7829647064209,3.964860677719116,-0.4122719168663025,0.6779024600982666,-24.064971923828125,-23.78404426574707
-71.23904418945312,76.84996032714844,-8.884316444396973,-6.8838725090026855,-0.5130494832992554,0.5404897928237915,-23.022247314453125,-22.99854850769043
-81.33089447021484,64.68344116210938,4.55659294128418,-18.95016098022461,-0.5313726663589478,0.3572728931903839,-20.955093383789062,-21.135282516479492
-83.3283462524414,49.58196258544922,20.442249298095703,-25.287694931030273,-0.5955038666725159,0.2473427802324295,-17.973268508911133,-18.27644920349121
-82.59629821777344,29.21422576904297,34.112030029296875,-34.87204360961914,-0.5680190920829773,0.0824475958943367,-14.122507095336914,-14.613851547241211
-75.5372314453125,7.660017967224121,44.22391891479492,-41.24079513549805,-0.5771806836128235,-0.1465734988451004,-9.631476402282715,-10.375834465026855
-62.10932159423828,-13.248916625976562,51.98469161987305,-40.38226318359375,-0.5771806836128235,-0.3297903835773468,-4.88433837890625,-5.809006214141846
-44.09040069580078,-34.88638687133789,54.96000289916992,-41.36567306518555,-0.467241495847702,-0.5496506094932556,-0.1372005194425583,-1.159974455833435
-24.387765884399414,-53.0997428894043,55.79225540161133,-38.696414947509766,-0.3206559419631958,-0.7328674793243408,4.207482814788818,3.1054434776306152
-4.026281833648682,-67.73287963867188,52.35920715332031,-33.498390197753906,-0.20155516266822815,-0.8336367607116699,7.911896705627441,6.831975936889648
18.280364990234375,-78.1301040649414,45.3786735534668,-26.021350860595703,-0.009161598049104214,-0.934406042098999,10.820548057556152,9.791280746459961
38.23399353027344,-82.40763854980469,35.089927673339844,-16.95212173461914,0.05496958643198013,-0.934406042098999,12.75050163269043,11.764150619506836
