17-110kVⅡ段母线电压Ua_17,18-110kVⅡ段母线电压Ub_18,19-110kVⅡ段母线电压Uc_19,20-110kVⅡ段母线电压3Uo_20,21-110kV镇电威马线电流Ia_21,22-110kV镇电威马线电流Ib_22,23-110kV镇电威马线电流Ic_23,24-110kV镇电威马线电流3Io_24
1.6528897285461426,-74.5552749633789,72.73611450195312,-0.31952568888664246,-0.10358097404241562,-2.5045711994171143,2.6605615615844727,0.025924403220415115
6.728508472442627,-77.51846313476562,70.70938873291016,-0.1324862539768219,0.06905398517847061,-2.59957218170166,2.5655415058135986,0.034565869718790054
11.648194313049316,-79.82662963867188,68.19156646728516,0.04675985500216484,0.25895243883132935,-2.711846113204956,2.487797975540161,0.025924403220415115
16.34957504272461,-81.27703094482422,64.90203857421875,-0.038966547697782516,0.4229556620121002,-2.780937671661377,2.3841397762298584,0.008641467429697514
21.12891960144043,-81.94764709472656,60.61472702026367,-0.3351123034954071,0.6128541231155396,-2.850029230117798,2.2545669078826904,0.017282934859395027
26.10318374633789,-82.6806411743164,56.1715202331543,-0.6780179142951965,0.8027525544166565,-2.901848077774048,2.1163558959960938,0.017282934859395027
31.124225616455078,-83.54620361328125,51.892005920410156,-0.8650573492050171,0.9667558073997498,-2.9709396362304688,2.0213358402252197,0.017282934859395027
36.075096130371094,-84.13883972167969,47.51895523071289,-0.9274038076400757,1.1221272945404053,-3.0141217708587646,1.9090393781661987,0.025924403220415115
40.98698806762695,-84.13883972167969,42.63142395019531,-0.8650573492050171,1.286130428314209,-3.0227582454681396,1.770828366279602,0.017282934859395027
45.96904754638672,-83.80353546142578,37.455474853515625,-0.6156714558601379,1.4328701496124268,-2.9968490600585938,1.6067028045654297,0.025924403220415115
50.68601989746094,-83.3824462890625,32.60691833496094,-0.08572640269994736,1.5796098709106445,-2.9623031616210938,1.3993862867355347,0.017282934859395027
54.56095504760742,-82.47789764404297,28.007808685302734,0.2337992787361145,1.7177178859710693,-2.9363937377929688,1.2352607250213623,0.008641467429697514
57.95249557495117,-80.91832733154297,23.00335121154785,0.12469294667243958,1.8471940755844116,-2.9191207885742188,1.0797734260559082,0.0
61.74946594238281,-79.30416870117188,17.40646743774414,-0.1948327273130417,2.002565622329712,-2.893211603164673,0.9070096611976624,0.008641467429697514
65.78033447265625,-77.9239501953125,11.864148139953613,-0.42083868384361267,2.1320416927337646,-2.858665704727173,0.7515223026275635,0.017282934859395027
69.32001495361328,-76.4813461303711,6.812921047210693,-0.514358401298523,2.2701497077941895,-2.815483331680298,0.5442057847976685,0.008641467429697514
72.2827377319336,-74.57087707519531,1.9098005294799805,-0.6234647631645203,2.3823623657226562,-2.729118824005127,0.371442049741745,0.017282934859395027
75.16749572753906,-72.40306854248047,-3.0868611335754395,-0.48318517208099365,2.468679904937744,-2.634117841720581,0.17276374995708466,0.017282934859395027
78.05226135253906,-70.21187591552734,-7.857464790344238,0.04675985500216484,2.537734031677246,-2.5132076740264893,0.0,0.017282934859395027
80.49260711669922,-67.66197204589844,-12.456576347351074,0.6780179142951965,2.632683277130127,-2.4095702171325684,-0.19867829978466034,0.017282934859395027
82.00515747070312,-64.03597259521484,-17.44544219970703,0.9429904222488403,2.693105459213257,-2.2972962856292725,-0.3800802230834961,0.008641467429697514
82.55872344970703,-59.3962516784668,-22.660367965698242,0.8884372711181641,2.7535276412963867,-2.1763858795166016,-0.5873967409133911,0.0
82.7302474975586,-54.82670974731445,-27.64143943786621,0.48318517208099365,2.8139498233795166,-2.0468392372131348,-0.7515223026275635,0.0
83.01092529296875,-50.5690803527832,-32.40424728393555,0.06234647333621979,2.8312134742736816,-1.9172923564910889,-0.9156478643417358,0.0
83.463134765625,-46.02293014526367,-37.525630950927734,-0.15586619079113007,2.8743720054626465,-1.7963820695877075,-1.0797734260559082,0.0
83.61126708984375,-40.899742126464844,-42.84968566894531,-0.21041934192180634,2.9002673625946045,-1.6581988334655762,-1.261175274848938,0.0
