220kV I段电压_1,220kV I段电压_2,220kV I段电压_3,220kV I段电压_4,220kV大东线_9,220kV大东线_10,220kV大东线_11,220kV大东线_12
72.60273742675781,1.8778640031814575,-74.46233367919922,-0.07851400226354599,0.2130970060825348,-7.999999979801942e-06,-0.1655769944190979,-0.004362000152468681
69.69606018066406,7.441864013671875,-77.2320785522461,-0.20411400496959686,0.2174459993839264,-7.999999979801942e-06,-0.20914700627326965,0.013030000030994415
66.40931701660156,12.770463943481445,-79.3174057006836,-0.32971400022506714,0.1913519948720932,0.01735999993979931,-0.21786099672317505,-0.004362000152468681
62.76392364501953,18.008113861083984,-80.98567199707031,-0.4553140103816986,0.1870030015707016,0.04775400087237358,-0.20043300092220306,-0.004362000152468681
58.70099639892578,23.208314895629883,-82.2261734008789,-0.5495139956474304,0.1739560067653656,0.030386000871658325,-0.20043300092220306,-0.021754000335931778
54.937835693359375,28.19451332092285,-83.39717102050781,-0.42391398549079895,0.1783050000667572,0.06512200087308884,-0.21350400149822235,-0.021754000335931778
50.79996871948242,33.28236389160156,-84.29546356201172,-0.38466399908065796,0.139164000749588,0.0781479999423027,-0.21350400149822235,0.017378000542521477
46.73704147338867,38.2739143371582,-85.21514892578125,-0.37681400775909424,0.12611700594425201,0.09985800087451935,-0.23093199729919434,0.004333999939262867
42.51352310180664,42.96586227416992,-85.65895080566406,-0.4553140103816986,0.139164000749588,0.10419999808073044,-0.20914700627326965,-0.004362000152468681
37.99559020996094,47.497314453125,-85.61082458496094,-0.28261399269104004,0.10437200218439102,0.1172259971499443,-0.20478999614715576,0.004333999939262867
33.16718673706055,51.381412506103516,-84.75531005859375,-0.2747640013694763,0.11307000368833542,0.10854200273752213,-0.20478999614715576,-0.008709999732673168
28.376251220703125,54.8963623046875,-83.39717102050781,-0.2669140100479126,0.08262699842453003,0.13025200366973877,-0.21350400149822235,-0.021754000335931778
22.99648666381836,58.4915657043457,-81.55245208740234,-0.1805640012025833,0.060881998389959335,0.13025200366973877,-0.20914700627326965,-0.02610200084745884
17.702369689941406,62.3863639831543,-80.1408462524414,-0.14131399989128113,0.056533001363277435,0.14762000739574432,-0.20914700627326965,-0.021754000335931778
12.349369049072266,66.17416381835938,-78.61160278320312,-0.16486400365829468,0.021740999072790146,0.18235599994659424,-0.20043300092220306,-0.017405999824404716
7.017780780792236,69.4483642578125,-76.56370544433594,-0.06281399726867676,0.021740999072790146,0.16498799622058868,-0.18736200034618378,0.004333999939262867
1.3543070554733276,72.78141021728516,-74.07734680175781,-0.015714000910520554,-0.004352999851107597,0.1953819990158081,-0.20043300092220306,-0.004362000152468681
-4.121811866760254,75.88976287841797,-71.66050720214844,0.039236001670360565,-0.017400000244379044,0.1997240036725998,-0.1655769944190979,-0.008709999732673168
