220kV III段电压_A相_1,220kV III段电压_B相_2,220kV III段电压_C相_3,220kV III段电压_3U0_4,220kV虹花I回线_A相_37,220kV虹花I回线_B相_38,220kV虹花I回线_C相_39,220kV虹花I回线_3I0_40
-38.85923385620117,83.87116241455078,-44.78596878051758,0.8230727910995483,-0.12049276381731033,0.3334506154060364,-0.15698319673538208,0.03708793967962265
-57.41185760498047,80.906494140625,-23.604814529418945,-0.24847480654716492,-0.15756745636463165,0.3427131474018097,-0.05540583282709122,0.03708793967962265
-71.70478820800781,75.12227630615234,-3.2833375930786133,0.13976708054542542,-0.25025421380996704,0.2964005470275879,0.03693722188472748,0.027815954759716988
-81.70671081542969,62.54833984375,18.529624938964844,-1.102607011795044,-0.29659757018089294,0.19451285898685455,0.10157736390829086,0.027815954759716988
-83.63818359375,44.625553131103516,38.43680191040039,-1.1491960287094116,-0.33367225527763367,0.11115020513534546,0.17545180022716522,0.0
-80.67310333251953,23.489316940307617,57.03892517089844,-0.04658902436494827,-0.28732889890670776,0.06483761966228485,0.28626346588134766,0.027815954759716988
-75.16056823730469,3.2549185752868652,71.68447875976562,-0.5590683221817017,-0.24098552763462067,0.018525034189224243,0.3601379096508026,0.055631909519433975
-62.235328674316406,-18.51364517211914,81.16162109375,0.7454243898391724,-0.23171685636043549,-0.10188768804073334,0.35090360045433044,0.018543969839811325
-44.3404541015625,-39.090118408203125,83.57492065429688,0.4037715494632721,-0.15756745636463165,-0.1759878247976303,0.35090360045433044,0.009271984919905663
-23.65798568725586,-57.31351852416992,80.93375396728516,-0.04658902436494827,-0.08341806381940842,-0.2500879764556885,0.37860652804374695,0.027815954759716988
-3.1843273639678955,-71.4112548828125,74.99888610839844,0.4037715494632721,0.0,-0.2593504786491394,0.3601379096508026,0.018543969839811325
18.803192138671875,-82.30590057373047,63.19129943847656,-0.23294512927532196,0.06488072127103806,-0.3056630790233612,0.304732084274292,0.04635992273688316
38.8801155090332,-84.068115234375,44.77560806274414,-0.4037715494632721,0.15756745636463165,-0.28713804483413696,0.2123890221118927,0.03708793967962265
57.44317626953125,-80.85466003417969,23.54266929626465,0.3727121949195862,0.2224481850862503,-0.2964005470275879,0.11081166565418243,0.027815954759716988
71.2767333984375,-75.44361877441406,3.9358620643615723,-0.06211870163679123,0.28732889890670776,-0.24082544445991516,0.00923430547118187,0.009271984919905663
82.0199203491211,-63.077003479003906,-18.66427230834961,0.8851915001869202,0.33367225527763367,-0.22230041027069092,-0.10157736390829086,0.009271984919905663
83.86787414550781,-44.58409118652344,-38.66466522216797,1.102607011795044,0.3614782989025116,-0.0833626538515091,-0.16621750593185425,0.04635992273688316
80.24504852294922,-23.250898361206055,-56.92499542236328,0.09317804872989655,0.3614782989025116,0.0,-0.2400919497013092,0.03708793967962265
74.96219635009766,-3.420774221420288,-71.31160736083984,0.652246356010437,0.3244035840034485,0.07410013675689697,-0.28626346588134766,0.04635992273688316
62.60074234008789,18.29595947265625,-81.48270416259766,-0.5280089378356934,0.2595228850841522,0.12041272222995758,-0.3324350118637085,0.018543969839811325
44.350894927978516,39.162681579589844,-83.99958038330078,-0.6677760481834412,0.20391082763671875,0.22230041027069092,-0.3601379096508026,0.027815954759716988
23.53270149230957,57.30315017700195,-80.90267944335938,0.23294512927532196,0.1390301138162613,0.2964005470275879,-0.3601379096508026,0.018543969839811325
3.361814498901367,71.59783935546875,-75.23711395263672,-0.06211870163679123,0.06488072127103806,0.3056630790233612,-0.28626346588134766,0.055631909519433975
-18.573503494262695,81.80833435058594,-63.149871826171875,0.38824188709259033,-0.009268674068152905,0.36123818159103394,-0.24932624399662018,0.055631909519433975
-38.900997161865234,83.9437255859375,-44.713462829589844,0.652246356010437,-0.12049276381731033,0.32418811321258545,-0.17545180022716522,0.055631909519433975
-57.46405792236328,81.06198120117188,-23.708389282226562,-0.49694961309432983,-0.1853734850883484,0.31492558121681213,-0.0923430547118187,0.018543969839811325
-71.48554229736328,75.21556854248047,-3.6044211387634277,0.24847480654716492,-0.25025421380996704,0.2593504786491394,0.01846861094236374,0.0
-81.51878356933594,62.776390075683594,18.21889877319336,-1.087077260017395,-0.2687915563583374,0.24082544445991516,0.11081166565418243,0.027815954759716988
-83.64862823486328,44.86397171020508,38.40572738647461,-0.9783695340156555,-0.28732889890670776,0.14820027351379395,0.19392041862010956,0.03708793967962265
-80.40165710449219,23.468584060668945,56.90427780151367,-0.06211870163679123,-0.3151349127292633,0.06483761966228485,0.28626346588134766,0.03708793967962265
-75.16056823730469,2.9543049335479736,55.3920783996582,-26.695512771606445,-0.48197105526924133,-0.20377537608146667,2.0684845447540283,1.344437837600708
-64.05196380615234,-19.011211395263672,68.84651184082031,-25.313371658325195,-0.21317949891090393,-0.3890257179737091,2.8626346588134766,2.262364387512207
-43.67226791381836,-39.0071907043457,75.89999389648438,-12.563507080078125,-0.3151349127292633,-0.5372260212898254,3.6937222480773926,2.7723233699798584
-25.44329833984375,-58.28791809082031,70.76265716552734,-22.455909729003906,-0.3522096276283264,-0.6669012308120728,4.65408992767334,3.578986167907715
-0.7203888297080994,-70.33319091796875,67.88326263427734,-5.016085147857666,-0.3707469701766968,-0.7317388653755188,5.5221147537231445,4.32074499130249
17.529460906982422,-82.36809539794922,60.70549392700195,-7.050472736358643,-0.4078216552734375,-0.8521515727043152,6.1315789222717285,4.821432113647461
40.68630599975586,-83.60164642333984,43.71914291381836,1.739323616027832,-0.38001564145088196,-0.9169892072677612,6.2423906326293945,4.904880046844482
57.10908508300781,-80.28453826904297,29.736473083496094,12.097617149353027,-0.3151349127292633,-0.8614140748977661,5.679097652435303,4.432008743286133
70.6085433959961,-75.11190795898438,12.936556816101074,15.172492980957031,-0.16683612763881683,-0.7410013675689697,4.497106552124023,3.4955382347106934
81.52922058105469,-64.10323333740234,-5.914150714874268,20.73211669921875,0.03707469627261162,-0.5372260212898254,2.604074239730835,2.030564785003662
82.55238342285156,-45.558494567871094,-22.39298439025879,25.67055320739746,0.24098552763462067,-0.2593504786491394,0.40630945563316345,0.27815955877304077
78.73118591308594,-25.52104949951172,-47.42713928222656,10.265115737915039,0.34294095635414124,0.0,-1.0804136991500854,-0.862294614315033
74.93087768554688,-4.789083957672119,-65.46995544433594,8.2928466796875,0.43562766909599304,0.1759878247976303,-2.160827398300171,-1.6411412954330444
60.543983459472656,17.59107208251953,-67.89362335205078,17.98336410522461,0.5190457701683044,0.37050068378448486,-3.4720988273620605,-2.651787757873535
44.52838134765625,37.825469970703125,-70.17227935791016,21.58624839782715,0.6024638414382935,0.6113261580467224,-5.171211242675781,-4.0518574714660645
23.53270149230957,55.82081604003906,-70.01691436767578,16.461456298828125,0.7136878967285156,0.8521515727043152,-6.81491756439209,-5.340663433074951
1.7957518100738525,70.35391998291016,-63.51238250732422,15.265670776367188,0.8063746690750122,1.00961434841156,-8.181594848632812,-6.481117248535156
-19.0642032623291,79.34123229980469,-57.22536087036133,5.652801990509033,0.8063746690750122,1.1392896175384521,-9.086556434631348,-7.15797233581543
-39.32905197143555,83.6638412475586,-44.17487335205078,0.38824188709259033,0.7692999243736267,1.2041271924972534,-9.27124309539795,-7.306324005126953
-57.39097595214844,79.39305877685547,-25.562387466430664,-6.631171226501465,0.7136878967285156,1.2133897542953491,-8.735652923583984,-6.814908981323242
-71.52729797363281,74.29299926757812,-13.319786071777344,-18.169719696044922,0.5005084276199341,1.0744520425796509,-7.470552921295166,-5.850622653961182
-80.98632049560547,64.90141296386719,3.6665661334991455,-22.021080017089844,0.29659757018089294,0.8984641432762146,-5.531349182128906,-4.348560810089111
-82.56282043457031,45.50666427612305,21.305442810058594,-27.37881851196289,0.027806023135781288,0.5650135278701782,-3.0565550327301025,-2.4385321140289307
-79.08616638183594,25.396657943725586,36.36529541015625,-30.62451934814453,-0.2224481850862503,0.23156292736530304,-0.32320070266723633,-0.2967035174369812
-74.24180603027344,6.3854451179504395,57.867530822753906,-17.501943588256836,-0.38928431272506714,-0.09262517094612122,1.8191581964492798,1.3537098169326782
-60.47089767456055,-17.207530975341797,69.28153228759766,-14.706603050231934,-0.46343371272087097,-0.2964005470275879,3.379755735397339,2.6146998405456543
-43.27553176879883,-36.405330657958984,69.14688110351562,-18.449254989624023,-0.5561204552650452,-0.5372260212898254,4.986525058746338,3.866417646408081
-23.76239013671875,-55.5823974609375,68.85687255859375,-18.014423370361328,-0.6395385265350342,-0.7595264315605164,6.593294143676758,5.173767566680908
-2.7458298206329346,-70.32282257080078,63.81275177001953,-16.04215431213379,-0.732225239276886,-0.9633017778396606,8.033845901489258,6.323493480682373
18.448217391967773,-79.67294311523438,55.1745719909668,-10.109818458557129,-0.7785686254501343,-1.1300270557403564,8.984979629516602,7.093068599700928
39.01584243774414,-83.18701171875,44.06093978881836,0.031059350818395615,-0.7692999243736267,-1.1670771837234497,9.391288757324219,7.399044036865234
56.60794448852539,-79.72476959228516,27.198877334594727,7.594011306762695,-0.6580758690834045,-1.2133897542953491,8.994213104248047,7.065252304077148
70.65030670166016,-75.19483947753906,12.087239265441895,13.510817527770996,-0.4912397265434265,-1.1300270557403564,7.812222480773926,6.110238075256348
