2号主变电压_A相_5,2号主变电压_B相_6,2号主变电压_C相_7,2号主变电压_3U0_8,漫昆II回电流_A相_49,漫昆II回电流_B相_50,漫昆II回电流_C相_51,漫昆II回电流_3I0_52
-19.505504608154297,-64.1535415649414,84.08660125732422,0.5446673035621643,0.03623472526669502,-0.013245867565274239,-0.022722894325852394,0.007574601098895073
3.4946064949035645,-78.00404357910156,74.7494125366211,0.3579242527484894,0.02669927105307579,-0.007569067180156708,-0.020829319953918457,0.007574601098895073
25.71698570251465,-86.0895767211914,60.29183578491211,0.04668577015399933,0.02669927105307579,0.009461333975195885,-0.028403619304299355,0.0037873005494475365
46.580928802490234,-88.25404357910156,41.57592010498047,0.12449538707733154,0.02097799815237522,0.017030401155352592,-0.03597791865468025,0.0
64.31320190429688,-84.4870376586914,20.138822555541992,0.3268004059791565,0.017163816839456558,0.020814934745430946,-0.026510044932365417,0.0018936502747237682
77.86647033691406,-74.98627471923828,-2.8042714595794678,0.6380388736724854,0.011442544870078564,0.022707201540470123,-0.01893574558198452,-0.0037873005494475365
85.7889633178711,-60.355316162109375,-25.352691650390625,0.7314103841781616,-0.005721272435039282,0.03027626872062683,-0.015148596838116646,0.0
87.73847961425781,-41.57232666015625,-46.28086471557617,0.5602292418479919,-0.017163816839456558,0.04352213814854622,-0.0056807235814630985,-0.007574601098895073
83.88092803955078,-20.02131462097168,-64.0516357421875,0.6380388736724854,-0.015256726182997227,0.03027626872062683,0.0,-0.009468251839280128
87.14739990234375,15.67156982421875,-21.05280876159668,143.57431030273438,-0.06865526735782623,0.07569067180156708,-3.720874071121216,3.7134482860565186
72.86824798583984,40.26115798950195,-22.569190979003906,157.54891967773438,-0.04958436265587807,-0.028384001925587654,-11.69282341003418,11.751994132995605
45.699501037597656,55.84947967529297,-24.17905044555664,134.70401000976562,0.21740834414958954,0.17219628393650055,-17.856409072875977,17.404539108276367
13.677703857421875,58.21166229248047,-21.603275299072266,86.72660064697266,0.2040587216615677,0.3652074933052063,-23.699979782104492,23.007850646972656
-10.2660551071167,71.64591979980469,-18.975570678710938,72.098388671875,-0.07437653839588165,0.06244480609893799,-28.34113121032715,28.169940948486328
-30.67372703552246,82.90531158447266,-17.126827239990234,59.539920806884766,0.13731053471565247,0.06812160462141037,-31.88022232055664,31.442169189453125
-45.056575775146484,88.75353240966797,-14.457576751708984,49.020057678222656,0.2593643367290497,0.238425612449646,-33.90634536743164,33.14834976196289
-58.38170623779297,89.05531311035156,-10.573142051696777,32.96015548706055,0.12396090477705002,0.289516806602478,-34.49524688720703,33.82438278198242
-75.92733001708984,75.4337387084961,-7.124926567077637,-14.90832233428955,-0.07056236267089844,-0.020814934745430946,-33.59390640258789,33.432395935058594
-87.95623779296875,57.03577423095703,-1.505997657775879,-58.0615348815918,0.09154035896062851,0.028384001925587654,-31.33676528930664,30.991479873657227
-88.52658081054688,38.57537078857422,3.5728495121002197,-82.1825180053711,0.15638144314289093,0.15705814957618713,-27.19362449645996,26.692893981933594
-81.66180419921875,18.772584915161133,10.365418434143066,-92.79574584960938,0.015256726182997227,0.08136747032403946,-21.143653869628906,20.921049118041992
-75.18070220947266,-5.494414806365967,11.705236434936523,-121.00951385498047,-0.03242054209113121,-0.07190614193677902,-14.290807723999023,14.325464248657227
-64.6761474609375,-31.946693420410156,16.794469833374023,-139.43482971191406,-0.0038141815457493067,-0.13813547790050507,-6.996757984161377,7.112550735473633
-44.600303649902344,-54.1220703125,17.531888961791992,-141.06883239746094,0.03623472526669502,-0.0491989366710186,0.20829319953918457,-0.20640788972377777
-20.366193771362305,-67.48348999023438,19.86878204345703,-117.36802673339844,-0.12777508795261383,-0.10596694052219391,6.822549343109131,-6.608839511871338
1.8147066831588745,-79.8459243774414,18.788618087768555,-101.77497863769531,-0.09535454213619232,-0.14381228387355804,12.705885887145996,-12.48483657836914
22.761606216430664,-88.5037841796875,16.036277770996094,-84.45455932617188,-0.08391199260950089,-0.22139520943164825,17.37544059753418,-17.107236862182617
43.49074172973633,-91.07408905029297,12.401111602783203,-58.82406997680664,-0.07628363370895386,-0.11353600770235062,20.145740509033203,-20.002628326416016
60.95340347290039,-85.67333221435547,8.142773628234863,-26.346336364746094,-0.14112472534179688,-0.11353600770235062,21.3292236328125,-21.121774673461914
73.60449981689453,-74.93424987792969,4.466062068939209,7.936581134796143,-0.09916872531175613,-0.10407467186450958,20.903169631958008,-20.743045806884766
84.61717987060547,-57.81623077392578,-1.2982738018035889,46.65464782714844,-0.04386308789253235,-0.08515200763940811,18.62141227722168,-18.519899368286133
88.81693267822266,-37.524356842041016,-7.1145405769348145,78.77445983886719,-0.019070908427238464,-0.007569067180156708,14.374124526977539,-14.353869438171387
85.73711395263672,-15.40101146697998,-12.266090393066406,102.72425842285156,-0.07437653839588165,0.017030401155352592,8.629019737243652,-8.56308650970459
76.6324691772461,7.481977939605713,-14.945728302001953,121.55418395996094,-0.005721272435039282,0.03216853737831116,1.9049360752105713,-1.9258424043655396
61.6067008972168,28.3878116607666,-19.629899978637695,122.89250946044922,0.03623472526669502,0.06433707475662231,-4.705533027648926,4.601570129394531
41.686405181884766,47.26445770263672,-20.44002342224121,118.93978118896484,0.04386308789253235,0.10596694052219391,-11.168302536010742,10.99453353881836
20.366193771362305,65.23577117919922,-21.499414443969727,110.80089569091797,0.05721272528171539,0.16273494064807892,-17.417098999023438,17.12617301940918
