500kV 冯华1线电压 Ua_1,500kV 冯华1线电压 Ub_2,500kV 冯华1线电压 Uc_3,500kV 冯华1线电压 3U0_4,500kV 冯华1线电流 Ia_33,500kV 冯华1线电流 Ib_34,500kV 冯华1线电流 Ic_35,500kV 冯华1线电流 3I0_36
76.69985961914062,-74.15751647949219,-2.3937008380889893,-0.3051813840866089,-0.04040085896849632,0.06964650005102158,-0.02535557933151722,0.0
77.83126068115234,-72.40435028076172,-5.170706748962402,-0.4695098400115967,-0.04465357959270477,0.06964650005102158,-0.021129649132490158,0.0
78.8762435913086,-70.88597869873047,-7.70521354675293,-0.5555866360664368,-0.04677994176745415,0.06964650005102158,-0.023242615163326263,0.0021119029261171818
80.2354965209961,-69.28934478759766,-10.560444831848145,-0.704264760017395,-0.04890630394220352,0.06964650005102158,-0.019016684964299202,0.0
81.12333679199219,-67.41094207763672,-13.274870872497559,-0.8138170838356018,-0.0510326623916626,0.06964650005102158,-0.01267778966575861,0.0021119029261171818
82.14474487304688,-65.66560363769531,-16.051876068115234,-0.7512157559394836,-0.0510326623916626,0.06753599643707275,-0.01479075476527214,0.0021119029261171818
83.13472747802734,-63.81068420410156,-18.93057632446289,-0.6807892918586731,-0.05315902456641197,0.06753599643707275,-0.01267778966575861,0.0
84.02256774902344,-61.85402297973633,-21.72322654724121,-0.7825164198875427,-0.05315902456641197,0.06753599643707275,-0.008451860398054123,0.0
84.80826568603516,-59.92866516113281,-24.46112060546875,-0.7355654239654541,-0.05741174519062042,0.06753599643707275,-0.006338894832879305,0.0
85.49967956542969,-58.042442321777344,-27.112964630126953,-0.6103627681732178,-0.05741174519062042,0.06964650005102158,-0.006338894832879305,0.0
86.1125259399414,-55.96055603027344,-29.7335205078125,-0.6573137640953064,-0.05741174519062042,0.06753599643707275,-0.0021129650995135307,0.0021119029261171818
86.66251373291016,-53.88649368286133,-32.35407638549805,-0.7120898962020874,-0.06166446954011917,0.06542550027370453,0.0021129650995135307,0.0021119029261171818
87.11035919189453,-52.008094787597656,-34.73213195800781,-0.6260131001472473,-0.06166446954011917,0.0633149966597557,0.0,0.0021119029261171818
87.42463684082031,-49.8870735168457,-37.172767639160156,-0.5477614998817444,-0.0595381073653698,0.06542550027370453,0.006338894832879305,0.0021119029261171818
87.59749603271484,-47.61734390258789,-39.589935302734375,-0.6416634321212769,-0.06379082798957825,0.0633149966597557,0.0042259301990270615,0.0
87.71534729003906,-45.45718765258789,-41.85847473144531,-0.6416634321212769,-0.06591719388961792,0.06120450049638748,0.008451860398054123,0.0021119029261171818
87.73106384277344,-43.27355194091797,-44.048789978027344,-0.649488627910614,-0.06591719388961792,0.06120450049638748,0.006338894832879305,0.0
87.5582046508789,-40.776851654052734,-46.32515335083008,-0.7512157559394836,-0.068043552339077,0.05909400060772896,0.01267778966575861,0.0021119029261171818
87.18892669677734,-38.162750244140625,-48.46853256225586,-0.9233693480491638,-0.068043552339077,0.056983500719070435,0.01479075476527214,0.0
86.92179107666016,-35.68952941894531,-50.67449188232422,-0.9155442118644714,-0.068043552339077,0.05487300083041191,0.01479075476527214,0.0021119029261171818
86.60751342773438,-33.114559173583984,-52.935211181640625,-0.8998938798904419,-0.068043552339077,0.05487300083041191,0.016903720796108246,0.0021119029261171818
86.03395080566406,-30.492631912231445,-54.984718322753906,-0.8920686841011047,-0.07016991078853607,0.05276250094175339,0.021129649132490158,0.0021119029261171818
