220kVI母电压_1,220kVI母电压_2,220kVI母电压_3,220kVI母电压_4,大剑I回_9,大剑I回_10,大剑I回_11,大剑I回_12
-20.911678314208984,36.92169952392578,-7.673748970031738,14.717375755310059,-6.37437105178833,6.810866832733154,-0.3450399935245514,-0.01803000085055828
-35.75151824951172,11.115976333618164,16.377975463867188,-14.65310001373291,-12.151142120361328,12.480548858642578,-0.3450399935245514,-0.07211700081825256
-33.49375915527344,0.24117599427700043,38.412601470947266,9.158193588256836,-15.899704933166504,16.212032318115234,-0.3813599944114685,-0.10817500203847885
-51.97231674194336,-9.361973762512207,58.846702575683594,-4.563024044036865,-19.286088943481445,19.617464065551758,-0.4721600115299225,-0.14423300325870514
-51.00783920288086,-25.301448822021484,75.57547760009766,-1.3496240377426147,-22.437053680419922,22.67873191833496,-0.45399999618530273,-0.14423300325870514
-41.7137565612793,-39.201900482177734,84.14814758300781,5.52705192565918,-22.255964279174805,22.443248748779297,-0.3450399935245514,-0.14423300325870514
-38.05311965942383,-46.502925872802734,80.17972564697266,-7.712155818939209,-19.919902801513672,19.99785804748535,-0.2905600070953369,-0.14423300325870514
-26.939678192138672,-41.13129806518555,72.76907348632812,8.097771644592285,-16.55162811279297,16.61054039001465,-0.18160000443458557,-0.14423300325870514
-17.864797592163086,-42.315250396728516,56.43495178222656,-6.683867931365967,-12.259796142578125,12.26318073272705,-0.10896000266075134,-0.1262039989233017
4.844322204589844,-39.55270004272461,37.16287612915039,4.209558010101318,-6.0665178298950195,6.013851165771484,0.036320000886917114,-0.07211700081825256
12.99856185913086,-23.613224029541016,9.076951026916504,-2.9563241004943848,0.199195995926857,-0.3079349994659424,0.1271200031042099,-0.05408800020813942
30.446882247924805,-13.396174430847168,-15.632523536682129,2.4100539684295654,5.197279930114746,-5.2711710929870605,0.18160000443458557,-9.999999974752427e-07
40.968482971191406,-3.332598924636841,-38.23719787597656,-1.2532219886779785,9.978055953979492,-10.01703929901123,0.23608000576496124,0.018028000369668007
47.21568298339844,10.458226203918457,-57.24617385864258,0.5141479969024658,14.052580833435059,-14.183259010314941,0.3813599944114685,0.036056999117136
47.82944107055664,26.266151428222656,-74.28189849853516,-0.5141400098800659,16.370532989501953,-16.501850128173828,0.39952000975608826,0.09014400094747543
45.264801025390625,38.5880012512207,-84.21392059326172,-0.5784080028533936,16.47918701171875,-16.51996421813965,0.3450399935245514,0.09014400094747543
40.332801818847656,40.912052154541016,-80.8813247680664,0.6426839828491211,15.302102088928223,-15.215757369995117,0.27239999175071716,0.12620200216770172
25.5587215423584,44.59545135498047,-71.43164825439453,-2.3136439323425293,12.296008110046387,-12.190718650817871,0.19976000487804413,0.09014400094747543
12.99856185913086,44.770851135253906,-56.50072479248047,2.217250108718872,7.388469219207764,-7.299939155578613,0.1271200031042099,0.07211499661207199
-0.39455801248550415,36.7243766784668,-37.79869842529297,-2.57071590423584,1.7565699815750122,-1.575914978981018,0.0,0.018028000369668007
-15.256318092346191,27.428176879882812,-11.137899398803711,1.767374038696289,-3.621803045272827,3.894512891769409,-0.16344000399112701,-9.999999974752427e-07
-32.090877532958984,15.676376342773438,15.588676452636719,-1.5424280166625977,-8.764759063720703,8.984546661376953,-0.19976000487804413,-0.036058999598026276
-42.67823791503906,3.2887508869171143,39.00457763671875,-0.5784080028533936,-13.780952453613281,14.002124786376953,-0.27239999175071716,-0.07211700081825256
-45.28671646118164,-12.234148979187012,58.10124969482422,0.964024007320404,-17.52951431274414,17.78795051574707,-0.3450399935245514,-0.10817500203847885
-48.004798889160156,-27.011598587036133,74.06265258789062,-1.6388299465179443,-19.412851333618164,19.67180633544922,-0.3813599944114685,-0.1262039989233017
-46.95263671875,-35.25539779663086,83.13960266113281,1.5424360036849976,-19.829357147216797,20.015972137451172,-0.3450399935245514,-0.14423300325870514
-39.434078216552734,-42.03022384643555,80.8593978881836,-1.1889539957046509,-18.61605453491211,18.71176528930664,-0.2542400062084198,-0.14423300325870514
-26.523197174072266,-44.9901008605957,71.40972900390625,-0.19280000030994415,-15.392653465270996,15.433131217956543,-0.10896000266075134,-0.07211700081825256
-13.678077697753906,-42.907222747802734,56.303401947021484,-0.6426759958267212,-10.503223419189453,10.506122589111328,0.018160000443458557,-9.999999974752427e-07
-0.5260779857635498,-36.48320007324219,37.842552185058594,1.285364031791687,-4.816997051239014,4.818326950073242,0.018160000443458557,-0.05408800020813942
18.478561401367188,-31.615848541259766,12.256075859069824,-1.4138920307159424,0.10865099728107452,-0.05433899909257889,0.018160000443458557,-9.999999974752427e-07
64.22560119628906,-50.01092529296875,-13.505799293518066,1.47816801071167,0.09054200351238251,-0.05433899909257889,0.0,-9.999999974752427e-07
100.98544311523438,-63.75790023803711,-37.360198974609375,-0.38560399413108826,0.0724330022931099,-0.05433899909257889,0.036320000886917114,-9.999999974752427e-07
99.2537612915039,-41.81097412109375,-57.377723693847656,-0.2892020046710968,0.10865099728107452,-0.05433899909257889,0.036320000886917114,-0.01803000085055828
61.92400360107422,11.79565143585205,-72.96640014648438,1.0604259967803955,0.10865099728107452,-0.05433899909257889,0.018160000443458557,-9.999999974752427e-07
38.075042724609375,46.19597625732422,-85.81444549560547,-2.7635200023651123,0.09054200351238251,-0.05433899909257889,0.036320000886917114,-0.01803000085055828
31.608642578125,52.5103759765625,-83.84120178222656,0.4498800039291382,0.09054200351238251,-0.03622499853372574,0.018160000443458557,-0.01803000085055828
13.458882331848145,60.84187698364258,-74.12842559814453,0.2570759952068329,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-9.999999974752427e-07
-18.71967887878418,75.48777770996094,-57.7943000793457,-1.9280359745025635,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-0.01803000085055828
-51.884639739990234,90.74757385253906,-36.35165023803711,4.209558010101318,0.0724330022931099,-0.03622499853372574,0.0,-0.01803000085055828
-74.13343811035156,86.34065246582031,-13.527724266052246,-2.5385820865631104,0.0724330022931099,-0.07245299965143204,0.018160000443458557,-9.999999974752427e-07
-78.73664093017578,64.63490295410156,14.64590072631836,0.8676220178604126,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-0.01803000085055828
-81.41088104248047,42.446800231933594,38.456451416015625,-0.8997480273246765,0.0724330022931099,-0.01811099983751774,0.0,-0.01803000085055828
-78.03519439697266,17.78117561340332,59.76755142211914,-0.8997480273246765,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-9.999999974752427e-07
-70.14399719238281,-5.48124885559082,76.14552307128906,0.9961580038070679,0.09054200351238251,-0.05433899909257889,0.0,-0.01803000085055828
-55.194557189941406,-29.423349380493164,84.67435455322266,3.999999989900971e-06,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-0.01803000085055828
-32.748477935791016,-52.35689926147461,85.20055389404297,-0.06426399946212769,0.0724330022931099,-0.03622499853372574,0.0,-0.01803000085055828
-6.312957763671875,-68.0771255493164,74.8519515991211,0.6748179793357849,0.09054200351238251,-0.01811099983751774,0.036320000886917114,-0.01803000085055828
23.98048210144043,-82.96419525146484,58.320499420166016,-1.1889539957046509,0.0724330022931099,-0.05433899909257889,0.0,-9.999999974752427e-07
49.45152282714844,-87.12995147705078,37.31635284423828,-0.674809992313385,0.0724330022931099,-0.01811099983751774,0.0,-9.999999974752427e-07
68.60960388183594,-81.03479766845703,12.804201126098633,0.7712200284004211,0.0724330022931099,-0.01811099983751774,0.018160000443458557,-9.999999974752427e-07
80.0956802368164,-66.56430053710938,-14.40472412109375,-1.5745619535446167,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-0.01803000085055828
85.18112182617188,-42.09600067138672,-41.15322494506836,3.2134039402008057,0.0724330022931099,-0.01811099983751774,0.018160000443458557,-9.999999974752427e-07
81.45471954345703,-18.702024459838867,-63.407100677490234,-1.3496240377426147,0.0724330022931099,-0.01811099983751774,0.018160000443458557,-0.01803000085055828
68.9164810180664,8.638450622558594,-76.93482208251953,0.8676220178604126,0.09054200351238251,-0.01811099983751774,0.05448000133037567,-0.01803000085055828
48.94736099243164,33.28215026855469,-82.92034912109375,-1.4138920307159424,0.0724330022931099,-0.05433899909257889,0.036320000886917114,-0.01803000085055828
27.487682342529297,54.13282775878906,-82.37222290039062,-1.285356044769287,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-9.999999974752427e-07
4.164802074432373,72.48405456542969,-75.68509674072266,1.5424360036849976,0.10865099728107452,-0.03622499853372574,0.0,-0.01803000085055828
-21.832317352294922,81.6487045288086,-60.5349235534668,-1.4138920307159424,0.0724330022931099,-0.03622499853372574,0.0,-0.01803000085055828
-46.95263671875,84.78397369384766,-35.97892379760742,2.9884660243988037,0.0724330022931099,-0.05433899909257889,0.018160000443458557,-0.01803000085055828
-70.14399719238281,79.43427276611328,-10.348599433898926,-1.9280359745025635,0.0724330022931099,-0.01811099983751774,0.0,-0.036058999598026276
-82.41919708251953,67.00279998779297,15.807926177978516,0.482014000415802,0.0724330022931099,-0.05433899909257889,0.0,-0.01803000085055828
-85.0057601928711,47.248374938964844,37.53560256958008,-0.38560399413108826,0.0724330022931099,-0.05433899909257889,0.036320000886917114,-0.01803000085055828
