500kV 冯华1线电压 Ua_1,500kV 冯华1线电压 Ub_2,500kV 冯华1线电压 Uc_3,500kV 冯华1线电压 3U0_4,500kV 冯华1线电流 Ia_33,500kV 冯华1线电流 Ib_34,500kV 冯华1线电流 Ic_35,500kV 冯华1线电流 3I0_36
63.0444221496582,20.654531478881836,-83.787353515625,0.25823041796684265,-0.068043552339077,0.01688399910926819,0.057050056755542755,0.0021119029261171818
61.1037483215332,23.425167083740234,-84.67912292480469,0.36778271198272705,-0.068043552339077,0.012663000263273716,0.05916301906108856,0.0021119029261171818
59.139503479003906,26.039268493652344,-85.32057189941406,0.33648204803466797,-0.07016991078853607,0.01477350015193224,0.05916301906108856,0.0021119029261171818
57.002403259277344,28.778594970703125,-85.9698486328125,0.42255884408950806,-0.068043552339077,0.010552500374615192,0.06338895112276077,0.0021119029261171818
54.81816482543945,31.502269744873047,-86.54871368408203,0.4695098400115967,-0.068043552339077,0.008441999554634094,0.06127598509192467,0.0
52.783206939697266,34.030277252197266,-87.02589416503906,0.4616846740245819,-0.06591719388961792,0.006331500131636858,0.06338895112276077,0.0
50.551822662353516,36.56611251831055,-87.3779067993164,0.5242859721183777,-0.06379082798957825,0.0021104998886585236,0.06338895112276077,0.0
48.249725341796875,39.00020217895508,-87.589111328125,0.6416634321212769,-0.06166446954011917,0.0021104998886585236,0.06761488318443298,0.0
46.073341369628906,41.39515686035156,-87.80814361572266,0.6729640960693359,-0.06166446954011917,0.0,0.06550191342830658,0.0
43.84196090698242,43.664886474609375,-87.84725952148438,0.6573137640953064,-0.06166446954011917,-0.0021104998886585236,0.06761488318443298,0.0021119029261171818
41.47700881958008,45.926788330078125,-87.75338745117188,0.649488627910614,-0.06166446954011917,-0.0021104998886585236,0.06761488318443298,0.0021119029261171818
39.112056732177734,48.09476852416992,-87.53435516357422,0.6181879639625549,-0.06166446954011917,-0.006331500131636858,0.06972784548997879,0.0021119029261171818
36.5899658203125,50.30188751220703,-87.17452239990234,0.5399363040924072,-0.0595381073653698,-0.006331500131636858,0.06972784548997879,0.0
34.028587341308594,52.72032165527344,-87.04936218261719,0.5712369680404663,-0.055285386741161346,-0.008441999554634094,0.06972784548997879,0.0021119029261171818
31.498640060424805,54.700462341308594,-86.447021484375,0.4616846740245819,-0.055285386741161346,-0.012663000263273716,0.0718408077955246,0.0021119029261171818
28.85083770751953,56.89192581176758,-85.93855285644531,0.36778271198272705,-0.05315902456641197,-0.012663000263273716,0.06972784548997879,0.0021119029261171818
26.061609268188477,59.03643035888672,-85.25017547607422,0.31300655007362366,-0.0510326623916626,-0.01688399910926819,0.06761488318443298,0.0021119029261171818
23.303808212280273,61.180931091308594,-84.63218688964844,0.28953108191490173,-0.04890630394220352,-0.01477350015193224,0.0718408077955246,0.0021119029261171818
20.569578170776367,63.192378997802734,-83.84210968017578,0.1643284410238266,-0.04890630394220352,-0.01899450086057186,0.073953777551651,0.0021119029261171818
17.858919143676758,65.06295013427734,-82.95816040039062,0.09390196949243546,-0.04677994176745415,-0.01899450086057186,0.0718408077955246,0.0021119029261171818
15.0068359375,66.9883041381836,-82.05075073242188,0.1330277919769287,-0.0425272211432457,-0.021105000749230385,0.06972784548997879,0.0021119029261171818
12.233321189880371,68.91366577148438,-81.15115356445312,0.023475492373108864,-0.04040085896849632,-0.025326000526547432,0.073953777551651,0.0042238058522343636
9.585517883300781,70.59638977050781,-80.18115997314453,0.0,-0.04040085896849632,-0.03165749832987785,0.07606673985719681,0.0
6.8041462898254395,72.25564575195312,-79.09382629394531,0.07042647898197174,-0.0340217761695385,-0.03165749832987785,0.073953777551651,0.0021119029261171818
4.132772445678711,73.75053405761719,-77.93608856201172,0.11737746000289917,-0.0340217761695385,-0.03376799821853638,0.073953777551651,0.0021119029261171818
1.5635393857955933,75.16715240478516,-76.77052307128906,0.07042647898197174,-0.0340217761695385,-0.0358785018324852,0.073953777551651,0.0
-1.0292646884918213,76.5055160522461,-75.46415710449219,0.015650328248739243,-0.0340217761695385,-0.0358785018324852,0.07606673985719681,0.0021119029261171818
-3.684924602508545,77.64820098876953,-74.0169906616211,0.12520262598991394,-0.0297690536826849,-0.03798900172114372,0.073953777551651,0.0042238058522343636
-6.238443851470947,78.71263122558594,-72.46029663085938,-0.0547761470079422,-0.0297690536826849,-0.04221000149846077,0.07606673985719681,-0.0021119029261171818
-8.933388710021973,79.98837280273438,-70.95054626464844,-0.17215360701084137,-0.023389970883727074,-0.04432050138711929,0.073953777551651,0.0021119029261171818
-11.754045486450195,81.03714752197266,-69.21394348144531,-0.1330277919769287,-0.019137248396873474,-0.04432050138711929,0.0718408077955246,0.0042238058522343636
-14.378276824951172,81.93721008300781,-67.42257690429688,-0.2191045880317688,-0.019137248396873474,-0.050652001053094864,0.0718408077955246,0.0
