220kV Ⅲ母电压_A相_1,220kV Ⅲ母电压_B相_2,220kV Ⅲ母电压_C相_3,220kV Ⅲ母电压_3U0_4,通锡Ⅰ回285_A相_17,通锡Ⅰ回285_B相_18,通锡Ⅰ回285_C相_19,通锡Ⅰ回285_3I0_20
-34.43620681762695,-49.95781326293945,84.80414581298828,0.8877286911010742,0.03814888373017311,-0.026555994525551796,0.007581638637930155,0.0
-12.94884967803955,-66.70059967041016,79.78325653076172,0.5139482021331787,0.04005632549524307,-0.017071710899472237,-0.005686229094862938,0.0018945136107504368
9.155118942260742,-78.90650177001953,69.55436706542969,-0.04672256484627724,0.04005632549524307,-0.01896856725215912,-0.01516327727586031,0.0
30.517061233520508,-85.26438903808594,54.26301193237305,-0.6385416984558105,0.04196377098560333,-0.0018968567019328475,-0.02274491637945175,0.0
50.17548370361328,-85.45169067382812,34.709617614746094,-0.7008384466171265,0.03624143823981285,0.00758742680773139,-0.0322219654917717,0.0
66.61498260498047,-80.04071807861328,12.962830543518066,-0.6073933243751526,0.03051910549402237,0.01517485361546278,-0.0322219654917717,0.0037890272215008736
78.44557189941406,-69.47892761230469,-9.06462574005127,-0.015574187971651554,0.022889329120516777,0.028452850878238678,-0.03411737456917763,0.0037890272215008736
84.51763153076172,-54.192935943603516,-29.907028198242188,0.8410061597824097,0.009537220932543278,0.03983398899435997,-0.03411737456917763,0.0037890272215008736
84.87296295166016,-34.911155700683594,-49.5331916809082,0.8565803170204163,-0.001907444093376398,0.04362770542502403,-0.02843114547431469,0.0018945136107504368
79.62654113769531,-13.079977035522461,-66.4150161743164,0.3893547058105469,-0.011444664560258389,0.04362770542502403,-0.02274491637945175,0.0018945136107504368
69.18594360351562,8.917693138122559,-78.26555633544922,-0.09344512969255447,-0.022889329120516777,0.0474214181303978,-0.017058687284588814,0.0037890272215008736
53.87515640258789,30.041284561157227,-84.39873504638672,-0.7319868206977844,-0.03433399274945259,0.045524559915065765,-0.009477048180997372,0.00568354083225131
34.70793151855469,49.63523483276367,-84.91849517822266,-0.8565803170204163,-0.03242655098438263,0.04362770542502403,0.005686229094862938,0.009472567588090897
13.011555671691895,66.53411102294922,-79.84563446044922,-0.34263214468955994,-0.03814888373017311,0.03414342179894447,0.011372458189725876,0.00568354083225131
-9.196922302246094,78.90650177001953,-69.6479263305664,0.24918700754642487,-0.04196377098560333,0.024659136310219765,0.02653573639690876,0.00568354083225131
-30.5379638671875,85.20195007324219,-54.335777282714844,0.6385416984558105,-0.04196377098560333,0.01896856725215912,0.0322219654917717,0.0037890272215008736
-49.98736572265625,85.25398254394531,-34.85514831542969,0.7319868206977844,-0.03433399274945259,0.005690569989383221,0.03601278364658356,0.0037890272215008736
-66.30145263671875,79.86382293701172,-13.06678295135498,0.7942835688591003,-0.03051910549402237,-0.0018968567019328475,0.04738524183630943,0.0037890272215008736
-78.18429565429688,69.3852767944336,8.960673332214355,0.2180386334657669,-0.020981885492801666,-0.01517485361546278,0.0454898327589035,0.00568354083225131
-84.58033752441406,54.213748931884766,29.959003448486328,-0.7787094116210938,-0.011444664560258389,-0.022762279957532883,0.041699014604091644,0.0037890272215008736
-85.0506362915039,35.108863830566406,49.491607666015625,-0.9188770651817322,0.0,-0.026555994525551796,0.03790819272398949,0.0018945136107504368
-79.71014404296875,13.31930923461914,66.27987670898438,-0.26476120948791504,0.009537220932543278,-0.03414342179894447,0.03601278364658356,0.0
-69.1336898803711,-8.813636779785156,78.06804656982422,0.295909583568573,0.024796772748231888,-0.03414342179894447,0.02843114547431469,0.0
-53.697486877441406,-30.145341873168945,84.25320434570312,0.8098577857017517,0.03051910549402237,-0.03224656358361244,0.017058687284588814,0.0018945136107504368
-34.624324798583984,-49.801727294921875,84.8457260131836,0.8721545338630676,0.03624143823981285,-0.028452850878238678,0.005686229094862938,-0.0018945136107504368
-13.136967658996582,-66.57572937011719,79.84563446044922,0.560670793056488,0.04196377098560333,-0.024659136310219765,-0.007581638637930155,0.0018945136107504368
8.946097373962402,-78.83365631103516,69.66871643066406,-0.04672256484627724,0.04005632549524307,-0.013277997262775898,-0.017058687284588814,0.0037890272215008736
30.328943252563477,-85.20195007324219,54.36696243286133,-0.6541159152984619,0.04196377098560333,-0.005690569989383221,-0.02464032545685768,0.0037890272215008736
49.97691345214844,-85.42047119140625,34.917518615722656,-0.7008384466171265,0.03624143823981285,0.00758742680773139,-0.03032655455172062,0.0
66.48957061767578,-80.144775390625,13.170734405517578,-0.622967541217804,0.02861166186630726,0.017071710899472237,-0.03411737456917763,0.00568354083225131
78.39331817626953,-69.59339141845703,-8.89830207824707,-0.04672256484627724,0.019074441865086555,0.028452850878238678,-0.03411737456917763,0.00568354083225131
84.48627471923828,-54.338619232177734,-29.751100540161133,0.8254319429397583,0.009537220932543278,0.036040276288986206,-0.03601278364658356,0.00568354083225131
84.9043197631836,-35.09846115112305,-49.36686706542969,0.8565803170204163,0.001907444093376398,0.03983398899435997,-0.03032655455172062,0.0037890272215008736
79.72059631347656,-13.267280578613281,-66.30066680908203,0.42050307989120483,-0.011444664560258389,0.045524559915065765,-0.02274491637945175,0.00568354083225131
69.3009033203125,8.719985008239746,-78.20318603515625,-0.140167698264122,-0.020981885492801666,0.0474214181303978,-0.01516327727586031,0.0037890272215008736
54.00056838989258,29.895605087280273,-84.38833618164062,-0.6852642893791199,-0.026704218238592148,0.04931827262043953,-0.005686229094862938,0.0037890272215008736
34.87514877319336,49.48955535888672,-84.9496841430664,-0.8721545338630676,-0.03814888373017311,0.04362770542502403,0.0,0.007578054443001747
13.272831916809082,66.40924072265625,-79.91839599609375,-0.34263214468955994,-0.03814888373017311,0.03414342179894447,0.01326786819845438,0.0037890272215008736
-8.967000007629395,78.83365631103516,-69.78306579589844,0.24918700754642487,-0.04005632549524307,0.028452850878238678,0.02653573639690876,0.00568354083225131
-30.34984588623047,85.16033172607422,-54.49170684814453,0.6385416984558105,-0.04005632549524307,0.017071710899472237,0.0322219654917717,0.0018945136107504368
-49.85150146484375,85.25398254394531,-35.011077880859375,0.7319868206977844,-0.03242655098438263,0.00948428362607956,0.039803605526685715,0.0037890272215008736
-66.21784210205078,79.90544891357422,-13.222710609436035,0.7942835688591003,-0.03242655098438263,0.0,0.041699014604091644,0.007578054443001747
-78.13204193115234,69.47892761230469,8.794350624084473,0.2180386334657669,-0.019074441865086555,-0.01517485361546278,0.043594423681497574,0.0018945136107504368
-84.55943298339844,54.35942840576172,29.803075790405273,-0.7631351947784424,-0.009537220932543278,-0.022762279957532883,0.043594423681497574,0.0018945136107504368
-85.02973175048828,35.29616928100586,49.31489181518555,-0.9033029079437256,0.001907444093376398,-0.03034970723092556,0.043594423681497574,0.0018945136107504368
-79.74150085449219,13.53782844543457,66.12394714355469,-0.280335396528244,0.011444664560258389,-0.03224656358361244,0.03601278364658356,0.0018945136107504368
-69.21729278564453,-8.605522155761719,77.97449493408203,0.34263214468955994,0.024796772748231888,-0.03224656358361244,0.02653573639690876,0.0018945136107504368
-53.833351135253906,-29.96844482421875,84.23241424560547,0.7942835688591003,0.03051910549402237,-0.03224656358361244,0.01326786819845438,0.0018945136107504368
-34.812442779541016,-49.63523483276367,84.83533477783203,0.8721545338630676,0.03814888373017311,-0.028452850878238678,0.005686229094862938,0.0018945136107504368
-13.32508659362793,-66.40924072265625,79.8976058959961,0.560670793056488,0.04196377098560333,-0.020865423604846,-0.0037908193189650774,0.0018945136107504368
8.76842975616455,-78.75041198730469,69.78306579589844,-0.062296751886606216,0.04005632549524307,-0.013277997262775898,-0.01516327727586031,0.0018945136107504368
30.140823364257812,-85.17073822021484,54.5540771484375,-0.6385416984558105,0.03814888373017311,-0.005690569989383221,-0.020849507302045822,0.0
49.83060073852539,-85.47250366210938,35.08384323120117,-0.7319868206977844,0.03624143823981285,0.005690569989383221,-0.03032655455172062,-0.0018945136107504368
66.3641586303711,-80.19680786132812,13.347453117370605,-0.622967541217804,0.03051910549402237,0.01517485361546278,-0.0322219654917717,0.0037890272215008736
78.29925537109375,-69.70784759521484,-8.711188316345215,-0.031148375943303108,0.022889329120516777,0.028452850878238678,-0.03411737456917763,0.00568354083225131
