龙厂甲线电压_A相_1,龙厂甲线电压_B相_2,龙厂甲线电压_C相_3,龙厂甲线电压_3U0_4,龙厂甲线电流_A相_9,龙厂甲线电流_B相_10,龙厂甲线电流_C相_11,龙厂甲线电流_3I0_12
-61.00127029418945,84.8671875,-23.985048294067383,0.18695279955863953,-0.21077710390090942,0.2854931056499481,-0.05322950333356857,0.009503230452537537
-75.44012451171875,76.71369171142578,-1.4984151124954224,-0.07789699733257294,-0.25065386295318604,0.25884708762168884,0.02091159112751484,0.015205169096589088
-84.32959747314453,62.947505950927734,20.89456558227539,-0.5920171737670898,-0.2639460861682892,0.21507146954536438,0.07984425872564316,0.013304522261023521
-55.29483413696289,16.25493049621582,40.58207702636719,2.11879825592041,-1.4944286346435547,1.3684636354446411,0.16349062323570251,0.017105814069509506
-58.938575744628906,-1.8014752864837646,59.499568939208984,-1.7448927164077759,-2.478055000305176,2.3467533588409424,0.1882043182849884,0.022807752713561058
-57.6297607421875,-17.22335433959961,75.08724975585938,0.4050644040107727,-2.918598175048828,2.672215461730957,0.26424646377563477,0.003801292274147272
-36.416481018066406,-47.56727981567383,82.94351959228516,-1.8227897882461548,-2.979362726211548,2.763573408126831,0.25093910098075867,0.015205169096589088
-47.34770584106445,-40.798728942871094,88.29203033447266,0.37390559911727905,-2.795170307159424,2.5218558311462402,0.28515806794166565,0.0057019381783902645
-27.600299835205078,-56.16854476928711,84.00489807128906,0.37390559911727905,-2.403998374938965,2.1545212268829346,0.27185067534446716,0.007602584548294544
-26.553247451782227,-51.52427673339844,77.3660888671875,-1.0905579328536987,-1.7982515096664429,1.593051552772522,0.2186211794614792,0.007602584548294544
-11.172048568725586,-51.066097259521484,63.79710388183594,2.570600986480713,-1.0500876903533936,0.8450596332550049,0.214819073677063,0.011403876356780529
8.638181686401367,-54.10673904418945,45.12934875488281,-0.6854935884475708,-0.12342803180217743,0.013323011808097363,0.12737059593200684,0.013304522261023521
19.71599578857422,-43.776893615722656,24.775876998901367,1.1061373949050903,0.943749725818634,-1.0106456279754639,0.07794319838285446,0.017105814069509506
46.19594955444336,-45.98448181152344,1.2798962593078613,2.3213305473327637,2.1153666973114014,-2.110745668411255,0.02091159112751484,0.013304522261023521
