17-220kV七果Ⅱ回线Ua_17,18-220kV七果Ⅱ回线Ub_18,19-220kV七果Ⅱ回线Uc_19,20-220kV七果Ⅱ回线3Uo_20,13-220kV七东Ⅱ回线Ia_13,14-220kV七东Ⅱ回线Ib_14,15-220kV七东Ⅱ回线Ic_15,16-220kV七东Ⅱ回线3Io_16
-13.99637222290039,80.8328857421875,-66.66571807861328,0.2543463706970215,0.0,0.0,0.0,0.007186242379248142
-18.81061363220215,82.74007415771484,-63.48662185668945,0.7312458157539368,-0.007185164839029312,0.0,0.0,0.007186242379248142
-23.65673828125,83.94795989990234,-59.67169952392578,0.985592246055603,0.0,0.0,0.0,0.0
-28.5985107421875,84.90155029296875,-55.57066345214844,1.2717318534851074,0.0,0.0,0.0,0.007186242379248142
-33.47651672363281,85.4419174194336,-51.24708557128906,1.1445586681365967,-0.007185164839029312,0.0,-0.0071899439208209515,0.0
-38.482051849365234,85.82335662841797,-46.6056022644043,1.208145260810852,0.0,0.0,0.0,0.007186242379248142
-43.296295166015625,85.5690689086914,-41.64620590209961,1.0491788387298584,0.0,-0.007185192313045263,0.0,0.0
-48.30183029174805,85.18762969970703,-36.33710861206055,0.9220056533813477,-0.007185164839029312,0.0,-0.0071899439208209515,0.007186242379248142
-52.956661224365234,84.297607421875,-30.932640075683594,0.6676592230796814,0.007185164839029312,0.0,0.0,0.0
-57.420196533203125,83.02615356445312,-25.337425231933594,0.47689947485923767,0.0,0.0,-0.0071899439208209515,0.007186242379248142
-61.469261169433594,81.53218841552734,-19.837581634521484,0.31793296337127686,0.0,0.007185192313045263,-0.0071899439208209515,0.007186242379248142
-65.00820922851562,79.6885757446289,-14.623858451843262,0.1907597780227661,0.0,0.007185192313045263,0.0,-0.007186242379248142
-68.2920913696289,77.74960327148438,-9.282971382141113,0.2543463706970215,0.0,0.0,-0.0071899439208209515,0.0
-71.22527313232422,75.52455139160156,-4.323575496673584,0.031793296337127686,0.0,0.007185192313045263,0.0,-0.007186242379248142
-74.03092956542969,73.45843505859375,0.731192946434021,0.28613966703414917,0.0,-0.007185192313045263,-0.0071899439208209515,-0.007186242379248142
-76.70904541015625,71.20159912109375,5.658797264099121,0.2543463706970215,0.0,0.0,0.0,0.0
-79.06834411621094,68.75404357910156,10.522819519042969,0.34972625970840454,-0.007185164839029312,0.007185192313045263,0.0,0.0
-81.01316833496094,65.92505645751953,15.227887153625488,0.2543463706970215,0.0,-0.007185192313045263,-0.0071899439208209515,0.0
-82.60729217529297,62.55569076538086,20.219074249267578,0.28613966703414917,0.0,0.0,-0.0071899439208209515,0.0
-83.69129180908203,58.614173889160156,25.08309555053711,0.12717318534851074,-0.007185164839029312,0.0,-0.0071899439208209515,0.0
-84.29705810546875,54.354793548583984,29.978910446166992,-0.031793296337127686,0.0,0.0,0.0,0.0
-84.743408203125,49.77754592895508,34.90651321411133,-0.15896648168563843,0.0,0.007185192313045263,-0.0071899439208209515,0.0
-84.83905792236328,44.88243865966797,39.70695495605469,-0.3815195560455322,0.0,-0.007185192313045263,0.0,0.0
-84.71153259277344,39.669464111328125,44.666351318359375,-0.5722793340682983,0.0,0.0,-0.0071899439208209515,-0.007186242379248142
-84.20140838623047,34.36112976074219,49.435001373291016,-0.6994525194168091,0.0,0.0,0.0,-0.007186242379248142
-83.27682495117188,28.7667179107666,54.14006805419922,-0.604072630405426,-0.007185164839029312,0.007185192313045263,-0.0071899439208209515,0.0
-81.93775939941406,23.26766586303711,58.43185043334961,-0.44510617852211,0.0,0.0,-0.0071899439208209515,0.0
-80.40740203857422,17.832185745239258,62.46930694580078,-0.12717318534851074,-0.007185164839029312,0.007185192313045263,0.0,0.0
-78.65387725830078,12.650999069213867,66.02989959716797,0.031793296337127686,0.0,0.0,0.0,0.0
-76.51775360107422,7.692315578460693,69.17720794677734,0.6358659267425537,0.0,-0.007185192313045263,0.0,-0.007186242379248142
-74.41351318359375,2.733632802963257,72.13377380371094,0.8584190607070923,-0.007185164839029312,0.0,0.0,0.0
-72.18174743652344,-1.9071857929229736,74.83600616455078,1.3671118021011353,-0.007185164839029312,0.007185192313045263,0.0,-0.007186242379248142
