220kV Ⅲ母电压_A相_1,220kV Ⅲ母电压_B相_2,220kV Ⅲ母电压_C相_3,220kV Ⅲ母电压_3U0_4,通锡Ⅰ回285_A相_17,通锡Ⅰ回285_B相_18,通锡Ⅰ回285_C相_19,通锡Ⅰ回285_3I0_20
-69.32180786132812,-8.44943618774414,77.94330596923828,0.280335396528244,0.020981885492801666,-0.036040276288986206,0.02464032545685768,0.0018945136107504368
-54.00056838989258,-29.78114128112793,84.18043518066406,0.7787094116210938,0.03242655098438263,-0.03224656358361244,0.017058687284588814,0.0018945136107504368
-34.9901123046875,-49.47915267944336,84.85612487792969,0.8721545338630676,0.04005632549524307,-0.03034970723092556,0.007581638637930155,0.0
-13.502755165100098,-66.2947769165039,79.98076629638672,0.560670793056488,0.03814888373017311,-0.022762279957532883,-0.0037908193189650774,0.0018945136107504368
8.569859504699707,-78.6567611694336,69.8558349609375,-0.04672256484627724,0.04196377098560333,-0.01517485361546278,-0.01516327727586031,0.0
29.95270538330078,-85.09789276123047,54.64763641357422,-0.6385416984558105,0.04005632549524307,-0.0018968567019328475,-0.02464032545685768,0.0
49.652931213378906,-85.46209716796875,35.270957946777344,-0.7164126634597778,0.03624143823981285,0.00758742680773139,-0.0322219654917717,0.0018945136107504368
66.2282943725586,-80.2800521850586,13.555357933044434,-0.6385416984558105,0.03433399274945259,0.013277997262775898,-0.03411737456917763,0.00568354083225131
54.95161437988281,-47.17948913574219,-8.149847030639648,-0.280335396528244,1.100595235824585,-1.0299931764602661,-0.009477048180997372,-0.039784785360097885
53.3944091796875,-23.568933486938477,-30.624298095703125,-1.1524899005889893,2.096281051635742,-2.0220491886138916,0.011372458189725876,-0.06820248812437057
54.37680435180664,-3.922952651977539,-49.325286865234375,1.993496060371399,2.8878703117370605,-2.799760580062866,0.02274491637945175,-0.08904214203357697
59.86360549926758,5.515026092529297,-64.6478271484375,1.1992124319076538,3.5192344188690186,-3.4276201725006104,0.0322219654917717,-0.11177629977464676
55.599578857421875,19.84368896484375,-76.73746490478516,-2.102515459060669,3.845407247543335,-3.7633635997772217,0.039803605526685715,-0.11367081850767136
45.232139587402344,37.314876556396484,-83.5775146484375,-1.666438102722168,3.9102604389190674,-3.835444211959839,0.03601278364658356,-0.11177629977464676
34.854248046875,50.99838638305664,-84.58584594726562,2.242683172225952,3.791998863220215,-3.731117010116577,0.0322219654917717,-0.09662019461393356
24.674924850463867,56.40935516357422,-79.5441665649414,2.725482940673828,3.412417411804199,-3.3612301349639893,0.02653573639690876,-0.07956957072019577
11.454349517822266,57.44992446899414,-69.34646606445312,-0.7631351947784424,2.794405698776245,-2.776998281478882,0.020849507302045822,-0.04925735294818878
-6.145216464996338,59.45822525024414,-54.6268424987793,-2.289405584335327,2.0028162002563477,-2.0106680393218994,0.017058687284588814,-0.018945135176181793
-23.284936904907227,59.489444732666016,-35.3645133972168,1.3549543619155884,1.0700761079788208,-1.1020737886428833,0.007581638637930155,0.015156108886003494
-36.35919952392578,51.76840591430664,-13.170734405517578,3.768953561782837,0.06866798549890518,-0.11570826172828674,-0.01326786819845438,0.04925735294818878
-46.86250305175781,38.62599563598633,8.950278282165527,1.012322187423706,-0.938462495803833,0.8725540637969971,-0.02653573639690876,0.07767505943775177
-57.574825286865234,26.087114334106445,29.855051040649414,-3.0058183670043945,-1.9074441194534302,1.8190855979919434,-0.03032655455172062,0.10419824719429016
-64.8278579711914,15.057062149047852,48.85750198364258,-1.6820123195648193,-2.7791459560394287,2.6878459453582764,-0.039803605526685715,0.12693241238594055
-64.11717987060547,0.36419984698295593,65.07403564453125,2.273831367492676,-3.4829928874969482,3.3877861499786377,-0.043594423681497574,0.13640497624874115
-56.90596008300781,-18.428512573242188,76.56074523925781,2.1180896759033203,-3.915982723236084,3.8183724880218506,-0.041699014604091644,0.14208851754665375
-47.09242630004883,-36.46160888671875,82.70431518554688,-1.3861026763916016,-4.068578243255615,3.9796054363250732,-0.03790819272398949,0.13640497624874115
-36.306941986083984,-48.40736389160156,83.3280258178711,-2.149237871170044,-3.940779447555542,3.856309652328491,-0.02843114547431469,0.12314338237047195
-23.93290138244629,-54.8484992980957,78.93085479736328,0.49837401509284973,-3.534493923187256,3.47314453125,-0.02653573639690876,0.10040921717882156
-8.486251831054688,-59.71836853027344,69.14895629882812,1.8066058158874512,-2.9050374031066895,2.864253520965576,-0.009477048180997372,0.07009700685739517
8.099562644958496,-62.767242431640625,54.377357482910156,-0.3737805187702179,-2.077206611633301,2.0618832111358643,0.0,0.035995759069919586
23.295387268066406,-60.39474105834961,35.322933197021484,-2.9123730659484863,-1.1063175201416016,1.1267328262329102,0.011372458189725876,-0.007578054443001747
37.195281982421875,-52.29909896850586,13.773656845092773,-2.1803863048553467,-0.06676054000854492,0.10622397810220718,0.01516327727586031,-0.037890270352363586
49.23488998413086,-41.08174133300781,-7.837990760803223,0.6385416984558105,0.9651666879653931,-0.9029037952423096,0.0322219654917717,-0.06820248812437057
57.42851257324219,-28.251502990722656,-28.472488403320312,1.3238059282302856,1.9341483116149902,-1.85322904586792,0.039803605526685715,-0.10040921717882156
61.38945770263672,-13.704319953918457,-47.99469757080078,-0.4516514539718628,2.761979103088379,-2.678361654281616,0.043594423681497574,-0.11556532979011536
61.74479675292969,2.5702104568481445,-65.21956634521484,-1.4795478582382202,3.414324998855591,-3.3232929706573486,0.0454898327589035,-0.12882693111896515
58.45271301269531,18.241209030151367,-76.94536590576172,-0.3737805187702179,3.8511295318603516,-3.7614667415618896,0.0454898327589035,-0.13451047241687775
51.33555221557617,32.04958724975586,-83.02656555175781,0.6696900725364685,4.038059234619141,-3.953049421310425,0.043594423681497574,-0.13261595368385315
39.81849670410156,43.77682113647461,-83.5255355834961,0.155741885304451,3.9598538875579834,-3.8790719509124756,0.03032655455172062,-0.11556532979011536
24.936201095581055,53.69346237182617,-79.08677673339844,-0.6852642893791199,3.6069767475128174,-3.535740852355957,0.02274491637945175,-0.09472568333148956
