冯大#1线电压_9,冯大#1线电压_10,冯大#1线电压_11,冯大#1线电压_12,冯大#1线_41,冯大#1线_42,冯大#1线_43,冯大#1线_44
-86.46550750732422,53.27919387817383,32.888614654541016,-1.378288984298706,-0.2413250058889389,0.16473299264907837,0.07835499942302704,0.006037000101059675
-86.9349594116211,48.86984634399414,37.78278350830078,-1.3315670490264893,-0.2370000034570694,0.1570110023021698,0.09126999974250793,0.0008709999965503812
-87.38282775878906,44.13667678833008,43.2921028137207,-0.8331990242004395,-0.24305500090122223,0.14242500066757202,0.11279500275850296,0.004315000027418137
-87.2425308227539,39.27397918701172,48.38052749633789,-0.22581300139427185,-0.2482450008392334,0.13127100467681885,0.12570999562740326,0.009480999782681465
-86.70832824707031,34.200801849365234,52.9509391784668,-0.11679500341415405,-0.24910999834537506,0.11067900061607361,0.1351809948682785,0.011203000321984291
-86.07160186767578,29.213972091674805,57.05729675292969,-0.4594230055809021,-0.24738000333309174,0.1072470024228096,0.15326200425624847,0.004315000027418137
-84.73339080810547,24.22174644470215,60.505340576171875,-0.9188560247421265,-0.24045999348163605,0.08922900259494781,0.15928900241851807,0.01206399966031313
-83.23870086669922,19.164758682250977,63.818485260009766,-1.199187994003296,-0.22921499609947205,0.07464300096035004,0.1747869998216629,0.005175999831408262
-81.24217987060547,14.118562698364258,67.07766723632812,-0.9110689759254456,-0.22402499616146088,0.05490899831056595,0.18511900305747986,0.009480999782681465
-79.46150207519531,8.807914733886719,71.04912567138672,-0.24917399883270264,-0.2257550060749054,0.04118100181221962,0.19545100629329681,0.010342000052332878
-77.25993347167969,3.087095022201538,74.78315734863281,0.26476800441741943,-0.21537500619888306,0.024020999670028687,0.20233899354934692,0.01206399966031313
-74.59430694580078,-2.223552942276001,77.77253723144531,0.8332189917564392,-0.2101850062608719,0.01372500043362379,0.2143930047750473,0.006037000101059675
-71.51859283447266,-7.820241928100586,80.46514129638672,1.1602729558944702,-0.20153500139713287,-0.007724999915808439,0.2204200029373169,0.007759000174701214
-67.86009979248047,-13.02834701538086,82.15949249267578,1.2926520109176636,-0.2032649964094162,-0.015447000041604042,0.22902999818325043,0.01206399966031313
-63.985774993896484,-17.97199821472168,83.2818603515625,1.3938829898834229,-0.18423500657081604,-0.032607000321149826,0.24280600249767303,0.009480999782681465
-59.965755462646484,-23.347410202026367,84.684814453125,1.487326979637146,-0.17991000413894653,-0.04976699873805046,0.24280600249767303,0.009480999782681465
-55.78385543823242,-28.614883422851562,85.75862121582031,1.4795399904251099,-0.166934996843338,-0.05319900065660477,0.23505699634552002,0.01206399966031313
-51.429283142089844,-34.389671325683594,87.1130142211914,1.3627350330352783,-0.15396000444889069,-0.08237099647521973,0.24797199666500092,0.002592999953776598
-46.86426544189453,-39.93778991699219,88.01954650878906,1.230355978012085,-0.14184999465942383,-0.08923500031232834,0.25141599774360657,0.0017320000333711505
-42.16974639892578,-44.930015563964844,88.30014038085938,1.2692910432815552,-0.133200004696846,-0.11068499833345413,0.25141599774360657,-0.0008510000188834965
-37.29176330566406,-49.776519775390625,88.23538208007812,1.1680599451065063,-0.11590000241994858,-0.12269700318574905,0.25830399990081787,0.005175999831408262
-32.106204986572266,-53.894432067871094,86.95113372802734,0.8955150246620178,-0.10465499758720398,-0.13556699454784393,0.25658199191093445,0.002592999953776598
-27.136489868164062,-58.055519104003906,85.9582748413086,0.6307569742202759,-0.08648999780416489,-0.1484369933605194,0.25313800573349,0.004315000027418137
-22.064250946044922,-62.00072479248047,84.69561004638672,0.3659990131855011,-0.07610999792814255,-0.15444299578666687,0.24452799558639526,0.002592999953776598
-16.82473373413086,-65.76243591308594,83.10918426513672,0.2881290018558502,-0.05967500060796738,-0.16902899742126465,0.24280600249767303,0.004315000027418137
-11.30462646484375,-69.54033660888672,81.28533935546875,0.225832998752594,-0.04323999956250191,-0.17932499945163727,0.23075200617313385,0.004315000027418137
-5.9733781814575195,-72.91885375976562,79.49386596679688,0.43608200550079346,-0.03285999968647957,-0.18447299301624298,0.2273080050945282,0.0034539999905973673
-0.5180220007896423,-76.2380142211914,77.30308532714844,0.5450999736785889,-0.01642500050365925,-0.20420700311660767,0.21525399386882782,-0.001711999997496605
5.018273830413818,-78.94730377197266,74.2327651977539,0.12460199743509293,-0.004315000027418137,-0.21278700232505798,0.2143930047750473,9.999999747378752e-06
10.446649551391602,-81.13848876953125,70.78472137451172,-0.14015600085258484,0.011254999786615372,-0.2179349958896637,0.2083660066127777,-0.001711999997496605
15.896610260009766,-83.15696716308594,67.16940307617188,-0.4594230055809021,0.02682499960064888,-0.2230830043554306,0.19975599646568298,0.0008709999965503812
21.1577091217041,-84.38748168945312,62.93893814086914,-0.7008200287818909,0.03633999824523926,-0.23337900638580322,0.18598000705242157,-0.001711999997496605
26.095050811767578,-85.47767639160156,59.02144241333008,-0.778689980506897,0.05277499929070473,-0.2247990071773529,0.1739259958267212,-0.0034340000711381435
30.96763801574707,-86.42754364013672,54.76939392089844,-1.2225489616394043,0.0692100003361702,-0.23166300356388092,0.16015000641345978,-0.004294999875128269
35.921165466308594,-87.16153717041016,50.209774017333984,-1.6819820404052734,0.08132000267505646,-0.23852699995040894,0.15584500133991241,-0.0034340000711381435
41.311771392822266,-88.04664611816406,45.40733337402344,-2.009036064147949,0.10121499747037888,-0.24539099633693695,0.14034700393676758,-0.001711999997496605
46.17356491088867,-87.94410705566406,40.550933837890625,-1.9000179767608643,0.10899999737739563,-0.2496809959411621,0.13345900177955627,-0.0034340000711381435
57.89907455444336,-55.017005920410156,42.277652740478516,72.98756408691406,0.192904993891716,-1.7177189588546753,0.2402230054140091,-1.297516942024231
67.2341537475586,-33.89854431152344,43.87487030029297,132.19212341308594,0.2153950035572052,-2.8597168922424316,0.14723500609397888,-2.5072219371795654
76.15373992919922,-24.615705490112305,40.518558502197266,159.63351440429688,0.19550000131130219,-3.3573570251464844,0.09729699790477753,-3.065150022506714
