1-七松二回电压Ua_1,2-七松二回电压Ub_2,3-七松二回电压Uc_3,4-七松二回电压3Uo_4,9-七松二回电流Ia_9,10-七松二回电流Ib_10,11-七松二回电流Ic_11,12-七松二回电流3Io_12
70.29037475585938,6.690273761749268,-77.22089385986328,-0.44377171993255615,0.04965207725763321,0.04252809286117554,-0.09927649796009064,-0.007100301794707775
67.46095275878906,11.700052261352539,-79.50328826904297,-0.5705636143684387,0.04255892336368561,0.05670412629842758,-0.09927649796009064,-0.007100301794707775
64.3136215209961,16.614707946777344,-81.21508026123047,-0.5705636143684387,0.028372615575790405,0.05670412629842758,-0.09218531847000122,-0.007100301794707775
60.65763473510742,21.46595001220703,-82.54647827148438,-0.7290535569190979,0.028372615575790405,0.0637921392917633,-0.09218531847000122,-0.007100301794707775
56.71552658081055,26.19036102294922,-83.33897399902344,-0.7607515454292297,0.014186307787895203,0.07088015228509903,-0.09218531847000122,-0.01420060358941555
52.55087661743164,30.819650650024414,-83.81446838378906,-0.7607515454292297,0.014186307787895203,0.07088015228509903,-0.0850941464304924,-0.01420060358941555
48.036521911621094,35.44894027709961,-83.97296905517578,-0.7924494743347168,0.007093153893947601,0.07088015228509903,-0.09218531847000122,-0.01420060358941555
43.331424713134766,40.07822799682617,-83.81446838378906,-0.7290535569190979,0.0,0.07796817272901535,-0.0850941464304924,-0.007100301794707775
38.403785705566406,44.707515716552734,-83.56087493896484,-0.8241474628448486,-0.007093153893947601,0.08505618572235107,-0.0850941464304924,-0.007100301794707775
33.25360870361328,49.36851501464844,-82.95857238769531,-0.6022616028785706,-0.014186307787895203,0.08505618572235107,-0.07800296694040298,-0.007100301794707775
27.88089370727539,53.93438720703125,-82.10267639160156,-0.5705636143684387,-0.021279461681842804,0.0921442061662674,-0.07800296694040298,-0.007100301794707775
22.5081787109375,58.31001663208008,-81.05657958984375,-0.4120737314224243,-0.028372615575790405,0.0921442061662674,-0.07091178745031357,-0.007100301794707775
