220kVⅢ母电压_Ua_9,220kVⅢ母电压_Ub_10,220kVⅢ母电压_Uc_11,220kVⅢ母电压_3U0_12,博南Ⅱ回电流_Ia_17,博南Ⅱ回电流_Ib_18,博南Ⅱ回电流_Ic_19,博南Ⅱ回电流_3I0_20
17.685497283935547,-79.52638244628906,61.63080596923828,-0.8792173862457275,-0.004322586115449667,0.12535496056079865,-0.11152268946170807,0.0017290320247411728
22.727380752563477,-80.73239135742188,57.787147521972656,-1.0815151929855347,-0.007780653890222311,0.12967754900455475,-0.10979365557432175,0.003458065912127495
27.808168411254883,-81.88392639160156,53.795654296875,-1.0270503759384155,-0.020748408511281013,0.13659368455410004,-0.10720010846853256,-0.000864518980961293
32.888954162597656,-83.01213073730469,49.95977783203125,-0.7625071406364441,-0.02680002711713314,0.13572916388511658,-0.09769041836261749,0.0008645150228403509
37.868595123291016,-83.47119140625,45.71930694580078,-0.38125357031822205,-0.03717423230409622,0.14005175232887268,-0.09509687125682831,0.005187099799513817
42.62259292602539,-83.30779266357422,40.93418502807617,-0.1556137055158615,-0.048412952572107315,0.14091627299785614,-0.08385814726352692,-0.000864518980961293
47.27544021606445,-83.12105560302734,36.257991790771484,0.10114890336990356,-0.057058122009038925,0.15129047632217407,-0.08472266793251038,-1.999999943436137e-09
51.74933624267578,-82.7475814819336,31.387283325195312,0.1322716474533081,-0.06138070672750473,0.14783240854740143,-0.06916136294603348,-1.999999943436137e-09
55.90422058105469,-82.05510711669922,26.508792877197266,0.031122738495469093,-0.0665678083896637,0.14523884654045105,-0.06138070672750473,-0.004322587046772242
59.63895034790039,-80.724609375,21.49803352355957,-0.09336821734905243,-0.07348394393920898,0.14783240854740143,-0.05446457117795944,0.002593548968434334
63.16360092163086,-79.16847229003906,16.090456008911133,-0.29566603899002075,-0.0864517018198967,0.14783240854740143,-0.05014198645949364,0.0008645150228403509
66.52485656738281,-77.58120727539062,11.118598937988281,-0.2878853380680084,-0.09336783736944199,0.14091627299785614,-0.031987130641937256,-0.001729035982862115
69.53598022460938,-75.59713745117188,6.240109443664551,-0.194517120718956,-0.09423235058784485,0.14005175232887268,-0.03458068147301674,0.0017290320247411728
72.08026885986328,-72.83499145507812,1.0970765352249146,0.10114890336990356,-0.10547107458114624,0.13918723165988922,-0.02507099322974682,0.003458065912127495
74.36779022216797,-69.8627700805664,-3.898123264312744,0.5057445168495178,-0.1175743117928505,0.13400013744831085,-0.01296775508671999,0.003458065912127495
76.61640167236328,-66.82052612304688,-8.885541915893555,1.0192697048187256,-0.11670979857444763,0.1262194812297821,-0.0034580680076032877,0.0017290320247411728
78.5693588256836,-63.59931945800781,-13.919645309448242,1.41608464717865,-0.1175743117928505,0.12103237956762314,0.004322585184127092,0.004322582855820656
80.04768371582031,-59.98908233642578,-18.844820022583008,1.6572859287261963,-0.12276141345500946,0.12103237956762314,0.010374204255640507,0.003458065912127495
81.19144439697266,-56.00537109375,-24.003414154052734,1.703969955444336,-0.12362593412399292,0.11411624401807785,0.014696788974106312,0.0017290320247411728
82.47525787353516,-52.12281036376953,-29.216472625732422,1.5016721487045288,-0.12276141345500946,0.1063355877995491,0.02680002711713314,-1.999999943436137e-09
83.33892059326172,-48.13909912109375,-34.219451904296875,1.1671026945114136,-0.12362593412399292,0.1063355877995491,0.04149681702256203,0.0008645150228403509
83.6734848022461,-43.72745132446289,-39.27689743041992,0.7936298847198486,-0.13140659034252167,0.09855493158102036,0.04668391868472099,0.004322582855820656
83.65792846679688,-38.957889556884766,-44.15538787841797,0.45127972960472107,-0.13659368455410004,0.09250331670045853,0.0510065034031868,0.0008645150228403509
83.4167251586914,-34.266136169433594,-48.6915283203125,0.2878853380680084,-0.13572916388511658,0.08126459270715714,0.0553290881216526,0.003458065912127495
83.08993530273438,-29.558822631835938,-53.118736267089844,0.29566603899002075,-0.1374582052230835,0.0752129778265953,0.07175491005182266,0.004322582855820656
82.16403198242188,-24.68033218383789,-56.97795486450195,0.42793768644332886,-0.13659368455410004,0.0708903893828392,0.07867104560136795,0.005187099799513817
80.70904541015625,-19.56064224243164,-60.50260543823242,0.6691389083862305,-0.13572916388511658,0.06224521994590759,0.08472266793251038,0.004322582855820656
79.12178802490234,-14.433170318603516,-64.04281616210938,0.8714367151260376,-0.13572916388511658,0.054464567452669144,0.09941945225000381,0.009509685449302197
77.39447021484375,-9.461313247680664,-67.27180480957031,0.778068482875824,-0.1305420696735382,0.04322584718465805,0.09682590514421463,-0.000864518980961293
74.95133972167969,-4.575042724609375,-69.94835662841797,0.5213059186935425,-0.1288130283355713,0.03630971163511276,0.10720010846853256,0.008645167574286461
43.517372131347656,3.719167470932007,-47.96792221069336,-1.190444827079773,0.20316149294376373,-3.000000026176508e-09,-0.10287752002477646,0.10547107458114624
57.19581604003906,15.958185195922852,-55.3751335144043,30.609214782714844,0.19105826318264008,0.014696786180138588,0.17376792430877686,0.3881681263446808
63.124698638916016,22.268320083618164,-74.1810531616211,19.513957977294922,0.0821291133761406,-0.1106581762433052,0.1106581762433052,0.07175491005182266
61.55299758911133,22.034900665283203,-75.06026458740234,15.670299530029297,0.17030984163284302,-0.039767786860466,0.09941945225000381,0.22563894093036652
47.23653793334961,19.405029296875,-75.67494201660156,-15.709202766418457,0.11152268946170807,-0.01729034259915352,0.1175743117928505,0.21094214916229248
31.395063400268555,31.52733612060547,-67.10840606689453,-6.107837677001953,0.3259229063987732,-0.07434846460819244,0.09769041836261749,0.35099390149116516
53.982391357421875,34.47621536254883,-82.26518249511719,11.173063278198242,0.37347134947776794,-0.04754843935370445,0.02507099322974682,0.348400354385376
50.099830627441406,36.49919509887695,-80.09436798095703,11.390922546386719,0.2775099575519562,-0.09596139192581177,0.20748408138751984,0.3898971676826477
38.14869689941406,35.7678108215332,-80.80241394042969,-12.519122123718262,0.31554871797561646,-0.021612927317619324,0.11152268946170807,0.3924907147884369
28.30613136291504,42.82489013671875,-78.8494644165039,-13.647321701049805,0.24552282691001892,0.015561303123831749,0.10720010846853256,0.37779393792152405
28.95970916748047,49.65633010864258,-80.80241394042969,-3.392378568649292,0.42188429832458496,-0.041496820747852325,0.11152268946170807,0.4901811480522156
30.235742568969727,51.01795196533203,-79.06732177734375,4.014833450317383,0.4564649760723114,0.04063229635357857,0.10374204069375992,0.5973812341690063
20.31536865234375,47.8823356628418,-75.4337387084961,-12.993743896484375,0.40200039744377136,0.02420647256076336,0.07175491005182266,0.4988262951374054
19.81740379333496,48.77711486816406,-70.1195297241211,-2.6298716068267822,0.2705938220024109,0.18241308629512787,0.1262194812297821,0.592194139957428
