220kVⅢ母电压_Ua_9,220kVⅢ母电压_Ub_10,220kVⅢ母电压_Uc_11,220kVⅢ母电压_3U0_12,博南Ⅱ回电流_Ia_17,博南Ⅱ回电流_Ib_18,博南Ⅱ回电流_Ic_19,博南Ⅱ回电流_3I0_20
-7.648413181304932,75.72162628173828,-67.87869262695312,0.1089295893907547,-0.004322586115449667,-0.11930334568023682,0.1262194812297821,0.0008645150228403509
-12.65139389038086,77.95468139648438,-64.6574935913086,0.6769195795059204,0.003458067076280713,-0.12016786634922028,0.12103237956762314,-0.001729035982862115
-17.56878662109375,79.7987060546875,-61.37404251098633,1.1437606811523438,0.006916135083884001,-0.12276141345500946,0.11584527790546417,0.0017290320247411728
-22.595109939575195,81.07473754882812,-57.429237365722656,1.3849619626998901,0.022477440536022186,-0.1262194812297821,0.11498076468706131,0.0008645150228403509
-27.847070693969727,82.1873779296875,-53.56223678588867,1.1359800100326538,0.023341957479715347,-0.1305420696735382,0.10547107458114624,-0.002593552926555276
-32.92007827758789,83.32335662841797,-49.67967224121094,0.918120801448822,0.03371616080403328,-0.12881304323673248,0.10460655391216278,-0.002593552926555276
-37.938621520996094,83.79798126220703,-45.3147087097168,0.6068934202194214,0.04668391868472099,-0.13832272589206696,0.10547107458114624,0.004322582855820656
-42.770423889160156,83.68126678466797,-40.54515075683594,0.16339437663555145,0.049277469515800476,-0.1374582052230835,0.09250331670045853,-1.999999943436137e-09
-47.41549301147461,83.37782287597656,-35.814491271972656,-0.10114890336990356,0.05878715589642525,-0.13659368455410004,0.08558718115091324,0.0017290320247411728
-51.803802490234375,83.00434875488281,-31.044933319091797,-0.11671027541160583,0.06916135549545288,-0.13659368455410004,0.07607749849557877,-0.0034580701030790806
-55.8886604309082,82.28074645996094,-26.104198455810547,-0.023342056199908257,0.07867104560136795,-0.14091627299785614,0.06829684227705002,-1.999999943436137e-09
-59.5844841003418,80.9580307006836,-21.031190872192383,0.1711750626564026,0.07953556627035141,-0.13918724656105042,0.06483877450227737,0.004322582855820656
-63.101356506347656,79.32408142089844,-15.841474533081055,0.3501308262348175,0.08990976959466934,-0.14783240854740143,0.05360005423426628,-0.0034580701030790806
-66.34590148925781,77.7679443359375,-10.846275329589844,0.45127972960472107,0.10287752002477646,-0.1305420696735382,0.04149681702256203,0.0008645150228403509
-69.2947769165039,75.7138442993164,-5.967785358428955,0.3423501253128052,0.10028397291898727,-0.1305420696735382,0.03717423230409622,-0.000864518980961293
-71.7923812866211,72.97504425048828,-0.8869981169700623,0.05446479469537735,0.1063355877995491,-0.1305420696735382,0.020748408511281013,-0.001729035982862115
-74.1265869140625,69.98725891113281,4.115982532501221,-0.40459561347961426,0.11670979112386703,-0.1305420696735382,0.01642582379281521,0.002593548968434334
-76.32073974609375,66.85942840576172,9.03337574005127,-0.9725856184959412,0.11843882501125336,-0.1218969002366066,0.0025935510639101267,-0.001729035982862115
-78.29703521728516,63.700469970703125,14.0908203125,-1.3538391590118408,0.12708400189876556,-0.12362593412399292,-0.0025935510639101267,0.004322582855820656
-79.77536010742188,60.0980110168457,19.023775100708008,-1.610601782798767,0.1288130283355713,-0.11584527790546417,-0.0008645170019008219,0.003458065912127495
