220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV玉元II回线_A相_17,220kV玉元II回线_B相_18,220kV玉元II回线_C相_19,220kV玉元II回线_3I0_20
82.79383087158203,-61.453407287597656,-20.917024612426758,0.8102623224258423,-0.11203878372907639,-0.0649440735578537,0.19486775994300842,0.0
85.85794830322266,-43.598350524902344,-41.636817932128906,1.0439918041229248,-0.09336565434932709,-0.08349952101707458,0.18558834493160248,0.0
82.84612274169922,-22.552663803100586,-60.166290283203125,0.17140163481235504,-0.046682827174663544,-0.11133269965648651,0.19486775994300842,0.0
74.68909454345703,-0.5508254170417786,-74.02446746826172,0.2804754078388214,0.018673131242394447,-0.1298881471157074,0.1484706699848175,0.0
61.156795501708984,20.962543487548828,-82.65079498291016,-0.670024573802948,0.05601939186453819,-0.14844359457492828,0.12991183996200562,0.0
43.472774505615234,41.66526412963867,-85.85841369628906,-0.966081976890564,0.09336565434932709,-0.15772132575511932,0.0835147500038147,0.009274326264858246
22.243587493896484,60.55961608886719,-83.04525756835938,-0.07790983468294144,0.11203878372907639,-0.1298881471157074,0.04639708623290062,0.009274326264858246
0.2719009220600128,74.46536254882812,-75.02101135253906,-0.26489344239234924,0.15872161090373993,-0.11133269965648651,-0.009279416874051094,0.009274326264858246
-21.38605308532715,82.88363647460938,-61.16283416748047,0.7323524355888367,0.15872161090373993,-0.09277724474668503,-0.055676501244306564,0.0
-54.21286392211914,45.05335998535156,-55.67146682739258,-111.1305923461914,0.26142382621765137,4.388363838195801,0.12991183996200562,-4.8226494789123535
-65.19347381591797,5.186073303222656,-27.062374114990234,-150.10108947753906,0.606876790523529,7.960287570953369,0.40829434990882874,-9.023919105529785
-77.17803192138672,33.38209915161133,-1.0173044204711914,-76.67886352539062,0.840290904045105,12.135263442993164,0.7423533797264099,-13.753826141357422
-90.427978515625,23.072309494018555,7.920441627502441,-103.04354858398438,0.9990125298500061,15.18763542175293,0.890824019908905,-17.129680633544922
-10.802833557128906,5.186073303222656,51.23892593383789,74.80902862548828,-1.5872161388397217,17.488510131835938,1.0021770000457764,-16.934919357299805
-14.97546672821045,8.875564575195312,75.35319519042969,119.04622650146484,-6.927731513977051,19.14922332763672,0.8165886998176575,-13.011879920959473
-12.894378662109375,-2.6398048400878906,73.29782104492188,100.39461517333984,-10.690367698669434,19.102834701538086,0.37117668986320496,-8.773512840270996
