1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV小开Ⅱ回线273Ia_9,10-220kV小开Ⅱ回线273Ib_10,11-220kV小开Ⅱ回线273Ic_11,12-220kV小开Ⅱ回线2733Io_12
6.92030143737793,-76.5031509399414,69.6033935546875,-0.031662363559007645,0.10577046126127243,-0.17662250995635986,-0.03532920032739639,0.0
12.221632957458496,-79.28853607177734,67.26112365722656,0.18997418880462646,0.1410272866487503,-0.14129801094532013,0.03532920032739639,0.035198360681533813
17.68168830871582,-81.88400268554688,64.4440689086914,0.31662362813949585,0.1410272866487503,-0.14129801094532013,-0.03532920032739639,-0.035198360681533813
23.173486709594727,-84.00469970703125,60.99396896362305,0.2216365486383438,0.1410272866487503,-0.1059735119342804,0.0,0.0
28.728775024414062,-85.36573791503906,56.68925857543945,0.031662363559007645,0.1410272866487503,-0.1059735119342804,-0.07065840065479279,0.0
33.934871673583984,-86.18869018554688,52.00471878051758,-0.5065978169441223,0.1410272866487503,-0.14129801094532013,-0.03532920032739639,0.0
38.918758392333984,-86.25199890136719,46.71878433227539,-1.1081827878952026,0.17628410458564758,-0.14129801094532013,-0.07065840065479279,0.0
43.458221435546875,-85.52399444580078,41.14798355102539,-1.5197935104370117,0.21154092252254486,-0.1059735119342804,-0.10598760098218918,0.035198360681533813
47.93419647216797,-84.60608673095703,35.45056915283203,-1.994728922843933,0.17628410458564758,-0.07064900547266006,-0.10598760098218918,0.0
52.124473571777344,-83.1817398071289,29.8797664642334,-2.1213784217834473,0.17628410458564758,-0.1059735119342804,-0.07065840065479279,0.035198360681533813
55.80683517456055,-81.5674819946289,24.562179565429688,-1.9314042329788208,0.17628410458564758,-0.1059735119342804,-0.10598760098218918,0.0
49.14048767089844,-70.48925018310547,19.909292221069336,-1.994728922843933,2.714775323867798,-2.614013195037842,-0.10598760098218918,0.035198360681533813
42.56937789916992,-59.66422653198242,14.401793479919434,-5.41426420211792,7.29816198348999,-7.206198692321777,-0.14131680130958557,-0.035198360681533813
30.69693374633789,-41.6541748046875,9.653949737548828,-1.899741768836975,10.47127628326416,-10.24410629272461,-0.14131680130958557,0.10559508204460144
31.204845428466797,-35.98844909667969,4.431321144104004,-0.2849612832069397,12.903996467590332,-12.858119010925293,-0.14131680130958557,-0.07039672136306763
33.99836349487305,-38.17244338989258,1.361048698425293,-5.192627429962158,16.429677963256836,-16.35524559020996,-0.14131680130958557,-0.07039672136306763
26.062236785888672,-24.18221092224121,-5.096019268035889,-4.591042518615723,19.638050079345703,-19.569774627685547,-0.17664599418640137,0.035198360681533813
34.379295349121094,-29.373157501220703,-9.9071683883667,-8.327201843261719,23.128475189208984,-23.03157615661621,-0.14131680130958557,0.035198360681533813
32.91904830932617,-21.934911727905273,-15.351362228393555,-8.168889999389648,26.68941307067871,-26.493377685546875,-0.21197520196437836,0.07039672136306763
30.506465911865234,-14.908143043518066,-20.22581672668457,-7.757278919219971,29.580472946166992,-29.53128433227539,-0.14131680130958557,-0.035198360681533813
