5-220kV七屯Ⅱ回线电压Ua_5,6-220kV七屯Ⅱ回线电压Ub_6,7-220kV七屯Ⅱ回线电压Uc_7,8-220kV七屯Ⅱ回线电压3Uo_8,13-220kV七屯Ⅱ回线路电流Ia_13,14-220kV七屯Ⅱ回线路电流Ib_14,15-220kV七屯Ⅱ回线路电流Ic_15,16-220kV七屯Ⅱ回线路电流3Io_16
1.8114526271820068,72.08746337890625,-74.51248931884766,-1.080764889717102,-0.021580087020993233,0.014391683973371983,0.007199308834969997,0.0
-3.2097671031951904,74.78915405273438,-72.7323226928711,-1.9390194416046143,-0.01438672374933958,0.014391683973371983,0.007199308834969997,-0.007194661069661379
-8.199206352233887,77.55441284179688,-70.72964477539062,-2.415827512741089,-0.01438672374933958,0.007195841986685991,0.014398617669939995,-0.007194661069661379
-13.093306541442871,79.9064712524414,-68.12297821044922,-2.2886786460876465,-0.01438672374933958,0.007195841986685991,0.007199308834969997,0.0
-17.892066955566406,81.94068908691406,-65.03948211669922,-1.7165089845657349,-0.021580087020993233,0.0,0.007199308834969997,0.0
-22.72260856628418,83.52991485595703,-61.224849700927734,-0.6675312519073486,-0.021580087020993233,0.007195841986685991,0.014398617669939995,0.0
-27.3306884765625,84.5152359008789,-56.965179443359375,0.3496592342853546,-0.021580087020993233,0.0,0.007199308834969997,0.0
-32.224788665771484,85.37342071533203,-52.228675842285156,1.5893601179122925,-0.021580087020993233,0.0,0.014398617669939995,0.0
-37.055328369140625,85.78662109375,-47.206077575683594,2.6383378505706787,-0.01438672374933958,0.0,0.021597925573587418,-0.007194661069661379
-41.85409164428711,85.72305297851562,-41.99274444580078,3.146933078765869,-0.01438672374933958,0.007195841986685991,0.007199308834969997,0.0
-46.71641159057617,85.2145004272461,-36.6204719543457,3.2740819454193115,-0.01438672374933958,0.007195841986685991,0.014398617669939995,0.0
-51.48339080810547,84.45166778564453,-31.31177520751953,2.765486717224121,-0.021580087020993233,0.0,0.014398617669939995,0.0
-55.900794982910156,83.08493041992188,-26.034866333007812,1.9390194416046143,-0.021580087020993233,0.0,0.021597925573587418,0.0
-60.12751770019531,81.46392059326172,-20.916900634765625,0.635744035243988,-0.01438672374933958,-0.007195841986685991,0.021597925573587418,0.0
-63.71864318847656,79.62040710449219,-16.212188720703125,-0.540382444858551,-0.00719336187466979,-0.007195841986685991,0.014398617669939995,0.0
-67.02375030517578,77.55441284179688,-11.475686073303223,-1.780083417892456,-0.01438672374933958,-0.007195841986685991,0.014398617669939995,0.007194661069661379
-70.07461547851562,75.42484283447266,-6.834549903869629,-2.574763536453247,-0.00719336187466979,0.0,0.014398617669939995,0.0
-72.7759017944336,73.23170471191406,-2.0980477333068848,-2.8926355838775635,-0.01438672374933958,-0.007195841986685991,0.014398617669939995,0.0
-75.50897216796875,71.19749450683594,2.8609743118286133,-2.574763536453247,-0.01438672374933958,-0.007195841986685991,0.014398617669939995,0.0
-77.89246368408203,68.8454360961914,7.947150707244873,-1.8436577320098877,-0.00719336187466979,-0.007195841986685991,0.014398617669939995,0.0
-80.18061828613281,66.30266571044922,13.351213455200195,-0.890041708946228,-0.00719336187466979,-0.007195841986685991,0.014398617669939995,0.007194661069661379
-81.70604705810547,63.21955871582031,18.628122329711914,0.222510427236557,-0.00719336187466979,-0.007195841986685991,0.014398617669939995,0.0
