5-220kV七屯Ⅱ回线电压Ua_5,6-220kV七屯Ⅱ回线电压Ub_6,7-220kV七屯Ⅱ回线电压Uc_7,8-220kV七屯Ⅱ回线电压3Uo_8,13-220kV七屯Ⅱ回线路电流Ia_13,14-220kV七屯Ⅱ回线路电流Ib_14,15-220kV七屯Ⅱ回线路电流Ic_15,16-220kV七屯Ⅱ回线路电流3Io_16
-85.5196304321289,56.258731842041016,30.10380744934082,1.4939985275268555,0.01438672374933958,-0.028783367946743965,0.007199308834969997,0.0
-85.93276977539062,51.6817512512207,35.44429397583008,2.0979554653167725,0.021580087020993233,-0.021587524563074112,0.007199308834969997,0.0
-86.21878814697266,46.850494384765625,40.657623291015625,2.225104331970215,0.01438672374933958,-0.021587524563074112,0.007199308834969997,0.0
-86.02811431884766,41.574249267578125,45.52128219604492,1.875445008277893,0.021580087020993233,-0.021587524563074112,0.007199308834969997,0.0
-85.5196304321289,36.13908386230469,50.03526306152344,1.1125521659851074,0.021580087020993233,-0.021587524563074112,0.014398617669939995,0.0
-84.693359375,30.54499626159668,54.07241439819336,-0.0317872017621994,0.021580087020993233,-0.021587524563074112,0.0,0.0
-83.54927825927734,24.982690811157227,57.95062255859375,-1.1443393230438232,0.021580087020993233,-0.021587524563074112,0.007199308834969997,0.0
-81.9920654296875,19.420387268066406,61.25663757324219,-2.2568914890289307,0.021580087020993233,-0.021587524563074112,0.007199308834969997,0.0
-75.66787719726562,13.476668357849121,58.55460739135742,-6.0395684242248535,-0.3380880057811737,-0.014391683973371983,0.3887626826763153,0.028778644278645515
-68.19960021972656,8.391133308410645,57.4420051574707,-3.8462514877319336,-0.726529598236084,-0.028783367946743965,0.7631267309188843,0.007194661069661379
-62.92414474487305,3.3055977821350098,58.61818313598633,-1.7165089845657349,-1.0861977338790894,-0.014391683973371983,1.1086934804916382,0.0
-55.23341751098633,-0.6674764752388,54.326725006103516,-1.875445008277893,-1.4602525234222412,-0.007195841986685991,1.4686589241027832,0.007194661069661379
-49.640159606933594,-5.943719387054443,54.040626525878906,-2.4476146697998047,-1.8055338859558105,-0.007195841986685991,1.8358237743377686,0.014389322139322758
