1-220kV母线电压Ua_1,2-220kV母线电压Ub_2,3-220kV母线电压Uc_3,4-220kV母线电压3Uo_4,5-220kV苏腾线线路电流Ia_5,6-220kV苏腾线线路电流Ib_6,7-220kV苏腾线线路电流Ic_7,8-220kV苏腾线线路电流3Io_8
84.03289794921875,-56.001182556152344,-28.06990623474121,-0.0316321887075901,0.5200127959251404,-0.30211731791496277,-0.2248745858669281,0.0
84.00117492675781,-32.493343353271484,-51.646095275878906,-0.2530575096607208,0.5059583783149719,-0.14754566550254822,-0.379475861787796,0.0
75.59471893310547,-5.789952754974365,-70.00071716308594,-0.34795406460762024,0.44974079728126526,0.014051968231797218,-0.4708311855792999,0.007030300796031952
61.41476058959961,19.647872924804688,-81.42488098144531,-0.6642759442329407,0.34433281421661377,0.1826755851507187,-0.5340771675109863,0.007030300796031952
40.477909088134766,44.19980239868164,-84.87428283691406,-0.41121843457221985,0.20378880202770233,0.33724722266197205,-0.5340771675109863,0.0
14.370292663574219,64.95504760742188,-79.33625030517578,0.0,0.04216320067644119,0.44263699650764465,-0.49191316962242126,0.0
-11.92765998840332,78.97116088867188,-66.8994140625,0.2530575096607208,-0.11243519932031631,0.5199228525161743,-0.40055787563323975,0.0
-36.639488220214844,85.4571762084961,-48.418216705322266,0.7908046841621399,-0.27406081557273865,0.5410007834434509,-0.27406591176986694,0.007030300796031952
-58.718345642089844,82.60965728759766,-23.576189041137695,0.5377472043037415,-0.3935232162475586,0.5058708786964417,-0.10540996491909027,0.007030300796031952
-75.34093475341797,72.48514556884766,3.1329433917999268,0.5061150193214417,-0.4778496026992798,0.428585022687912,0.056218646466732025,0.007030300796031952
-84.09634399414062,56.254295349121094,27.848384857177734,-0.09489656239748001,-0.5200127959251404,0.30211731791496277,0.21784725785255432,0.0
-83.93773651123047,32.80973434448242,51.29799270629883,0.22142532467842102,-0.5129855871200562,0.14051967859268188,0.3583938777446747,0.0
-75.88021850585938,6.0114264488220215,70.03235626220703,0.28468969464302063,-0.44974079728126526,-0.021077951416373253,0.46380385756492615,0.007030300796031952
-61.47820281982422,-19.616233825683594,81.45652770996094,0.6642759442329407,-0.33730560541152954,-0.18970157206058502,0.5270498394966125,0.007030300796031952
-40.477909088134766,-44.073246002197266,84.77934265136719,0.37958624958992004,-0.1967616081237793,-0.33724722266197205,0.5270498394966125,0.0
-14.560626983642578,-64.73357391357422,79.3678970336914,0.09489656239748001,-0.04216320067644119,-0.449662983417511,0.4848858416080475,-0.007030300796031952
11.673879623413086,-78.8762435913086,67.05764770507812,-0.22142532467842102,0.11946240067481995,-0.5199228525161743,0.39353054761886597,-0.007030300796031952
36.44915008544922,-85.3938980102539,48.48150634765625,-0.8857012987136841,0.2810879945755005,-0.5339747667312622,0.2529839277267456,0.0
58.65489959716797,-82.54637908935547,23.576189041137695,-0.6326437592506409,0.3935232162475586,-0.5058708786964417,0.09838263690471649,-0.007030300796031952
74.99198913574219,-72.2953109741211,-3.0696516036987305,-0.6010115742683411,0.484876811504364,-0.428585022687912,-0.0632459819316864,-0.007030300796031952
84.03289794921875,-56.096099853515625,-27.943323135375977,-0.0632643774151802,0.5270400047302246,-0.3091433048248291,-0.2248745858669281,0.0
84.06462097167969,-32.68317794799805,-51.45622253417969,-0.2530575096607208,0.5129855871200562,-0.14754566550254822,-0.37244853377342224,0.0
75.72160339355469,-6.0114264488220215,-69.90577697753906,-0.28468969464302063,0.44974079728126526,0.014051968231797218,-0.4708311855792999,0.0
61.541648864746094,19.458038330078125,-81.39323425292969,-0.6959081292152405,0.3513599932193756,0.1826755851507187,-0.5340771675109863,0.007030300796031952
40.668243408203125,44.04160690307617,-84.90592956542969,-0.41121843457221985,0.21081599593162537,0.33724722266197205,-0.5340771675109863,0.007030300796031952
14.655795097351074,64.7968521118164,-79.46283721923828,0.0,0.04216320067644119,0.44263699650764465,-0.49894049763679504,0.014060601592063904
-11.610434532165527,78.8129653930664,-66.99435424804688,0.31632187962532043,-0.11243519932031631,0.5199228525161743,-0.40055787563323975,0.007030300796031952
-36.35398483276367,85.48881530761719,-48.63973617553711,0.8224368691444397,-0.2670336067676544,0.5339747667312622,-0.2600112557411194,0.007030300796031952
-58.49628829956055,82.67293548583984,-23.797710418701172,0.5693793892860413,-0.3935232162475586,0.5058708786964417,-0.10540996491909027,0.014060601592063904
-75.15060424804688,72.54842376708984,2.943068027496338,0.5377472043037415,-0.4778496026992798,0.428585022687912,0.049191318452358246,0.0
-84.03289794921875,56.444129943847656,27.626863479614258,-0.09489656239748001,-0.5200127959251404,0.30211731791496277,0.21784725785255432,0.0
-84.03289794921875,33.03120803833008,51.13976287841797,0.15816093981266022,-0.5059583783149719,0.14051967859268188,0.36542120575904846,0.007030300796031952
-75.97538757324219,6.296178340911865,69.87413024902344,0.31632187962532043,-0.44974079728126526,-0.021077951416373253,0.46380385756492615,0.0
-61.73198318481445,-19.268203735351562,81.42488098144531,0.6642759442329407,-0.34433281421661377,-0.18970157206058502,0.5270498394966125,0.0
-40.731689453125,-43.85177230834961,84.77934265136719,0.41121843457221985,-0.1967616081237793,-0.33724722266197205,0.5270498394966125,0.0
-14.814407348632812,-64.57537841796875,79.39954376220703,0.0632643774151802,-0.049190402030944824,-0.44263699650764465,0.4778585135936737,-0.007030300796031952
