220kV I段母线电压_A_1,220kV I段母线电压_B_2,220kV I段母线电压_C_3,220kV I段母线电压_N_4,220kV苏腾线电流_A_21,220kV苏腾线电流_B_22,220kV苏腾线电流_C_23,220kV苏腾线电流_N_24
20.753772735595703,-70.75997161865234,23.08119773864746,-46.57263946533203,-2.7813780307769775,0.376895010471344,3.097536087036133,-0.7564510107040405
26.574058532714844,-65.80813598632812,14.176349639892578,-43.31570053100586,-2.0218679904937744,0.21211299300193787,3.304271936416626,-1.5408539772033691
31.1673641204834,-60.69926071166992,8.316791534423828,-36.80182647705078,-1.0336320400238037,0.0911559984087944,3.1974000930786133,-2.250135898590088
35.729209899902344,-45.81234359741211,-1.5961519479751587,-20.296859741210938,-0.010475999675691128,-0.028047999367117882,2.7506399154663086,-2.727066993713379
82.94168090820312,-32.181705474853516,-23.616748809814453,47.249202728271484,-0.020951999351382256,-0.04031899943947792,2.1076560020446777,-2.1103758811950684
83.00460815429688,-13.630638122558594,-32.52159881591797,64.06884765625,-0.019206000491976738,-0.03505999967455864,1.1913599967956543,-1.1914540529251099
38.25657653808594,15.525527000427246,-31.723520278930664,38.29655456542969,-0.012222000397741795,-0.026295000687241554,0.14366400241851807,-0.13626599311828613
42.797447204589844,40.22189712524414,-91.19068145751953,-14.349408149719238,-0.012222000397741795,-0.026295000687241554,0.042047999799251556,-0.03319299966096878
31.586843490600586,69.99573516845703,-81.55076599121094,34.63053512573242,-0.010475999675691128,-0.0227889996021986,0.043800000101327896,-0.03144599869847298
-15.961214065551758,77.9521713256836,-47.3490104675293,25.221601486206055,-0.012222000397741795,-0.0227889996021986,0.042047999799251556,-0.029698999598622322
-31.74414825439453,82.72603607177734,-55.83381652832031,-8.527828216552734,-0.012222000397741795,-0.021036000922322273,0.042047999799251556,-0.03144599869847298
-51.88967514038086,83.66825103759766,-28.394704818725586,5.821579933166504,-0.01745999976992607,-0.02980099990963936,0.03328799828886986,-0.038433998823165894
-77.9918212890625,68.29975891113281,8.064767837524414,-2.879322052001953,-0.020951999351382256,-0.03330700099468231,0.029783999547362328,-0.043675001710653305
-78.74687957763672,58.22857666015625,21.00200080871582,0.8024340271949768,-0.010475999675691128,-0.019283000379800797,0.042047999799251556,-0.029698999598622322
-79.63827514648438,32.93547439575195,49.82724380493164,5.396761894226074,-0.006984000094234943,-0.014023999683558941,0.047304000705480576,-0.026204999536275864
-77.33113861083984,2.826630115509033,71.6903305053711,-4.704465866088867,-0.020951999351382256,-0.031553998589515686,0.029783999547362328,-0.043675001710653305
-60.65680694580078,-14.918325424194336,75.9747314453125,0.8496360182762146,-0.019206000491976738,-0.028047999367117882,0.031536001712083817,-0.038433998823165894
