1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,13-220kV普开Ⅰ线路电流Ia_13,14-220kV普开Ⅰ线路电流Ib_14,15-220kV普开Ⅰ线路电流Ic_15,16-220kV普开Ⅰ线路电流3Io_16
83.13321685791016,-54.48829650878906,-28.086393356323242,1.0142298936843872,-0.043085671961307526,0.021493233740329742,0.03595006465911865,0.0
83.80056762695312,-50.240806579589844,-33.12672805786133,0.7289777398109436,-0.043085671961307526,0.014328822493553162,0.03595006465911865,0.0071837627328932285
84.46792602539062,-46.02501678466797,-37.976863861083984,0.8240618109703064,-0.043085671961307526,0.014328822493553162,0.028760051354765892,0.0
84.65859985351562,-41.619041442871094,-42.668495178222656,0.6021990180015564,-0.05026661604642868,0.014328822493553162,0.03595006465911865,-0.0071837627328932285
84.46792602539062,-36.83269119262695,-47.2650260925293,0.5705043077468872,-0.043085671961307526,0.014328822493553162,0.03595006465911865,-0.0071837627328932285
84.08657836914062,-32.204833984375,-51.60795593261719,0.4437255859375,-0.043085671961307526,0.014328822493553162,0.04314007982611656,0.0
83.45100402832031,-27.16490364074707,-55.919185638427734,0.5388096570968628,-0.043085671961307526,0.014328822493553162,0.04314007982611656,0.0
82.21163177490234,-21.96648597717285,-59.78661346435547,0.7289777398109436,-0.043085671961307526,0.007164411246776581,0.05033009126782417,0.0
80.33668518066406,-16.70467185974121,-63.3370361328125,0.4754202663898468,-0.043085671961307526,0.0,0.04314007982611656,0.0
78.17572784423828,-11.316068649291992,-66.60215759277344,0.380336195230484,-0.043085671961307526,-0.007164411246776581,0.05033009126782417,0.0071837627328932285
76.23722839355469,-5.990859508514404,-69.99408721923828,0.3169468343257904,-0.03590472787618637,0.0,0.05033009126782417,0.0
73.85382080078125,-0.5388603806495667,-73.16410827636719,0.3486415147781372,-0.03590472787618637,-0.007164411246776581,0.04314007982611656,0.0
71.0255126953125,4.976534366607666,-75.85862731933594,0.1584734171628952,-0.03590472787618637,-0.007164411246776581,0.057520102709531784,0.0
67.8476333618164,10.016463279724121,-77.91913604736328,-0.095084048807621,-0.028723781928420067,-0.014328822493553162,0.04314007982611656,0.0
64.7015380859375,15.11978816986084,-79.94795227050781,-0.2852521538734436,-0.03590472787618637,-0.014328822493553162,0.05033009126782417,0.0
61.17409896850586,20.254810333251953,-81.6597671508789,-0.4754202663898468,-0.021542835980653763,-0.014328822493553162,0.05033009126782417,-0.0071837627328932285
57.20175552368164,25.326438903808594,-82.80097198486328,-0.5071149468421936,-0.028723781928420067,-0.014328822493553162,0.05033009126782417,0.0
52.94340133666992,30.04939079284668,-83.30817413330078,-0.5705043077468872,-0.028723781928420067,-0.028657644987106323,0.05033009126782417,0.0
48.907501220703125,34.99422836303711,-84.03727722167969,-0.5071149468421936,-0.021542835980653763,-0.021493233740329742,0.05033009126782417,0.0
44.58559036254883,39.685482025146484,-84.48108673095703,-0.4754202663898468,-0.014361890964210033,-0.028657644987106323,0.05033009126782417,-0.0071837627328932285
39.850555419921875,44.5035285949707,-84.51278686523438,-0.2852521538734436,-0.021542835980653763,-0.028657644987106323,0.04314007982611656,0.0
35.083744049072266,49.09968948364258,-84.32258605957031,-0.2535574734210968,-0.014361890964210033,-0.028657644987106323,0.05033009126782417,-0.0071837627328932285
30.57115936279297,53.2520866394043,-83.78367614746094,0.0316946841776371,-0.014361890964210033,-0.035822056233882904,0.05033009126782417,-0.0071837627328932285
25.61367416381836,57.37278366088867,-83.02287292480469,-0.0633893683552742,-0.007180945482105017,-0.035822056233882904,0.04314007982611656,0.0
20.147729873657227,61.55687713623047,-81.6597671508789,0.0,-0.007180945482105017,-0.035822056233882904,0.03595006465911865,-0.0071837627328932285
14.840677261352539,64.8851318359375,-79.82115173339844,-0.1267787367105484,-0.007180945482105017,-0.035822056233882904,0.03595006465911865,0.0
9.628961563110352,68.05490112304688,-77.8557357788086,-0.2852521538734436,0.007180945482105017,-0.035822056233882904,0.04314007982611656,-0.0071837627328932285
4.226573944091797,71.2880630493164,-75.79522705078125,-0.5388096570968628,0.007180945482105017,-0.042986467480659485,0.03595006465911865,0.0
-1.1440351009368896,74.33103942871094,-73.3226089477539,-0.2852521538734436,0.0,-0.035822056233882904,0.03595006465911865,0.0
-6.546422958374023,76.93024444580078,-70.34278869628906,-0.0633893683552742,0.007180945482105017,-0.042986467480659485,0.03595006465911865,-0.0071837627328932285
-11.535687446594238,78.83210754394531,-67.04595947265625,0.4120309054851532,0.014361890964210033,-0.035822056233882904,0.03595006465911865,-0.0071837627328932285
-16.62028694152832,80.86075592041016,-63.81254196166992,0.5388096570968628,0.014361890964210033,-0.035822056233882904,0.028760051354765892,0.0
-21.73666763305664,82.31884765625,-60.13531494140625,0.6972830295562744,0.014361890964210033,-0.042986467480659485,0.014380025677382946,-0.0071837627328932285
-26.662372589111328,83.33317565917969,-56.07768630981445,0.760672390460968,0.014361890964210033,-0.042986467480659485,0.02157003991305828,-0.0071837627328932285
-31.42918586730957,83.77693939208984,-51.86155700683594,0.6338936686515808,0.021542835980653763,-0.042986467480659485,0.02157003991305828,-0.0071837627328932285
-36.45022964477539,84.44259643554688,-47.677127838134766,0.4120309054851532,0.028723781928420067,-0.035822056233882904,0.02157003991305828,-0.0071837627328932285
-41.40771484375,84.82296752929688,-43.36589813232422,0.0316946841776371,0.028723781928420067,-0.035822056233882904,0.014380025677382946,-0.0071837627328932285
