110kV II 母电压_A相_5,110kV II 母电压_B相_6,110kV II 母电压_C相_7,110kV II 母电压_3U0_8,110kV黎腊I线137_A相_25,110kV黎腊I线137_B相_26,110kV黎腊I线137_C相_27,110kV黎腊I线137_3I0_28
81.56741333007812,-14.847387313842773,-66.65027618408203,0.45150917768478394,0.08857835829257965,0.02458665519952774,-0.10364081710577011,0.0
71.33639526367188,6.560715198516846,-78.26420593261719,-0.21796993911266327,0.05465473234653473,0.05862971767783165,-0.09798768162727356,0.003783418331295252
54.44065856933594,28.39510726928711,-83.4375,-0.6227712631225586,0.02261575125157833,0.07943381369113922,-0.08668141067028046,0.003783418331295252
34.77922058105469,49.522483825683594,-84.56980895996094,-0.10898496955633163,-0.007538583595305681,0.1115855872631073,-0.09045016765594482,0.005675127729773521
14.639504432678223,66.9172134399414,-81.81694793701172,-0.15569281578063965,-0.024500396102666855,0.11347687244415283,-0.09045016765594482,0.003783418331295252
-6.862267971038818,78.33348083496094,-71.27299499511719,0.5293555855751038,-0.04334685578942299,0.10780303180217743,-0.050878219306468964,0.007566836662590504
-28.63437271118164,83.54254913330078,-54.49615478515625,0.7628948092460632,-0.0640779584646225,0.09645534306764603,-0.01884378492832184,-0.001891709165647626
-49.522701263427734,84.45751190185547,-34.883358001708984,0.17126210033893585,-0.09800158441066742,0.09834662079811096,0.01884378492832184,0.003783418331295252
-66.80313873291016,81.63983154296875,-14.616106033325195,0.5293555855751038,-0.10177087783813477,0.09267278015613556,0.022612541913986206,0.003783418331295252
-78.37541961669922,71.47124481201172,6.73151159286499,-0.21796993911266327,-0.08857835829257965,0.05295587331056595,0.04899384081363678,0.005675127729773521
-83.76126098632812,54.75233840942383,28.598535537719727,-0.6539098620414734,-0.09046300500631332,0.020804092288017273,0.07914389669895172,0.0
-84.50987243652344,34.789466857910156,49.5514030456543,-0.2646777927875519,-0.08292441815137863,-0.013238968327641487,0.11117833107709885,0.001891709165647626
-81.59860229492188,14.639440536499023,66.70221710205078,-0.4048013389110565,-0.07915512472391129,-0.020804092288017273,0.11871584504842758,0.001891709165647626
-71.34679412841797,-6.820648193359375,78.29537200927734,0.23353922367095947,-0.04334685578942299,-0.051064591854810715,0.10929395258426666,0.0
-54.357479095458984,-28.5926570892334,83.30245208740234,0.5604941248893738,-0.011307875625789165,-0.06619483977556229,0.09610330313444138,0.001891709165647626
-34.44650650024414,-49.81360626220703,84.32049560546875,0.10898496955633163,0.020731104537844658,-0.10402046889066696,0.10364081710577011,0.001891709165647626
-14.389967918395996,-67.23953247070312,81.64035034179688,0.18683138489723206,0.028269687667489052,-0.09645534306764603,0.09610330313444138,0.001891709165647626
7.205381393432617,-78.61421203613281,70.90940856933594,-0.5137863159179688,0.05088543891906738,-0.09267278015613556,0.0584157332777977,0.001891709165647626
28.987882614135742,-83.74009704589844,54.132572174072266,-0.7784640789031982,0.07538583874702454,-0.08321636915206909,0.026381298899650574,0.003783418331295252
49.730648040771484,-84.5926742553711,34.623653411865234,-0.12455425411462784,0.10930946469306946,-0.08510765433311462,-0.007537513971328735,0.001891709165647626
